,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
1,Kevin Porter Jr.,Clippers,fg3m,1.5,-250,under,0.8780986177504424,1.1466903242530964,0.7142857142857143,1,0.16843322186283294,0.07086293497443323,Kevin Porter Jr._fg3m_under
7,Naji Marshall,Mavericks,points,10.5,-120,over,0.6932656517841747,1.3549351413549353,0.5454545454545454,1,0.16843322186283294,0.07086293497443323,Naji Marshall_points_over
9,Klay Thompson,Mavericks,fg3m,3.5,-145,under,0.6807951192663566,0.7515449731123232,0.5918367346938775,1,0.16843322186283294,0.07086293497443323,Klay Thompson_fg3m_under
14,Dereck Lively II,Mavericks,rebounds,8.5,-150,under,0.6550896392751899,0.4590803272932491,0.6000000000000001,1,0.16843322186283294,0.07086293497443323,Dereck Lively II_rebounds_under
15,Derrick Jones Jr.,Clippers,points,8.5,-105,over,0.6203940369495253,1.05622750355489,0.5121951219512195,1,0.16843322186283294,0.07086293497443323,Derrick Jones Jr._points_over
0,Daniel Gafford,Mavericks,points,8.5,-110,over,0.9111368736001632,3.6972156116379216,0.5238095238095238,2,0.2607776911849119,0.07317073170731708,Daniel Gafford_points_over
1,Kevin Porter Jr.,Clippers,fg3m,1.5,-250,under,0.8780986177504424,1.1466903242530964,0.7142857142857143,2,0.2607776911849119,0.07317073170731708,Kevin Porter Jr._fg3m_under
4,Norman Powell,Clippers,rebounds,3.5,-175,under,0.7405745488320432,0.8188000265374822,0.6363636363636364,2,0.2607776911849119,0.07317073170731708,Norman Powell_rebounds_under
6,Kyrie Irving,Mavericks,assists,6.5,-150,under,0.7094260343823111,0.9118836198525921,0.6000000000000001,2,0.2607776911849119,0.07317073170731708,Kyrie Irving_assists_under
15,Derrick Jones Jr.,Clippers,points,8.5,-105,over,0.6203940369495253,1.05622750355489,0.5121951219512195,2,0.2607776911849119,0.07317073170731708,Derrick Jones Jr._points_over
0,Daniel Gafford,Mavericks,points,8.5,-110,over,0.9111368736001632,3.6972156116379216,0.5238095238095238,3,0.19181376501119043,0.06861875184856553,Daniel Gafford_points_over
3,Quentin Grimes,Mavericks,assists,2.5,-160,under,0.770360195955,1.2591765921343754,0.6153846153846154,3,0.19181376501119043,0.06861875184856553,Quentin Grimes_assists_under
8,Daniel Gafford,Mavericks,assists,0.5,-175,over,0.6833632306209467,0.3692825263074384,0.6363636363636364,3,0.19181376501119043,0.06861875184856553,Daniel Gafford_assists_over
9,Klay Thompson,Mavericks,fg3m,3.5,-145,under,0.6807951192663566,0.7515449731123232,0.5918367346938775,3,0.19181376501119043,0.06861875184856553,Klay Thompson_fg3m_under
17,Ivica Zubac,Clippers,rebounds,12.5,-130,under,0.5874004452293355,0.19623470779796826,0.5652173913043479,3,0.19181376501119043,0.06861875184856553,Ivica Zubac_rebounds_under
0,Daniel Gafford,Mavericks,points,8.5,-110,over,0.9111368736001632,3.6972156116379216,0.5238095238095238,4,0.16920436414044954,0.06799826313504127,Daniel Gafford_points_over
8,Daniel Gafford,Mavericks,assists,0.5,-175,over,0.6833632306209467,0.3692825263074384,0.6363636363636364,4,0.16920436414044954,0.06799826313504127,Daniel Gafford_assists_over
9,Klay Thompson,Mavericks,fg3m,3.5,-145,under,0.6807951192663566,0.7515449731123232,0.5918367346938775,4,0.16920436414044954,0.06799826313504127,Klay Thompson_fg3m_under
14,Dereck Lively II,Mavericks,rebounds,8.5,-150,under,0.6550896392751899,0.4590803272932491,0.6000000000000001,4,0.16920436414044954,0.06799826313504127,Dereck Lively II_rebounds_under
16,Dereck Lively II,Mavericks,assists,2.5,-135,under,0.609339266998278,0.3035084349850119,0.574468085106383,4,0.16920436414044954,0.06799826313504127,Dereck Lively II_assists_under
0,Daniel Gafford,Mavericks,points,8.5,-110,over,0.9111368736001632,3.6972156116379216,0.5238095238095238,5,0.1789546236718779,0.05669353772961546,Daniel Gafford_points_over
6,Kyrie Irving,Mavericks,assists,6.5,-150,under,0.7094260343823111,0.9118836198525921,0.6000000000000001,5,0.1789546236718779,0.05669353772961546,Kyrie Irving_assists_under
10,Ivica Zubac,Clippers,points,15.5,-125,under,0.6742970982987029,1.068673884688326,0.5555555555555556,5,0.1789546236718779,0.05669353772961546,Ivica Zubac_points_under
11,Kevin Porter Jr.,Clippers,points,11.5,-130,under,0.6738166253209508,0.9606855316853335,0.5652173913043479,5,0.1789546236718779,0.05669353772961546,Kevin Porter Jr._points_under
16,Dereck Lively II,Mavericks,assists,2.5,-135,under,0.609339266998278,0.3035084349850119,0.574468085106383,5,0.1789546236718779,0.05669353772961546,Dereck Lively II_assists_under
3,Quentin Grimes,Mavericks,assists,2.5,-160,under,0.770360195955,1.2591765921343754,0.6153846153846154,6,0.11847924070141033,0.055942336360981774,Quentin Grimes_assists_under
10,Ivica Zubac,Clippers,points,15.5,-125,under,0.6742970982987029,1.068673884688326,0.5555555555555556,6,0.11847924070141033,0.055942336360981774,Ivica Zubac_points_under
13,Daniel Gafford,Mavericks,rebounds,5.5,-105,over,0.6662310162919451,1.5036837304689883,0.5121951219512195,6,0.11847924070141033,0.055942336360981774,Daniel Gafford_rebounds_over
17,Ivica Zubac,Clippers,rebounds,12.5,-130,under,0.5874004452293355,0.19623470779796826,0.5652173913043479,6,0.11847924070141033,0.055942336360981774,Ivica Zubac_rebounds_under
18,Naji Marshall,Mavericks,assists,2.5,-130,under,0.5828247925897778,0.1557577806018804,0.5652173913043479,6,0.11847924070141033,0.055942336360981774,Naji Marshall_assists_under
5,Kyrie Irving,Mavericks,rebounds,3.5,-150,over,0.7206550881632368,1.0054590680269724,0.6000000000000001,7,0.15421571781945828,0.07769169960474312,Kyrie Irving_rebounds_over
6,Kyrie Irving,Mavericks,assists,6.5,-150,under,0.7094260343823111,0.9118836198525921,0.6000000000000001,7,0.15421571781945828,0.07769169960474312,Kyrie Irving_assists_under
8,Daniel Gafford,Mavericks,assists,0.5,-175,over,0.6833632306209467,0.3692825263074384,0.6363636363636364,7,0.15421571781945828,0.07769169960474312,Daniel Gafford_assists_over
11,Kevin Porter Jr.,Clippers,points,11.5,-130,under,0.6738166253209508,0.9606855316853335,0.5652173913043479,7,0.15421571781945828,0.07769169960474312,Kevin Porter Jr._points_under
14,Dereck Lively II,Mavericks,rebounds,8.5,-150,under,0.6550896392751899,0.4590803272932491,0.6000000000000001,7,0.15421571781945828,0.07769169960474312,Dereck Lively II_rebounds_under
5,Kyrie Irving,Mavericks,rebounds,3.5,-150,over,0.7206550881632368,1.0054590680269724,0.6000000000000001,8,0.11347546331877924,0.06014342973201289,Kyrie Irving_rebounds_over
11,Kevin Porter Jr.,Clippers,points,11.5,-130,under,0.6738166253209508,0.9606855316853335,0.5652173913043479,8,0.11347546331877924,0.06014342973201289,Kevin Porter Jr._points_under
12,Derrick Jones Jr.,Clippers,fg3m,0.5,-195,over,0.6671289163019205,0.046231546386321654,0.6610169491525424,8,0.11347546331877924,0.06014342973201289,Derrick Jones Jr._fg3m_over
15,Derrick Jones Jr.,Clippers,points,8.5,-105,over,0.6203940369495253,1.05622750355489,0.5121951219512195,8,0.11347546331877924,0.06014342973201289,Derrick Jones Jr._points_over
19,Norman Powell,Clippers,points,22.5,-110,over,0.5646188913223442,0.38954396262237667,0.5238095238095238,8,0.11347546331877924,0.06014342973201289,Norman Powell_points_over
2,Klay Thompson,Mavericks,points,17.5,-130,under,0.8701928170731092,2.697859535646735,0.5652173913043479,9,0.17862946248570208,0.05903624590026072,Klay Thompson_points_under
5,Kyrie Irving,Mavericks,rebounds,3.5,-150,over,0.7206550881632368,1.0054590680269724,0.6000000000000001,9,0.17862946248570208,0.05903624590026072,Kyrie Irving_rebounds_over
7,Naji Marshall,Mavericks,points,10.5,-120,over,0.6932656517841747,1.3549351413549353,0.5454545454545454,9,0.17862946248570208,0.05903624590026072,Naji Marshall_points_over
10,Ivica Zubac,Clippers,points,15.5,-125,under,0.6742970982987029,1.068673884688326,0.5555555555555556,9,0.17862946248570208,0.05903624590026072,Ivica Zubac_points_under
16,Dereck Lively II,Mavericks,assists,2.5,-135,under,0.609339266998278,0.3035084349850119,0.574468085106383,9,0.17862946248570208,0.05903624590026072,Dereck Lively II_assists_under
4,Norman Powell,Clippers,rebounds,3.5,-175,under,0.7405745488320432,0.8188000265374822,0.6363636363636364,10,0.1201136494404408,0.07056678109186351,Norman Powell_rebounds_under
7,Naji Marshall,Mavericks,points,10.5,-120,over,0.6932656517841747,1.3549351413549353,0.5454545454545454,10,0.1201136494404408,0.07056678109186351,Naji Marshall_points_over
8,Daniel Gafford,Mavericks,assists,0.5,-175,over,0.6833632306209467,0.3692825263074384,0.6363636363636364,10,0.1201136494404408,0.07056678109186351,Daniel Gafford_assists_over
17,Ivica Zubac,Clippers,rebounds,12.5,-130,under,0.5874004452293355,0.19623470779796826,0.5652173913043479,10,0.1201136494404408,0.07056678109186351,Ivica Zubac_rebounds_under
18,Naji Marshall,Mavericks,assists,2.5,-130,under,0.5828247925897778,0.1557577806018804,0.5652173913043479,10,0.1201136494404408,0.07056678109186351,Naji Marshall_assists_under
5,Kyrie Irving,Mavericks,rebounds,3.5,-150,over,0.7206550881632368,1.0054590680269724,0.6000000000000001,11,0.10751726036862745,0.06523493701091346,Kyrie Irving_rebounds_over
10,Ivica Zubac,Clippers,points,15.5,-125,under,0.6742970982987029,1.068673884688326,0.5555555555555556,11,0.10751726036862745,0.06523493701091346,Ivica Zubac_points_under
12,Derrick Jones Jr.,Clippers,fg3m,0.5,-195,over,0.6671289163019205,0.046231546386321654,0.6610169491525424,11,0.10751726036862745,0.06523493701091346,Derrick Jones Jr._fg3m_over
17,Ivica Zubac,Clippers,rebounds,12.5,-130,under,0.5874004452293355,0.19623470779796826,0.5652173913043479,11,0.10751726036862745,0.06523493701091346,Ivica Zubac_rebounds_under
19,Norman Powell,Clippers,points,22.5,-110,over,0.5646188913223442,0.38954396262237667,0.5238095238095238,11,0.10751726036862745,0.06523493701091346,Norman Powell_points_over
3,Quentin Grimes,Mavericks,assists,2.5,-160,under,0.770360195955,1.2591765921343754,0.6153846153846154,12,0.11388417913681656,0.051843996700836587,Quentin Grimes_assists_under
10,Ivica Zubac,Clippers,points,15.5,-125,under,0.6742970982987029,1.068673884688326,0.5555555555555556,12,0.11388417913681656,0.051843996700836587,Ivica Zubac_points_under
13,Daniel Gafford,Mavericks,rebounds,5.5,-105,over,0.6662310162919451,1.5036837304689883,0.5121951219512195,12,0.11388417913681656,0.051843996700836587,Daniel Gafford_rebounds_over
18,Naji Marshall,Mavericks,assists,2.5,-130,under,0.5828247925897778,0.1557577806018804,0.5652173913043479,12,0.11388417913681656,0.051843996700836587,Naji Marshall_assists_under
19,Norman Powell,Clippers,points,22.5,-110,over,0.5646188913223442,0.38954396262237667,0.5238095238095238,12,0.11388417913681656,0.051843996700836587,Norman Powell_points_over
4,Norman Powell,Clippers,rebounds,3.5,-175,under,0.7405745488320432,0.8188000265374822,0.6363636363636364,13,0.1351150411812034,0.0566164973324273,Norman Powell_rebounds_under
11,Kevin Porter Jr.,Clippers,points,11.5,-130,under,0.6738166253209508,0.9606855316853335,0.5652173913043479,13,0.1351150411812034,0.0566164973324273,Kevin Porter Jr._points_under
13,Daniel Gafford,Mavericks,rebounds,5.5,-105,over,0.6662310162919451,1.5036837304689883,0.5121951219512195,13,0.1351150411812034,0.0566164973324273,Daniel Gafford_rebounds_over
14,Dereck Lively II,Mavericks,rebounds,8.5,-150,under,0.6550896392751899,0.4590803272932491,0.6000000000000001,13,0.1351150411812034,0.0566164973324273,Dereck Lively II_rebounds_under
15,Derrick Jones Jr.,Clippers,points,8.5,-105,over,0.6203940369495253,1.05622750355489,0.5121951219512195,13,0.1351150411812034,0.0566164973324273,Derrick Jones Jr._points_over
4,Norman Powell,Clippers,rebounds,3.5,-175,under,0.7405745488320432,0.8188000265374822,0.6363636363636364,14,0.12700195533312122,0.07181780600548686,Norman Powell_rebounds_under
8,Daniel Gafford,Mavericks,assists,0.5,-175,over,0.6833632306209467,0.3692825263074384,0.6363636363636364,14,0.12700195533312122,0.07181780600548686,Daniel Gafford_assists_over
12,Derrick Jones Jr.,Clippers,fg3m,0.5,-195,over,0.6671289163019205,0.046231546386321654,0.6610169491525424,14,0.12700195533312122,0.07181780600548686,Derrick Jones Jr._fg3m_over
13,Daniel Gafford,Mavericks,rebounds,5.5,-105,over,0.6662310162919451,1.5036837304689883,0.5121951219512195,14,0.12700195533312122,0.07181780600548686,Daniel Gafford_rebounds_over
19,Norman Powell,Clippers,points,22.5,-110,over,0.5646188913223442,0.38954396262237667,0.5238095238095238,14,0.12700195533312122,0.07181780600548686,Norman Powell_points_over
1,Kevin Porter Jr.,Clippers,fg3m,1.5,-250,under,0.8780986177504424,1.1466903242530964,0.7142857142857143,15,0.1830516507249898,0.0912317496168428,Kevin Porter Jr._fg3m_under
4,Norman Powell,Clippers,rebounds,3.5,-175,under,0.7405745488320432,0.8188000265374822,0.6363636363636364,15,0.1830516507249898,0.0912317496168428,Norman Powell_rebounds_under
6,Kyrie Irving,Mavericks,assists,6.5,-150,under,0.7094260343823111,0.9118836198525921,0.6000000000000001,15,0.1830516507249898,0.0912317496168428,Kyrie Irving_assists_under
