,PROP_TAG,THRESH,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROB,HOUSE_PROB,EV
4,Tyrese Haliburton_rebounds_under,4.5,1,0.04644238485644308,0.00895196422301195,0.8371476972527798,0.6153846153846154,1.8018250401788363
10,Josh Hart_points_over,11.5,1,0.04644238485644308,0.00895196422301195,0.7722512211892534,0.5652173913043479,1.831453110520318
18,Mikal Bridges_points_over,15.5,1,0.04644238485644308,0.00895196422301195,0.7287984818678359,0.5238095238095238,1.9567127814657066
28,Jaylen Brown_points_over,21.5,1,0.04644238485644308,0.00895196422301195,0.6860719719014573,0.5555555555555556,1.1746477471131156
32,Goga Bitadze_assists_under,2.5,1,0.04644238485644308,0.00895196422301195,0.6766764161830634,0.5121951219512195,1.605650729406095
60,Jalen Brunson_points_over,23.5,1,0.04644238485644308,0.00895196422301195,0.6061244829117161,0.5454545454545454,0.5561410933573978
65,T.J. McConnell_assists_over,3.5,1,0.04644238485644308,0.00895196422301195,0.5921355461748423,0.5918367346938775,0.002524441821943668
67,Cameron Payne_assists_over,2.5,1,0.04644238485644308,0.00895196422301195,0.5915789138277221,0.5348837209302326,0.5299768031721848
11,Payton Pritchard_points_over,13.5,2,0.044567419804241795,0.01162571298317905,0.7715420553766958,0.5555555555555556,1.9438784983902626
17,Tristan da Silva_rebounds_over,2.5,2,0.044567419804241795,0.01162571298317905,0.7311033222888894,0.6153846153846154,0.9402144935972263
22,Obi Toppin_rebounds_under,5.5,2,0.044567419804241795,0.01162571298317905,0.6972259084642527,0.607843137254902,0.7352453760769171
25,Andrew Nembhard_rebounds_under,3.5,2,0.044567419804241795,0.01162571298317905,0.69193743259148,0.6153846153846154,0.6219916398057748
28,Jaylen Brown_points_over,21.5,2,0.044567419804241795,0.01162571298317905,0.6860719719014573,0.5555555555555556,1.1746477471131156
50,Jayson Tatum_rebounds_over,8.5,2,0.044567419804241795,0.01162571298317905,0.6284273148605932,0.6000000000000001,0.23689429050494293
52,Derrick White_assists_over,4.5,2,0.044567419804241795,0.01162571298317905,0.6266892287178578,0.5,1.2668922871785782
60,Jalen Brunson_points_over,23.5,2,0.044567419804241795,0.01162571298317905,0.6061244829117161,0.5454545454545454,0.5561410933573978
2,T.J. McConnell_fg3m_under,0.5,3,0.03302974876941588,0.007535522658396005,0.8751733190429474,0.8181818181818181,0.3482813941513455
24,CJ McCollum_fg3m_under,3.5,3,0.03302974876941588,0.007535522658396005,0.69193743259148,0.6296296296296295,0.4947972588146945
46,CJ McCollum_points_under,22.5,3,0.03302974876941588,0.007535522658396005,0.6349295367580071,0.5454545454545454,0.8201874202817327
49,CJ McCollum_rebounds_under,4.5,3,0.03302974876941588,0.007535522658396005,0.6288369351798733,0.5238095238095238,1.0025343812624268
51,Wendell Carter Jr._fg3m_under,0.5,3,0.03302974876941588,0.007535522658396005,0.6270890852730562,0.4166666666666667,2.525069023276674
52,Derrick White_assists_over,4.5,3,0.03302974876941588,0.007535522658396005,0.6266892287178578,0.5,1.2668922871785782
64,Goga Bitadze_rebounds_under,8.5,3,0.03302974876941588,0.007535522658396005,0.5925473414375915,0.5652173913043479,0.24176494348638622
69,Anthony Black_fg3m_under,0.5,3,0.03302974876941588,0.007535522658396005,0.5866462195100317,0.4347826086956522,1.7464315243653639
12,Tristan da Silva_assists_under,1.5,4,0.036815906238163235,0.00985198958378796,0.7620128254161398,0.6000000000000001,1.3501068784678312
19,Jrue Holiday_points_over,10.5,4,0.036815906238163235,0.00985198958378796,0.7123936134421189,0.5348837209302326,1.6593316039154593
37,Jrue Holiday_assists_over,3.5,4,0.036815906238163235,0.00985198958378796,0.6520489107326566,0.6226415094339623,0.23615034376224187
38,Miles McBride_points_over,8.5,4,0.036815906238163235,0.00985198958378796,0.6519688039054381,0.5348837209302326,1.0944909930290951
43,CJ McCollum_assists_under,4.5,4,0.036815906238163235,0.00985198958378796,0.64185895767154,0.5652173913043479,0.6779830870943919
44,Josh Hart_rebounds_under,8.5,4,0.036815906238163235,0.00985198958378796,0.6389664129865185,0.607843137254902,0.2560140423084578
49,CJ McCollum_rebounds_under,4.5,4,0.036815906238163235,0.00985198958378796,0.6288369351798733,0.5238095238095238,1.0025343812624268
55,Myles Turner_rebounds_under,7.5,4,0.036815906238163235,0.00985198958378796,0.6185723857406449,0.5121951219512195,1.0384447179443905
0,Bilal Coulibaly_fg3m_under,1.5,5,0.06049947589296332,0.012280402524304969,0.9097959895689501,0.6428571428571428,2.0761910299807234
4,Tyrese Haliburton_rebounds_under,4.5,5,0.06049947589296332,0.012280402524304969,0.8371476972527798,0.6153846153846154,1.8018250401788363
6,Jordan Poole_points_under,23.5,5,0.06049947589296332,0.012280402524304969,0.8297450650530122,0.5555555555555556,2.4677055854771095
46,CJ McCollum_points_under,22.5,5,0.06049947589296332,0.012280402524304969,0.6349295367580071,0.5454545454545454,0.8201874202817327
48,Alexandre Sarr_assists_over,1.5,5,0.06049947589296332,0.012280402524304969,0.6288822690900817,0.6000000000000001,0.2406855757506805
50,Jayson Tatum_rebounds_over,8.5,5,0.06049947589296332,0.012280402524304969,0.6284273148605932,0.6000000000000001,0.23689429050494293
55,Myles Turner_rebounds_under,7.5,5,0.06049947589296332,0.012280402524304969,0.6185723857406449,0.5121951219512195,1.0384447179443905
56,Jayson Tatum_points_over,25.5,5,0.06049947589296332,0.012280402524304969,0.6167659169650053,0.5555555555555556,0.5508932526850474
10,Josh Hart_points_over,11.5,6,0.049929177792682806,0.011637180517255834,0.7722512211892534,0.5652173913043479,1.831453110520318
17,Tristan da Silva_rebounds_over,2.5,6,0.049929177792682806,0.011637180517255834,0.7311033222888894,0.6153846153846154,0.9402144935972263
18,Mikal Bridges_points_over,15.5,6,0.049929177792682806,0.011637180517255834,0.7287984818678359,0.5238095238095238,1.9567127814657066
22,Obi Toppin_rebounds_under,5.5,6,0.049929177792682806,0.011637180517255834,0.6972259084642527,0.607843137254902,0.7352453760769171
30,Karl-Anthony Towns_assists_over,2.5,6,0.049929177792682806,0.011637180517255834,0.6852740878194186,0.6296296296296295,0.44188246209538296
36,Anthony Black_points_under,9.5,6,0.049929177792682806,0.011637180517255834,0.6572982706206694,0.5348837209302326,1.1443099210193006
45,Josh Hart_assists_over,4.5,6,0.049929177792682806,0.011637180517255834,0.6372644852763816,0.5833333333333333,0.4622670166546998
59,Dejounte Murray_rebounds_under,6.5,6,0.049929177792682806,0.011637180517255834,0.6063027824125913,0.5348837209302326,0.6676129660307446
2,T.J. McConnell_fg3m_under,0.5,7,0.03812127358577272,0.0185902298014488,0.8751733190429474,0.8181818181818181,0.3482813941513455
25,Andrew Nembhard_rebounds_under,3.5,7,0.03812127358577272,0.0185902298014488,0.69193743259148,0.6153846153846154,0.6219916398057748
29,Derrick White_fg3m_over,2.5,7,0.03812127358577272,0.0185902298014488,0.6852740878194186,0.6428571428571428,0.329909571928811
33,Bilal Coulibaly_assists_over,2.5,7,0.03812127358577272,0.0185902298014488,0.6729434430265723,0.607843137254902,0.5355025152185782
49,CJ McCollum_rebounds_under,4.5,7,0.03812127358577272,0.0185902298014488,0.6288369351798733,0.5238095238095238,1.0025343812624268
56,Jayson Tatum_points_over,25.5,7,0.03812127358577272,0.0185902298014488,0.6167659169650053,0.5555555555555556,0.5508932526850474
63,Obi Toppin_assists_over,1.5,7,0.03812127358577272,0.0185902298014488,0.593994150290162,0.574468085106383,0.1699490858588173
64,Goga Bitadze_rebounds_under,8.5,7,0.03812127358577272,0.0185902298014488,0.5925473414375915,0.5652173913043479,0.24176494348638622
7,Wendell Carter Jr._points_under,10.5,8,0.05558400234474848,0.012421734513167085,0.8224476284592036,0.6000000000000001,1.8537302371600295
8,Josh Hart_fg3m_over,0.5,8,0.05558400234474848,0.012421734513167085,0.8111243971624381,0.7142857142857143,0.6778707801370664
