,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB
45,Nickeil Alexander-Walker,Timberwolves,fgm,1.5,-155,over,0.8339450847802948,1.8598708586766182,0.607843137254902
12,Daniel Gafford,Mavericks,assists,0.5,-150,over,0.8060199577091081,1.716832980909233,0.6000000000000001
8,Naz Reid,Timberwolves,points,10.5,-110,over,0.7992157384052012,2.6288775029587392,0.5238095238095238
53,Jaden McDaniels,Timberwolves,steals,1.5,-230,under,0.7504700565112195,0.38380692714570475,0.696969696969697
46,Naz Reid,Timberwolves,fgm,3.5,-140,over,0.7405441826798396,1.3475215658271966,0.5833333333333333
21,Luka Doncic,Mavericks,fg3m,2.5,-190,over,0.7245812918534182,0.5296993325655597,0.6551724137931035
59,Dereck Lively II,Mavericks,blocks,1.5,-150,under,0.7063586933414734,0.8863224445122775,0.6000000000000001
7,Mike Conley,Timberwolves,points,10.5,-120,over,0.7010085646945012,1.425911843032929,0.5454545454545454
25,Mike Conley,Timberwolves,fg3m,1.5,-210,over,0.7001666709707844,0.1678968571653141,0.6774193548387096
61,Anthony Edwards,Timberwolves,blocks,0.5,-195,under,0.697676326071031,0.27729528694754224,0.6610169491525424
9,Anthony Edwards,Timberwolves,points,27.5,-125,under,0.6945042152899666,1.2505379376096997,0.5555555555555556
39,Derrick Jones Jr.,Mavericks,fgm,2.5,-180,over,0.6754377632877608,0.25340482557147315,0.6428571428571428
58,Derrick Jones Jr.,Mavericks,blocks,0.5,-185,over,0.6737202053769606,0.18946644682253466,0.6491228070175439
49,Dereck Lively II,Mavericks,steals,0.5,-115,under,0.6703200460356393,1.2660352129418457,0.5348837209302326
17,Anthony Edwards,Timberwolves,assists,6.5,-160,under,0.670257797974306,0.4458446085412362,0.6153846153846154
6,Karl-Anthony Towns,Timberwolves,points,20.5,-105,under,0.6643905803752375,1.485717570329699,0.5121951219512195
28,Luka Doncic,Mavericks,rebounds,8.5,-125,over,0.6626583928345504,0.9639255355109537,0.5555555555555556
2,Daniel Gafford,Mavericks,points,8.5,100,over,0.6581007304449416,1.5810073044494155,0.5
13,Mike Conley,Timberwolves,assists,6.5,-155,under,0.657552353460397,0.40889839136778106,0.607843137254902
18,Nickeil Alexander-Walker,Timberwolves,assists,1.5,-150,over,0.655074445811221,0.4589537150935079,0.6000000000000001
15,Karl-Anthony Towns,Timberwolves,assists,3.5,-165,under,0.6472318887822313,0.1974681977967052,0.6226415094339623
23,Karl-Anthony Towns,Timberwolves,fg3m,2.5,-165,under,0.6442337565466905,0.1733922874203928,0.6226415094339623
44,Anthony Edwards,Timberwolves,fgm,9.5,-135,under,0.6347243617681227,0.5244527783521793,0.574468085106383
22,Jaden McDaniels,Timberwolves,fg3m,1.5,110,under,0.6339250450332826,1.6562129728494672,0.47619047619047616
29,Kyrie Irving,Mavericks,rebounds,3.5,-140,over,0.6335357424203472,0.430306363602976,0.5833333333333333
55,Kyle Anderson,Timberwolves,steals,0.5,-125,over,0.6321205588285576,0.6890850294570181,0.5555555555555556
43,Kyle Anderson,Timberwolves,fgm,1.5,-115,over,0.6255013190442551,0.8470775475876018,0.5348837209302326
16,Kyle Anderson,Timberwolves,assists,2.5,-110,over,0.6200962589216268,0.9191006533428012,0.5238095238095238
40,Mike Conley,Timberwolves,fgm,3.5,-110,over,0.6192392331698962,0.9109199529853726,0.5238095238095238
38,Daniel Gafford,Mavericks,fgm,3.5,105,over,0.6192392331698962,1.3472021399914351,0.48780487804878053
56,Luka Doncic,Mavericks,blocks,0.5,-150,under,0.618783391806141,0.15652826505117412,0.6000000000000001
47,Derrick Jones Jr.,Mavericks,steals,0.5,105,under,0.618783391806141,1.342529766012944,0.48780487804878053
