,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB
2,Jaylin Williams,Thunder,points,2.5,-110,over,0.828659034770562,2.9099271500826385,0.5238095238095238
20,Daniel Gafford,Mavericks,assists,0.5,-230,over,0.8279551361769494,0.939678150834637,0.696969696969697
19,Tim Hardaway Jr.,Mavericks,assists,0.5,-135,over,0.81362602396059,2.0815598381755063,0.574468085106383
10,Josh Green,Mavericks,points,3.5,-120,over,0.8005569708463363,2.33843889942475,0.5454545454545454
39,Josh Green,Mavericks,rebounds,1.5,-165,over,0.7947970879960057,1.3824614642103477,0.6226415094339623
26,Derrick Jones Jr.,Mavericks,fg3m,1.5,-210,under,0.7943473631095067,0.8630400610463598,0.6774193548387096
9,Tim Hardaway Jr.,Mavericks,points,5.5,-130,over,0.7897488944512568,1.986240220145734,0.5652173913043479
11,Kyrie Irving,Mavericks,points,20.5,-135,over,0.7814772718856418,1.8017466256713268,0.574468085106383
16,Cason Wallace,Thunder,assists,0.5,-200,over,0.7812881130477852,0.8596608478583896,0.6666666666666666
49,Tim Hardaway Jr.,Mavericks,fgm,1.5,-160,over,0.7689217620241717,1.2474893164463952,0.6153846153846154
35,Daniel Gafford,Mavericks,rebounds,7.5,-130,under,0.7603292126512047,1.7259891888375805,0.5652173913043479
67,Luguentz Dort,Thunder,blocks,0.5,-275,under,0.7557837414557255,0.15307096447085566,0.7333333333333333
56,Luguentz Dort,Thunder,steals,1.5,-160,under,0.7504700565112195,1.097569209153658,0.6153846153846154
4,Shai Gilgeous-Alexander,Thunder,points,30.5,-105,under,0.7503406573469862,2.3247540360062926,0.5121951219512195
43,Shai Gilgeous-Alexander,Thunder,fgm,11.5,-140,under,0.7412410216161951,1.353494470995959,0.5833333333333333
57,Cason Wallace,Thunder,steals,0.5,-170,over,0.7328646980341497,0.8198078961535415,0.6296296296296295
29,Shai Gilgeous-Alexander,Thunder,rebounds,7.5,-120,under,0.7272999496255783,1.6669162049011357,0.5454545454545454
25,Luka Doncic,Mavericks,fg3m,2.5,-170,over,0.7245812918534182,0.7540279058947919,0.6296296296296295
21,Josh Green,Mavericks,assists,0.5,-240,over,0.721962699546806,0.11390245512320973,0.7058823529411764
73,Dereck Lively II,Mavericks,blocks,1.5,-200,under,0.7210475511959114,0.40785663396933547,0.6666666666666666
66,Shai Gilgeous-Alexander,Thunder,blocks,1.5,-145,under,0.7063586933414734,0.967513098919345,0.5918367346938775
0,Cason Wallace,Thunder,points,4.5,-140,over,0.6985600703746957,0.9876577460688214,0.5833333333333333
30,Jaylin Williams,Thunder,rebounds,2.5,-140,over,0.6972531552839984,0.9764556167199876,0.5833333333333333
13,Shai Gilgeous-Alexander,Thunder,assists,6.5,-135,under,0.6954362311593495,1.0528709008313752,0.574468085106383
31,Luguentz Dort,Thunder,rebounds,4.5,-125,under,0.6833549855543808,1.150194869989427,0.5555555555555556
36,Tim Hardaway Jr.,Mavericks,rebounds,1.5,-140,over,0.6827480500604242,0.8521261433750649,0.5833333333333333
45,Kyrie Irving,Mavericks,fgm,7.5,-120,over,0.680766814572888,1.2403624669181408,0.5454545454545454
12,Jaden Hardy,Mavericks,points,3.5,-110,over,0.6742937169785529,1.4364400257043695,0.5238095238095238
44,Cason Wallace,Thunder,fgm,1.5,-150,over,0.664507801973037,0.5375650164419747,0.6000000000000001
37,Dereck Lively II,Mavericks,rebounds,6.5,-105,under,0.6639131865002601,1.4810572967882525,0.5121951219512195
23,Chet Holmgren,Thunder,fg3m,1.5,-175,under,0.6626272662068446,0.20635709162520754,0.6363636363636364
71,Derrick Jones Jr.,Mavericks,blocks,0.5,-145,over,0.660404474355061,0.5792791798962051,0.5918367346938775
32,Jalen Williams,Thunder,rebounds,5.5,-115,under,0.6579901172535161,1.1507771830219982,0.5348837209302326
8,Derrick Jones Jr.,Mavericks,points,9.5,-125,under,0.6503747788979869,0.8533730100818824,0.5555555555555556
65,Chet Holmgren,Thunder,blocks,2.5,-110,under,0.6442337565466905,1.1495040397638645,0.5238095238095238
62,Dereck Lively II,Mavericks,steals,0.5,-160,under,0.6440364210831414,0.23279592130052418,0.6153846153846154
