,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB
6,Andrew Nembhard,Pacers,points,16.5,-120,under,0.9137756702813005,3.3762769775785886,0.5454545454545454
19,Andrew Nembhard,Pacers,assists,7.5,-145,under,0.8904653909890178,2.522897268700323,0.5918367346938775
68,Andrew Nembhard,Pacers,blocks,0.5,-450,under,0.8521437889662113,0.2075453770157364,0.8181818181818181
60,Isaiah Jackson,Pacers,steals,0.5,-400,under,0.8464817248906141,0.2905107805663384,0.8
54,Luke Kornet,Celtics,steals,0.5,-375,under,0.8464817248906141,0.3610509243072225,0.7894736842105263
0,Jrue Holiday,Celtics,points,13.5,-105,under,0.7927317511209805,2.7385718561809997,0.5121951219512195
44,Andrew Nembhard,Pacers,fgm,6.5,-135,under,0.7680086683481351,1.6845198911782124,0.574468085106383
15,Pascal Siakam,Pacers,assists,4.5,-130,under,0.7441816473066551,1.5831453415588723,0.5652173913043479
16,Aaron Nesmith,Pacers,assists,2.5,-195,under,0.732851572162152,0.5433644560983293,0.6610169491525424
4,Luke Kornet,Celtics,points,3.5,-135,over,0.7293141512653873,1.3477342795320748,0.574468085106383
40,Jrue Holiday,Celtics,fgm,5.5,-150,under,0.7131444359599531,0.9428702996662759,0.6000000000000001
7,Pascal Siakam,Pacers,points,23.5,-115,under,0.7099602891178863,1.6365853113193718,0.5348837209302326
49,Ben Sheppard,Pacers,fgm,2.5,-195,under,0.7091167394733906,0.3638317472987236,0.6610169491525424
29,Ben Sheppard,Pacers,fg3m,1.5,-210,under,0.6917131646008436,0.10550192919670343,0.6774193548387096
67,Aaron Nesmith,Pacers,blocks,0.5,-210,under,0.6872892787909721,0.07284943869527072,0.6774193548387096
38,Andrew Nembhard,Pacers,rebounds,3.5,-155,under,0.6740949731108485,0.5449747788150439,0.607843137254902
53,Jrue Holiday,Celtics,steals,1.5,-170,under,0.6626272662068446,0.26204005517200213,0.6296296296296295
35,Luke Kornet,Celtics,rebounds,3.5,-115,over,0.6474799815848631,1.0525302626411113,0.5348837209302326
14,Luke Kornet,Celtics,assists,0.5,-105,over,0.6465453180412198,1.3115138189738125,0.5121951219512195
22,Derrick White,Celtics,fg3m,2.5,-165,over,0.6445742804596186,0.1761267976302705,0.6226415094339623
31,Jaylen Brown,Celtics,rebounds,6.5,-150,under,0.6383911465496203,0.31992622124683523,0.6000000000000001
32,Jrue Holiday,Celtics,rebounds,5.5,-115,under,0.6370065137104648,0.9546261064239099,0.5348837209302326
12,Jrue Holiday,Celtics,assists,5.5,-145,under,0.6370065137104648,0.3816067537608232,0.5918367346938775
25,Aaron Nesmith,Pacers,fg3m,1.5,-140,under,0.6339250450332826,0.43364324314242264,0.5833333333333333
56,Andrew Nembhard,Pacers,steals,0.5,100,under,0.6323366621862497,1.3233666218624975,0.5
17,Isaiah Jackson,Pacers,assists,0.5,-145,under,0.6323366621862497,0.3421545598493516,0.5918367346938775
46,Pascal Siakam,Pacers,fgm,9.5,-115,under,0.6189954447766126,0.7862617663900744,0.5348837209302326
1,Jaylen Brown,Celtics,points,25.5,-125,under,0.6099778009977872,0.4898002089800848,0.5555555555555556
3,Derrick White,Celtics,points,15.5,-110,over,0.5990215615814655,0.7179330878230794,0.5238095238095238
43,Luke Kornet,Celtics,fgm,1.5,100,over,0.593994150290162,0.93994150290162,0.5
10,Isaiah Jackson,Pacers,points,3.5,-135,over,0.5820009197196492,0.06556356052287216,0.574468085106383
61,Jrue Holiday,Celtics,blocks,0.5,-110,over,0.5682894765709202,0.4245813672678751,0.5238095238095238
70,Isaiah Jackson,Pacers,blocks,0.5,-110,over,0.5682894765709202,0.4245813672678751,0.5238095238095238
26,Andrew Nembhard,Pacers,fg3m,1.5,105,under,0.5645414671918556,0.7865500387165194,0.48780487804878053
55,Aaron Nesmith,Pacers,steals,0.5,105,under,0.5488116360940265,0.6253192699637711,0.48780487804878053
36,Aaron Nesmith,Pacers,rebounds,4.5,100,under,0.5479906581100865,0.4799065811008649,0.5
65,Luke Kornet,Celtics,blocks,0.5,105,over,0.5323335729900907,0.4564191231484287,0.48780487804878053
58,Pascal Siakam,Pacers,steals,0.5,110,under,0.5066169923655897,0.3194784198386915,0.47619047619047616
51,Derrick White,Celtics,steals,0.5,125,under,0.4867522559599715,0.4759628795496793,0.4444444444444444
11,Jaylen Brown,Celtics,assists,2.5,120,under,0.4790427363604488,0.2694700999649373,0.45454545454545453
64,Derrick White,Celtics,blocks,0.5,150,under,0.4530890172801689,0.6636127160021115,0.4
23,Jrue Holiday,Celtics,fg3m,1.5,140,under,0.43945950457982585,0.27351405495791026,0.4166666666666667
27,Pascal Siakam,Pacers,fg3m,0.5,150,under,0.4317105234290798,0.3963815428634976,0.4
