,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,0042300204,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,105.1,110.9,116.5,118.5,-11.4,-7.6,0.634,3.25,19.8,0.222,0.667,0.417,8.241,8.7,0.516,0.525,1.0,0.194,95.32,92.0,76.67,92,0.449
1,0042300204,1610612738,Celtics,BOS,Boston,240.000000:00,116.5,118.5,105.1,110.9,11.4,7.6,0.395,1.0,12.7,0.333,0.778,0.583,16.032,16.3,0.564,0.615,1.0,0.199,95.32,92.0,76.67,92,0.551
