,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB
24,Cody Williams,Jazz,points,7.5,-130,under,0.9769260639374044,3.6420382579078083,0.5652173913043479
56,Terance Mann,Clippers,points,7.5,-110,under,0.9214206154158263,3.7953786016965245,0.5238095238095238
26,Kyle Filipowski,Jazz,points,9.5,-110,under,0.9160759830051242,3.7443616559580035,0.5238095238095238
22,Kyshawn George,Wizards,fg3m,1.5,-185,under,0.9097959895689501,2.007888027760832,0.6491228070175439
8,Corey Kispert,Wizards,points,16.5,-110,under,0.8874885706047733,3.4714818103182905,0.5238095238095238
54,Norman Powell,Clippers,points,19.5,-115,over,0.8822537942652513,3.247155033349088,0.5348837209302326
31,Cody Williams,Jazz,assists,2.5,-155,under,0.8794870987836302,2.2344906512846996,0.607843137254902
25,Keyonte George,Jazz,points,17.5,-120,under,0.879132935751607,3.058718577723065,0.5454545454545454
7,Kyshawn George,Wizards,points,7.5,100,under,0.8666283259299926,3.666283259299926,0.5
5,Bilal Coulibaly,Wizards,points,13.5,-115,over,0.8574022415874039,3.0148470409257313,0.5348837209302326
21,Corey Kispert,Wizards,fg3m,3.5,-150,under,0.857123460498547,2.142695504154558,0.6000000000000001
41,Aaron Gordon,Nuggets,fg3m,0.5,-250,over,0.8347011117784134,0.8429077824488936,0.7142857142857143
15,Jimmy Butler,Heat,fg3m,0.5,105,under,0.8187307530779818,3.391990219049313,0.48780487804878053
16,Bam Adebayo,Heat,fg3m,0.5,-195,under,0.8187307530779818,1.1929633886667852,0.6610169491525424
2,Bam Adebayo,Heat,points,16.5,105,under,0.805446184362214,3.2558233897126936,0.48780487804878053
63,Ivica Zubac,Clippers,assists,1.5,-120,over,0.8008517265285442,2.3411408265116562,0.5454545454545454
55,Ivica Zubac,Clippers,points,15.5,-115,over,0.7979414808621537,2.4590181906679582,0.5348837209302326
53,Luguentz Dort,Thunder,points,8.5,-130,over,0.7852905011089066,1.9468005867326355,0.5652173913043479
37,Keyonte George,Jazz,fg3m,2.5,-125,under,0.783358489819263,2.0502264083733674,0.5555555555555556
1,Jimmy Butler,Heat,points,19.5,-110,under,0.7832712928729665,2.4766805228783166,0.5238095238095238
0,Terry Rozier,Heat,points,18.5,-110,under,0.7746743391861945,2.394618692231857,0.5238095238095238
75,Shai Gilgeous-Alexander,Thunder,rebounds,5.5,-155,over,0.7474434285002972,1.148324976373412,0.607843137254902
3,Jaime Jaquez Jr.,Heat,points,11.5,-110,under,0.7412410216161951,2.0754824790636808,0.5238095238095238
27,Christian Braun,Nuggets,points,11.5,-105,over,0.7399600775405661,2.2234198045626696,0.5121951219512195
62,Luguentz Dort,Thunder,assists,1.5,-175,under,0.7357588823428847,0.7809626469798077,0.6363636363636364
39,Kyle Filipowski,Jazz,fg3m,1.5,-195,under,0.7357588823428847,0.5653556484910505,0.6610169491525424
81,Kris Dunn,Clippers,rebounds,3.5,-135,over,0.7349740847026385,1.3969966631525939,0.574468085106383
19,Jordan Poole,Wizards,fg3m,3.5,-110,over,0.7349740847026385,2.0156617176160947,0.5238095238095238
12,Bilal Coulibaly,Wizards,assists,1.5,-195,over,0.7326151184283981,0.5415758958045498,0.6610169491525424
34,Michael Porter Jr.,Nuggets,assists,1.5,-115,over,0.7326151184283981,1.8483587157437213,0.5348837209302326
70,Norman Powell,Clippers,fg3m,2.5,-160,over,0.7311033222888894,0.9402144935972263,0.6153846153846154
36,Christian Braun,Nuggets,assists,2.5,-170,under,0.7306210859394124,0.8019909765776874,0.6296296296296295
14,Carlton Carrington,Wizards,assists,4.5,-125,under,0.7254449533096043,1.529004579786439,0.5555555555555556
44,Kyle Filipowski,Jazz,rebounds,4.5,115,under,0.7254449533096043,2.7985332480782468,0.46511627906976744
49,Aaron Gordon,Nuggets,rebounds,6.5,-105,over,0.7104382093234323,1.9352301386335053,0.5121951219512195
72,Kris Dunn,Clippers,fg3m,0.5,-115,over,0.6988057880877979,1.5323149756033283,0.5348837209302326
17,Jaime Jaquez Jr.,Heat,fg3m,0.5,-220,over,0.6988057880877979,0.08222391336580315,0.6875
68,Luguentz Dort,Thunder,fg3m,1.5,-135,over,0.6915589588159976,1.0191242711762751,0.574468085106383
80,James Harden,Clippers,rebounds,6.5,-105,over,0.6866257224636023,1.7027749097637368,0.5121951219512195
29,Michael Porter Jr.,Nuggets,points,17.5,-115,under,0.6778953895818713,1.336848206960971,0.5348837209302326
28,Aaron Gordon,Nuggets,points,16.5,-125,over,0.6761121356128464,1.085009220515618,0.5555555555555556
59,Kris Dunn,Clippers,points,5.5,-130,over,0.6730228699281167,0.9536638493641085,0.5652173913043479
