PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB
Julian Strawther,Nuggets,points,7.5,105,under,0.9926531873721203,5.174695170564232,0.48780487804878053
Russell Westbrook,Nuggets,assists,6.5,100,under,0.9522747412492748,4.522747412492748,0.5
James Harden,Clippers,points,23.5,-115,under,0.9404602756722584,3.791259098675459,0.5348837209302326
Zach Collins,Spurs,points,5.5,-140,over,0.9232716166877672,2.913756714466577,0.5833333333333333
Klay Thompson,Mavericks,points,13.5,-135,over,0.9184315627154819,2.9937561940051194,0.574468085106383
Malaki Branham,Spurs,points,6.5,-135,over,0.9163179253699514,2.9753597208125395,0.574468085106383
Julian Strawther,Nuggets,fg3m,1.5,-195,under,0.9157994198730884,1.9272007400656688,0.6610169491525424
Davion Mitchell,Raptors,assists,5.5,-105,under,0.9074482828899813,3.8584237139260074,0.5121951219512195
Christian Braun,Nuggets,points,12.5,100,under,0.9054128859679897,4.0541288596798974,0.5
Julian Strawther,Nuggets,assists,1.5,-130,under,0.8910861396041512,2.882685081113645,0.5652173913043479
Peyton Watson,Nuggets,points,6.5,-125,under,0.8893260215974264,3.0039341943768374,0.5555555555555556
Russell Westbrook,Nuggets,points,12.5,110,under,0.8843298718284869,4.285463654199112,0.47619047619047616
Ochai Agbaji,Raptors,fg3m,1.5,-210,under,0.8835556474692412,1.521482159892019,0.6774193548387096
Kevin Porter Jr.,Clippers,points,10.5,-110,under,0.876141527657295,3.363169127637817,0.5238095238095238
Paul George,76ers,points,17.5,-110,over,0.8705813893087583,3.31009507976542,0.5238095238095238
Ben Sheppard,Pacers,points,7.5,-120,under,0.8532505749272816,2.8214636035000824,0.5454545454545454
Peyton Watson,Nuggets,fg3m,0.5,-165,under,0.8464817248906141,1.7975047604852343,0.6226415094339623
Norman Powell,Clippers,points,20.5,-120,under,0.8346942067768452,2.6513635621210825,0.5454545454545454
Malaki Branham,Spurs,fg3m,0.5,-210,over,0.8209338520885068,1.0592736701770742,0.6774193548387096
James Harden,Clippers,fg3m,3.5,-145,under,0.8114306948294951,1.855190352869873,0.5918367346938775
Tyus Jones,Suns,assists,6.5,-145,over,0.8074073915556922,1.8212003769360203,0.5918367346938775
T.J. McConnell,Pacers,points,8.5,-125,over,0.7984197698786744,2.1857779289080694,0.5555555555555556
Gradey Dick,Raptors,points,18.5,-105,under,0.7931592852994581,2.742745404113758,0.5121951219512195
Andre Drummond,76ers,points,10.5,-135,under,0.7871553731650831,1.8511671368072045,0.574468085106383
Mason Plumlee,Suns,points,5.5,-120,under,0.7851303870304052,2.197028547778715,0.5454545454545454
Julian Strawther,Nuggets,rebounds,1.5,120,under,0.779791873961373,3.5777106135751033,0.45454545454545453
Christian Braun,Nuggets,fg3m,1.5,-230,under,0.779791873961373,0.5941590958098493,0.696969696969697
Malaki Branham,Spurs,assists,0.5,-240,over,0.7723623116161872,0.47089970728132635,0.7058823529411764
Michael Porter Jr.,Nuggets,points,18.5,-110,under,0.7651677008860025,2.303873508457297,0.5238095238095238
Chris Paul,Spurs,assists,8.5,-140,under,0.7647994993760691,1.5554242803663065,0.5833333333333333
Klay Thompson,Mavericks,fg3m,2.5,-175,over,0.7618966944464556,0.9863311706507223,0.6363636363636364
Ochai Agbaji,Raptors,points,10.5,-105,under,0.7611503324678901,2.430277055043689,0.5121951219512195
Zach Collins,Spurs,rebounds,3.5,-125,over,0.7514164433525283,1.762747990172755,0.5555555555555556
Peyton Watson,Nuggets,assists,1.5,-210,under,0.7504700565112195,0.5391837504399535,0.6774193548387096
Julian Champagnie,Spurs,points,7.5,-130,over,0.7495626043046519,1.63074611500269,0.5652173913043479
Andre Drummond,76ers,assists,0.5,-125,under,0.7470175003104327,1.7231575027938941,0.5555555555555556
Andre Drummond,76ers,rebounds,11.5,-115,under,0.7455599987272035,1.9693652054934236,0.5348837209302326
Andrew Nembhard,Pacers,fg3m,0.5,-260,over,0.7433392230464442,0.1461946210907672,0.7222222222222222
Derrick Jones Jr.,Clippers,assists,0.5,-240,over,0.7433392230464442,0.26531949657898,0.7058823529411764
Davion Mitchell,Raptors,points,9.5,-110,under,0.7362675130046147,2.028008078680413,0.5238095238095238
Pascal Siakam,Pacers,fg3m,1.5,-155,under,0.7357588823428847,1.0522101612075994,0.607843137254902
Mason Plumlee,Suns,assists,1.5,-180,under,0.7357588823428847,0.7225690848891029,0.6428571428571428
Naji Marshall,Mavericks,assists,2.5,-185,under,0.7306210859394124,0.6277570133170958,0.6491228070175439
Christian Braun,Nuggets,assists,2.5,-180,under,0.7198876290574501,0.5991260037801671,0.6428571428571428
Kelly Oubre Jr.,76ers,points,14.5,-125,over,0.7191671700878753,1.4725045307908782,0.5555555555555556
Myles Turner,Pacers,points,14.5,-145,over,0.7191671700878753,1.0757226438458436,0.5918367346938775
Dereck Lively II,Mavericks,rebounds,8.5,-120,under,0.7186030657151316,1.5871947690553734,0.5454545454545454
Victor Wembanyama,Spurs,assists,3.5,-160,over,0.7177234829905533,0.8315032992982458,0.6153846153846154
Russell Westbrook,Nuggets,rebounds,4.5,-110,under,0.7175550561611344,1.849389172447192,0.5238095238095238
Jonathan Mogbo,Raptors,points,5.5,-130,over,0.7171635469534781,1.344139069203844,0.5652173913043479
Stephon Castle,Spurs,fg3m,0.5,-170,under,0.7165313105737892,0.690101583968326,0.6296296296296295
Kevin Porter Jr.,Clippers,fg3m,0.5,150,under,0.7165313105737892,3.9566413821723647,0.4
Andrew Nembhard,Pacers,points,10.5,-105,over,0.716126919335491,1.9907627839893167,0.5121951219512195
Jeremy Sochan,Spurs,points,15.5,-115,under,0.7121028346391938,1.6566134542359416,0.5348837209302326
Harrison Barnes,Spurs,rebounds,2.5,-160,over,0.7111666705668461,0.7782291983556249,0.6153846153846154
Daniel Gafford,Mavericks,rebounds,6.5,-120,under,0.7078787253823995,1.4888883160053297,0.5454545454545454
Norman Powell,Clippers,assists,1.5,-125,under,0.7063586933414734,1.3572282400732605,0.5555555555555556
