PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB
Bilal Coulibaly,Wizards,points,11.5,-120,under,0.9019700777295894,3.2680590458545704,0.5454545454545454
Javonte Green,Pelicans,points,4.5,-115,over,0.8944974473562024,3.3616065731123266,0.5348837209302326
Jordan Poole,Wizards,points,23.5,-130,under,0.8433708709697922,2.460588473963546,0.5652173913043479
Luguentz Dort,Thunder,rebounds,3.5,-130,over,0.83964705410753,2.4276470171050732,0.5652173913043479
Julian Strawther,Nuggets,points,9.5,100,under,0.7877349552636358,2.8773495526363577,0.5
Cason Wallace,Thunder,assists,1.5,-190,over,0.7854094417800117,0.9939141609527202,0.6551724137931035
Daniel Gafford,Mavericks,assists,0.5,-180,over,0.7768698398515702,1.0423209766233237,0.6428571428571428
Herbert Jones,Pelicans,points,8.5,-125,over,0.759014319653512,1.8311288768816076,0.5555555555555556
Trey Murphy III,Pelicans,points,14.5,-110,over,0.757359562650262,2.229341279843411,0.5238095238095238
Kyrie Irving,Mavericks,rebounds,3.5,-160,over,0.7487317354221212,1.0834453503047352,0.6153846153846154
RJ Barrett,Raptors,points,22.5,-105,over,0.7358488706030892,2.1832865939825377,0.5121951219512195
Davion Mitchell,Raptors,points,6.5,-125,under,0.7323933404376054,1.5915400639384485,0.5555555555555556
RJ Barrett,Raptors,assists,4.5,-160,over,0.7281057346810453,0.9158590942834934,0.6153846153846154
CJ McCollum,Pelicans,points,18.5,-110,over,0.7273379608621714,1.9427714445934545,0.5238095238095238
Scottie Barnes,Raptors,rebounds,7.5,-130,over,0.7208291283249197,1.3765653659512127,0.5652173913043479
Javonte Green,Pelicans,rebounds,2.5,-165,over,0.7145668868999318,0.7381886372267243,0.6226415094339623
Daniel Gafford,Mavericks,points,11.5,-105,over,0.7138438756350164,1.968475928818017,0.5121951219512195
Julian Strawther,Nuggets,rebounds,2.5,-115,under,0.7037203534424978,1.5782554778320448,0.5348837209302326
Julian Strawther,Nuggets,assists,1.5,110,under,0.6990292757659671,2.339807395542654,0.47619047619047616
Dereck Lively II,Mavericks,assists,1.5,-175,over,0.6915589588159976,0.43367753355426664,0.6363636363636364
CJ McCollum,Pelicans,rebounds,4.5,-175,under,0.6872193653719922,0.39958072792279586,0.6363636363636364
Jalen Williams,Thunder,fg3m,2.5,-190,under,0.6766764161830634,0.1641094919233781,0.6551724137931035
Jakob Poeltl,Raptors,assists,2.5,-160,under,0.6766764161830634,0.49799588148738994,0.6153846153846154
Luguentz Dort,Thunder,points,8.5,-105,under,0.6756510437420216,1.5956411412911626,0.5121951219512195
Isaiah Hartenstein,Thunder,points,10.5,-120,under,0.669881086782901,1.1405766288432604,0.5454545454545454
Trey Murphy III,Pelicans,assists,1.5,-200,over,0.6691458157147478,0.018593617860608758,0.6666666666666666
Luguentz Dort,Thunder,assists,1.5,-115,over,0.6691458157147478,1.255058712116121,0.5348837209302326
Klay Thompson,Mavericks,points,12.5,-125,under,0.6666250272126061,0.9996252449134548,0.5555555555555556
Dejounte Murray,Pelicans,points,18.5,-135,under,0.6549583934819012,0.700563795120251,0.574468085106383
Shai Gilgeous-Alexander,Thunder,assists,5.5,-150,over,0.6453269565417072,0.37772463784756005,0.6000000000000001
Kyrie Irving,Mavericks,points,24.5,-120,under,0.6425060483276669,0.8896387763369473,0.5454545454545454
Isaiah Hartenstein,Thunder,assists,3.5,-145,over,0.640552227211231,0.41156191954315813,0.5918367346938775
Gradey Dick,Raptors,points,13.5,105,over,0.6367821577205247,1.5270171166353776,0.48780487804878053
RJ Barrett,Raptors,rebounds,6.5,105,over,0.635378940502932,1.512634140155052,0.48780487804878053
Dereck Lively II,Mavericks,rebounds,8.5,-155,under,0.6343434154496824,0.21798615934416166,0.607843137254902
Javonte Green,Pelicans,assists,0.5,-115,over,0.6321205588285576,0.9089530499191247,0.5348837209302326
Julian Strawther,Nuggets,fg3m,1.5,100,under,0.6268231239782291,1.2682312397822917,0.5
Dejounte Murray,Pelicans,rebounds,6.5,-145,under,0.6223605983423859,0.2578740204787775,0.5918367346938775
Gradey Dick,Raptors,rebounds,2.5,-125,over,0.6200962589216268,0.5808663302946411,0.5555555555555556
Daniel Gafford,Mavericks,rebounds,6.5,-120,over,0.608038330562136,0.5736846968195803,0.5454545454545454
Bilal Coulibaly,Wizards,fg3m,0.5,130,under,0.6065306597126334,1.9751025866952838,0.4347826086956522
Herbert Jones,Pelicans,rebounds,3.5,-125,over,0.6045966303976438,0.441369673578794,0.5555555555555556
Jalen Williams,Thunder,points,21.5,-125,over,0.5946282767952675,0.351654491157408,0.5555555555555556
RJ Barrett,Raptors,fg3m,1.5,-125,over,0.593994150290162,0.34594735261145804,0.5555555555555556
Scottie Barnes,Raptors,fg3m,1.5,-140,over,0.593994150290162,0.09137843105853172,0.5833333333333333
Shai Gilgeous-Alexander,Thunder,points,30.5,-110,over,0.5938519818922445,0.6685870998805163,0.5238095238095238
Davion Mitchell,Raptors,rebounds,1.5,-105,under,0.5918327134598557,0.7774145837747817,0.5121951219512195
Isaiah Joe,Thunder,points,8.5,-135,over,0.5831664600586068,0.07570807828787407,0.574468085106383
Isaiah Joe,Thunder,rebounds,2.5,-125,under,0.5697087466575106,0.12737871991759508,0.5555555555555556
Cason Wallace,Thunder,points,7.5,-130,under,0.5689412388821522,0.032941728572884355,0.5652173913043479
Isaiah Joe,Thunder,assists,1.5,160,over,0.5662510042543581,2.361263055306656,0.3846153846153846
CJ McCollum,Pelicans,assists,3.5,115,under,0.5583570552828954,1.0023383442911253,0.46511627906976744
Luguentz Dort,Thunder,fg3m,1.5,105,under,0.5578254003710748,0.7177103538035157,0.48780487804878053
Javonte Green,Pelicans,fg3m,0.5,105,over,0.5506710358827783,0.6443781177984773,0.48780487804878053
Christian Braun,Nuggets,fg3m,0.5,140,under,0.5488116360940265,1.585739633128318,0.4166666666666667
Brandon Ingram,Pelicans,rebounds,5.5,-120,under,0.5461321043581993,0.006210956616827357,0.5454545454545454
Dereck Lively II,Mavericks,points,8.5,-115,over,0.5443473956775811,0.08846478568173577,0.5348837209302326
Jordan Poole,Wizards,fg3m,2.5,-115,under,0.5438131158833297,0.08347043108329943,0.5348837209302326
Klay Thompson,Mavericks,fg3m,2.5,-110,under,0.5438131158833297,0.19094337888632928,0.5238095238095238
Jalen Williams,Thunder,rebounds,5.5,100,over,0.5216853128418241,0.2168531284182409,0.5
Jordan Poole,Wizards,assists,5.5,105,over,0.5216853128418241,0.34727445662869627,0.48780487804878053
Scottie Barnes,Raptors,assists,7.5,105,over,0.5187909829079023,0.31760757480599766,0.48780487804878053
Trey Murphy III,Pelicans,rebounds,4.5,110,under,0.5132340007957142,0.3889570083549998,0.47619047619047616
Russell Westbrook,Nuggets,fg3m,1.5,125,over,0.5067544850576164,0.7009879568981847,0.4444444444444444
