team_id,game_id,team_id,trad_minutes,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,to,pf,pts,plus_minus,adv_minutes,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_tov,ast_ratio,oreb_pct,dreb_pct,reb_pct,e_tm_tov_pct,tm_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,poss,pie
11,179.1494252873563,11.0,242.01149425287358,43.54022988505747,87.35632183908046,0.4991034482758621,11.64367816091954,31.25287356321839,0.3698620689655172,18.64367816091954,23.873563218390803,0.7741609195402299,8.195402298850574,34.770114942528735,42.96551724137931,28.298850574712645,7.2988505747126435,5.436781609195402,13.241379310344827,15.701149425287356,117.36781609195403,0.4367816091954023,242.01149425287358,113.06091954022988,114.96206896551725,113.06091954022988,114.96206896551725,4.083578941150001e-17,0.0,0.6434597701149426,2.319712643678161,19.917241379310344,0.2571551724137931,0.7428620689655173,0.5,13.059781609195403,13.274712643678162,0.55783908045977,0.5889022988505747,1.0,0.19775287356321838,102.77379310344827,101.08333333333333,84.23632183908046,101.94252873563218,0.5
12,251.39080459770116,12.0,240.86206896551724,39.58620689655172,85.37931034482759,0.4639885057471264,12.39080459770115,33.735632183908045,0.3666206896551724,17.551724137931036,21.448275862068964,0.8182988505747125,9.126436781609195,32.81609195402299,41.94252873563219,25.54022988505747,7.35632183908046,3.2988505747126435,11.735632183908047,17.229885057471265,109.11494252873563,0.7586206896551724,240.86206896551724,110.53735632183908,112.23965517241379,110.53735632183908,112.23965517241379,2.0417894705750005e-17,-4.8492499926156265e-17,0.6508735632183907,2.2175862068965517,19.359770114942528,0.25905172413793104,0.7409540229885057,0.5,13.267327586206896,13.484482758620691,0.5413850574712644,0.5760287356321839,1.0,0.19799999999999998,98.12666666666667,96.59471264367816,80.49563218390804,96.92528735632185,0.5
13,325.39772727272725,13.0,241.70454545454547,42.98863636363637,88.36363636363636,0.4869545454545455,13.977272727272727,37.625,0.37123863636363635,18.420454545454547,23.71590909090909,0.7748522727272728,9.420454545454545,34.64772727272727,44.06818181818182,26.238636363636363,6.704545454545454,4.909090909090909,12.204545454545455,19.15909090909091,118.375,2.25,241.70454545454547,114.525,116.4715909090909,114.525,116.4715909090909,0.0,0.0,0.6144431818181818,2.3763636363636365,19.005113636363635,0.26148863636363634,0.7385113636363637,0.5,12.027982954545456,12.24375,0.5535284090909092,0.5875511363636364,1.0,0.19797727272727272,101.72113636363635,99.99375,83.32806818181818,100.69886363636364,0.5
14,432.8695652173913,14.0,241.3586956521739,41.07608695652174,84.77173913043478,0.48568478260869563,12.543478260869565,32.630434782608695,0.3844565217391304,17.891304347826086,23.0,0.7748043478260869,9.543478260869565,34.09782608695652,43.641304347826086,26.456521739130434,7.804347826086956,5.9021739130434785,13.206521739130435,19.08695652173913,112.58695652173913,6.706521739130435,241.3586956521739,109.9679347826087,111.70108695652173,109.9679347826087,111.70108695652173,3.8616453030440226e-17,0.0,0.6357391304347826,1.932445652173913,18.79076086956522,0.27206521739130435,0.7279565217391304,0.5000054347826087,14.139380434782609,14.376086956521737,0.5390163043478261,0.5752228260869565,1.0,0.1979891304347826,98.92434782608697,97.33717391304349,81.1145652173913,97.875,0.5000108695652173
15,487.4146341463415,15.0,241.52439024390245,40.65853658536585,89.10975609756098,0.4570975609756098,13.28048780487805,36.707317073170735,0.3618170731707317,15.768292682926829,20.865853658536587,0.7619390243902439,11.439024390243903,32.6219512195122,44.0609756097561,25.634146341463413,6.780487804878049,5.170731707317073,12.317073170731707,18.48780487804878,110.36585365853658,-2.8902439024390243,241.52439024390245,111.78963414634147,113.91158536585365,111.78963414634147,113.91158536585365,-4.332577657073782e-17,0.0,0.6223963414634146,2.1825,18.66768292682927,0.2851341463414634,0.7148780487804878,0.5,12.882414634146341,13.126829268292685,0.5385121951219513,0.5713414634146342,1.0,0.19782926829268294,99.41682926829269,97.55621951219511,81.29658536585366,98.17682926829268,0.5
16,551.8617021276596,16.0,240.79787234042553,41.12765957446808,88.6063829787234,0.4649787234042553,13.03191489361702,35.255319148936174,0.37112765957446814,17.148936170212767,22.117021276595743,0.7771914893617021,12.819148936170214,32.212765957446805,45.03191489361702,24.138297872340427,7.24468085106383,4.297872340425532,12.01063829787234,17.680851063829788,112.43617021276596,3.9361702127659575,240.79787234042553,113.02659574468085,115.34468085106383,113.02659574468085,115.34468085106383,0.0,-3.7794826370218094e-17,0.6126117021276596,2.1,18.483510638297872,0.3044095744680851,0.6955957446808511,0.5000053191489362,13.271537234042553,13.554787234042553,0.5421702127659574,0.5743617021276596,1.0,0.19769148936170214,97.4663829787234,95.48946808510638,79.57414893617022,95.80319148936171,0.5
17,566.7303370786517,17.0,241.12359550561797,40.056179775280896,84.85393258426966,0.47331460674157305,10.955056179775282,31.471910112359552,0.34930337078651685,18.59550561797753,24.471910112359552,0.7602359550561798,10.617977528089888,31.89887640449438,42.51685393258427,24.247191011235955,8.146067415730338,5.157303370786517,13.786516853932584,19.876404494382022,109.66292134831461,2.2134831460674156,241.12359550561797,108.9494382022472,111.10730337078651,108.9494382022472,111.10730337078651,-2.1206507211941192e-17,-2.494883201404846e-18,0.6016741573033708,1.715505617977528,17.870786516853933,0.27661797752808986,0.7233876404494383,0.5000112359550561,14.90702247191011,15.206741573033709,0.5389044943820225,0.5751404494382022,1.0,0.1976067415730337,99.20112359550562,97.25640449438202,81.04707865168538,97.69662921348315,0.5
18,654.2234042553191,18.0,240.53191489361703,46.59574468085106,92.13829787234043,0.5066808510638298,13.170212765957446,35.223404255319146,0.37329787234042555,15.606382978723405,20.095744680851062,0.775159574468085,10.117021276595745,31.414893617021278,41.53191489361702,30.638297872340427,7.3936170212765955,5.776595744680851,11.97872340425532,21.23404255319149,121.96808510638297,2.9148936170212765,240.53191489361703,116.60159574468085,119.03617021276595,116.60159574468085,119.03617021276595,0.0,3.7794826370218094e-17,0.6054308510638298,2.2622340425531915,19.34627659574468,0.2913776595744681,0.7086329787234044,0.5000106382978723,12.660175531914893,12.918617021276594,0.5665851063829788,0.5990478723404256,1.0,0.19781382978723405,103.10170212765956,101.0131914893617,84.17765957446808,101.22340425531915,0.5
19,689.9204545454545,19.0,241.42045454545453,41.20454545454545,88.98863636363636,0.46407954545454544,12.193181818181818,33.48863636363637,0.36129545454545453,19.556818181818183,23.65909090909091,0.8237386363636364,11.022727272727273,31.806818181818183,42.82954545454545,24.761363636363637,8.261363636363637,6.0227272727272725,11.25,20.420454545454547,114.1590909090909,2.8295454545454546,241.42045454545453,112.4625,114.80056818181819,112.4625,114.80056818181819,1.0092936587501423e-17,2.5232341468753557e-17,0.6200284090909091,2.1651704545454544,18.432386363636365,0.29676136363636363,0.7032443181818182,0.5000056818181818,13.124119318181817,13.393181818181818,0.5344204545454546,0.5745454545454546,1.0,0.19782954545454548,99.71068181818183,97.67704545454545,81.39784090909092,98.26136363636364,0.5
20,768.5930232558139,20.0,241.1627906976744,42.127906976744185,85.65116279069767,0.49320930232558136,12.30232558139535,32.26744186046512,0.3792093023255814,19.08139534883721,23.569767441860463,0.8090232558139534,10.0,33.53488372093023,43.53488372093023,26.709302325581394,7.441860465116279,5.9186046511627906,14.069767441860465,18.232558139534884,115.63953488372093,2.2209302325581395,241.1627906976744,113.45406976744185,115.49825581395349,113.45406976744185,115.49825581395349,1.290957005378089e-17,-3.0982968129074136e-17,0.6292151162790698,2.1020348837209304,19.09767441860465,0.28704069767441864,0.7129825581395348,0.5,13.629738372093023,13.877906976744185,0.5515755813953488,0.5873895348837209,1.0,0.19764534883720933,100.63232558139534,98.84255813953487,82.3682558139535,99.30813953488372,0.5
21,871.3536585365854,21.0,242.4390243902439,39.353658536585364,89.70731707317073,0.43965853658536586,11.451219512195122,33.207317073170735,0.3456585365853659,16.20731707317073,20.48780487804878,0.7932560975609756,12.634146341463415,30.109756097560975,42.74390243902439,23.097560975609756,7.646341463414634,4.317073170731708,14.414634146341463,20.170731707317074,106.36585365853658,-9.024390243902438,242.4390243902439,109.8439024390244,112.17804878048781,109.8439024390244,112.17804878048781,4.332577657073782e-17,-3.249433242805336e-17,0.6120975609756097,1.8860365853658536,18.153658536585365,0.30921951219512195,0.6907865853658537,0.5,14.600243902439026,14.924390243902439,0.5310914634146342,0.5675,1.0,0.19775609756097562,100.03121951219512,97.89170731707317,81.57621951219512,98.8719512195122,0.5000060975609757
22,920.1829268292682,22.0,242.1341463414634,43.329268292682926,90.91463414634147,0.47670731707317077,14.365853658536585,39.25609756097561,0.36559756097560975,15.536585365853659,20.853658536585368,0.7403048780487804,10.829268292682928,33.15853658536585,43.98780487804878,28.341463414634145,7.621951219512195,4.170731707317073,12.548780487804878,19.902439024390244,116.5609756097561,1.7439024390243902,242.1341463414634,113.3609756097561,115.28414634146341,113.3609756097561,115.28414634146341,8.12358310701334e-18,5.415722071342227e-18,0.6506036585365853,2.233841463414634,19.70670731707317,0.26851219512195124,0.7315121951219512,0.5,13.226798780487806,13.449390243902437,0.5559695121951219,0.5879878048780488,1.0,0.19809146341463416,101.1548780487805,99.4789024390244,82.89853658536586,100.35365853658537,0.5
23,976.4756097560976,23.0,241.82926829268294,41.926829268292686,90.6829268292683,0.46335365853658533,12.634146341463415,36.3780487804878,0.34880487804878046,15.609756097560975,19.963414634146343,0.7777439024390244,10.353658536585366,33.8780487804878,44.23170731707317,29.865853658536587,7.121951219512195,6.341463414634147,14.609756097560975,17.24390243902439,112.09756097560975,-6.487804878048781,241.82926829268294,110.77378048780488,112.55243902439024,110.77378048780488,112.55243902439024,4.332577657073782e-17,4.332577657073782e-17,0.6670182926829269,2.2677439024390247,20.086585365853658,0.2725182926829268,0.7275,0.5000060975609757,13.667103658536586,13.886585365853659,0.5450426829268292,0.5755365853658537,1.0,0.19840243902439025,103.4748780487805,101.82170731707316,84.85195121951219,102.57926829268293,0.5
24,968.1630434782609,24.0,241.3586956521739,43.98913043478261,88.93478260869566,0.49573913043478257,13.16304347826087,34.18478260869565,0.3838804347826087,17.380434782608695,21.130434782608695,0.8263369565217391,8.793478260869565,33.18478260869565,41.97826086956522,26.67391304347826,8.391304347826088,6.521739130434782,11.673913043478262,18.717391304347824,118.52173913043478,7.293478260869565,241.3586956521739,112.3804347826087,113.95489130434783,112.3804347826087,113.95489130434783,0.0,-9.654113257610057e-18,0.632070652173913,2.0457608695652176,19.002173913043478,0.2755597826086957,0.7244565217391304,0.5,13.770391304347825,13.984239130434782,0.5490489130434782,0.5843804347826087,1.0,0.19830434782608694,101.71978260869564,100.25858695652175,83.54880434782608,100.80434782608695,0.5
25,1015.609756097561,25.0,241.52439024390245,42.26829268292683,89.70731707317073,0.4716463414634146,11.487804878048781,33.073170731707314,0.34582926829268296,16.329268292682926,21.609756097560975,0.7575121951219512,10.865853658536585,31.79268292682927,42.65853658536585,28.475609756097562,7.7317073170731705,4.7317073170731705,13.426829268292684,18.402439024390244,112.35365853658537,-6.439024390243903,241.52439024390245,112.85853658536585,114.99512195121952,112.85853658536585,114.99512195121952,2.978647139238225e-17,3.114040191021781e-17,0.654670731707317,2.258719512195122,19.99878048780488,0.29236585365853657,0.7076463414634147,0.5,13.587231707317073,13.846341463414635,0.5512134146341463,0.5811890243902439,1.0,0.19801829268292684,101.83560975609757,99.94695121951219,83.28939024390243,100.54268292682927,0.5
26,1105.9512195121952,26.0,241.52439024390245,41.98780487804878,89.89024390243902,0.46763414634146344,12.926829268292684,36.5,0.35313414634146345,18.75609756097561,22.597560975609756,0.8313170731707318,12.21951219512195,33.23170731707317,45.451219512195124,27.21951219512195,6.548780487804878,5.585365853658536,14.975609756097562,18.573170731707318,115.65853658536585,-4.890243902439025,241.52439024390245,114.9048780487805,117.10121951219512,114.9048780487805,117.10121951219512,0.0,0.0,0.6585487804878049,2.261951219512195,19.873170731707315,0.3023414634146342,0.6976585365853658,0.5000060975609757,13.577018292682926,13.846951219512196,0.5540914634146341,0.5887134146341464,1.0,0.1981585365853659,102.19695121951219,100.27682926829269,83.56390243902439,100.89634146341463,0.5
27,1133.560975609756,27.0,241.21951219512195,38.353658536585364,88.15853658536585,0.43528048780487805,13.060975609756097,37.76829268292683,0.3452317073170732,16.048780487804876,21.0,0.7643536585365853,10.926829268292684,31.682926829268293,42.609756097560975,24.695121951219512,8.207317073170731,6.109756097560975,14.21951219512195,19.0609756097561,105.8170731707317,-7.0,241.21951219512195,108.0670731707317,110.28414634146341,108.0670731707317,110.28414634146341,0.0,2.166288828536891e-17,0.6461585365853658,1.8187195121951218,18.571341463414633,0.28934756097560976,0.7106646341463415,0.5,14.890762195121951,15.210975609756098,0.5311158536585366,0.5650365853658537,1.0,0.19801219512195123,100.73243902439023,98.67414634146341,82.22817073170732,99.17682926829268,0.5000060975609757
28,1134.341463414634,28.0,240.609756097561,42.96341463414634,91.3780487804878,0.4708414634146342,12.378048780487806,35.548780487804876,0.34748780487804876,15.439024390243903,20.20731707317073,0.7651341463414634,9.207317073170731,31.865853658536587,41.073170731707314,27.926829268292682,7.597560975609756,5.060975609756097,13.548780487804878,19.963414634146343,113.7439024390244,-9.292682926829269,240.609756097561,112.51158536585366,114.53841463414633,112.51158536585366,114.53841463414633,-1.0831444142684454e-17,2.166288828536891e-17,0.6405914634146341,2.204878048780488,19.65426829268293,0.2758719512195122,0.7241341463414633,0.5,13.319060975609757,13.556707317073172,0.5509268292682927,0.5819878048780488,1.0,0.19803658536585367,104.9601219512195,103.08012195121951,85.90036585365854,103.32926829268293,0.5000060975609757
29,1122.2317073170732,29.0,240.91463414634146,40.890243902439025,88.2439024390244,0.46397560975609753,11.048780487804878,31.73170731707317,0.3487804878048781,17.048780487804876,21.70731707317073,0.785,10.5,32.829268292682926,43.329268292682926,25.463414634146343,6.475609756097561,4.682926829268292,14.646341463414634,20.585365853658537,109.8780487804878,-9.109756097560975,240.91463414634146,111.54451219512195,113.47865853658537,111.54451219512195,113.47865853658537,0.0,1.0831444142684454e-17,0.6215853658536585,2.11140243902439,18.817682926829267,0.2722560975609756,0.7277439024390243,0.5,13.46618292682927,13.692682926829267,0.5427012195121951,0.5794146341463414,1.0,0.1981036585365854,102.18207317073171,100.45975609756098,83.7159756097561,100.83536585365853,0.5
30,1145.5365853658536,30.0,240.609756097561,40.01219512195122,86.98780487804878,0.4611951219512195,12.060975609756097,34.0,0.35336585365853657,14.5,18.4390243902439,0.788780487804878,9.329268292682928,30.951219512195124,40.28048780487805,24.79268292682927,6.853658536585366,4.524390243902439,12.987804878048781,17.951219512195124,106.58536585365853,-10.24390243902439,240.609756097561,112.14451219512196,113.99207317073171,112.14451219512196,113.99207317073171,-2.166288828536891e-17,-5.415722071342227e-18,0.640670731707317,2.1566463414634147,19.53170731707317,0.2687012195121951,0.7313109756097561,0.5000060975609757,13.718878048780489,13.947560975609756,0.5524390243902438,0.5835121951219512,1.0,0.19746951219512193,99.4540243902439,97.82487804878049,81.52085365853658,98.0670731707317,0.5
