,minutes,points,rebounds,assists,efg,fg3a,fg3m,fg3_pct,fga,fgm,fta,ft_pct,steals,blocks,date,efg_team,fg3a_team,fg3_pct_team,fga_team,fta_team,ft_pct_team,steals_team,blocks_team,to,pace,e_def_rating,e_off_rating,opp_efg,opp_fg3a,opp_fg3_pct,opp_fga,opp_fta,opp_ft_pct,opp_steals,opp_blocks,opp_to,opp_pace,opp_e_def_rating,opp_e_off_rating
Dereck Lively II,-0.15647790989372803,1.0,-0.12569160487865583,-0.008131544451283317,0.10716135231885468,0.03182755229158591,,,-0.12291438468579816,-0.046515549539897415,-0.25574422831219323,-0.11754673692725749,-0.018062636635297953,0.17061246854892803,-0.06546646136469211,0.0820611193825502,0.040406218497691444,0.006319149976457129,0.03037011864894985,0.03437862098973618,0.0031515840353074955,-0.0976664181364487,-0.050068377287829084,-0.14851975301574905,-0.06204019570265416,0.021345893348494224,0.2310813521650951,-0.25372843589701477,0.38249363540172787,-0.18714359780940115,0.19570977094309241,-0.07833714404661189,-0.11090893101574023,-0.35607697539973926,0.1724832367498694,0.19486556128967997,0.05715170527204557,0.14311417884280114,-0.2181264343075851
JaVale McGee,0.1468960178560259,1.0,-0.05813247144845909,-0.04255709068333683,-0.019996153670133392,-0.1958604683317703,-0.18517350004120767,-0.18517350004120767,0.08155561804719812,0.06258087117407748,0.1020449498871408,0.09790369403490834,-0.048218185085899604,0.10913013305765601,-0.3704419888555382,0.3052191322251932,0.09238522492387052,0.27290873934211435,0.06753720901384787,0.0353668534692989,-0.23374583848812616,-0.07461132764161811,-0.06853645853598282,-0.11178275652525335,0.15945287468291164,0.00023789792272210715,0.004853510545502772,0.1890554957320549,-0.047916047918366345,0.2791041813551903,0.09626075098608154,0.08951560534194136,0.10059649762008277,0.17484004872755315,-0.0367881197168805,0.07747674792292851,0.3396965232278191,0.30820192515127526,0.07679283670657285
Naji Marshall,-0.11241807879456246,1.0,0.03690271050025165,-0.10413987849114263,0.09188839774532993,0.16939025231712085,0.20510697141242948,0.0499615417352234,-0.05320057900267054,-0.029352486939693275,-0.09420566942270857,-0.01640487593911958,-0.1394039646160662,-0.08876895721910444,-0.1886735241992772,0.013158761835258373,-0.1515445699167438,-0.04097220738358238,0.11378285672819434,0.07539976660406475,-0.018967577945258142,-0.20451514366539375,0.14871565026861044,0.1903828060951565,0.08612865901669599,-0.058621461777503235,-0.05838945257465006,-0.12037516479708116,-0.07332931561091234,-0.10309219842357646,-0.18223836136761223,0.06210913506074258,0.0968098135842572,-0.028100740163736673,-0.22317108698237223,0.11136951110855448,-0.11009620039556753,-0.16244040189114467,-0.12114159219910091
Jaden Ivey,0.36404335381346864,1.0,0.07646600637014092,0.31080202172162147,-0.05132502182238617,0.2733926692485809,0.31293609797557037,0.15805782167614327,0.40570398881216285,0.23285092713718059,0.07595723071959266,-0.12738322244176759,0.20601398066118037,0.1032444712182195,0.17591375410598237,0.24007519078818793,0.05956881632327053,0.11035854331182726,-0.16987638808612968,-0.011159534916023854,-0.11163876449522361,-0.16823890563362545,-0.24916687350585442,-0.30479669645398866,-0.04704912211958744,0.025585236884157706,0.24801048656395205,-0.022476128975914687,-0.12022726483695204,-0.025283785621270524,-0.05558974009739337,0.06565452475065109,-0.032104557413280665,-0.2915919226799502,-0.034529661643614686,-0.07497024068627045,-0.0017605977144140908,0.17665153655035162,-0.009585959167100463
Chris Boucher,-0.04223572334448806,1.0,0.07322540446446268,-0.16348416073229816,-0.10550240900245363,0.053056763299435636,0.15501078164364848,0.1302236007079368,-0.1027690450641013,-0.06527443592247519,-0.17396375020707586,-0.24834654136476048,0.20262793330622442,0.12906644268339335,-0.023043433459757543,-0.1874326519211946,0.10570832402876905,-0.2039166156944047,0.06518786695098377,-0.038667079544177196,0.1472028846038111,0.13367779243717073,-0.12573283012605746,0.06936097228588496,-0.14589248088604598,-0.10662310984975192,-0.19593797616734343,0.10778388079265326,-0.2697411538628357,-0.015216221553943088,-0.23223640954561472,0.22027243918756975,-0.07971291776504684,0.12130068707021238,-0.06419135685509107,-0.017861364980018855,-0.0849555068667142,0.06028560389674819,0.05104300136925659
Jalen Williams,-0.01869068567575319,1.0,-0.012181952131663903,0.028586041082813304,-0.02188484702557056,0.07497575756046404,0.08879166958576619,0.051974036856539944,-0.2172532133028796,-0.20114350608669004,0.0020155551237264835,-0.05414283984303357,-0.10962948217035685,0.05858321766961806,-0.04215130121557345,0.1409082918728539,-0.02211076879319383,0.16112266838358608,-0.02430226934938487,-0.022974575044781488,-0.0708704727580332,0.04726307469045197,-0.00400796474152523,-0.009468858167112211,-0.009523731818178572,0.17941187234054606,0.10730183397407535,0.04174781230726569,-0.1294173783974733,0.03493670409696823,-0.13985856917371742,-0.01638153538963071,0.25685004441510767,0.005783616527951382,0.08382358610282713,-0.030218953134696223,-0.011250792652650382,-0.06241646474696855,-0.020448491554613604
Zion Williamson,0.1076039899888486,1.0,0.029965696650642998,-0.00014148753683363796,-0.33847875033576597,-0.04597218561788698,-0.07138942513460904,-0.0696634386488211,0.12730101199931904,-0.10737129617363572,-0.03960759061256541,0.062150970683300936,0.21715383604705296,-0.2044993874518777,0.14656070357907688,0.047990458738552816,0.010756569675703638,0.028165460594920973,-0.05977558844708991,-0.07968400675030342,-0.06142914804724543,-0.14213507054938054,-0.09227066858771266,-0.20154079406134529,-0.08046887185550808,0.008018914796271913,-0.17682625937276936,0.027867026538317935,0.2728242037496257,0.0711122636703697,0.12290544949742783,-0.22188884487610144,-0.030870425981316035,0.06615745463813438,-0.0663728886754784,0.13719901497479395,-0.12227085917587893,0.25029303246208867,0.033378984804619
Larry Nance Jr.,0.03405453058104022,1.0,-0.10410488164444182,-0.10263755624937769,-0.13030674018334298,0.11113640779825516,0.08000870326144943,0.08808903111830868,0.019653650168195168,-0.030359719460925205,0.009148479260291125,0.012357772248939539,0.06849687248920255,-0.042176752160903955,0.11420461427546799,0.33181661137782603,0.059552448663708235,0.23668394361246453,-0.2700043732739311,0.07567252404145329,0.15458216052296267,0.08422800920704238,-0.02176820481699359,-0.10459169063934555,-0.2891234838781914,-0.1614492786905953,0.3834033668583998,0.1506826933604303,-0.06192567066033417,0.3168020362999593,-0.1481972718978615,-0.001305350835371871,-0.15867073537312446,-0.019308365421279557,0.11191240036679047,-0.13908289157372045,-0.09819975295155087,-0.10845755901524448,0.11677140875139243
Matt Ryan,0.4972386038227819,1.0,0.25190673332932195,0.16413021126781904,0.47041337799923405,0.1925180805746562,0.34285021816681743,0.4558874520763708,0.30597840322432135,0.2563459601148372,0.2731845154845055,0.26152466637978333,0.22266479784034235,,-0.6747702888455274,-0.3212755331108553,-0.32076968074141465,-0.5161226777279828,0.5513860445614578,-0.19541678317889244,-0.5333425732322936,-0.19829027693257428,0.4289094517667502,0.4132202183714351,0.5804289138002152,0.3391664551294987,-0.38978306600144685,0.0659869731359037,0.08682728283753863,0.4150488529665365,-0.04724959051761528,0.323526835525097,0.07184654840861521,-0.08108924240896581,-0.06456081157603416,-0.20349500112890742,-0.021810680617510143,0.20100788624419322,0.14695672957166148
Brandin Podziemski,0.20254978821724384,1.0,-0.004137511762610828,0.1760535369696822,0.13167169137927917,0.04468702271702477,0.05347507250920514,0.07701617264254494,0.10157528892246431,0.06713290228150298,0.1256500611386796,0.11569963413169125,-0.0799061601112038,-0.05682624124646939,-0.17521062117985636,0.13971574076720283,0.09021560354660967,0.05536539318762909,0.020344241049427694,0.09613677978626711,0.09420057235846226,-0.02853056398080875,0.04653970426495213,0.06849907876656883,0.1333242619247,-0.031000228779280922,0.08986032269569644,0.07051436594103185,-0.03656888091749299,0.0809087102112171,0.10936100374807979,0.006321270115532921,0.19760257027856334,-0.10707102113800426,0.08357719018977276,0.062406942205519754,0.17360546524665563,0.13715131760615948,0.094138484716938
Luka Doncic,0.13172041204016746,1.0,-0.034605014573030835,0.33952416093460425,-0.0935448239169871,0.21148459842742914,-0.010511846966213274,-0.17329667490377043,0.1661945037439228,0.020270083874957736,0.06809143641038297,0.07488620687992811,-0.07208985032197969,0.08218188613991181,-0.20500568837449257,0.15682649032336954,0.22590210132157926,0.11989010469264143,0.228709793271787,-0.2154654846656953,0.15892954923851912,-0.07734412883530703,-0.26854103042039174,-0.037164094435207254,0.18130917202761712,0.16786126793273964,0.27146430617664474,0.12532293990297375,0.0028464735594681792,0.19405240126939097,0.1282074929723995,0.03472500904086927,-0.09503185000797562,-0.23781214431157283,-0.1553939920442268,-0.22615620054743452,-0.07571029898784339,0.3035873467929545,0.22392008283227482
Markieff Morris,-0.01591755877405251,1.0,0.08593833343450404,-0.14506165034938798,-0.04972724148115923,-0.056781157604628624,-0.17760426302317228,-0.2096656863838992,-0.08772944063832107,-0.07531662962202153,-0.24643955626692493,-0.21691985420683296,0.013183024865146265,-0.1470687674496165,-0.22760770016715295,-0.0006579294684096308,-0.012026154593360828,-0.21176091889477247,0.08969319318003084,0.09028032826275569,0.40775782630275564,-0.2265660506274024,-0.21654803915085366,-0.2406880031597369,-0.19323108276394535,0.1912103542598868,0.10906273434950417,-0.06278570235053253,-0.18395773862030657,0.07238370814487005,0.33268548699362627,0.13911361124747357,-0.18907819885901322,-0.01127682707857509,-0.01692571636593571,0.020201868355182284,0.09209082098607488,0.07006448879999912,0.15917846271217975
Kentavious Caldwell-Pope,0.002116010415019696,1.0,-0.1676361008960766,-0.0007285129762988979,-0.1267424947195542,0.020881742224453922,-0.01766058567515434,-0.023636932449711035,0.07048599917062302,-0.08818189089155103,0.10694509718760904,0.12245744172370962,-0.016286468815036367,-0.057140603642486645,-0.1052284107315101,-0.01951445408223794,-0.011809017869632137,-0.035229635240060925,-0.0804111485049993,0.16048354831886838,-0.10011932037870065,-0.12433891848681225,-0.12190153960868125,0.1667772366997244,0.0952338805269528,-0.0827566756400602,-0.06918291586450748,-0.10028556809142822,0.11916691059313293,-0.16162529316905686,0.08645597674199927,-0.060313817023084096,-0.03955109225351439,0.12895053153333214,0.15905212400873023,0.1731818505388498,0.2388779289242722,-0.1610274686796044,-0.1399383423346822
Christian Braun,0.16134296168840181,1.0,0.02409499343017076,0.02103549844166387,-0.0015662436736485375,0.07015381235541854,0.04302397977715958,0.10955978489150298,0.27710431991810514,0.232060960447619,-0.10746344542080075,-0.11247159971691675,-0.05453756106251781,-0.10993746406011182,-0.1253487096030475,0.08671185889759192,0.01826477441929608,-0.01117488461662214,0.2869136018170498,-0.08809167631901216,-0.259199017683798,0.1288619710740044,0.18226216408673435,-0.07494170364942561,0.09443925759396554,-0.22777807121889473,-0.0428838848029652,0.08494667875919404,0.07360493668775621,0.03969230578601954,-0.16353311275611043,0.040475214195711845,-0.06321134007877816,-0.11953947477398029,0.04708349084206207,0.16732270931045992,-0.009166262288890666,-0.13185022386628525,0.04581851176792323
A.J. Lawson,-0.06258865459140343,1.0,0.05841958892644982,-0.05985502712621093,-0.16192167143830885,0.028246516762741126,0.04814736386105732,-0.002434895647243278,-0.062136646146686514,-0.037658573422234234,-0.11162264849436788,-0.14240961796885732,-0.04650464197625249,-0.11877113736973441,-0.27549281766340755,0.10992832901057654,0.3243434092011143,-0.028366671856664312,0.173401654585776,0.02969770915138974,0.1960434679110203,0.07386888623205362,-0.13181454726058545,-0.017188211425603436,0.29417155848722293,0.13157340358857206,0.0896676724391439,-0.09198288272765175,0.12144006974444503,-0.14459750717562744,-0.040936022187458135,0.2529286126772984,0.04955800003933254,-0.0022170305957815843,-0.014123258381370638,0.33945039342727096,0.15115187101658703,0.06764198979421851,-0.16492190302121978
Tim Hardaway Jr.,0.4486163794317243,1.0,0.19451162743219436,0.02848548694182843,0.011160111138483933,0.3397398063220408,0.1311223625021622,-0.0640871234279276,0.4354775367941833,0.28030136699063496,0.3194087560381953,0.4058224770420369,-0.03161939154415229,-0.03926065627946368,-0.5225003572587655,-0.05690434584751505,0.44895890532963095,0.17522344816181976,0.07826751997453597,0.13171317345529399,0.2921813108765483,0.09465974063122046,-0.2971762487082378,-0.19583158572379766,0.2463664688369542,0.32519179868840253,0.10206925727325783,0.10908296818882571,-0.11712883989177993,0.10311651827493057,-0.21151963419789083,0.3358509807148218,-0.15526375252179977,-0.014371309606608419,0.03747723968064171,0.07576880272639264,0.009806942664642715,0.04119810191939058,0.11452569537256
Kyrie Irving,0.002901859966186475,1.0,0.042897458759042086,0.06719199748820448,-0.2685480540438408,0.20610040597602897,-0.03862458840651677,-0.22679262703174985,0.11168051496973702,-0.09803252958372193,0.2049326475827133,0.3226987919477421,0.010020493152835241,0.07302672986663404,-0.15565772312023576,0.2777042038066897,0.11050412508127047,0.2971598963512962,0.13892267621971063,-0.1066027947961419,-0.010103121009775453,0.2087783614981202,0.03386853183186905,0.11849980973297802,0.3012633189777133,-0.04819681317610043,0.16488400875939585,0.22440256123621863,-0.1716826053919669,0.09150839403717881,-0.22910483057849623,0.016278549231159786,-0.16484732139396743,0.1471160544134656,-0.15336222952674847,-0.029551297384684892,-0.036701797258481286,0.24706676112790366,0.08973599740728103
DeAndre Jordan,-0.021789316169149395,1.0,-0.015519121012745258,0.1150135669355517,-0.08139943905877119,,,,-0.0547489244699944,-0.09192552234152448,0.0922750873618796,-0.13450609627619556,-0.06170091903927351,0.07909625856027962,-0.22051164607610227,-0.21505343213630085,-0.03158842381445143,-0.10574675882510041,0.18354907752293154,0.026714697555991436,-0.057865653903714315,0.061218523231445415,0.08069420031859331,-0.07334318241547579,-0.035440045784591284,-0.050871432064457454,-0.2768632096819303,0.07133737582576173,0.07102207902520602,-0.04341272523082573,-0.06601883161854301,-0.05794192896382334,0.0040401594632315735,-0.18786101967162877,-0.2152144216983141,-0.07212807463855672,-0.010409032159128405,-0.22553748254265665,-0.0437857794545756
Daniel Gafford,0.26839885790733564,1.0,0.2243347855614842,0.31150667083923483,0.291142360658045,,,,0.2123751017484633,0.25569896389676355,0.009693003223479397,0.00011744794541013871,0.1277594477135313,0.3296933146215473,-0.11799903940613654,0.08023180442927824,0.14459576082524347,-0.03487748465976873,0.04695164629455352,0.20257703300284502,0.1478735434199211,-0.17464274480509753,-0.06756774723144433,-0.23789905886952817,-0.09152718261311217,0.3610234332196093,0.2839543422570065,0.13550035646834668,0.15707390968212306,-0.09967900603233093,-0.14896805562404042,0.13554140982193766,0.06446958971020066,0.050153138109160326,0.09898695128124177,0.11636282530370867,-0.016724765452341195,-0.10101614616138924,0.20651691953685097
P.J. Washington,0.35824354437575406,1.0,0.45949834486369556,0.10977504417192502,0.016264239398139282,0.4406413207462292,0.2691368609739889,0.058368722031793656,0.49593810382420944,0.3431081555696347,0.045026920470403596,0.10587439502722475,-0.20881802745563535,-0.04471992462102525,0.20878549395519946,-0.3024640940199353,-0.2615308890439211,-0.0627292209798274,-0.1082530009267277,0.007744943289258221,-0.39041068002200985,0.11101813465036074,0.12038613448828005,-0.21635933446496813,-0.09271898213083186,-0.06195144685447373,-0.2864103127771115,-0.05803450958814294,0.21683085939252375,0.08986477780637403,0.08167153634050246,-0.015475662796863581,0.0480920503419064,0.14245630685519647,-0.013263401435176422,-0.09561177948102322,-0.05881479826451741,-0.19018131716972528,0.008903884039609797
Jamal Murray,-0.10016641738126937,1.0,-0.08944082908940364,-0.016299495693760258,-0.017122219546760756,-0.1578345565789406,-0.08942826589722604,0.07942086170839797,-0.21444050775171813,-0.1944003366359681,-0.012614915493635366,0.19432012279782443,-0.2393728308332762,-0.0559897730880255,-0.0872540140758393,0.23921139647717288,0.15470574957061567,0.059629275810127585,-0.026258445827069737,0.038044660564047796,-0.08261504245145734,0.12924836090050695,0.14053869777639427,0.05682288633757438,0.21845408066548833,-0.09278245893622326,0.2718189138206511,0.016661563481492697,0.10595835357228169,-0.07402002697511234,0.12826921664834198,-0.17987589525113365,0.011050671903004678,0.23821132654202132,0.07682712105005786,-0.03145672210100762,0.09389336301939925,-0.028247347621577792,-0.0303982338879288
Gordon Hayward,0.4323584059138539,1.0,0.21243641226892826,0.36685261184196427,0.2142654585704525,0.24282542797971823,0.03111181121644151,0.018302917038686955,0.20735460133374142,0.18975635871981908,0.05570163382152048,-0.0758920777117933,0.4179608064371442,0.18535653155038573,-0.1191387179565227,-0.03765597221957883,0.04888317519126748,-0.17176796900682356,0.12203081299585582,0.03304340736583652,0.17026408029434267,-0.2881593137548016,0.0685098057823454,-0.06579967598977081,0.0609605074723688,0.38567779978921024,-0.013809703375334867,0.2119527971092362,0.2552615029264502,0.1515056267930129,0.017515523397599066,-0.24794364711490935,-0.11737255957693331,-0.19487139233144524,0.021371446833150468,0.12064418630429953,-0.02898929371857519,-0.014696867193360165,0.0618695233283847
Chris Duarte,0.12794845326901097,1.0,0.17508304516977366,0.1478937019091494,-0.22664831126121457,0.04593548348580984,-0.10816389660101101,-0.12367090817650363,0.07883781503021883,-0.08510081105663617,-0.014879575154618456,0.03962820149046717,0.07194723932819115,0.09427105222345758,0.008518205245960912,0.11673353586231537,-0.1605367716966754,-0.06674251500395444,0.12427168167001205,-0.21648074466177403,0.04690472207653033,0.07811844936628205,0.21049317726676722,0.07659398531298962,0.0973506437140047,0.12783299504156337,0.1412852283919185,0.108069208171585,0.026649344619731986,0.029513515920792353,-0.06539048001437608,0.056917097802987496,-0.1835711015311287,0.14781451220795513,0.08405791747885127,0.008759116957677967,0.006903229390539026,-0.06773677422600916,0.007563204243557648
Kevon Looney,0.36660678989002055,1.0,0.3090870166659959,0.08259279546410901,0.11885620512459685,-0.012680610201636902,,,0.03398613100673105,0.11750256711871995,-0.03131467257448803,-0.007845411339373312,0.018767593170713,0.04715966324432267,-0.2501022011760558,-0.22054822313718403,-0.01829398647335163,-0.42231028241244567,-0.24328700740313766,0.19483216167725115,0.2980953872450164,-0.10378768581417083,-0.3180980808359191,0.05975683585584829,-0.31292115744941296,0.14111373329765647,-0.15357206627992248,-0.01516451272112914,-0.09224246702286344,0.09252931351146812,-0.0021386381783798755,0.05318540330994412,0.07308901014566892,-0.04819737714736158,-0.0789930246432708,0.17012817529881427,-0.03718843767558096,-0.06491742065298753,0.024597573002382682
Jeremy Sochan,0.11069338592899633,1.0,-0.07318820371531319,0.03440040441696752,-0.05308655296039643,-0.13169209303121623,-0.0918335318503209,-0.028622937660749446,-0.05368447866099302,-0.1328849209740638,0.05729688018112134,0.012705052737268178,0.16001897290328096,0.14704896547332397,0.07136330287175643,0.1633242922660476,-0.05785140558056946,0.06941603508204507,0.03354118489067544,0.14336989715287138,-0.020878449445518088,0.08544618284735,-0.0014692860780265062,-0.13403176949428858,-0.06974001517173284,-0.16023681714213966,0.18674802948446761,0.08789049169949589,-0.15838979713904808,0.04459061244690734,-0.03510854494652416,0.01188242640201266,0.05395447463353176,0.17597792619573463,0.002816337540932934,0.011441093436362114,0.03925934290741622,0.053188547116189144,0.07835859892673556
Immanuel Quickley,0.277114309932218,1.0,0.07146746701135742,0.15495711298705975,-0.006541095526450042,0.19403808229359917,0.11692179968590229,0.08320362378178842,0.25025001517268414,0.16229868434592418,0.04693691798619735,-0.09800991863742921,0.050319601501799205,0.21585276973930934,0.33311319685332014,-0.10341546094997549,0.010784992833569575,-0.16862138524738657,0.21827215623007604,-0.16261960499485462,0.09824076804928582,0.05120997011621247,0.19037533458847192,0.07143717176831224,0.29181819285953947,-0.20242127605914934,-0.11551693880373043,0.20031906347247885,0.10569895747562262,0.2218747232697971,0.06645717479051086,0.027445057259472362,0.11054266260532758,0.07694001742939496,-0.09993319914897904,-0.044084383472823174,-0.13628660382830382,-0.24463264516386307,0.28560424078700203
Olivier-Maxence Prosper,0.18430526885744544,1.0,0.10175968308888275,-0.1142758322658724,-0.1687206590981347,0.1435058971301674,0.110329714202531,0.005530653526394038,0.18366820718086851,0.06543138245896855,-0.0022349367397672387,-0.041849535511427075,-0.09767571089137676,-0.1526771568529483,0.11216107459841017,-0.06466169380867211,0.12986929512198342,-0.0809856958443633,-0.1122069227730313,-0.3164101931052228,-0.07619627779072241,0.09454023382083154,0.32117674494997506,0.3125315091743562,0.10137980179189178,-0.14430527343885421,-0.01251442665139973,-0.03982428765003506,0.03528158070881811,-0.0067399213195649356,0.0045850353218204335,0.061610959364296426,0.02999532339547718,0.06903117050144045,-0.13212792443766103,0.3084368291284771,0.35723015866515306,0.07364827199441362,-0.2805598818834327
Klay Thompson,0.1915996985897091,1.0,0.04019743641732487,-0.019416750848509676,-0.1725627530466324,0.12401120980757482,0.0034132924871238604,-0.07665872088097708,0.1903023066941023,-0.019337531534396227,-0.01572342488798635,-0.09606750345809549,0.0306563039368085,0.13097422872122366,0.13391234807656827,0.07196599421205192,-0.05868408370748545,0.07547658727334454,-0.22867273072668468,-0.06539498070439645,0.11618145528406752,-0.04860530330157273,-0.03759703915307024,-0.010498901858803845,-0.05315109515923968,0.05096381749778689,0.026299833076167074,0.10651582368966855,0.05842807246719038,0.19312918329243114,-0.05875555785496401,0.09982533889700904,-0.09566626826085081,0.16768512503471583,0.11029035166221667,-0.012846771834243284,0.03563134954402181,-0.017308009178865328,0.024459938366684836
Nikola Jokic,0.17454177998066153,1.0,-0.016758530362133633,0.18977274565606397,-0.16799795074809762,0.07792889081277678,0.04912456312884366,-0.1201078632460323,0.12746273648171685,0.025796666257438497,-0.09884787826453444,0.09285914309334241,-0.022172366345454074,-0.15473426644706714,0.14371695380178037,-0.004255456685697283,-0.12081716985138478,-0.055317124444798145,-0.12939873521163106,-0.03784639274510993,-0.08269265261540731,0.022284755911451425,-0.13391753993138927,0.19640314858782829,-0.011684586835417673,-0.07368330040043843,-0.11783174256421933,-0.0993869929188024,-0.05097783904038549,-0.0381898815756768,-0.16158510063010298,-0.050969009350497016,-0.047910476866826444,-0.06683078548419139,0.04302102166569995,0.009207562642656859,-0.09098134640939638,0.062138583535294216,-0.1403364574455149
Reggie Jackson,0.4792055407629994,1.0,0.030920713882536453,0.3463393011057577,0.12197891627404492,0.341310193129144,0.28554242534379504,0.11034958929970988,0.4775258553813889,0.35046266723860336,0.10689468010522081,0.08365451330102962,0.16178830960348078,0.09597073705122725,-0.40534719735760494,-0.03715396747742745,-0.2969101476847208,0.17413770110608703,0.32962965357300195,0.21915703197890887,-0.43694991713775544,-0.06744614615661224,-0.1725669514851335,-0.09417784090484395,0.07564098815450444,0.05568761511763233,0.005149552148415651,-0.18438778489833865,-0.04500446660265822,-0.14021044732072735,-0.025740268033992545,0.056906342192856,-0.04975372866092462,-0.06125111174721281,-0.07023062521265638,-0.11819334064374279,-0.04344287495141465,-0.2432901661167919,-0.1307260334892753
Peyton Watson,0.35032026672469874,1.0,0.17991465917408503,-0.010067100349732695,0.2601910854709253,0.27773989887385475,0.30545282847263827,0.27281888214889244,0.24418931829723706,0.2737969092076722,-0.05159766982857092,-0.1743165949881585,0.060625473820007,-0.1587456210979003,-0.24507819979200182,0.009742531059905926,-0.10120151394803428,0.18673766027642405,0.0786120848383806,0.17639771920158173,-0.0608731820269151,-0.09261533164850369,0.09495632347225673,-0.32824463249209707,0.062066768317780505,0.017588382159186094,0.4642322735430306,-0.086415700278819,0.06123831024419909,-0.21406920515056027,0.3420521790789732,-0.009936030160009109,0.3189462840028147,-0.008978177927018093,0.19105158647469758,-0.14393693094267282,0.32140919587351974,0.18806478855333708,0.1648885438230052
Justin Holiday,0.1573966268833341,1.0,0.11811434028432054,0.07549273911000029,-0.11046745635191112,0.08919192571654094,0.06828274593085079,-0.009282953467700758,0.14348944813141257,0.08412859393756883,0.0009215679865876512,0.012322841405005499,-0.019552694518149255,0.15214685493161897,-0.03634102388895931,-0.278537463737221,-0.2086226646299526,-0.048351984767185614,0.21156793658092413,0.12321923657338127,-0.13888772126965443,0.1279067003783805,-0.09642405425402782,0.1302942494250739,-0.09711422935321744,-0.07948383553169638,-0.3043447932691154,0.017274608405797046,0.0693303289539525,0.004232219308261037,-0.1083274918303453,0.05422109878572479,0.05072506014440853,-0.07541011716939824,-0.010403655062084476,-0.18572909284417358,-0.15603416572824683,0.051487719972107215,0.06778433389656303
Zeke Nnaji,0.16890289794657679,1.0,0.06562219817939756,0.06594173826297067,-0.022390655625375906,0.06320573747117336,0.008542095867715427,0.008542095867715427,0.15654639802009682,0.10227739380864175,0.21068617753973842,0.06973553897962487,0.24011814739096712,0.25179794818409873,-0.09116454530269731,-0.3224853721340687,-0.16966362577683247,-0.1634851905245398,0.3790718958951315,0.04316950372091723,-0.11465689362041859,-0.04898963973748459,-0.1038127039701228,-0.049702239786168,-0.13133103952638564,0.17920698455473533,-0.23257300195032873,-0.04481597014127891,-0.14392765162833954,0.11738945031406858,0.0501262682288462,0.10771847961837036,-0.17273724899736725,-0.014400730423571106,-0.17142223725868902,0.04866239156467502,-0.013218360994714375,0.07473979905398911,0.06820406410317587
Jalen Pickett,0.1426979705036949,1.0,0.5812328566502638,0.16376463818124473,0.13866863007580543,0.06856353991595623,-0.0060178210844920345,-0.0612917331703661,0.06938746807454417,0.03143096347626444,-0.19316622881953338,-0.18246197921105264,0.528851937270911,-0.13371326715185247,-0.2620888254837243,0.06447861253605253,0.13422087700310906,-0.16575741860683502,0.14921233616513785,0.13972876954484623,-0.0944030728987029,-0.476305900299469,-0.07538354145353175,0.07677456238294332,0.15161659366017563,-0.03101165872850253,-0.10687987654457196,-0.17421177617392672,-0.1996668402598426,-0.22421851456697559,0.18041949611369792,0.019552882664401607,0.009122380317220086,-0.14329407219458606,0.13174689557609007,0.2886542037590562,0.1874576006292827,0.18618410642073466,-0.2177290108442376
Chris Paul,0.17123734859473544,1.0,-0.08618037070980175,-0.10385170927211106,0.16533221870666018,0.1343982360694602,0.23814677304018933,0.262254725334472,0.14963601812481434,0.11161514741512295,0.24879968722738646,0.21276827253925795,-0.13028953724500958,-0.021586328732983398,0.0031574701710284344,-0.18526868924718787,0.01957558602242736,-0.30699798105920634,0.1672049920948552,-0.10282745247822825,0.007742136598533933,0.34185138244865027,0.013555627533595429,-0.09051695086275717,0.0039609067425393114,-0.2082783182121566,0.029796618606667356,0.13918136087370786,-0.1255723456416978,-0.012980132066936632,0.11101156300161648,0.24193312439083028,0.023864089957274567,-0.13324940383359601,0.3343653711236181,0.014350277198968675,0.27685353742500285,0.044484856715997,0.17590296465464847
Aaron Gordon,0.00704414921780098,1.0,-0.18436701156599722,0.1657665226254151,-0.08634164993945503,0.10296855178227249,-0.010942221453527185,-0.08557249155315351,-0.06061110748732407,-0.13363882179173872,0.05172486447987662,0.18041201980540258,-0.04303235854848892,-0.2323160389816288,0.09227401687346318,-0.016241661996250822,-0.039157906458566594,-0.10092546655536191,-0.016868076768394347,-0.03422537421251823,0.2307617457124146,-0.06176214670609368,-0.022735116241082848,-0.15266311884208353,-0.0963454765079492,-0.033565964404251664,0.07422528864923346,-0.049381506795700275,-0.31635948884054066,0.020730766719132102,-0.21540557900157992,0.0767796524526016,-0.14987601185513733,-0.024252768057076938,-0.13406853346333428,-0.0020728446275436645,-0.18101245751923647,-0.030924874514194272,-0.11695976867913069
Moses Moody,0.26915816941088283,1.0,0.11267525988848415,-0.01120096550766788,-0.186512017888867,0.11304559838813583,0.002167234582875579,-0.1729724897773743,0.2823040733159502,0.16343733678882877,-0.02463951546631952,0.10594145559256293,0.004813575005760066,-0.0035838747786410465,-0.12550474314316568,-0.09187097636243513,0.04352984900086933,-0.06605832597590461,-0.1467235582197252,0.10285840369415836,0.034143781823994364,-0.2980236141944235,-0.19576556577699117,0.026052928759176346,-0.17646625402426286,0.17743827352744398,-0.20277057428319167,0.16493506554127768,0.10390957486192143,0.1848486255865446,-0.08449185521214056,-0.11664039986967806,-0.06039930195168916,0.20275254594693304,0.12753255153989823,0.09644563868244446,-0.13159481826046818,-0.25297286684591136,0.09061612898999541
