,minutes,points,rebounds,assists,efg,fg3a,fg3m,fg3_pct,fga,fgm,fta,ft_pct,steals,blocks,date,efg_team,fg3a_team,fg3_pct_team,fga_team,fta_team,ft_pct_team,steals_team,blocks_team,to,pace,e_def_rating,e_off_rating,opp_efg,opp_fg3a,opp_fg3_pct,opp_fga,opp_fta,opp_ft_pct,opp_steals,opp_blocks,opp_to,opp_pace,opp_e_def_rating,opp_e_off_rating
Jayson Tatum,-0.08811959318733475,1.0,-0.1732517217208922,-0.06422638434541424,-0.02171725670275552,0.0028646077702092947,-0.01047967706655457,-0.0878622192595538,-0.08653628944021156,-0.06555727970394037,-0.11680709304984477,0.0380667289812565,-0.18514865037184286,-0.19481773999979224,-0.08835052107856785,-0.00034572361054640015,0.08857239230213529,-0.04895895525546782,0.06381668309114419,0.06781636656939041,0.09069360703480717,-0.09579665383766121,-0.0053403720123054894,-0.08624178008180292,0.0526296911772068,0.11676309267510239,0.01702086987231544,0.10518688295196849,0.038925172616683566,0.06766015097366913,-0.03030003689024432,0.011869215025685291,-0.015784865382531474,-0.13556336396036256,-0.004806068914102496,-0.04479427756961477,0.007471636941738382,-0.04312246088597753,0.06336146526095482
Georges Niang,0.3862074425264647,1.0,0.2676202573231664,0.1834384095844552,0.09705430468036096,0.3095948199114828,0.2763604706143279,0.052717984655026036,0.358751992030623,0.27930143601380236,0.07757366956998107,0.14147865933225065,0.033737803416507624,0.28332042310151095,-0.16824081608387842,0.2340315993941635,0.3435818085521826,0.3612795963052636,0.13928763501262925,0.07457419887289912,-0.30700150823357564,-0.1565798072962477,-0.011896204714905252,-0.1693961001861,-0.07936358613124665,0.01060275709539136,0.2038602689007108,-0.16285273464244002,-0.25390199460771673,-0.10235238346844465,0.110318639055863,0.2169115980521093,-0.021848471711905685,0.07562056381196544,-0.07873605139992311,-0.09658064123548796,0.1292704666312395,0.11811075432105453,-0.09397022124604042
Jaylen Brown,-0.0499255725256669,1.0,-0.10432132197960857,-0.19569650484481577,-0.03131897806153742,0.036558081199998926,0.07130520137824302,0.08960937465954746,0.13863768713912553,0.04754203541060618,0.0648192839188131,0.04240648101346146,0.14912183776147017,-0.2310083930375709,0.12098794140103572,0.34716056058708195,-0.21155607285553346,0.2842183393500984,-0.08043257349145658,-0.15067992878311676,-0.062486845784963274,0.13933684842243466,0.03530778709947469,0.03185232153116201,-0.0693479638835104,-0.01784166137710192,0.3393165879871273,-0.09700463015226261,0.054685125792617535,-0.03679409720939333,-0.14162814453360054,-0.04487476467636643,0.05076270859925956,0.0010897340434006875,0.08060062996185739,0.16396672794502415,-0.095340970694386,-0.17022503374583664,-0.21197073940132685
Kristaps Porzingis,-0.1064970648521348,1.0,0.23550822740936656,-0.30425674364240785,0.004180810990647512,0.060680352651472404,-0.046011714371028176,-0.0006501418860129705,0.13440723676781596,0.11462397408610717,0.23020845883343405,-0.0029158336256457627,-0.0353309197422718,-0.2377150695869027,-0.078991854404709,0.08708796626090796,0.09665718395817215,0.19701149086839326,0.12371188374245781,-0.06743928364660465,0.28464891548813176,-0.12200482456665247,0.14796024685452383,-0.15767525702732618,0.15494119938672965,0.0024908418599004197,0.058209239174655446,-0.38562904705679146,-0.22660780726586882,-0.4822954399670998,0.14689861308776542,0.11594368912786471,-0.13531705073220904,-0.07122611206173571,0.01042121547740094,-0.005937858358444668,0.1697322709731947,0.05760408197612985,-0.36557825170201075
Payton Pritchard,0.2046528341845685,1.0,0.23329407426225238,0.26555160643179027,0.09694548145243717,0.14108051202823021,0.14996026685376243,0.12577300432266159,0.24279236112473002,0.2581897509573496,-0.033067604845458363,0.0052131653599497415,-0.13555337385323976,-0.0792773705933571,0.1919653778694402,0.054915343623267734,-0.023925452521575578,0.10437334991338143,0.11887615775627496,-0.13616324906970886,0.1147911461710101,0.14789789769327477,-0.040861096954655216,-0.13158045493459805,-0.18793650816725832,-0.06329651626090696,0.11539208627594567,0.07614057240521839,0.0662819732203509,0.04448769993577044,-0.10947451687582378,-0.05436446604148307,0.006650299547867627,-0.11950068441497054,-0.0481690971440164,-0.005129780794161166,-0.06389610454191559,0.04486722424857324,0.09895273750830383
Clint Capela,0.16363095703778244,1.0,0.09506012790069783,0.11330258588505711,0.12283218871888053,0.04308776183845987,,,0.06660002255853506,0.1690229030449215,-0.16002967091726547,-0.05275874707043468,-0.05625266437386206,-0.12004007231462899,-0.023422516904150478,0.005579722101111083,-0.11217701718529283,0.28620660071785353,0.0537606712526241,-0.2930123800428659,0.13183192026375118,0.043872093890793676,-0.03502428419363314,-0.06763875496952615,-0.11298226963425702,0.07320850358825215,0.08142440979320233,-0.03139139294931385,-0.011068701103138356,0.03311890856875069,0.042482028033214624,0.024433901982998486,0.05456869101657332,0.047937939464670676,-0.13752122989261045,-0.10663986216231142,0.04228155292358979,0.06881449411738381,0.01304300783327733
Jaden Springer,0.2611743729965609,1.0,0.0877032478940251,1.7287313217125003e-17,0.21199564795351297,0.2058287349878975,0.32291666666666674,0.32291666666666674,0.1812519357732681,0.20440655845456748,0.2880455734842079,0.4089663096365513,0.2825160233156328,0.145703876287549,0.23023914304345405,-0.35256081408344614,-0.06260347346576496,-0.4320793152938032,0.06433108429568656,0.024160209944676388,-0.07959370651380107,0.1861586439926912,0.15161960871578115,0.00797511393860842,-0.23479886583057813,-0.13216066052476613,-0.5700282175679884,0.18316596419018474,0.06342013361273874,-0.23547165167509643,-0.2956274217920385,-0.03248855452539683,0.11117430049420877,-0.32595106641822147,-0.09970238095238086,0.2266492069558122,0.035922969772158066,-0.09124787648597366,-0.1212830774329569
Bruno Fernando,0.22590103448394172,1.0,-0.16068213059518932,0.32622576191827624,-0.08628963051085718,-0.07339427088287089,,,0.006110664758818272,0.017900578410744685,-0.016914552216867138,-0.15091377776836318,-0.01691163752652141,-0.2559389354094938,0.33474334987097937,0.08148475634891728,0.1210959482903937,0.11228587434027609,-0.19818963140538623,-0.3061691010368178,-0.19055226509021886,0.04894314012155755,0.06835582166410203,-0.03760506415355858,-0.175723127604241,-0.2623397818619423,0.12572163206682854,-0.02773363514137527,0.15534364622516664,-0.00937500107152069,-0.037407783555145374,0.02289963141308814,0.23312818818084086,-0.15442315521254868,0.040974134818836244,-0.1505880349231542,-0.17681537140957454,0.21683007944322194,0.1919319993576053
Garrison Mathews,0.2710059680859389,1.0,0.030451886102731054,0.13802481119576404,0.23586121935627657,0.24663012778192517,0.26165000933518257,0.23002841843295072,0.3017545629494918,0.35278178386786274,-0.04406433590722033,0.01266766309423984,-0.008986677190746738,0.004596222987137366,0.4003219602715139,0.164514777267302,-0.03094256055214641,0.2513997294548029,-0.29763316777440907,-0.37160065339210496,-0.29832264125173763,0.23516975188280678,0.24551715896666612,-0.027220444707285667,-0.4544477826217303,-0.4278357090511526,-0.13881794593803298,0.0346572916537124,0.4125282253389855,0.07728998089560103,-0.10577829267247771,-0.14448716581318594,0.03229625188843541,-0.09000886796956008,-0.18298434013793027,-0.3277801459183278,-0.2531744792398716,-0.2878309987709643,0.2200476817502219
Bogdan Bogdanovic,0.16488445359989473,1.0,0.13322488539364183,0.23988180348478594,0.057101076661832596,-0.007364790836706682,-0.009725603246916337,0.1074717002674889,0.028097271534045353,0.029944502977254393,0.23813933544777643,0.032800642842223664,0.250575810877053,0.18179767782021294,-0.13465656768954945,0.02616707306642288,-0.012972672867037268,0.26834871368923313,0.10056506151546606,-0.16560965289740023,0.23643757812795135,0.1543324652759378,-0.055644974434928066,-0.017667420943459494,0.01771533817465651,0.21082254870072686,0.06349954128105811,-0.03998973369525224,-0.21351865162314754,0.08652800581178514,0.03291619364329261,-0.02159506668023781,0.11884862231553849,-0.05176789128762899,-0.10382653876461838,0.14763350605877676,0.014923083010228716,0.06007739527906449,-0.07660995074827767
Evan Mobley,0.0654511682236211,1.0,0.18575704601863946,0.3547943095505902,-0.23236026422316636,0.07496665759094069,-0.18600901951020862,-0.1797124625808758,0.07925758611745964,-0.05069520283148666,0.07979255794099574,0.18809590193081352,0.22120781560534,-0.13906504116280635,-0.08300403414731662,0.03820353228353759,-0.04310922760679136,-0.05295485319625697,-0.018967741051810275,-0.0383679481959447,0.19246480409672317,-0.24256224002816176,0.1054664679574596,0.006678603953906065,-0.05029862359272331,-0.06910352963235722,0.09203505310465797,0.22247726148118377,0.19564795661321324,0.1997177302068963,0.017004320518117975,-0.08778543405916481,0.0269077460210038,-0.21759580120386793,-0.1485602881823828,0.1402115920892322,0.06928672482937066,0.06400330426197962,0.07082785501869779
Malik Monk,0.16147611017711636,1.0,0.07155621920619441,0.026082210170835004,-0.07240515376509636,0.20075763672055924,0.09352132717250915,0.1258340319394208,0.16418744411197284,0.012103277769958815,-0.02756562060615476,0.15314565478390307,-0.19353296452741942,-0.027315617279265722,0.10138200577088033,0.08961499488831857,-0.17797054435200238,0.12713248965066212,0.1727111968353935,-0.09060323325369543,-0.14325703359801287,0.12309261199815066,-0.036629233855354486,0.16521019346627355,0.11332018416808484,0.115363418039502,0.14480412537899254,0.13362100301421284,-0.2681011056024097,0.08231695753914806,-0.08970385297441577,0.06945212409780037,0.003559193765242862,0.040624846125574175,-0.08373759675987785,-0.06398684368934321,0.05868486803308502,-0.05910308463579337,0.06695799187295184
Chet Holmgren,-0.1601655969083218,1.0,0.029269454110310435,-0.0650492935828488,0.23480399695476795,0.0748617391038449,0.17655522136583368,0.24427048845000737,0.04541439586372348,0.1321223416089146,-0.14286684470333963,-0.04385027491902716,0.1505219637948281,-0.15537257985949277,-0.15659819652196744,0.07146825394068732,-0.1147444858458317,0.1195248902562335,0.0224332439352047,0.10616675669008009,0.16766040283279368,0.11441027799635453,0.2569332684697256,-0.06574924758408947,0.1257092980133903,0.07431819805334443,0.20935147379653954,-0.17759639796113805,0.029885573875881578,-0.08961457099817582,0.15019016047373157,0.09652145130220784,-0.03857056480594977,0.07944079730004255,-0.005020558069689686,0.09662647675182655,0.18885660128534526,0.0896065692630492,-0.13491710720540803
Max Strus,0.12390718579158767,1.0,-0.03951744404670037,0.0178113387419911,-0.06162740529241864,0.013390148169708956,-0.0748732520339373,0.047601338982657844,-0.06673894090601215,-0.15802451750534716,0.07682777446947298,-0.006277653149495618,-0.036406041549666396,0.05314327689336471,-0.1986876453596712,0.15665678255472365,-0.0930117656943304,0.10136602326226353,-0.015828242059456807,-0.16544792903439431,-0.038268311318171044,-0.09951063220812933,0.0821978858281709,0.027199919611515255,-0.10513420331056762,0.035420945207340473,0.09764983438758372,-0.041763424490968974,-0.15485065162987058,-0.1260508573430091,0.01088367265865713,-0.022315289440056337,0.17701196145613554,0.08741009466992469,0.006261305019188294,0.03287006316573082,0.05201477781383174,0.05024415315573333,0.030435605474795693
Sam Hauser,0.22410138743324695,1.0,0.04136680866887442,-0.014546888744109802,-0.0638222669248795,0.28071338739529467,0.1138264162172131,-0.010082668823527853,0.299219555571306,0.10052094917837724,0.022709291257040097,-0.005158111737458313,0.2124621047895813,0.11469140417166823,-0.022005563694979496,-0.035874024107298945,0.28115314898652927,0.04754731872689161,0.26682145172018706,-0.2795654079854583,-0.04510013692505311,0.1614704760751678,-0.0868030267120598,-0.13676485653632856,-0.02186354018240962,0.09546164462212557,0.14913589725197762,0.04987699832989591,0.045228058150743954,0.04220639468393474,-0.08496331484776223,0.1319607322908315,0.1871333171079135,0.0753152496643714,0.22675372098767943,0.04216252966438957,0.05289021534725273,0.026345435406201507,0.014136170490569045
Luke Kornet,0.0389545411537967,1.0,-0.029869526475460387,0.040118254134565226,0.0038902486275094526,-0.09881760281284965,-0.09881760281284965,-0.09881760281284965,0.0936336706062702,0.07186945185503636,-0.014556246145340733,0.10532113362898657,0.12462920733071096,0.06753905202818082,-0.04447862154205637,-0.01574100237812531,-0.08400334561188678,0.0702184328017766,0.09907103181663843,-0.07771785597203064,-0.027597825738038442,-0.07185297651924391,-0.044116006096036275,0.03766659372573981,-0.0226458689787938,-0.06962638608938894,-0.0030219221903010894,0.06241637900263203,-0.0042067857254613275,0.06176171455500184,0.11916749075288828,-0.06268936600956096,-0.08947673910950882,0.10576294013174299,0.1384651020587952,0.18126416181585936,0.05952245491531958,0.13676885007414208,0.07981145956364932
