,PLAYER,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,TEAMS,COMBINED EV,COMBINED PROB
3,Michael Porter Jr.,points,12.5,-130,over,0.8747536612557584,2.7382054649547864,{0.5652173913043479},Denver Nuggets,24.240765150875905,0.047815618952754
61,Nikola Jokic,blocks,0.5,165,under,0.5272924240430487,1.9866246185703949,{0.37735849056603776},,24.240765150875905,0.047815618952754
22,Kentavious Caldwell-Pope,fg3m,1.5,120,over,0.5719076705793775,1.290984376373153,{0.45454545454545453},,24.240765150875905,0.047815618952754
53,Aaron Gordon,steals,1.5,-225,under,0.8647595754305996,1.24548582255433,{0.6923076923076923},,24.240765150875905,0.047815618952754
11,Jamal Murray,assists,5.5,-115,over,0.6453269565417072,1.0324041589768287,{0.5348837209302326},Minnesota Timberwolves,24.240765150875905,0.047815618952754
45,Rudy Gobert,fgm,4.5,-110,over,0.6266892287178578,0.9820335468522804,{0.5238095238095238},,24.240765150875905,0.047815618952754
34,Christian Braun,rebounds,3.5,130,over,0.5182975348876213,0.9604216512076452,{0.4347826086956522},,24.240765150875905,0.047815618952754
