,PROP_TAG,THRESH,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROB,HOUSE_PROB,EV
18,Jakob Poeltl_rebounds_over,10.5,1,0.1762915729708209,0.09621057725415749,0.7123936134421189,0.5348837209302326,1.6593316039154593
36,Dereck Lively II_rebounds_under,8.5,1,0.1762915729708209,0.09621057725415749,0.6343434154496824,0.607843137254902,0.21798615934416166
38,Julian Strawther_fg3m_under,1.5,1,0.1762915729708209,0.09621057725415749,0.6268231239782291,0.5,1.2682312397822917
39,Dejounte Murray_rebounds_under,6.5,1,0.1762915729708209,0.09621057725415749,0.6223605983423859,0.5918367346938775,0.2578740204787775
33,Isaiah Hartenstein_assists_over,3.5,2,0.12843155822266059,0.09596185934060847,0.640552227211231,0.5918367346938775,0.41156191954315813
39,Dejounte Murray_rebounds_under,6.5,2,0.12843155822266059,0.09596185934060847,0.6223605983423859,0.5918367346938775,0.2578740204787775
48,Davion Mitchell_rebounds_under,1.5,2,0.12843155822266059,0.09596185934060847,0.5918327134598557,0.5121951219512195,0.7774145837747817
58,Dereck Lively II_points_over,8.5,2,0.12843155822266059,0.09596185934060847,0.5443473956775811,0.5348837209302326,0.08846478568173577
1,Javonte Green_points_over,4.5,3,0.2450378744612902,0.07538882606486717,0.8944974473562024,0.5348837209302326,3.3616065731123266
12,Davion Mitchell_points_under,6.5,3,0.2450378744612902,0.07538882606486717,0.7323933404376054,0.5555555555555556,1.5915400639384485
26,Isaiah Hartenstein_points_under,10.5,3,0.2450378744612902,0.07538882606486717,0.669881086782901,0.5454545454545454,1.1405766288432604
53,CJ McCollum_assists_under,3.5,3,0.2450378744612902,0.07538882606486717,0.5583570552828954,0.46511627906976744,1.0023383442911253
8,Herbert Jones_points_over,8.5,4,0.14298269954358875,0.08818342151675486,0.759014319653512,0.5555555555555556,1.8311288768816076
41,Daniel Gafford_rebounds_over,6.5,4,0.14298269954358875,0.08818342151675486,0.608038330562136,0.5454545454545454,0.5736846968195803
50,Isaiah Joe_rebounds_under,2.5,4,0.14298269954358875,0.08818342151675486,0.5697087466575106,0.5555555555555556,0.12737871991759508
60,Klay Thompson_fg3m_under,2.5,4,0.14298269954358875,0.08818342151675486,0.5438131158833297,0.5238095238095238,0.19094337888632928
2,Jakob Poeltl_points_over,13.5,5,0.22468914840155918,0.08237850140961644,0.8811394831355042,0.5652173913043479,2.794695427737152
25,Luguentz Dort_points_under,8.5,5,0.22468914840155918,0.08237850140961644,0.6756510437420216,0.5121951219512195,1.5956411412911626
35,RJ Barrett_rebounds_over,6.5,5,0.22468914840155918,0.08237850140961644,0.635378940502932,0.48780487804878053,1.512634140155052
45,Scottie Barnes_fg3m_over,1.5,5,0.22468914840155918,0.08237850140961644,0.593994150290162,0.5833333333333333,0.09137843105853172
19,Julian Strawther_rebounds_under,2.5,6,0.12382883154431411,0.06942409443689138,0.7037203534424978,0.5348837209302326,1.5782554778320448
41,Daniel Gafford_rebounds_over,6.5,6,0.12382883154431411,0.06942409443689138,0.608038330562136,0.5454545454545454,0.5736846968195803
54,Luguentz Dort_fg3m_under,1.5,6,0.12382883154431411,0.06942409443689138,0.5578254003710748,0.48780487804878053,0.7177103538035157
63,Scottie Barnes_assists_over,7.5,6,0.12382883154431411,0.06942409443689138,0.5187909829079023,0.48780487804878053,0.31760757480599766
11,RJ Barrett_points_over,22.5,7,0.12512793256044513,0.04052734211118084,0.7358488706030892,0.5121951219512195,2.1832865939825377
37,Javonte Green_assists_over,0.5,7,0.12512793256044513,0.04052734211118084,0.6321205588285576,0.5348837209302326,0.9089530499191247
52,Isaiah Joe_assists_over,1.5,7,0.12512793256044513,0.04052734211118084,0.5662510042543581,0.3846153846153846,2.361263055306656
69,Herbert Jones_fg3m_over,1.5,7,0.12512793256044513,0.04052734211118084,0.4750690532138959,0.3846153846153846,1.175897691780647
33,Isaiah Hartenstein_assists_over,3.5,8,0.11017369568692537,0.055519393498487564,0.640552227211231,0.5918367346938775,0.41156191954315813
48,Davion Mitchell_rebounds_under,1.5,8,0.11017369568692537,0.055519393498487564,0.5918327134598557,0.5121951219512195,0.7774145837747817
52,Isaiah Joe_assists_over,1.5,8,0.11017369568692537,0.055519393498487564,0.5662510042543581,0.3846153846153846,2.361263055306656
