,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
8,Jaime Jaquez Jr.,Heat,points,6.5,-125,over,0.7543235488325764,1.7889119394931872,0.5555555555555556,1,0.07960967905207718,0.029837735100774854,Jaime Jaquez Jr._points_over
22,Taurean Prince,Bucks,points,6.5,-125,over,0.6947002349153134,1.2523021142378208,0.5555555555555556,1,0.07960967905207718,0.029837735100774854,Taurean Prince_points_over
23,Taurean Prince,Bucks,rebounds,2.5,-165,over,0.6852740878194186,0.5029585840044213,0.6226415094339623,1,0.07960967905207718,0.029837735100774854,Taurean Prince_rebounds_over
40,Bobby Portis,Bucks,assists,1.5,-145,over,0.6288822690900817,0.3129708940368974,0.5918367346938775,1,0.07960967905207718,0.029837735100774854,Bobby Portis_assists_over
43,Brook Lopez,Bucks,points,11.5,-105,over,0.6192319069845265,1.0448829015156156,0.5121951219512195,1,0.07960967905207718,0.029837735100774854,Brook Lopez_points_over
63,Tyrese Maxey,76ers,assists,5.5,-105,under,0.5692771797774265,0.5572296121129732,0.5121951219512195,1,0.07960967905207718,0.029837735100774854,Tyrese Maxey_assists_under
16,Bam Adebayo,Heat,fg3m,0.5,-185,over,0.7182307109050419,0.5323176380523496,0.6491228070175439,2,0.07264925281179412,0.029823495350056857,Bam Adebayo_fg3m_over
22,Taurean Prince,Bucks,points,6.5,-125,over,0.6947002349153134,1.2523021142378208,0.5555555555555556,2,0.07264925281179412,0.029823495350056857,Taurean Prince_points_over
30,Luguentz Dort,Thunder,fg3m,1.5,-155,over,0.6613867132023423,0.44043909247087987,0.607843137254902,2,0.07264925281179412,0.029823495350056857,Luguentz Dort_fg3m_over
46,Terry Rozier,Heat,fg3m,1.5,110,under,0.6150599889366959,1.458129883835307,0.47619047619047616,2,0.07264925281179412,0.029823495350056857,Terry Rozier_fg3m_under
53,Bobby Portis,Bucks,points,12.5,-120,over,0.6010956360994237,0.510043330911385,0.5454545454545454,2,0.07264925281179412,0.029823495350056857,Bobby Portis_points_over
54,Joel Embiid,76ers,points,26.5,-110,over,0.5954608566907662,0.6839445411391325,0.5238095238095238,2,0.07264925281179412,0.029823495350056857,Joel Embiid_points_over
10,Haywood Highsmith,Heat,assists,0.5,-180,over,0.7364028618842733,0.7275778146554588,0.6428571428571428,3,0.10525946827039356,0.04536550209017786,Haywood Highsmith_assists_over
15,Paul George,76ers,points,19.5,-105,under,0.7198633146034341,2.0272371187478093,0.5121951219512195,3,0.10525946827039356,0.04536550209017786,Paul George_points_under
16,Bam Adebayo,Heat,fg3m,0.5,-185,over,0.7182307109050419,0.5323176380523496,0.6491228070175439,3,0.10525946827039356,0.04536550209017786,Bam Adebayo_fg3m_over
25,Bam Adebayo,Heat,assists,4.5,-135,over,0.677666340939687,0.8982070415120904,0.574468085106383,3,0.10525946827039356,0.04536550209017786,Bam Adebayo_assists_over
30,Luguentz Dort,Thunder,fg3m,1.5,-155,over,0.6613867132023423,0.44043909247087987,0.607843137254902,3,0.10525946827039356,0.04536550209017786,Luguentz Dort_fg3m_over
