,PROP_TAG,THRESH,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROB,HOUSE_PROB,EV
20,Isaiah Hartenstein_points_under,10.5,1,0.14593462244827768,0.10449723996417973,0.669881086782901,0.574468085106383,0.8304464960733977
22,Trey Murphy III_assists_over,1.5,1,0.14593462244827768,0.10449723996417973,0.6691458157147478,0.6491228070175439,0.1542312832081929
26,Dereck Lively II_rebounds_under,8.5,1,0.14593462244827768,0.10449723996417973,0.6343434154496824,0.574468085106383,0.5211371344694582
56,Trey Murphy III_rebounds_under,4.5,1,0.14593462244827768,0.10449723996417973,0.5132340007957142,0.48780487804878053,0.26064850815607077
2,Luguentz Dort_rebounds_over,3.5,2,0.1650510717657797,0.05299875615164134,0.83964705410753,0.5555555555555556,2.5568234869677706
12,Daniel Gafford_points_over,11.5,2,0.1650510717657797,0.05299875615164134,0.7138438756350164,0.5121951219512195,1.968475928818017
40,Jamal Murray_assists_over,6.5,2,0.1650510717657797,0.05299875615164134,0.5796443428305458,0.5121951219512195,0.6584328704886611
60,Herbert Jones_fg3m_over,1.5,2,0.1650510717657797,0.05299875615164134,0.4750690532138959,0.36363636363636365,1.5321994816910687
28,Gradey Dick_rebounds_over,2.5,3,0.08308820211721704,0.0736974007026214,0.6200962589216268,0.5918367346938775,0.23874425640684716
50,Jalen Williams_assists_over,4.5,3,0.08308820211721704,0.0736974007026214,0.541788131772205,0.5348837209302326,0.06454123178365512
52,Gradey Dick_points_over,14.5,3,0.08308820211721704,0.0736974007026214,0.5343462910559899,0.5238095238095238,0.10057823280717582
62,Alexandre Sarr_assists_under,1.5,3,0.08308820211721704,0.0736974007026214,0.46283688702044234,0.4444444444444444,0.20691497897997646
12,Daniel Gafford_points_over,11.5,4,0.1596540811568432,0.08841463414634146,0.7138438756350164,0.5121951219512195,1.968475928818017
19,Alexandre Sarr_rebounds_over,5.5,4,0.1596540811568432,0.08841463414634146,0.6730228699281167,0.5833333333333333,0.7687674565267146
24,Isaiah Hartenstein_assists_over,3.5,4,0.1596540811568432,0.08841463414634146,0.640552227211231,0.5918367346938775,0.41156191954315813
