,PROPS,THRESH,PARLAY_ID,PARLAY_EV,PARLAY_PROB,HOUSE_PARLAY_PROB,PROB,EV,TO_WIN
55,Jayson Tatum-rebounds-under,10.5,17,2.1088122542881225,0.21284981702738207,0.06846660384003211,0.7829049644415078,1.6141971133851527,14.605660919540227
58,Obi Toppin-fgm-over,3.5,17,2.1088122542881225,0.21284981702738207,0.06846660384003211,0.6335357424203472,2.285661037833992,14.605660919540227
1738,Jrue Holiday-rebounds-under,5.5,556,2.360840928364236,0.23352411442122462,0.06948383437322746,0.6719128086015262,0.7592526451559403,14.391836734693875
1740,Obi Toppin-fgm-over,3.5,556,2.360840928364236,0.23352411442122462,0.06948383437322746,0.6335357424203472,2.285661037833992,14.391836734693875
1739,Jayson Tatum-fgm-under,9.5,556,2.360840928364236,0.23352411442122462,0.06948383437322746,0.6555694814779521,1.3996068429990558,14.391836734693875
1737,Payton Pritchard-points-over,9.5,556,2.360840928364236,0.23352411442122462,0.06948383437322746,0.8368140518122709,2.822392223462532,14.391836734693875
1657,Myles Turner-fg3m-over,1.5,528,1.7309958894401185,0.19322202420669118,0.07075148847855045,0.664507801973037,0.6139452235653131,14.13397825973891
1656,Derrick White-rebounds-over,3.5,528,1.7309958894401185,0.19322202420669118,0.07075148847855045,0.6807710116020809,0.4061227391929956,14.13397825973891
1655,T.J. McConnell-fgm-over,4.5,528,1.7309958894401185,0.19322202420669118,0.07075148847855045,0.6872816501433185,1.872816501433185,14.13397825973891
1654,Jrue Holiday-steals-under,1.5,528,1.7309958894401185,0.19322202420669118,0.07075148847855045,0.7210475511959114,0.4540776308408674,14.13397825973891
1653,Obi Toppin-points-over,7.5,528,1.7309958894401185,0.19322202420669118,0.07075148847855045,0.8618999066487378,2.5017214097204965,14.13397825973891
294,Jaylen Brown-rebounds-under,6.5,93,1.103431127631878,0.15087263265942874,0.07172691830860509,0.5998781413635349,0.3066143274466553,13.94176724137931
291,Jayson Tatum-steals-under,1.5,93,1.103431127631878,0.15087263265942874,0.07172691830860509,0.7357588823428847,0.15031217640019268,13.94176724137931
290,Payton Pritchard-assists-over,2.5,93,1.103431127631878,0.15087263265942874,0.07172691830860509,0.8415674019597683,2.109793568280802,13.94176724137931
293,Pascal Siakam-assists-over,2.5,93,1.103431127631878,0.15087263265942874,0.07172691830860509,0.6200962589216268,0.03828210373821772,13.94176724137931
292,Al Horford-assists-under,2.5,93,1.103431127631878,0.15087263265942874,0.07172691830860509,0.6550340885996073,1.7140994081459748,13.94176724137931
1677,Payton Pritchard-steals-under,0.5,535,1.10505183944906,0.1525940805603299,0.07248946448761436,0.618783391806141,0.089992416469868,13.795108117688763
1676,Luke Kornet-fgm-over,1.5,535,1.10505183944906,0.1525940805603299,0.07248946448761436,0.6255013190442551,0.5332808992376412,13.795108117688763
1675,Jrue Holiday-rebounds-under,5.5,535,1.10505183944906,0.1525940805603299,0.07248946448761436,0.6719128086015262,0.7592526451559403,13.795108117688763
1674,Derrick White-rebounds-over,3.5,535,1.10505183944906,0.1525940805603299,0.07248946448761436,0.6807710116020809,0.4061227391929956,13.795108117688763
1673,Obi Toppin-points-over,7.5,535,1.10505183944906,0.1525940805603299,0.07248946448761436,0.8618999066487378,2.5017214097204965,13.795108117688763
835,Payton Pritchard-fgm-over,3.5,270,2.098454898818082,0.22927256122332532,0.07399577167019028,0.746024827010655,1.8385609142643382,13.514285714285714
836,Luke Kornet-assists-over,0.5,270,2.098454898818082,0.22927256122332532,0.07399577167019028,0.721962699546806,1.7487817566331865,13.514285714285714
837,Jrue Holiday-rebounds-under,5.5,270,2.098454898818082,0.22927256122332532,0.07399577167019028,0.6719128086015262,0.7592526451559403,13.514285714285714
838,Obi Toppin-fgm-over,3.5,270,2.098454898818082,0.22927256122332532,0.07399577167019028,0.6335357424203472,2.285661037833992,13.514285714285714
1758,Jayson Tatum-points-under,29.5,562,1.6758031733476595,0.20252483861852608,0.07568749474392399,0.7691717428514041,2.050740976137872,13.212222222222222
1761,Payton Pritchard-fg3m-over,1.5,562,1.6758031733476595,0.20252483861852608,0.07568749474392399,0.6047127189295851,0.44241447036626624,13.212222222222222
1760,Obi Toppin-fgm-over,3.5,562,1.6758031733476595,0.20252483861852608,0.07568749474392399,0.6335357424203472,2.285661037833992,13.212222222222222
1759,T.J. McConnell-assists-over,4.5,562,1.6758031733476595,0.20252483861852608,0.07568749474392399,0.6872816501433185,0.981895843839995,13.212222222222222
188,T.J. McConnell-assists-over,4.5,60,2.0202720600387862,0.23082703860276615,0.07642590932679154,0.6872816501433185,0.981895843839995,13.084567901234566
189,Al Horford-assists-under,2.5,60,2.0202720600387862,0.23082703860276615,0.07642590932679154,0.6550340885996073,1.7140994081459748,13.084567901234566
186,Payton Pritchard-fgm-over,3.5,60,2.0202720600387862,0.23082703860276615,0.07642590932679154,0.746024827010655,1.8385609142643382,13.084567901234566
187,T.J. McConnell-fgm-over,4.5,60,2.0202720600387862,0.23082703860276615,0.07642590932679154,0.6872816501433185,1.872816501433185,13.084567901234566
1472,Pascal Siakam-assists-over,2.5,472,1.9599483511886575,0.22658732728560696,0.07655110846600208,0.6200962589216268,0.03828210373821772,13.063168124392613
1471,Jrue Holiday-rebounds-under,5.5,472,1.9599483511886575,0.22658732728560696,0.07655110846600208,0.6719128086015262,0.7592526451559403,13.063168124392613
1470,Luke Kornet-points-over,3.5,472,1.9599483511886575,0.22658732728560696,0.07655110846600208,0.7770568098504246,1.1054463631104783,13.063168124392613
1468,Obi Toppin-points-over,7.5,472,1.9599483511886575,0.22658732728560696,0.07655110846600208,0.8618999066487378,2.5017214097204965,13.063168124392613
1469,T.J. McConnell-points-over,9.5,472,1.9599483511886575,0.22658732728560696,0.07655110846600208,0.8119961703007408,1.9599671740063505,13.063168124392613
1201,Pascal Siakam-assists-over,2.5,384,0.9968171445960057,0.15290425529827642,0.07657398961746789,0.6200962589216268,0.03828210373821772,13.05926470588235
1199,Derrick White-rebounds-over,3.5,384,0.9968171445960057,0.15290425529827642,0.07657398961746789,0.6807710116020809,0.4061227391929956,13.05926470588235
1198,Jayson Tatum-steals-under,1.5,384,0.9968171445960057,0.15290425529827642,0.07657398961746789,0.7357588823428847,0.15031217640019268,13.05926470588235
1197,Luke Kornet-points-over,3.5,384,0.9968171445960057,0.15290425529827642,0.07657398961746789,0.7770568098504246,1.1054463631104783,13.05926470588235
1200,Obi Toppin-fgm-over,3.5,384,0.9968171445960057,0.15290425529827642,0.07657398961746789,0.6335357424203472,2.285661037833992,13.05926470588235
1729,Jaylen Brown-rebounds-under,6.5,553,1.1679174526688638,0.1689234402236332,0.07791968278851033,0.5998781413635349,0.3066143274466553,12.833727810650885
1728,Luke Kornet-fgm-over,1.5,553,1.1679174526688638,0.1689234402236332,0.07791968278851033,0.6255013190442551,0.5332808992376412,12.833727810650885
1727,Al Horford-assists-under,2.5,553,1.1679174526688638,0.1689234402236332,0.07791968278851033,0.6550340885996073,1.7140994081459748,12.833727810650885
1726,T.J. McConnell-fgm-over,4.5,553,1.1679174526688638,0.1689234402236332,0.07791968278851033,0.6872816501433185,1.872816501433185,12.833727810650885
998,Luke Kornet-assists-over,0.5,321,2.130373954484232,0.24663624579539303,0.07878810946599171,0.721962699546806,1.7487817566331865,12.692270531400965
997,Jayson Tatum-points-under,29.5,321,2.130373954484232,0.24663624579539303,0.07878810946599171,0.7691717428514041,2.050740976137872,12.692270531400965
996,Andrew Nembhard-blocks-under,0.5,321,2.130373954484232,0.24663624579539303,0.07878810946599171,0.8521437889662113,0.03539511661852135,12.692270531400965
995,Obi Toppin-points-over,7.5,321,2.130373954484232,0.24663624579539303,0.07878810946599171,0.8618999066487378,2.5017214097204965,12.692270531400965
999,Payton Pritchard-fg3m-over,1.5,321,2.130373954484232,0.24663624579539303,0.07878810946599171,0.6047127189295851,0.44241447036626624,12.692270531400965
1062,Luke Kornet-fgm-over,1.5,340,1.054324110435768,0.16239716288029782,0.07905138339920949,0.6255013190442551,0.5332808992376412,12.650000000000004
1061,Myles Turner-points-over,15.5,340,1.054324110435768,0.16239716288029782,0.07905138339920949,0.6285463439246328,0.6569170953216954,12.650000000000004
1058,Andrew Nembhard-blocks-under,0.5,340,1.054324110435768,0.16239716288029782,0.07905138339920949,0.8521437889662113,0.03539511661852135,12.650000000000004
1059,Jrue Holiday-points-under,12.5,340,1.054324110435768,0.16239716288029782,0.07905138339920949,0.7398962216034679,1.782382031365123,12.650000000000004
1060,Aaron Nesmith-points-over,9.5,340,1.054324110435768,0.16239716288029782,0.07905138339920949,0.6551326000263189,1.005382166907924,12.650000000000004
1783,Luke Kornet-points-over,3.5,570,1.9589122350063937,0.24225989501746303,0.08187464709203841,0.7770568098504246,1.1054463631104783,12.213793103448277
1784,Al Horford-rebounds-under,7.5,570,1.9589122350063937,0.24225989501746303,0.08187464709203841,0.7160162577921948,1.0491028675547494,12.213793103448277
1785,T.J. McConnell-fgm-over,4.5,570,1.9589122350063937,0.24225989501746303,0.08187464709203841,0.6872816501433185,1.872816501433185,12.213793103448277
1786,Obi Toppin-fgm-over,3.5,570,1.9589122350063937,0.24225989501746303,0.08187464709203841,0.6335357424203472,2.285661037833992,12.213793103448277
1112,Jaylen Brown-rebounds-under,6.5,357,1.1342917554003882,0.17790589492350772,0.0833559397272436,0.5998781413635349,0.3066143274466553,11.996745562130174
1111,Andrew Nembhard-points-over,10.5,357,1.1342917554003882,0.17790589492350772,0.0833559397272436,0.6271170949771379,0.547574301720835,11.996745562130174
1110,Al Horford-assists-under,2.5,357,1.1342917554003882,0.17790589492350772,0.0833559397272436,0.6550340885996073,1.7140994081459748,11.996745562130174
1109,Luke Kornet-assists-over,0.5,357,1.1342917554003882,0.17790589492350772,0.0833559397272436,0.721962699546806,1.7487817566331865,11.996745562130174
709,Jayson Tatum-points-under,29.5,227,1.18751806337209,0.18276766492391897,0.08355024261705069,0.7691717428514041,2.050740976137872,11.968846153846153
711,Payton Pritchard-fg3m-over,1.5,227,1.18751806337209,0.18276766492391897,0.08355024261705069,0.6047127189295851,0.44241447036626624,11.968846153846153
712,Jaylen Brown-rebounds-under,6.5,227,1.18751806337209,0.18276766492391897,0.08355024261705069,0.5998781413635349,0.3066143274466553,11.968846153846153
710,Al Horford-assists-under,2.5,227,1.18751806337209,0.18276766492391897,0.08355024261705069,0.6550340885996073,1.7140994081459748,11.968846153846153
1366,Jayson Tatum-steals-under,1.5,438,0.7704624179705499,0.15261311524176185,0.08619957910018765,0.7357588823428847,0.15031217640019268,11.600984719864176
1365,Payton Pritchard-fgm-over,3.5,438,0.7704624179705499,0.15261311524176185,0.08619957910018765,0.746024827010655,1.8385609142643382,11.600984719864176
1367,Pascal Siakam-blocks-under,0.5,438,0.7704624179705499,0.15261311524176185,0.08619957910018765,0.6703200460356393,0.11560035132461532,11.600984719864176
1369,Payton Pritchard-steals-under,0.5,438,0.7704624179705499,0.15261311524176185,0.08619957910018765,0.618783391806141,0.089992416469868,11.600984719864176
1368,Myles Turner-steals-under,0.5,438,0.7704624179705499,0.15261311524176185,0.08619957910018765,0.6703200460356393,1.0328804143207542,11.600984719864176
588,Obi Toppin-fgm-over,3.5,188,1.6391700452321696,0.2293121305432144,0.08688797107161834,0.6335357424203472,2.285661037833992,11.509072978303745
586,Payton Pritchard-points-over,9.5,188,1.6391700452321696,0.2293121305432144,0.08688797107161834,0.8368140518122709,2.822392223462532,11.509072978303745
587,Jrue Holiday-steals-under,1.5,188,1.6391700452321696,0.2293121305432144,0.08688797107161834,0.7210475511959114,0.4540776308408674,11.509072978303745
589,Jaylen Brown-rebounds-under,6.5,188,1.6391700452321696,0.2293121305432144,0.08688797107161834,0.5998781413635349,0.3066143274466553,11.509072978303745
1560,Andrew Nembhard-blocks-under,0.5,500,1.2324409837092487,0.19461808903039973,0.08717726042954008,0.8521437889662113,0.03539511661852135,11.470881226053642
1564,Myles Turner-fg3m-over,1.5,500,1.2324409837092487,0.19461808903039973,0.08717726042954008,0.664507801973037,0.6139452235653131,11.470881226053642
1563,Myles Turner-steals-under,0.5,500,1.2324409837092487,0.19461808903039973,0.08717726042954008,0.6703200460356393,1.0328804143207542,11.470881226053642
1561,Payton Pritchard-fgm-over,3.5,500,1.2324409837092487,0.19461808903039973,0.08717726042954008,0.746024827010655,1.8385609142643382,11.470881226053642
1562,T.J. McConnell-assists-over,4.5,500,1.2324409837092487,0.19461808903039973,0.08717726042954008,0.6872816501433185,0.981895843839995,11.470881226053642
1749,Jayson Tatum-points-under,29.5,559,1.93083327669384,0.2564042566756305,0.08748510490670769,0.7691717428514041,2.050740976137872,11.43051724137931
1748,Payton Pritchard-assists-over,2.5,559,1.93083327669384,0.2564042566756305,0.08748510490670769,0.8415674019597683,2.109793568280802,11.43051724137931
1751,Payton Pritchard-fg3m-over,1.5,559,1.93083327669384,0.2564042566756305,0.08748510490670769,0.6047127189295851,0.44241447036626624,11.43051724137931
1750,Al Horford-assists-under,2.5,559,1.93083327669384,0.2564042566756305,0.08748510490670769,0.6550340885996073,1.7140994081459748,11.43051724137931
155,Aaron Nesmith-points-over,9.5,50,1.0579829440002233,0.1805422229866194,0.0877277547479032,0.6551326000263189,1.005382166907924,11.3989010989011
154,Jayson Tatum-fgm-under,9.5,50,1.0579829440002233,0.1805422229866194,0.0877277547479032,0.6555694814779521,1.3996068429990558,11.3989010989011
156,Andrew Nembhard-points-over,10.5,50,1.0579829440002233,0.1805422229866194,0.0877277547479032,0.6271170949771379,0.547574301720835,11.3989010989011
153,Myles Turner-steals-under,0.5,50,1.0579829440002233,0.1805422229866194,0.0877277547479032,0.6703200460356393,1.0328804143207542,11.3989010989011
614,Luke Kornet-points-over,3.5,197,1.3187413636954046,0.20790939617383034,0.08966476357780706,0.7770568098504246,1.1054463631104783,11.152653061224491
616,Obi Toppin-fgm-over,3.5,197,1.3187413636954046,0.20790939617383034,0.08966476357780706,0.6335357424203472,2.285661037833992,11.152653061224491
615,Jrue Holiday-rebounds-under,5.5,197,1.3187413636954046,0.20790939617383034,0.08966476357780706,0.6719128086015262,0.7592526451559403,11.152653061224491
617,Myles Turner-points-over,15.5,197,1.3187413636954046,0.20790939617383034,0.08966476357780706,0.6285463439246328,0.6569170953216954,11.152653061224491
1583,Pascal Siakam-assists-over,2.5,506,0.7689782502836022,0.16091677755720982,0.09096594462448121,0.6200962589216268,0.03828210373821772,10.993125000000001
1582,Al Horford-assists-under,2.5,506,0.7689782502836022,0.16091677755720982,0.09096594462448121,0.6550340885996073,1.7140994081459748,10.993125000000001
1584,Payton Pritchard-fg3m-over,1.5,506,0.7689782502836022,0.16091677755720982,0.09096594462448121,0.6047127189295851,0.44241447036626624,10.993125000000001
1581,Aaron Nesmith-points-over,9.5,506,0.7689782502836022,0.16091677755720982,0.09096594462448121,0.6551326000263189,1.005382166907924,10.993125000000001
946,Obi Toppin-fgm-over,3.5,304,2.0260923031155604,0.27672110898055463,0.09144503249145843,0.6335357424203472,2.285661037833992,10.935531135531138
943,T.J. McConnell-points-over,9.5,304,2.0260923031155604,0.27672110898055463,0.09144503249145843,0.8119961703007408,1.9599671740063505,10.935531135531138
944,Payton Pritchard-fgm-over,3.5,304,2.0260923031155604,0.27672110898055463,0.09144503249145843,0.746024827010655,1.8385609142643382,10.935531135531138
945,Jrue Holiday-steals-under,1.5,304,2.0260923031155604,0.27672110898055463,0.09144503249145843,0.7210475511959114,0.4540776308408674,10.935531135531138
1047,Payton Pritchard-points-over,9.5,337,1.4989782279862425,0.2329225041987361,0.0932070962404633,0.8368140518122709,2.822392223462532,10.728796844181458
1048,Jrue Holiday-points-under,12.5,337,1.4989782279862425,0.2329225041987361,0.0932070962404633,0.7398962216034679,1.782382031365123,10.728796844181458
1049,Andrew Nembhard-points-over,10.5,337,1.4989782279862425,0.2329225041987361,0.0932070962404633,0.6271170949771379,0.547574301720835,10.728796844181458
1050,Jaylen Brown-rebounds-under,6.5,337,1.4989782279862425,0.2329225041987361,0.0932070962404633,0.5998781413635349,0.3066143274466553,10.728796844181458
1622,Pascal Siakam-assists-over,2.5,518,0.6247538317538479,0.15315224053294196,0.09426181218333925,0.6200962589216268,0.03828210373821772,10.608749999999999
1621,Myles Turner-points-over,15.5,518,0.6247538317538479,0.15315224053294196,0.09426181218333925,0.6285463439246328,0.6569170953216954,10.608749999999999
1620,Al Horford-assists-under,2.5,518,0.6247538317538479,0.15315224053294196,0.09426181218333925,0.6550340885996073,1.7140994081459748,10.608749999999999
1623,Jaylen Brown-rebounds-under,6.5,518,0.6247538317538479,0.15315224053294196,0.09426181218333925,0.5998781413635349,0.3066143274466553,10.608749999999999
716,Obi Toppin-points-over,7.5,229,2.2252702937662745,0.3075471803215116,0.09535547483134407,0.8618999066487378,2.5017214097204965,10.487074829931974
717,T.J. McConnell-points-over,9.5,229,2.2252702937662745,0.3075471803215116,0.09535547483134407,0.8119961703007408,1.9599671740063505,10.487074829931974
718,Myles Turner-steals-under,0.5,229,2.2252702937662745,0.3075471803215116,0.09535547483134407,0.6703200460356393,1.0328804143207542,10.487074829931974
719,Jayson Tatum-fgm-under,9.5,229,2.2252702937662745,0.3075471803215116,0.09535547483134407,0.6555694814779521,1.3996068429990558,10.487074829931974
744,T.J. McConnell-points-over,9.5,238,1.8119321907022745,0.27049242003584245,0.09619450317124736,0.8119961703007408,1.9599671740063505,10.395604395604396
747,Jaylen Brown-rebounds-under,6.5,238,1.8119321907022745,0.27049242003584245,0.09619450317124736,0.5998781413635349,0.3066143274466553,10.395604395604396
745,Jayson Tatum-points-under,29.5,238,1.8119321907022745,0.27049242003584245,0.09619450317124736,0.7691717428514041,2.050740976137872,10.395604395604396
746,Luke Kornet-assists-over,0.5,238,1.8119321907022745,0.27049242003584245,0.09619450317124736,0.721962699546806,1.7487817566331865,10.395604395604396
1130,Myles Turner-steals-under,0.5,363,1.4599723855756093,0.23689800105134054,0.09630108144320032,0.6703200460356393,1.0328804143207542,10.384099378881986
1129,Jrue Holiday-rebounds-under,5.5,363,1.4599723855756093,0.23689800105134054,0.09630108144320032,0.6719128086015262,0.7592526451559403,10.384099378881986
1128,Payton Pritchard-points-over,9.5,363,1.4599723855756093,0.23689800105134054,0.09630108144320032,0.8368140518122709,2.822392223462532,10.384099378881986
1131,Myles Turner-points-over,15.5,363,1.4599723855756093,0.23689800105134054,0.09630108144320032,0.6285463439246328,0.6569170953216954,10.384099378881986
172,T.J. McConnell-fgm-over,4.5,55,1.9304404762701113,0.28253614471403543,0.09641422407379854,0.6872816501433185,1.872816501433185,10.371913580246913
173,Pascal Siakam-assists-over,2.5,55,1.9304404762701113,0.28253614471403543,0.09641422407379854,0.6200962589216268,0.03828210373821772,10.371913580246913
171,Jayson Tatum-points-under,29.5,55,1.9304404762701113,0.28253614471403543,0.09641422407379854,0.7691717428514041,2.050740976137872,10.371913580246913
170,Obi Toppin-points-over,7.5,55,1.9304404762701113,0.28253614471403543,0.09641422407379854,0.8618999066487378,2.5017214097204965,10.371913580246913
33,Obi Toppin-points-over,7.5,10,1.7040438690422754,0.26090477707236204,0.0964868876793667,0.8618999066487378,2.5017214097204965,10.364102564102565
36,Luke Kornet-fgm-over,1.5,10,1.7040438690422754,0.26090477707236204,0.0964868876793667,0.6255013190442551,0.5332808992376412,10.364102564102565
34,Luke Kornet-assists-over,0.5,10,1.7040438690422754,0.26090477707236204,0.0964868876793667,0.721962699546806,1.7487817566331865,10.364102564102565
35,Myles Turner-steals-under,0.5,10,1.7040438690422754,0.26090477707236204,0.0964868876793667,0.6703200460356393,1.0328804143207542,10.364102564102565
960,Myles Turner-fg3m-over,1.5,309,0.9743576334073627,0.19127795547585566,0.09688110818390416,0.664507801973037,0.6139452235653131,10.321929824561403
959,Pascal Siakam-blocks-under,0.5,309,0.9743576334073627,0.19127795547585566,0.09688110818390416,0.6703200460356393,0.11560035132461532,10.321929824561403
961,Jayson Tatum-fgm-under,9.5,309,0.9743576334073627,0.19127795547585566,0.09688110818390416,0.6555694814779521,1.3996068429990558,10.321929824561403
962,Al Horford-assists-under,2.5,309,0.9743576334073627,0.19127795547585566,0.09688110818390416,0.6550340885996073,1.7140994081459748,10.321929824561403
754,Al Horford-assists-under,2.5,241,2.3370933108105696,0.32459686100170143,0.09726933914318923,0.6550340885996073,1.7140994081459748,10.280731922398589
753,Jrue Holiday-points-under,12.5,241,2.3370933108105696,0.32459686100170143,0.09726933914318923,0.7398962216034679,1.782382031365123,10.280731922398589
752,Luke Kornet-points-over,3.5,241,2.3370933108105696,0.32459686100170143,0.09726933914318923,0.7770568098504246,1.1054463631104783,10.280731922398589
751,Obi Toppin-points-over,7.5,241,2.3370933108105696,0.32459686100170143,0.09726933914318923,0.8618999066487378,2.5017214097204965,10.280731922398589
1485,Jayson Tatum-fgm-under,9.5,477,0.5882804283431318,0.154512723207587,0.09728302411229241,0.6555694814779521,1.3996068429990558,10.279285714285715
1486,Myles Turner-points-over,15.5,477,0.5882804283431318,0.154512723207587,0.09728302411229241,0.6285463439246328,0.6569170953216954,10.279285714285715
1487,Pascal Siakam-assists-over,2.5,477,0.5882804283431318,0.154512723207587,0.09728302411229241,0.6200962589216268,0.03828210373821772,10.279285714285715
1488,Payton Pritchard-fg3m-over,1.5,477,0.5882804283431318,0.154512723207587,0.09728302411229241,0.6047127189295851,0.44241447036626624,10.279285714285715
706,Derrick White-rebounds-over,3.5,226,1.2873072233990404,0.22352760087417736,0.09772521967643917,0.6807710116020809,0.4061227391929956,10.232773109243698
708,Al Horford-assists-under,2.5,226,1.2873072233990404,0.22352760087417736,0.09772521967643917,0.6550340885996073,1.7140994081459748,10.232773109243698
707,Jrue Holiday-rebounds-under,5.5,226,1.2873072233990404,0.22352760087417736,0.09772521967643917,0.6719128086015262,0.7592526451559403,10.232773109243698
705,Payton Pritchard-fgm-over,3.5,226,1.2873072233990404,0.22352760087417736,0.09772521967643917,0.746024827010655,1.8385609142643382,10.232773109243698
378,Payton Pritchard-fg3m-over,1.5,119,1.109059708117432,0.20779056942720356,0.09852284818085094,0.6047127189295851,0.44241447036626624,10.14992987377279
377,Payton Pritchard-steals-under,0.5,119,1.109059708117432,0.20779056942720356,0.09852284818085094,0.618783391806141,0.089992416469868,10.14992987377279
