,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
39,Javonte Green,Pelicans,assists,0.5,-115,over,0.6321205588285576,0.9089530499191247,0.5348837209302326,1,0.10475818073705859,0.0703082747431044,Javonte Green_assists_over
53,Cason Wallace,Thunder,points,7.5,-130,under,0.5689412388821522,0.032941728572884355,0.5652173913043479,1,0.10475818073705859,0.0703082747431044,Cason Wallace_points_under
55,CJ McCollum,Pelicans,assists,3.5,115,under,0.5583570552828954,1.0023383442911253,0.46511627906976744,1,0.10475818073705859,0.0703082747431044,CJ McCollum_assists_under
63,Jalen Williams,Thunder,rebounds,5.5,100,over,0.5216853128418241,0.2168531284182409,0.5,1,0.10475818073705859,0.0703082747431044,Jalen Williams_rebounds_over
2,Jakob Poeltl,Raptors,points,13.5,-130,over,0.8811394831355042,2.794695427737152,0.5652173913043479,2,0.20412697994065462,0.07912710311510912,Jakob Poeltl_points_over
25,Jalen Williams,Thunder,fg3m,2.5,-190,under,0.6766764161830634,0.1641094919233781,0.6551724137931035,2,0.20412697994065462,0.07912710311510912,Jalen Williams_fg3m_under
45,Herbert Jones,Pelicans,rebounds,3.5,-125,over,0.6045966303976438,0.441369673578794,0.5555555555555556,2,0.20412697994065462,0.07912710311510912,Herbert Jones_rebounds_over
54,Isaiah Joe,Thunder,assists,1.5,160,over,0.5662510042543581,2.361263055306656,0.3846153846153846,2,0.20412697994065462,0.07912710311510912,Isaiah Joe_assists_over
3,Russell Westbrook,Nuggets,rebounds,5.5,-155,under,0.8441185338473761,1.9435556816477706,0.607843137254902,3,0.21808163798982366,0.08973203793989251,Russell Westbrook_rebounds_under
22,Julian Strawther,Nuggets,assists,1.5,110,under,0.6990292757659671,2.339807395542654,0.47619047619047616,3,0.21808163798982366,0.08973203793989251,Julian Strawther_assists_under
41,Dejounte Murray,Pelicans,rebounds,6.5,-145,under,0.6223605983423859,0.2578740204787775,0.5918367346938775,3,0.21808163798982366,0.08973203793989251,Dejounte Murray_rebounds_under
49,Shai Gilgeous-Alexander,Thunder,points,30.5,-110,over,0.5938519818922445,0.6685870998805163,0.5238095238095238,3,0.21808163798982366,0.08973203793989251,Shai Gilgeous-Alexander_points_over
19,Daniel Gafford,Mavericks,points,11.5,-105,over,0.7138438756350164,1.968475928818017,0.5121951219512195,4,0.13267324980845274,0.0646711012564671,Daniel Gafford_points_over
42,Gradey Dick,Raptors,rebounds,2.5,-125,over,0.6200962589216268,0.5808663302946411,0.5555555555555556,4,0.13267324980845274,0.0646711012564671,Gradey Dick_rebounds_over
58,Christian Braun,Nuggets,fg3m,0.5,140,under,0.5488116360940265,1.585739633128318,0.4166666666666667,4,0.13267324980845274,0.0646711012564671,Christian Braun_fg3m_under
