,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
0,Kevin Huerter,Kings,assists,2.5,-170,under,0.8916367010894684,2.0806443910046024,0.6296296296296295,1,0.25062468221431555,0.09539842873176206,Kevin Huerter_assists_under
11,Kevin Huerter,Kings,rebounds,3.5,-150,under,0.7727301218261435,1.439417681884529,0.6000000000000001,1,0.25062468221431555,0.09539842873176206,Kevin Huerter_rebounds_under
50,Donte DiVincenzo,Timberwolves,assists,3.5,120,over,0.6202719712686415,1.8229916839550573,0.45454545454545453,1,0.25062468221431555,0.09539842873176206,Donte DiVincenzo_assists_over
62,Rudy Gobert,Timberwolves,rebounds,11.5,-125,over,0.5864431317080309,0.27798818537227765,0.5555555555555556,1,0.25062468221431555,0.09539842873176206,Rudy Gobert_rebounds_over
12,Anthony Edwards,Timberwolves,rebounds,4.5,-150,over,0.7682308154983326,1.4019234624861043,0.6000000000000001,2,0.26203561136534764,0.09567418315692593,Anthony Edwards_rebounds_over
15,Donte DiVincenzo,Timberwolves,fg3m,2.5,-165,under,0.7534474283740865,1.0504111672464518,0.6226415094339623,2,0.26203561136534764,0.09567418315692593,Donte DiVincenzo_fg3m_under
24,Malik Monk,Kings,assists,5.5,100,over,0.7171635469534781,2.171635469534781,0.5,2,0.26203561136534764,0.09567418315692593,Malik Monk_assists_over
46,Stephen Curry,Warriors,rebounds,4.5,-105,over,0.6312442454524438,1.1621462056071898,0.5121951219512195,2,0.26203561136534764,0.09567418315692593,Stephen Curry_rebounds_over
25,Stephen Curry,Warriors,points,24.5,-110,under,0.7117194755770674,1.7936859032356436,0.5238095238095238,3,0.19208488927709685,0.08685765082808951,Stephen Curry_points_under
30,Naz Reid,Timberwolves,fg3m,1.5,-110,under,0.6833711942656508,1.5230886725357582,0.5238095238095238,3,0.19208488927709685,0.08685765082808951,Naz Reid_fg3m_under
42,Alperen Sengun,Rockets,rebounds,10.5,-115,under,0.6364910616143029,0.9498077498728312,0.5348837209302326,3,0.19208488927709685,0.08685765082808951,Alperen Sengun_rebounds_under
49,De'Aaron Fox,Kings,assists,5.5,-145,over,0.6204908392692384,0.24207778003322122,0.5918367346938775,3,0.19208488927709685,0.08685765082808951,De'Aaron Fox_assists_over
4,Keegan Murray,Kings,fg3m,2.5,-195,under,0.8265515338502064,1.2521205765592534,0.6610169491525424,4,0.2677275383874569,0.1145819647002146,Keegan Murray_fg3m_under
5,Keegan Murray,Kings,points,13.5,-125,under,0.8193426324598162,2.374083692138346,0.5555555555555556,4,0.2677275383874569,0.1145819647002146,Keegan Murray_points_under
43,Domantas Sabonis,Kings,fg3m,0.5,-140,over,0.6321205588285576,0.418176218530494,0.5833333333333333,4,0.2677275383874569,0.1145819647002146,Domantas Sabonis_fg3m_over
48,Jalen Green,Rockets,points,19.5,-115,under,0.6253996595645147,0.8461272524508985,0.5348837209302326,4,0.2677275383874569,0.1145819647002146,Jalen Green_points_under
18,Jaden McDaniels,Timberwolves,points,9.5,-130,under,0.7513821102045641,1.6468417441172978,0.5652173913043479,5,0.22086905132193121,0.10362318840579712,Jaden McDaniels_points_under
30,Naz Reid,Timberwolves,fg3m,1.5,-110,under,0.6833711942656508,1.5230886725357582,0.5238095238095238,5,0.22086905132193121,0.10362318840579712,Naz Reid_fg3m_under
33,Domantas Sabonis,Kings,rebounds,13.5,-140,under,0.6663686643946131,0.7117314090966835,0.5833333333333333,5,0.22086905132193121,0.10362318840579712,Domantas Sabonis_rebounds_under
38,Malik Monk,Kings,rebounds,3.5,-150,over,0.6455097114060866,0.37924759505072103,0.6000000000000001,5,0.22086905132193121,0.10362318840579712,Malik Monk_rebounds_over
21,Keegan Murray,Kings,assists,1.5,-170,under,0.7357588823428847,0.8427911244876141,0.6296296296296295,6,0.1799948171081773,0.1150870406189555,Keegan Murray_assists_under
36,James Harden,Clippers,points,22.5,-120,over,0.6516124585643257,0.9731142035063196,0.5454545454545454,6,0.1799948171081773,0.1150870406189555,James Harden_points_over
43,Domantas Sabonis,Kings,fg3m,0.5,-140,over,0.6321205588285576,0.418176218530494,0.5833333333333333,6,0.1799948171081773,0.1150870406189555,Domantas Sabonis_fg3m_over
59,DeMar DeRozan,Kings,assists,3.5,-135,over,0.5939299029746059,0.16938989626045853,0.574468085106383,6,0.1799948171081773,0.1150870406189555,DeMar DeRozan_assists_over
11,Kevin Huerter,Kings,rebounds,3.5,-150,under,0.7727301218261435,1.439417681884529,0.6000000000000001,7,0.21953767540712693,0.07792207792207793,Kevin Huerter_rebounds_under
16,Domantas Sabonis,Kings,points,19.5,-120,over,0.7531826353682798,1.9041741575425657,0.5454545454545454,7,0.21953767540712693,0.07792207792207793,Domantas Sabonis_points_over
50,Donte DiVincenzo,Timberwolves,assists,3.5,120,over,0.6202719712686415,1.8229916839550573,0.45454545454545453,7,0.21953767540712693,0.07792207792207793,Donte DiVincenzo_assists_over
53,Naz Reid,Timberwolves,rebounds,4.5,-110,over,0.6081332704129527,0.804908490305458,0.5238095238095238,7,0.21953767540712693,0.07792207792207793,Naz Reid_rebounds_over
2,Donte DiVincenzo,Timberwolves,points,9.5,-130,under,0.8582483000867078,2.592196500767031,0.5652173913043479,8,0.24349210371952065,0.09342436219906575,Donte DiVincenzo_points_under
26,Anthony Edwards,Timberwolves,points,25.5,-120,under,0.7076572028970711,1.486857693223153,0.5454545454545454,8,0.24349210371952065,0.09342436219906575,Anthony Edwards_points_under
36,James Harden,Clippers,points,22.5,-120,over,0.6516124585643257,0.9731142035063196,0.5454545454545454,8,0.24349210371952065,0.09342436219906575,James Harden_points_over
52,Derrick Jones Jr.,Clippers,rebounds,3.5,-125,under,0.6152613290148186,0.537351961133367,0.5555555555555556,8,0.24349210371952065,0.09342436219906575,Derrick Jones Jr._rebounds_under
7,James Harden,Clippers,rebounds,6.5,-135,under,0.8026560156609466,1.9860801363082383,0.574468085106383,9,0.20912328262570706,0.07869202640566735,James Harden_rebounds_under
