,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
1,Zach LaVine,Bulls,assists,2.5,-120,over,0.8373612976518287,2.6758118951417633,0.5454545454545454,1,0.0344268619665409,0.005002741271565789,Zach LaVine_assists_over
10,Zach LaVine,Bulls,points,25.5,-110,under,0.75709407926559,2.2268071202624506,0.5238095238095238,1,0.0344268619665409,0.005002741271565789,Zach LaVine_points_under
19,Evan Mobley,Cavaliers,points,17.5,-125,over,0.7252388421393263,1.527149579253937,0.5555555555555556,1,0.0344268619665409,0.005002741271565789,Evan Mobley_points_over
22,Cameron Johnson,Nets,fg3m,2.5,-185,over,0.7145668868999318,0.5040962909859608,0.6491228070175439,1,0.0344268619665409,0.005002741271565789,Cameron Johnson_fg3m_over
26,Zach LaVine,Bulls,rebounds,2.5,-170,over,0.6972531552839984,0.5370103507846942,0.6296296296296295,1,0.0344268619665409,0.005002741271565789,Zach LaVine_rebounds_over
35,Josh Green,Hornets,points,9.5,-105,under,0.6529736580605251,1.3742666620194117,0.5121951219512195,1,0.0344268619665409,0.005002741271565789,Josh Green_points_under
48,Josh Green,Hornets,rebounds,3.5,105,under,0.6248399453990455,1.404609440340216,0.48780487804878053,1,0.0344268619665409,0.005002741271565789,Josh Green_rebounds_under
52,Damian Lillard,Bucks,points,23.5,-125,over,0.6212677055404145,0.591409349863731,0.5555555555555556,1,0.0344268619665409,0.005002741271565789,Damian Lillard_points_over
68,Pascal Siakam,Pacers,points,18.5,-125,over,0.5928939882777587,0.3360458944998288,0.5555555555555556,1,0.0344268619665409,0.005002741271565789,Pascal Siakam_points_over
16,Brandon Miller,Hornets,fg3m,3.5,-130,over,0.7349740847026385,1.5016938262156478,0.5652173913043479,2,0.01933208643243087,0.002974243917847994,Brandon Miller_fg3m_over
25,Caleb Martin,76ers,points,6.5,-120,over,0.6986862744824214,1.4046241827555301,0.5454545454545454,2,0.01933208643243087,0.002974243917847994,Caleb Martin_points_over
31,Damian Lillard,Bucks,assists,6.5,-130,over,0.6742599044193969,0.964606846786972,0.5652173913043479,2,0.01933208643243087,0.002974243917847994,Damian Lillard_assists_over
39,Tyrese Haliburton,Pacers,rebounds,3.5,115,under,0.6472318887822313,1.957742804408986,0.46511627906976744,2,0.01933208643243087,0.002974243917847994,Tyrese Haliburton_rebounds_under
46,Bennedict Mathurin,Pacers,fg3m,1.5,-110,under,0.6268231239782291,0.9833116379740059,0.5238095238095238,2,0.01933208643243087,0.002974243917847994,Bennedict Mathurin_fg3m_under
54,Cameron Johnson,Nets,assists,2.5,-135,over,0.6200962589216268,0.39713410542897365,0.574468085106383,2,0.01933208643243087,0.002974243917847994,Cameron Johnson_assists_over
55,Guerschon Yabusele,76ers,rebounds,5.5,110,over,0.6162563382041968,1.4706915511440661,0.47619047619047616,2,0.01933208643243087,0.002974243917847994,Guerschon Yabusele_rebounds_over
60,Isaac Okoro,Cavaliers,points,6.5,-105,under,0.6063027824125913,0.9186700187895813,0.5121951219512195,2,0.01933208643243087,0.002974243917847994,Isaac Okoro_points_under
67,Jalen Wilson,Nets,fg3m,1.5,100,over,0.593994150290162,0.93994150290162,0.5,2,0.01933208643243087,0.002974243917847994,Jalen Wilson_fg3m_over
0,Paul George,76ers,points,20.5,-110,under,0.8384838124470168,3.003709118812433,0.5238095238095238,3,0.02860991223380312,0.005509476770941472,Paul George_points_under
15,Jalen Wilson,Nets,assists,1.5,-120,under,0.7357588823428847,1.7444564214764435,0.5454545454545454,3,0.02860991223380312,0.005509476770941472,Jalen Wilson_assists_under
27,Caleb Martin,76ers,rebounds,2.5,-175,over,0.6972531552839984,0.4784176486599876,0.6363636363636364,3,0.02860991223380312,0.005509476770941472,Caleb Martin_rebounds_over
28,Taurean Prince,Bucks,rebounds,3.5,-165,under,0.69193743259148,0.5564672617194601,0.6226415094339623,3,0.02860991223380312,0.005509476770941472,Taurean Prince_rebounds_under
37,Coby White,Bulls,rebounds,4.5,-105,under,0.6483653762099504,1.3292810534780872,0.5121951219512195,3,0.02860991223380312,0.005509476770941472,Coby White_rebounds_under
38,Ayo Dosunmu,Bulls,rebounds,3.5,-130,under,0.6472318887822313,0.7255128623043532,0.5652173913043479,3,0.02860991223380312,0.005509476770941472,Ayo Dosunmu_rebounds_under
45,Jalen Wilson,Nets,rebounds,4.5,-150,under,0.6288369351798733,0.24030779316561013,0.6000000000000001,3,0.02860991223380312,0.005509476770941472,Jalen Wilson_rebounds_under
58,Jalen Wilson,Nets,points,10.5,-115,under,0.6080449173873879,0.6838981407951472,0.5348837209302326,3,0.02860991223380312,0.005509476770941472,Jalen Wilson_points_under
63,Cameron Johnson,Nets,points,19.5,-110,over,0.5990672647204525,0.7183693450588646,0.5238095238095238,3,0.02860991223380312,0.005509476770941472,Cameron Johnson_points_over
2,Giannis Antetokounmpo,Bucks,fg3m,0.5,-375,under,0.8187307530779818,0.18529476949388457,0.7894736842105263,4,0.0450621966957484,0.008658790859090748,Giannis Antetokounmpo_fg3m_under
3,Tyrese Maxey,76ers,rebounds,4.5,-155,under,0.8152632445237722,1.7061976565665127,0.607843137254902,4,0.0450621966957484,0.008658790859090748,Tyrese Maxey_rebounds_under
4,Guerschon Yabusele,76ers,fg3m,0.5,-180,over,0.7981034820053445,1.207471526708235,0.6428571428571428,4,0.0450621966957484,0.008658790859090748,Guerschon Yabusele_fg3m_over
13,Giannis Antetokounmpo,Bucks,assists,5.5,-110,over,0.7359567952188912,2.0250421361803257,0.5238095238095238,4,0.0450621966957484,0.008658790859090748,Giannis Antetokounmpo_assists_over
21,Pascal Siakam,Pacers,rebounds,7.5,-145,under,0.7160162577921948,1.0491028675547494,0.5918367346938775,4,0.0450621966957484,0.008658790859090748,Pascal Siakam_rebounds_under
29,Taurean Prince,Bucks,points,7.5,-105,over,0.6876838280582143,1.7131040358063774,0.5121951219512195,4,0.0450621966957484,0.008658790859090748,Taurean Prince_points_over
44,Darius Garland,Cavaliers,points,18.5,-120,over,0.6352841312321045,0.823437869627625,0.5454545454545454,4,0.0450621966957484,0.008658790859090748,Darius Garland_points_over
53,Coby White,Bulls,fg3m,2.5,-125,over,0.6200962589216268,0.5808663302946411,0.5555555555555556,4,0.0450621966957484,0.008658790859090748,Coby White_fg3m_over
