,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
1,Jalen Green,Rockets,points,21.5,-125,under,0.8318512506496469,2.4866612558468226,0.5555555555555556,1,0.0743821768506624,0.015042493557888628,Jalen Green_points_under
2,Jalen Green,Rockets,assists,3.5,-165,under,0.8193524217033382,1.5796482348904428,0.6226415094339623,1,0.0743821768506624,0.015042493557888628,Jalen Green_assists_under
9,Jalen Green,Rockets,fg3m,2.5,105,under,0.7037203534424978,2.2131336227856018,0.48780487804878053,1,0.0743821768506624,0.015042493557888628,Jalen Green_fg3m_under
10,Amen Thompson,Rockets,points,13.5,-120,under,0.6920472198084384,1.343766181577353,0.5454545454545454,1,0.0743821768506624,0.015042493557888628,Amen Thompson_points_under
12,Amen Thompson,Rockets,rebounds,8.5,-140,under,0.6756510437420216,0.7912946606458997,0.5833333333333333,1,0.0743821768506624,0.015042493557888628,Amen Thompson_rebounds_under
22,Dillon Brooks,Rockets,assists,1.5,-110,over,0.593994150290162,0.6699441618606374,0.5238095238095238,1,0.0743821768506624,0.015042493557888628,Dillon Brooks_assists_over
24,Dillon Brooks,Rockets,rebounds,3.5,-115,under,0.5583570552828954,0.21942464720967436,0.5348837209302326,1,0.0743821768506624,0.015042493557888628,Dillon Brooks_rebounds_under
5,Jonathan Kuminga,Warriors,rebounds,5.5,-165,under,0.753142888745484,1.0479656217440376,0.6226415094339623,2,0.05668888929998011,0.018412012114855686,Jonathan Kuminga_rebounds_under
10,Amen Thompson,Rockets,points,13.5,-120,under,0.6920472198084384,1.343766181577353,0.5454545454545454,2,0.05668888929998011,0.018412012114855686,Amen Thompson_points_under
11,Amen Thompson,Rockets,assists,2.5,-110,under,0.6766764161830634,1.4591839726565146,0.5238095238095238,2,0.05668888929998011,0.018412012114855686,Amen Thompson_assists_under
13,Jabari Smith Jr.,Rockets,fg3m,1.5,-150,over,0.6691458157147478,0.5762151309562318,0.6000000000000001,2,0.05668888929998011,0.018412012114855686,Jabari Smith Jr._fg3m_over
18,Fred VanVleet,Rockets,rebounds,3.5,-170,over,0.640552227211231,0.0867382749127168,0.6296296296296295,2,0.05668888929998011,0.018412012114855686,Fred VanVleet_rebounds_over
19,Fred VanVleet,Rockets,points,17.5,-105,over,0.6302256465963079,1.1522027405830055,0.5121951219512195,2,0.05668888929998011,0.018412012114855686,Fred VanVleet_points_over
21,Dillon Brooks,Rockets,points,13.5,-115,under,0.5950211660654501,0.5621543784379028,0.5348837209302326,2,0.05668888929998011,0.018412012114855686,Dillon Brooks_points_under
1,Jalen Green,Rockets,points,21.5,-125,under,0.8318512506496469,2.4866612558468226,0.5555555555555556,3,0.0483272049064475,0.015119735009198117,Jalen Green_points_under
8,Alperen Sengun,Rockets,rebounds,11.5,-140,under,0.719280873462433,1.1652646296779974,0.5833333333333333,3,0.0483272049064475,0.015119735009198117,Alperen Sengun_rebounds_under
14,Jalen Green,Rockets,rebounds,5.5,-140,under,0.6510064372694919,0.5800551765956454,0.5833333333333333,3,0.0483272049064475,0.015119735009198117,Jalen Green_rebounds_under
16,Alperen Sengun,Rockets,points,22.5,-125,under,0.6487127633992118,0.8384148705929062,0.5555555555555556,3,0.0483272049064475,0.015119735009198117,Alperen Sengun_points_under
17,Andrew Wiggins,Warriors,rebounds,4.5,-130,under,0.6483653762099504,0.7355398664726378,0.5652173913043479,3,0.0483272049064475,0.015119735009198117,Andrew Wiggins_rebounds_under
25,Jabari Smith Jr.,Rockets,points,13.5,-115,under,0.551067783317111,0.15128580057299423,0.5348837209302326,3,0.0483272049064475,0.015119735009198117,Jabari Smith Jr._points_under
26,Alperen Sengun,Rockets,assists,6.5,110,over,0.5352848222265388,0.6204906333786577,0.47619047619047616,3,0.0483272049064475,0.015119735009198117,Alperen Sengun_assists_over
3,Amen Thompson,Rockets,fg3m,0.5,-275,under,0.8187307530779818,0.5822551346226038,0.7333333333333333,4,0.05925969557028783,0.026959340513642717,Amen Thompson_fg3m_under
