,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PARLAY_EV,TO_WIN
1187,Luke Kornet,Celtics,points,3.5,-175,over,0.7770568098504246,1.1054463631104783,0.6363636363636364,787,0.2889924778031626,0.05900675726594489,3.89761666618395,16.947211579395486
1185,Obi Toppin,Pacers,points,7.5,-135,over,0.8618999066487378,2.5017214097204965,0.574468085106383,787,0.2889924778031626,0.05900675726594489,3.89761666618395,16.947211579395486
1189,T.J. McConnell,Pacers,fgm,4.5,100,over,0.6872816501433185,1.872816501433185,0.5,787,0.2889924778031626,0.05900675726594489,3.89761666618395,16.947211579395486
1188,Payton Pritchard,Celtics,fgm,3.5,-120,over,0.746024827010655,1.8385609142643382,0.5454545454545454,787,0.2889924778031626,0.05900675726594489,3.89761666618395,16.947211579395486
1186,Payton Pritchard,Celtics,assists,2.5,-145,over,0.8415674019597683,2.109793568280802,0.5918367346938775,787,0.2889924778031626,0.05900675726594489,3.89761666618395,16.947211579395486
1039,Jayson Tatum,Celtics,steals,1.5,-250,under,0.7357588823428847,0.15031217640019268,0.7142857142857143,691,0.17072563149736228,0.060458818595116245,1.8238334037038761,16.54018426487709
1037,Payton Pritchard,Celtics,assists,2.5,-145,over,0.8415674019597683,2.109793568280802,0.5918367346938775,691,0.17072563149736228,0.060458818595116245,1.8238334037038761,16.54018426487709
1038,Luke Kornet,Celtics,points,3.5,-175,over,0.7770568098504246,1.1054463631104783,0.6363636363636364,691,0.17072563149736228,0.060458818595116245,1.8238334037038761,16.54018426487709
1040,Jrue Holiday,Celtics,steals,1.5,-195,under,0.7210475511959114,0.4540776308408674,0.6610169491525424,691,0.17072563149736228,0.060458818595116245,1.8238334037038761,16.54018426487709
1041,Al Horford,Celtics,rebounds,7.5,-145,under,0.7160162577921948,1.0491028675547494,0.5918367346938775,691,0.17072563149736228,0.060458818595116245,1.8238334037038761,16.54018426487709
1042,T.J. McConnell,Pacers,assists,4.5,-135,over,0.6872816501433185,0.981895843839995,0.574468085106383,691,0.17072563149736228,0.060458818595116245,1.8238334037038761,16.54018426487709
391,Payton Pritchard,Celtics,assists,2.5,-145,over,0.8415674019597683,2.109793568280802,0.5918367346938775,261,0.2540907622035306,0.06048165955790271,3.2011208697121543,16.53393784677222
392,Jayson Tatum,Celtics,rebounds,10.5,-145,under,0.7829049644415078,1.6141971133851527,0.5918367346938775,261,0.2540907622035306,0.06048165955790271,3.2011208697121543,16.53393784677222
393,Payton Pritchard,Celtics,fgm,3.5,-120,over,0.746024827010655,1.8385609142643382,0.5454545454545454,261,0.2540907622035306,0.06048165955790271,3.2011208697121543,16.53393784677222
394,Luke Kornet,Celtics,assists,0.5,-115,over,0.721962699546806,1.7487817566331865,0.5348837209302326,261,0.2540907622035306,0.06048165955790271,3.2011208697121543,16.53393784677222
395,Al Horford,Celtics,rebounds,7.5,-145,under,0.7160162577921948,1.0491028675547494,0.5918367346938775,261,0.2540907622035306,0.06048165955790271,3.2011208697121543,16.53393784677222
842,Luke Kornet,Celtics,points,3.5,-175,over,0.7770568098504246,1.1054463631104783,0.6363636363636364,558,0.2625057083926064,0.0607907862082259,3.3181824872843224,16.449861276258424
840,Payton Pritchard,Celtics,assists,2.5,-145,over,0.8415674019597683,2.109793568280802,0.5918367346938775,558,0.2625057083926064,0.0607907862082259,3.3181824872843224,16.449861276258424
841,Jayson Tatum,Celtics,rebounds,10.5,-145,under,0.7829049644415078,1.6141971133851527,0.5918367346938775,558,0.2625057083926064,0.0607907862082259,3.3181824872843224,16.449861276258424
