,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PARLAY_EV,TO_WIN
2088,Obi Toppin,Pacers,points,7.5,-130,over,0.8618999066487378,2.6244991742003725,0.5652173913043479,398,0.18299910197737723,0.026584168105425212,5.883762593271872,36.61637362637363
2089,Payton Pritchard,Celtics,points,9.5,-120,over,0.8368140518122709,2.6707954749458174,0.5454545454545454,398,0.18299910197737723,0.026584168105425212,5.883762593271872,36.61637362637363
2090,Jayson Tatum,Celtics,points,29.5,-120,under,0.7691717428514041,2.0507409761378717,0.5454545454545454,398,0.18299910197737723,0.026584168105425212,5.883762593271872,36.61637362637363
2091,Al Horford,Celtics,rebounds,7.5,-140,under,0.7160162577921948,1.1372822096473847,0.5833333333333333,398,0.18299910197737723,0.026584168105425212,5.883762593271872,36.61637362637363
2092,T.J. McConnell,Pacers,fgm,4.5,105,over,0.6872816501433185,2.044636913969015,0.48780487804878053,398,0.18299910197737723,0.026584168105425212,5.883762593271872,36.61637362637363
2093,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,398,0.18299910197737723,0.026584168105425212,5.883762593271872,36.61637362637363
28,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,4,0.17673421554203855,0.027331595324194775,5.466297098493479,35.587692307692315
29,Al Horford,Celtics,assists,2.5,100,under,0.6550340885996073,1.5503408859960732,0.5,4,0.17673421554203855,0.027331595324194775,5.466297098493479,35.587692307692315
27,T.J. McConnell,Pacers,assists,4.5,-125,over,0.6872816501433185,1.185534851289867,0.5555555555555556,4,0.17673421554203855,0.027331595324194775,5.466297098493479,35.587692307692315
26,T.J. McConnell,Pacers,points,9.5,-135,over,0.8119961703007408,2.0673740748397806,0.574468085106383,4,0.17673421554203855,0.027331595324194775,5.466297098493479,35.587692307692315
25,Payton Pritchard,Celtics,points,9.5,-120,over,0.8368140518122709,2.6707954749458174,0.5454545454545454,4,0.17673421554203855,0.027331595324194775,5.466297098493479,35.587692307692315
24,Obi Toppin,Pacers,points,7.5,-130,over,0.8618999066487378,2.6244991742003725,0.5652173913043479,4,0.17673421554203855,0.027331595324194775,5.466297098493479,35.587692307692315
719,Myles Turner,Pacers,points,15.5,-120,over,0.6285463439246328,0.7616748193091349,0.5454545454545454,133,0.1337951838757957,0.023356090549766437,4.7284922573283,41.81538461538462
714,Obi Toppin,Pacers,points,7.5,-130,over,0.8618999066487378,2.6244991742003725,0.5652173913043479,133,0.1337951838757957,0.023356090549766437,4.7284922573283,41.81538461538462
715,Payton Pritchard,Celtics,points,9.5,-120,over,0.8368140518122709,2.6707954749458174,0.5454545454545454,133,0.1337951838757957,0.023356090549766437,4.7284922573283,41.81538461538462
716,T.J. McConnell,Pacers,assists,4.5,-125,over,0.6872816501433185,1.185534851289867,0.5555555555555556,133,0.1337951838757957,0.023356090549766437,4.7284922573283,41.81538461538462
717,Jayson Tatum,Celtics,fgm,9.5,100,under,0.6555694814779521,1.555694814779521,0.5,133,0.1337951838757957,0.023356090549766437,4.7284922573283,41.81538461538462
718,Al Horford,Celtics,assists,2.5,100,under,0.6550340885996073,1.5503408859960732,0.5,133,0.1337951838757957,0.023356090549766437,4.7284922573283,41.81538461538462
1799,Al Horford,Celtics,assists,2.5,100,under,0.6550340885996073,1.5503408859960732,0.5,342,0.14802389304519425,0.02662414429806495,4.5597615227751245,36.55989258489258
1798,Pascal Siakam,Pacers,blocks,0.5,-185,under,0.6703200460356393,0.1632760302745191,0.6491228070175439,342,0.14802389304519425,0.02662414429806495,4.5597615227751245,36.55989258489258
1797,T.J. McConnell,Pacers,fgm,4.5,105,over,0.6872816501433185,2.044636913969015,0.48780487804878053,342,0.14802389304519425,0.02662414429806495,4.5597615227751245,36.55989258489258
1796,Jrue Holiday,Celtics,points,12.5,-120,under,0.7398962216034679,1.7823820313651235,0.5454545454545454,342,0.14802389304519425,0.02662414429806495,4.5597615227751245,36.55989258489258
1795,Jayson Tatum,Celtics,points,29.5,-120,under,0.7691717428514041,2.0507409761378717,0.5454545454545454,342,0.14802389304519425,0.02662414429806495,4.5597615227751245,36.55989258489258
1794,Obi Toppin,Pacers,points,7.5,-130,over,0.8618999066487378,2.6244991742003725,0.5652173913043479,342,0.14802389304519425,0.02662414429806495,4.5597615227751245,36.55989258489258
888,Payton Pritchard,Celtics,points,9.5,-120,over,0.8368140518122709,2.6707954749458174,0.5454545454545454,164,0.16610266740853563,0.03044630704205172,4.455593257307646,31.844705882352947
890,Obi Toppin,Pacers,fgm,2.5,-170,over,0.8100518232671807,1.4327644788864355,0.6296296296296295,164,0.16610266740853563,0.03044630704205172,4.455593257307646,31.844705882352947
892,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,164,0.16610266740853563,0.03044630704205172,4.455593257307646,31.844705882352947
893,Al Horford,Celtics,assists,2.5,100,under,0.6550340885996073,1.5503408859960732,0.5,164,0.16610266740853563,0.03044630704205172,4.455593257307646,31.844705882352947
889,T.J. McConnell,Pacers,points,9.5,-135,over,0.8119961703007408,2.0673740748397806,0.574468085106383,164,0.16610266740853563,0.03044630704205172,4.455593257307646,31.844705882352947
891,T.J. McConnell,Pacers,assists,4.5,-125,over,0.6872816501433185,1.185534851289867,0.5555555555555556,164,0.16610266740853563,0.03044630704205172,4.455593257307646,31.844705882352947
432,Obi Toppin,Pacers,points,7.5,-130,over,0.8618999066487378,2.6244991742003725,0.5652173913043479,82,0.2000948329362788,0.03671887174692224,4.449373126587168,26.233952254641917
433,Payton Pritchard,Celtics,assists,2.5,-140,over,0.8415674019597683,2.213434873940872,0.5833333333333333,82,0.2000948329362788,0.03671887174692224,4.449373126587168,26.233952254641917
434,Jayson Tatum,Celtics,rebounds,10.5,-145,under,0.7829049644415078,1.6141971133851523,0.5918367346938775,82,0.2000948329362788,0.03671887174692224,4.449373126587168,26.233952254641917
435,Payton Pritchard,Celtics,fgm,3.5,-125,over,0.746024827010655,1.7142234430958947,0.5555555555555556,82,0.2000948329362788,0.03671887174692224,4.449373126587168,26.233952254641917
436,Jrue Holiday,Celtics,steals,1.5,-210,under,0.7210475511959114,0.32201763977934594,0.6774193548387096,82,0.2000948329362788,0.03671887174692224,4.449373126587168,26.233952254641917
437,Al Horford,Celtics,assists,2.5,100,under,0.6550340885996073,1.5503408859960732,0.5,82,0.2000948329362788,0.03671887174692224,4.449373126587168,26.233952254641917
2380,Al Horford,Celtics,assists,2.5,100,under,0.6550340885996073,1.5503408859960732,0.5,454,0.14414606954546283,0.027191201624118796,4.3012026293683245,35.776601998824226
2381,Myles Turner,Pacers,points,15.5,-120,over,0.6285463439246328,0.7616748193091349,0.5454545454545454,454,0.14414606954546283,0.027191201624118796,4.3012026293683245,35.776601998824226
2378,Jrue Holiday,Celtics,points,12.5,-120,under,0.7398962216034679,1.7823820313651235,0.5454545454545454,454,0.14414606954546283,0.027191201624118796,4.3012026293683245,35.776601998824226
