,PROP_TAG,THRESH,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROB,HOUSE_PROB,EV
23,Anthony Black_assists_under,4.5,1,0.06495390646954009,0.017941851720238565,0.6936458648368751,0.5918367346938775,0.860111616725324
41,Derrick White_points_over,14.5,1,0.06495390646954009,0.017941851720238565,0.6447700757297758,0.5238095238095238,1.1546234501478605
43,CJ McCollum_assists_under,4.5,1,0.06495390646954009,0.017941851720238565,0.64185895767154,0.5652173913043479,0.6779830870943919
51,Wendell Carter Jr._fg3m_under,0.5,1,0.06495390646954009,0.017941851720238565,0.6270890852730562,0.4166666666666667,2.525069023276674
58,Bennedict Mathurin_fg3m_under,1.5,1,0.06495390646954009,0.017941851720238565,0.6150599889366959,0.5652173913043479,0.4409152867476942
69,Anthony Black_fg3m_under,0.5,1,0.06495390646954009,0.017941851720238565,0.5866462195100317,0.4347826086956522,1.7464315243653639
20,Dejounte Murray_points_under,20.5,2,0.09036667117806434,0.03254411955718566,0.7091364613299062,0.5238095238095238,1.7690298581491044
23,Anthony Black_assists_under,4.5,2,0.09036667117806434,0.03254411955718566,0.6936458648368751,0.5918367346938775,0.860111616725324
31,Moritz Wagner_rebounds_over,4.5,2,0.09036667117806434,0.03254411955718566,0.677666340939687,0.5833333333333333,0.8085686366258891
34,Trey Murphy III_points_under,18.5,2,0.09036667117806434,0.03254411955718566,0.6610086080591858,0.5238095238095238,1.3096276223831378
43,CJ McCollum_assists_under,4.5,2,0.09036667117806434,0.03254411955718566,0.64185895767154,0.5652173913043479,0.6779830870943919
44,Josh Hart_rebounds_under,8.5,2,0.09036667117806434,0.03254411955718566,0.6389664129865185,0.607843137254902,0.2560140423084578
21,Tyrese Haliburton_fg3m_over,2.5,3,0.10049758805839831,0.043890790021533344,0.7088825384814434,0.6491228070175439,0.46031144505976695
26,Jordan Poole_fg3m_under,3.5,3,0.10049758805839831,0.043890790021533344,0.69193743259148,0.6226415094339623,0.5564672617194601
29,Derrick White_fg3m_over,2.5,3,0.10049758805839831,0.043890790021533344,0.6852740878194186,0.6428571428571428,0.329909571928811
30,Karl-Anthony Towns_assists_over,2.5,3,0.10049758805839831,0.043890790021533344,0.6852740878194186,0.6296296296296295,0.44188246209538296
32,Goga Bitadze_assists_under,2.5,3,0.10049758805839831,0.043890790021533344,0.6766764161830634,0.5121951219512195,1.605650729406095
41,Derrick White_points_over,14.5,3,0.10049758805839831,0.043890790021533344,0.6447700757297758,0.5238095238095238,1.1546234501478605
21,Tyrese Haliburton_fg3m_over,2.5,4,0.07133891466541074,0.029193149441122147,0.7088825384814434,0.6491228070175439,0.46031144505976695
27,Myles Turner_points_under,13.5,4,0.07133891466541074,0.029193149441122147,0.6890533976001969,0.5238095238095238,1.5773278861836981
35,Bennedict Mathurin_points_under,17.5,4,0.07133891466541074,0.029193149441122147,0.6593436292424941,0.5454545454545454,1.043983268056197
