,PROP_TAG,THRESH,PARLAY_ID,PARLAY_EV,PARLAY_PROB,PARLAY_HOUSE_PROB,PROB,HOUSE_PROB,EV,TO_WIN
0,Jalen Suggs_points_over,16.5,0,11.560303216841545,0.4360115490773472,0.07079194642676552,0.7915798524306081,0.5555555555555556,2.1242186718754734,13.12590062111801
1,Tim Hardaway Jr._rebounds_under,2.5,0,11.560303216841545,0.4360115490773472,0.07079194642676552,0.8794870987836302,0.5348837209302326,3.2212924451513256,13.12590062111801
2,Wendell Carter Jr._points_under,11.5,0,11.560303216841545,0.4360115490773472,0.07079194642676552,0.8219703435749021,0.5121951219512195,3.02399621108833,13.12590062111801
3,Trae Young_rebounds_over,3.5,0,11.560303216841545,0.4360115490773472,0.07079194642676552,0.7619345012768759,0.46511627906976744,3.1907958887264165,13.12590062111801
4,Jalen Suggs_points_over,16.5,1,11.508500194590072,0.4698693854588748,0.0767849154364388,0.7915798524306081,0.5555555555555556,2.1242186718754734,12.023391304347825
5,Kentavious Caldwell-Pope_points_under,9.5,1,11.508500194590072,0.4698693854588748,0.0767849154364388,0.8857992432040952,0.5555555555555556,2.9721931888368567,12.023391304347825
6,Tim Hardaway Jr._rebounds_under,2.5,1,11.508500194590072,0.4698693854588748,0.0767849154364388,0.8794870987836302,0.5348837209302326,3.2212924451513256,12.023391304347825
7,Trae Young_rebounds_over,3.5,1,11.508500194590072,0.4698693854588748,0.0767849154364388,0.7619345012768759,0.46511627906976744,3.1907958887264165,12.023391304347825
8,Jalen Suggs_points_over,16.5,2,11.341700516951985,0.5068922585257931,0.08455704712085882,0.7915798524306081,0.5555555555555556,2.1242186718754734,10.826335403726707
9,Kentavious Caldwell-Pope_points_under,9.5,2,11.341700516951985,0.5068922585257931,0.08455704712085882,0.8857992432040952,0.5555555555555556,2.9721931888368567,10.826335403726707
10,Tim Hardaway Jr._rebounds_under,2.5,2,11.341700516951985,0.5068922585257931,0.08455704712085882,0.8794870987836302,0.5348837209302326,3.2212924451513256,10.826335403726707
11,Wendell Carter Jr._points_under,11.5,2,11.341700516951985,0.5068922585257931,0.08455704712085882,0.8219703435749021,0.5121951219512195,3.02399621108833,10.826335403726707
12,Jalen Suggs_points_over,16.5,3,11.311203960527076,0.4391408364433282,0.07352786706161638,0.7915798524306081,0.5555555555555556,2.1242186718754734,12.600285714285713
13,Kentavious Caldwell-Pope_points_under,9.5,3,11.311203960527076,0.4391408364433282,0.07352786706161638,0.8857992432040952,0.5555555555555556,2.9721931888368567,12.600285714285713
14,Wendell Carter Jr._points_under,11.5,3,11.311203960527076,0.4391408364433282,0.07352786706161638,0.8219703435749021,0.5121951219512195,3.02399621108833,12.600285714285713
15,Trae Young_rebounds_over,3.5,3,11.311203960527076,0.4391408364433282,0.07352786706161638,0.7619345012768759,0.46511627906976744,3.1907958887264165,12.600285714285713
16,Jalen Suggs_points_over,16.5,4,11.249898326226852,0.45462777024858514,0.0767849154364388,0.7915798524306081,0.5555555555555556,2.1242186718754734,12.023391304347825
17,Tim Hardaway Jr._rebounds_under,2.5,4,11.249898326226852,0.45462777024858514,0.0767849154364388,0.8794870987836302,0.5348837209302326,3.2212924451513256,12.023391304347825
18,Zaccharie Risacher_points_under,11.5,4,11.249898326226852,0.45462777024858514,0.0767849154364388,0.8570657022748486,0.5555555555555556,2.713591320473637,12.023391304347825
19,Trae Young_rebounds_over,3.5,4,11.249898326226852,0.45462777024858514,0.0767849154364388,0.7619345012768759,0.46511627906976744,3.1907958887264165,12.023391304347825
20,Jalen Suggs_points_over,16.5,5,11.083098648588765,0.4904496959826308,0.08455704712085882,0.7915798524306081,0.5555555555555556,2.1242186718754734,10.826335403726707
21,Tim Hardaway Jr._rebounds_under,2.5,5,11.083098648588765,0.4904496959826308,0.08455704712085882,0.8794870987836302,0.5348837209302326,3.2212924451513256,10.826335403726707
22,Zaccharie Risacher_points_under,11.5,5,11.083098648588765,0.4904496959826308,0.08455704712085882,0.8570657022748486,0.5555555555555556,2.713591320473637,10.826335403726707
23,Wendell Carter Jr._points_under,11.5,5,11.083098648588765,0.4904496959826308,0.08455704712085882,0.8219703435749021,0.5121951219512195,3.02399621108833,10.826335403726707
24,Jalen Suggs_points_over,16.5,6,11.052602092163857,0.4248959933883645,0.07352786706161638,0.7915798524306081,0.5555555555555556,2.1242186718754734,12.600285714285713
25,Zaccharie Risacher_points_under,11.5,6,11.052602092163857,0.4248959933883645,0.07352786706161638,0.8570657022748486,0.5555555555555556,2.713591320473637,12.600285714285713
26,Wendell Carter Jr._points_under,11.5,6,11.052602092163857,0.4248959933883645,0.07352786706161638,0.8219703435749021,0.5121951219512195,3.02399621108833,12.600285714285713
27,Trae Young_rebounds_over,3.5,6,11.052602092163857,0.4248959933883645,0.07352786706161638,0.7619345012768759,0.46511627906976744,3.1907958887264165,12.600285714285713
28,Jalen Suggs_points_over,16.5,7,11.031295626337293,0.5285348466973062,0.0917153156601908,0.7915798524306081,0.5555555555555556,2.1242186718754734,9.903304347826086
29,Kentavious Caldwell-Pope_points_under,9.5,7,11.031295626337293,0.5285348466973062,0.0917153156601908,0.8857992432040952,0.5555555555555556,2.9721931888368567,9.903304347826086
30,Tim Hardaway Jr._rebounds_under,2.5,7,11.031295626337293,0.5285348466973062,0.0917153156601908,0.8794870987836302,0.5348837209302326,3.2212924451513256,9.903304347826086
31,Zaccharie Risacher_points_under,11.5,7,11.031295626337293,0.5285348466973062,0.0917153156601908,0.8570657022748486,0.5555555555555556,2.713591320473637,9.903304347826086
32,Jalen Suggs_points_over,16.5,8,11.008858154548138,0.4878511927853178,0.08505406017574758,0.7915798524306081,0.5555555555555556,2.1242186718754734,10.757228260869566
33,Kentavious Caldwell-Pope_rebounds_under,2.5,8,11.008858154548138,0.4878511927853178,0.08505406017574758,0.9196986029286058,0.6153846153846154,2.4725511487949223,10.757228260869566
