,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PARLAY_EV,TO_WIN
44,Andrew Nembhard,Pacers,blocks,0.5,-550,under,0.8521437889662113,0.03539511661852135,0.8461538461538461,14,0.2838941558765427,0.07305319265452156,2.8861293471336245,13.68865567216392
45,Payton Pritchard,Celtics,points,9.5,-115,over,0.8368140518122709,2.822392223462532,0.5348837209302326,14,0.2838941558765427,0.07305319265452156,2.8861293471336245,13.68865567216392
46,Jayson Tatum,Celtics,rebounds,10.5,-145,under,0.7829049644415078,1.6141971133851527,0.5918367346938775,14,0.2838941558765427,0.07305319265452156,2.8861293471336245,13.68865567216392
47,Jrue Holiday,Celtics,points,12.5,-120,under,0.7398962216034679,1.782382031365123,0.5454545454545454,14,0.2838941558765427,0.07305319265452156,2.8861293471336245,13.68865567216392
48,T.J. McConnell,Pacers,fgm,4.5,100,over,0.6872816501433185,1.872816501433185,0.5,14,0.2838941558765427,0.07305319265452156,2.8861293471336245,13.68865567216392
189,T.J. McConnell,Pacers,assists,4.5,-135,over,0.6872816501433185,0.981895843839995,0.574468085106383,63,0.3057607418562137,0.09272490427505625,2.297503990397387,10.784589186888038
188,T.J. McConnell,Pacers,fgm,4.5,100,over,0.6872816501433185,1.872816501433185,0.5,63,0.3057607418562137,0.09272490427505625,2.297503990397387,10.784589186888038
187,Jayson Tatum,Celtics,points,29.5,-120,under,0.7691717428514041,2.050740976137872,0.5454545454545454,63,0.3057607418562137,0.09272490427505625,2.297503990397387,10.784589186888038
186,Payton Pritchard,Celtics,assists,2.5,-145,over,0.8415674019597683,2.109793568280802,0.5918367346938775,63,0.3057607418562137,0.09272490427505625,2.297503990397387,10.784589186888038
169,Jayson Tatum,Celtics,points,29.5,-120,under,0.7691717428514041,2.050740976137872,0.5454545454545454,57,0.2941926202173221,0.0941842814388873,2.123585121878462,10.617482925204065
172,Al Horford,Celtics,rebounds,7.5,-145,under,0.7160162577921948,1.0491028675547494,0.5918367346938775,57,0.2941926202173221,0.0941842814388873,2.123585121878462,10.617482925204065
171,Luke Kornet,Celtics,assists,0.5,-115,over,0.721962699546806,1.7487817566331865,0.5348837209302326,57,0.2941926202173221,0.0941842814388873,2.123585121878462,10.617482925204065
170,Jrue Holiday,Celtics,points,12.5,-120,under,0.7398962216034679,1.782382031365123,0.5454545454545454,57,0.2941926202173221,0.0941842814388873,2.123585121878462,10.617482925204065
159,Payton Pritchard,Celtics,points,9.5,-115,over,0.8368140518122709,2.822392223462532,0.5348837209302326,54,0.3512534421486311,0.09877282443534473,2.5561749312793673,10.12424222671273
