,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
27,Jabari Smith Jr.,Rockets,rebounds,7.5,-125,under,0.6580820054012145,0.9227380486109307,0.5555555555555556,1,0.1456408952163806,0.09185936015204307,Jabari Smith Jr._rebounds_under
32,Rudy Gobert,Timberwolves,assists,1.5,-145,over,0.6454298932405317,0.4527697877217336,0.5918367346938775,1,0.1456408952163806,0.09185936015204307,Rudy Gobert_assists_over
50,De'Aaron Fox,Kings,points,24.5,-105,under,0.5945058997579132,0.8035099738272482,0.5121951219512195,1,0.1456408952163806,0.09185936015204307,De'Aaron Fox_points_under
62,Anthony Edwards,Timberwolves,points,25.5,-120,under,0.5767639126558937,0.287002532679026,0.5454545454545454,1,0.1456408952163806,0.09185936015204307,Anthony Edwards_points_under
2,Kevin Huerter,Kings,assists,2.5,-170,under,0.8334977381226298,1.6189526262679432,0.6296296296296295,2,0.26692305137412653,0.12028218694885363,Kevin Huerter_assists_under
5,Draymond Green,Warriors,rebounds,5.5,-155,over,0.7797130770585938,1.4137688596755296,0.607843137254902,2,0.26692305137412653,0.12028218694885363,Draymond Green_rebounds_over
31,Kevin Huerter,Kings,rebounds,3.5,-150,under,0.6472318887822313,0.3935990731852599,0.6000000000000001,2,0.26692305137412653,0.12028218694885363,Kevin Huerter_rebounds_under
36,Stephen Curry,Warriors,points,24.5,-110,under,0.6345808039919262,1.0573622199229318,0.5238095238095238,2,0.26692305137412653,0.12028218694885363,Stephen Curry_points_under
17,Stephen Curry,Warriors,rebounds,4.5,-105,over,0.7013352132383803,1.8463675578032366,0.5121951219512195,3,0.17151612236565753,0.09714981890375458,Stephen Curry_rebounds_over
21,Mike Conley,Timberwolves,fg3m,2.5,-190,under,0.6766764161830634,0.1641094919233781,0.6551724137931035,3,0.17151612236565753,0.09714981890375458,Mike Conley_fg3m_under
43,Ivica Zubac,Clippers,points,13.5,-130,under,0.616929038201125,0.45744918408687485,0.5652173913043479,3,0.17151612236565753,0.09714981890375458,Ivica Zubac_points_under
55,Jaden McDaniels,Timberwolves,rebounds,3.5,-105,over,0.5858184584717498,0.7187039993670821,0.5121951219512195,3,0.17151612236565753,0.09714981890375458,Jaden McDaniels_rebounds_over
20,Domantas Sabonis,Kings,points,19.5,-120,over,0.6939729794378251,1.361418978180064,0.5454545454545454,4,0.165959458470381,0.08062890546260833,Domantas Sabonis_points_over
23,Draymond Green,Warriors,assists,5.5,105,over,0.6730228699281167,1.8984844167631953,0.48780487804878053,4,0.165959458470381,0.08062890546260833,Draymond Green_assists_over
46,Jonathan Kuminga,Warriors,rebounds,4.5,-120,under,0.6093082907614014,0.5853259986461798,0.5454545454545454,4,0.165959458470381,0.08062890546260833,Jonathan Kuminga_rebounds_under
58,Draymond Green,Warriors,points,8.5,-125,over,0.5831664600586068,0.24849814052746133,0.5555555555555556,4,0.165959458470381,0.08062890546260833,Draymond Green_points_over
52,Jabari Smith Jr.,Rockets,points,11.5,-120,under,0.5912027521684118,0.4193585615437754,0.5454545454545454,5,0.11381241545725093,0.08704061895551257,Jabari Smith Jr._points_under
57,DeMar DeRozan,Kings,assists,3.5,-135,over,0.5858184584717498,0.09879028669856327,0.574468085106383,5,0.11381241545725093,0.08704061895551257,DeMar DeRozan_assists_over
59,Brandin Podziemski,Warriors,assists,3.5,-125,under,0.580338197474811,0.22304377727329872,0.5555555555555556,5,0.11381241545725093,0.08704061895551257,Brandin Podziemski_assists_under
69,Jabari Smith Jr.,Rockets,fg3m,1.5,100,over,0.5662510042543581,0.6625100425435813,0.5,5,0.11381241545725093,0.08704061895551257,Jabari Smith Jr._fg3m_over
2,Kevin Huerter,Kings,assists,2.5,-170,under,0.8334977381226298,1.6189526262679432,0.6296296296296295,6,0.21453013876417462,0.12402834933699129,Kevin Huerter_assists_under
16,Jalen Green,Rockets,fg3m,2.5,-125,under,0.7037203534424978,1.3334831809824805,0.5555555555555556,6,0.21453013876417462,0.12402834933699129,Jalen Green_fg3m_under
41,Norman Powell,Clippers,rebounds,2.5,-155,over,0.6200962589216268,0.10079180725854253,0.607843137254902,6,0.21453013876417462,0.12402834933699129,Norman Powell_rebounds_over
53,Anthony Edwards,Timberwolves,assists,4.5,-140,under,0.5898270213105776,0.05566018266209438,0.5833333333333333,6,0.21453013876417462,0.12402834933699129,Anthony Edwards_assists_under
7,Norman Powell,Clippers,assists,1.5,-150,over,0.7689217620241717,1.4076813502014305,0.6000000000000001,7,0.21266253884969957,0.0994914909485389,Norman Powell_assists_over
18,Naz Reid,Timberwolves,fg3m,1.5,-110,under,0.6990292757659671,1.6725521777660497,0.5238095238095238,7,0.21266253884969957,0.0994914909485389,Naz Reid_fg3m_under
35,Jalen Green,Rockets,points,19.5,-115,under,0.6420252050128491,1.0015399599027197,0.5348837209302326,7,0.21266253884969957,0.0994914909485389,Jalen Green_points_under
44,De'Aaron Fox,Kings,assists,5.5,-145,over,0.6162563382041968,0.2063035468975245,0.5918367346938775,7,0.21266253884969957,0.0994914909485389,De'Aaron Fox_assists_over
9,Keegan Murray,Kings,points,13.5,-125,under,0.762444942154894,1.862004479394046,0.5555555555555556,8,0.19999387921649858,0.07519516563444213,Keegan Murray_points_under
13,Derrick Jones Jr.,Clippers,points,8.5,-125,over,0.7305568322136708,1.5750114899230376,0.5555555555555556,8,0.19999387921649858,0.07519516563444213,Derrick Jones Jr._points_over
37,Norman Powell,Clippers,points,21.5,-110,over,0.634081707746905,1.052598119402275,0.5238095238095238,8,0.19999387921649858,0.07519516563444213,Norman Powell_points_over
68,Dillon Brooks,Rockets,assists,1.5,115,over,0.5662510042543581,1.0871982957343498,0.46511627906976744,8,0.19999387921649858,0.07519516563444213,Dillon Brooks_assists_over
11,Jonathan Kuminga,Warriors,points,17.5,-120,under,0.7572750072489359,1.9416875664485804,0.5454545454545454,9,0.2273925047026962,0.10760667903525048,Jonathan Kuminga_points_under
19,Mike Conley,Timberwolves,points,10.5,-125,under,0.6940666365550072,1.246599728995065,0.5555555555555556,9,0.2273925047026962,0.10760667903525048,Mike Conley_points_under
26,Jalen Green,Rockets,rebounds,5.5,-145,under,0.6684384852977383,0.6471527206188237,0.5918367346938775,9,0.2273925047026962,0.10760667903525048,Jalen Green_rebounds_under
31,Kevin Huerter,Kings,rebounds,3.5,-150,under,0.6472318887822313,0.3935990731852599,0.6000000000000001,9,0.2273925047026962,0.10760667903525048,Kevin Huerter_rebounds_under
25,DeMar DeRozan,Kings,fg3m,0.5,-105,under,0.6703200460356393,1.5436004493955269,0.5121951219512195,10,0.1515176226270892,0.08990659055526726,DeMar DeRozan_fg3m_under
36,Stephen Curry,Warriors,points,24.5,-110,under,0.6345808039919262,1.0573622199229318,0.5238095238095238,10,0.1515176226270892,0.08990659055526726,Stephen Curry_points_under
47,Keegan Murray,Kings,rebounds,6.5,-140,over,0.608038330562136,0.21175711910402306,0.5833333333333333,10,0.1515176226270892,0.08990659055526726,Keegan Murray_rebounds_over
57,DeMar DeRozan,Kings,assists,3.5,-135,over,0.5858184584717498,0.09879028669856327,0.574468085106383,10,0.1515176226270892,0.08990659055526726,DeMar DeRozan_assists_over
7,Norman Powell,Clippers,assists,1.5,-150,over,0.7689217620241717,1.4076813502014305,0.6000000000000001,11,0.19784198012550658,0.09339239571797714,Norman Powell_assists_over
19,Mike Conley,Timberwolves,points,10.5,-125,under,0.6940666365550072,1.246599728995065,0.5555555555555556,11,0.19784198012550658,0.09339239571797714,Mike Conley_points_under
35,Jalen Green,Rockets,points,19.5,-115,under,0.6420252050128491,1.0015399599027197,0.5348837209302326,11,0.19784198012550658,0.09339239571797714,Jalen Green_points_under
60,Malik Monk,Kings,points,17.5,-110,over,0.5774083377803214,0.5116250424485225,0.5238095238095238,11,0.19784198012550658,0.09339239571797714,Malik Monk_points_over
4,Brandin Podziemski,Warriors,fg3m,1.5,-180,under,0.8087921354109989,1.2906054976411028,0.6428571428571428,12,0.2230473644282547,0.10629440246164984,Brandin Podziemski_fg3m_under
20,Domantas Sabonis,Kings,points,19.5,-120,over,0.6939729794378251,1.361418978180064,0.5454545454545454,12,0.2230473644282547,0.10629440246164984,Domantas Sabonis_points_over
26,Jalen Green,Rockets,rebounds,5.5,-145,under,0.6684384852977383,0.6471527206188237,0.5918367346938775,12,0.2230473644282547,0.10629440246164984,Jalen Green_rebounds_under
50,De'Aaron Fox,Kings,points,24.5,-105,under,0.5945058997579132,0.8035099738272482,0.5121951219512195,12,0.2230473644282547,0.10629440246164984,De'Aaron Fox_points_under
4,Brandin Podziemski,Warriors,fg3m,1.5,-180,under,0.8087921354109989,1.2906054976411028,0.6428571428571428,13,0.17084741690156285,0.09513742071881603,Brandin Podziemski_fg3m_under
39,Domantas Sabonis,Kings,fg3m,0.5,-140,over,0.6321205588285576,0.418176218530494,0.5833333333333333,13,0.17084741690156285,0.09513742071881603,Domantas Sabonis_fg3m_over
54,Norman Powell,Clippers,fg3m,3.5,115,over,0.5858184584717498,1.2975484285713113,0.46511627906976744,13,0.17084741690156285,0.09513742071881603,Norman Powell_fg3m_over
64,Stephen Curry,Warriors,fg3m,4.5,-120,under,0.5704381073941037,0.2290159844459514,0.5454545454545454,13,0.17084741690156285,0.09513742071881603,Stephen Curry_fg3m_under
4,Brandin Podziemski,Warriors,fg3m,1.5,-180,under,0.8087921354109989,1.2906054976411028,0.6428571428571428,14,0.22706138421006614,0.10440791853604382,Brandin Podziemski_fg3m_under
12,James Harden,Clippers,rebounds,6.5,-135,under,0.7323933404376054,1.3745346297347134,0.574468085106383,14,0.22706138421006614,0.10440791853604382,James Harden_rebounds_under
33,Julius Randle,Timberwolves,rebounds,5.5,-155,over,0.6453269565417072,0.3083346425204947,0.607843137254902,14,0.22706138421006614,0.10440791853604382,Julius Randle_rebounds_over
51,Jaden McDaniels,Timberwolves,assists,1.5,115,over,0.593994150290162,1.3854371156192418,0.46511627906976744,14,0.22706138421006614,0.10440791853604382,Jaden McDaniels_assists_over
