,PROP_TAG,THRESH,PARLAY_ID,PARLAY_EV,PARLAY_PROB,PARLAY_HOUSE_PROB,PROB,HOUSE_PROB,EV,TO_WIN
0,Daniel Gafford_points_under,11.5,2,12.313943716486484,0.24430630123354555,0.03366297565907914,0.8414671479015429,0.5,3.4146714790154284,28.706227106227104
1,Jaden Hardy_points_under,5.5,2,12.313943716486484,0.24430630123354555,0.03366297565907914,0.822882827017686,0.5652173913043479,2.279348085156453,28.706227106227104
2,Daniel Gafford_rebounds_under,7.5,2,12.313943716486484,0.24430630123354555,0.03366297565907914,0.8020184254186166,0.5121951219512195,2.8292274862293523,28.706227106227104
3,Rudy Gobert_points_over,11.5,2,12.313943716486484,0.24430630123354555,0.03366297565907914,0.7399600775405661,0.5,2.399600775405661,28.706227106227104
4,Derrick Jones Jr._steals_under,0.5,2,12.313943716486484,0.24430630123354555,0.03366297565907914,0.5945205479701944,0.46511627906976744,1.3910958906795896,28.706227106227104
5,Daniel Gafford_points_under,11.5,6,11.915711333109202,0.33364896510706626,0.049028495193787845,0.8414671479015429,0.5,3.4146714790154284,19.396302110587825
6,Jaden Hardy_points_under,5.5,6,11.915711333109202,0.33364896510706626,0.049028495193787845,0.822882827017686,0.5652173913043479,2.279348085156453,19.396302110587825
7,Jaden Hardy_steals_under,0.5,6,11.915711333109202,0.33364896510706626,0.049028495193787845,0.811936346150635,0.6774193548387096,0.9928635073023067,19.396302110587825
8,Daniel Gafford_rebounds_under,7.5,6,11.915711333109202,0.33364896510706626,0.049028495193787845,0.8020184254186166,0.5121951219512195,2.8292274862293523,19.396302110587825
9,Rudy Gobert_points_over,11.5,6,11.915711333109202,0.33364896510706626,0.049028495193787845,0.7399600775405661,0.5,2.399600775405661,19.396302110587825
10,Daniel Gafford_points_under,11.5,7,11.872622953185616,0.25045735203080405,0.0370703256343274,0.8414671479015429,0.5,3.4146714790154284,25.97575440432583
11,Jaden Hardy_points_under,5.5,7,11.872622953185616,0.25045735203080405,0.0370703256343274,0.822882827017686,0.5652173913043479,2.279348085156453,25.97575440432583
12,Daniel Gafford_rebounds_under,7.5,7,11.872622953185616,0.25045735203080405,0.0370703256343274,0.8020184254186166,0.5121951219512195,2.8292274862293523,25.97575440432583
13,Rudy Gobert_points_over,11.5,7,11.872622953185616,0.25045735203080405,0.0370703256343274,0.7399600775405661,0.5,2.399600775405661,25.97575440432583
14,Jaden McDaniels_points_over,10.5,7,11.872622953185616,0.25045735203080405,0.0370703256343274,0.6094891593900151,0.5121951219512195,0.9497751273787192,25.97575440432583
15,Daniel Gafford_points_under,11.5,8,11.826515019069026,0.26465385667780267,0.039477489636556444,0.8414671479015429,0.5,3.4146714790154284,24.33089133089133
16,Jaden Hardy_points_under,5.5,8,11.826515019069026,0.26465385667780267,0.039477489636556444,0.822882827017686,0.5652173913043479,2.279348085156453,24.33089133089133
17,Daniel Gafford_rebounds_under,7.5,8,11.826515019069026,0.26465385667780267,0.039477489636556444,0.8020184254186166,0.5121951219512195,2.8292274862293523,24.33089133089133
18,Rudy Gobert_points_over,11.5,8,11.826515019069026,0.26465385667780267,0.039477489636556444,0.7399600775405661,0.5,2.399600775405661,24.33089133089133
19,Daniel Gafford_steals_under,0.5,8,11.826515019069026,0.26465385667780267,0.039477489636556444,0.6440364210831414,0.5454545454545454,0.9036671932621303,24.33089133089133
20,Daniel Gafford_points_under,11.5,9,11.795297511356871,0.277257310148144,0.04157735610658605,0.8414671479015429,0.5,3.4146714790154284,23.051553384886716
21,Jaden Hardy_points_under,5.5,9,11.795297511356871,0.277257310148144,0.04157735610658605,0.822882827017686,0.5652173913043479,2.279348085156453,23.051553384886716
22,Daniel Gafford_rebounds_under,7.5,9,11.795297511356871,0.277257310148144,0.04157735610658605,0.8020184254186166,0.5121951219512195,2.8292274862293523,23.051553384886716
23,Rudy Gobert_points_over,11.5,9,11.795297511356871,0.277257310148144,0.04157735610658605,0.7399600775405661,0.5,2.399600775405661,23.051553384886716
24,Jaden Hardy_rebounds_under,1.5,9,11.795297511356871,0.277257310148144,0.04157735610658605,0.674706985148295,0.574468085106383,0.8724496855499746,23.051553384886716
25,Daniel Gafford_points_under,11.5,10,11.7901535817381,0.1782811270539461,0.026470032142181885,0.8414671479015429,0.5,3.4146714790154284,36.778571428571425
26,Daniel Gafford_rebounds_under,7.5,10,11.7901535817381,0.1782811270539461,0.026470032142181885,0.8020184254186166,0.5121951219512195,2.8292274862293523,36.778571428571425
27,Rudy Gobert_points_over,11.5,10,11.7901535817381,0.1782811270539461,0.026470032142181885,0.7399600775405661,0.5,2.399600775405661,36.778571428571425
28,Jaden Hardy_fgm_under,1.5,10,11.7901535817381,0.1782811270539461,0.026470032142181885,0.6004940400362729,0.4444444444444444,1.7555579504080705,36.778571428571425
29,Derrick Jones Jr._steals_under,0.5,10,11.7901535817381,0.1782811270539461,0.026470032142181885,0.5945205479701944,0.46511627906976744,1.3910958906795896,36.778571428571425
30,Daniel Gafford_points_under,11.5,11,11.783442338844164,0.2675882035248806,0.040208554259455645,0.8414671479015429,0.5,3.4146714790154284,23.870329670329667
31,Jaden Hardy_points_under,5.5,11,11.783442338844164,0.2675882035248806,0.040208554259455645,0.822882827017686,0.5652173913043479,2.279348085156453,23.870329670329667
32,Daniel Gafford_rebounds_under,7.5,11,11.783442338844164,0.2675882035248806,0.040208554259455645,0.8020184254186166,0.5121951219512195,2.8292274862293523,23.870329670329667
33,Rudy Gobert_points_over,11.5,11,11.783442338844164,0.2675882035248806,0.040208554259455645,0.7399600775405661,0.5,2.399600775405661,23.870329670329667
34,Anthony Edwards_assists_under,6.5,11,11.783442338844164,0.2675882035248806,0.040208554259455645,0.6511771681152521,0.5555555555555556,0.8605945130372685,23.870329670329667
35,Daniel Gafford_points_under,11.5,16,11.579107768401146,0.29582339005653596,0.04605707124264919,0.8414671479015429,0.5,3.4146714790154284,20.712192569335425
36,Jaden Hardy_points_under,5.5,16,11.579107768401146,0.29582339005653596,0.04605707124264919,0.822882827017686,0.5652173913043479,2.279348085156453,20.712192569335425
37,Daniel Gafford_rebounds_under,7.5,16,11.579107768401146,0.29582339005653596,0.04605707124264919,0.8020184254186166,0.5121951219512195,2.8292274862293523,20.712192569335425
38,Rudy Gobert_points_over,11.5,16,11.579107768401146,0.29582339005653596,0.04605707124264919,0.7399600775405661,0.5,2.399600775405661,20.712192569335425
39,Daniel Gafford_blocks_under,2.5,16,11.579107768401146,0.29582339005653596,0.04605707124264919,0.7198876290574501,0.6363636363636364,0.6562599425942501,20.712192569335425
40,Daniel Gafford_points_under,11.5,18,11.554188422312125,0.23705276653130422,0.0370703256343274,0.8414671479015429,0.5,3.4146714790154284,25.97575440432583
41,Jaden Hardy_points_under,5.5,18,11.554188422312125,0.23705276653130422,0.0370703256343274,0.822882827017686,0.5652173913043479,2.279348085156453,25.97575440432583
42,Daniel Gafford_rebounds_under,7.5,18,11.554188422312125,0.23705276653130422,0.0370703256343274,0.8020184254186166,0.5121951219512195,2.8292274862293523,25.97575440432583
43,Rudy Gobert_points_over,11.5,18,11.554188422312125,0.23705276653130422,0.0370703256343274,0.7399600775405661,0.5,2.399600775405661,25.97575440432583
