,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
2,Jake LaRavia,Grizzlies,rebounds,2.5,-165,over,0.9007588056823537,2.233366166843143,0.6226415094339623,1,0.4161511085829048,0.06971868753351862,Jake LaRaviareboundsover
6,Santi Aldama,Grizzlies,assists,1.5,-200,over,0.8743108767424542,1.5573315755684067,0.6666666666666666,1,0.4161511085829048,0.06971868753351862,Santi Aldamaassistsover
8,Davion Mitchell,Raptors,assists,3.5,-115,over,0.865770751807885,3.093074419073707,0.5348837209302326,1,0.4161511085829048,0.06971868753351862,Davion Mitchellassistsover
23,CJ McCollum,Pelicans,points,19.5,-125,over,0.8091258612637648,2.282132751373884,0.5555555555555556,1,0.4161511085829048,0.06971868753351862,CJ McCollumpointsover
38,Anthony Black,Magic,points,6.5,-130,over,0.7543235488325764,1.6728621627497138,0.5652173913043479,1,0.4161511085829048,0.06971868753351862,Anthony Blackpointsover
12,Chris Boucher,Raptors,points,7.5,-110,over,0.8524509017987514,3.1370313353517183,0.5238095238095238,2,0.3595804176124968,0.04666610928764266,Chris Boucherpointsover
16,Miles McBride,Knicks,points,8.5,-130,over,0.8405552852284145,2.4356813693282815,0.5652173913043479,2,0.3595804176124968,0.04666610928764266,Miles McBridepointsover
18,Luke Kennard,Grizzlies,points,6.5,-110,over,0.8219189267092355,2.845589754951794,0.5238095238095238,2,0.3595804176124968,0.04666610928764266,Luke Kennardpointsover
21,Ty Jerome,Cavaliers,points,8.5,-110,over,0.8119587445543959,2.750515288928325,0.5238095238095238,2,0.3595804176124968,0.04666610928764266,Ty Jeromepointsover
39,Brandon Boston Jr.,Pelicans,assists,2.5,-135,over,0.7519646590318687,1.5448775878699679,0.574468085106383,2,0.3595804176124968,0.04666610928764266,Brandon Boston Jr.assistsover
4,Brandon Clarke,Grizzlies,rebounds,6.5,-125,under,0.8822645374738824,2.940380837264942,0.5555555555555556,3,0.41663467128557385,0.046268755370480544,Brandon Clarkereboundsunder
10,Scottie Barnes,Raptors,fg3m,1.5,105,under,0.8556951983876534,3.7708757834734463,0.48780487804878053,3,0.41663467128557385,0.046268755370480544,Scottie Barnesfg3munder
11,Jaime Jaquez Jr.,Heat,assists,1.5,-175,over,0.8531576121745652,1.7033812385144405,0.6363636363636364,3,0.41663467128557385,0.046268755370480544,Jaime Jaquez Jr.assistsover
17,Ochai Agbaji,Raptors,points,9.5,-105,over,0.8385466923815772,3.185812949439206,0.5121951219512195,3,0.41663467128557385,0.046268755370480544,Ochai Agbajipointsover
32,Yves Missi,Pelicans,points,8.5,-110,under,0.7714023712910426,2.3633862714144978,0.5238095238095238,3,0.41663467128557385,0.046268755370480544,Yves Missipointsunder
0,Scotty Pippen Jr.,Grizzlies,points,5.5,-125,over,0.9897229125137452,3.907506212623707,0.5555555555555556,4,0.5258676840186636,0.047066774477739846,Scotty Pippen Jr.pointsover
5,Jake LaRavia,Grizzlies,points,5.5,-115,over,0.8759694029387024,3.188409636166131,0.5348837209302326,4,0.5258676840186636,0.047066774477739846,Jake LaRaviapointsover
10,Scottie Barnes,Raptors,fg3m,1.5,105,under,0.8556951983876534,3.7708757834734463,0.48780487804878053,4,0.5258676840186636,0.047066774477739846,Scottie Barnesfg3munder
15,Jakob Poeltl,Raptors,points,13.5,-135,over,0.8433125112967329,2.3399422279530455,0.574468085106383,4,0.5258676840186636,0.047066774477739846,Jakob Poeltlpointsover
