,PROP_TAG,THRESH,PARLAY_ID,PARLAY_EV,PARLAY_PROB,PARLAY_HOUSE_PROB,PROB,HOUSE_PROB,EV,TO_WIN
0,Sam Hauser_points_over,4.5,0,13.116114402291057,0.5667689440422702,0.07558578987150416,0.9282494990592801,0.5555555555555556,3.354245491533521,12.230000000000002
1,Payton Pritchard_points_over,7.5,0,13.116114402291057,0.5667689440422702,0.07558578987150416,0.9172554041961278,0.5454545454545454,3.4081745384645066,12.230000000000002
2,Jrue Holiday_points_under,14.5,0,13.116114402291057,0.5667689440422702,0.07558578987150416,0.8169006866475595,0.5238095238095238,2.797688372544887,12.230000000000002
3,Payton Pritchard_assists_over,2.5,0,13.116114402291057,0.5667689440422702,0.07558578987150416,0.8148577142617279,0.47619047619047616,3.5560059997481437,12.230000000000002
4,Payton Pritchard_points_over,7.5,3,12.260866516773802,0.49949724533931655,0.07421150278293134,0.9172554041961278,0.5454545454545454,3.4081745384645066,12.475000000000003
5,Sam Hauser_fgm_over,1.5,3,12.260866516773802,0.49949724533931655,0.07421150278293134,0.8180724661108654,0.5454545454545454,2.498997606016267,12.475000000000003
6,Jrue Holiday_points_under,14.5,3,12.260866516773802,0.49949724533931655,0.07421150278293134,0.8169006866475595,0.5238095238095238,2.797688372544887,12.475000000000003
7,Payton Pritchard_assists_over,2.5,3,12.260866516773802,0.49949724533931655,0.07421150278293134,0.8148577142617279,0.47619047619047616,3.5560059997481437,12.475000000000003
8,Sam Hauser_points_over,4.5,4,12.213680320023409,0.4900636664508681,0.07390983000739097,0.9282494990592801,0.5555555555555556,3.354245491533521,12.530000000000001
9,Payton Pritchard_points_over,7.5,4,12.213680320023409,0.4900636664508681,0.07390983000739097,0.9172554041961278,0.5454545454545454,3.4081745384645066,12.530000000000001
10,Payton Pritchard_assists_over,2.5,4,12.213680320023409,0.4900636664508681,0.07390983000739097,0.8148577142617279,0.47619047619047616,3.5560059997481437,12.530000000000001
11,Jrue Holiday_fgm_under,5.5,4,12.213680320023409,0.4900636664508681,0.07390983000739097,0.7063431224186438,0.5121951219512195,1.8952542902772376,12.530000000000001
12,Sam Hauser_points_over,4.5,6,12.151782536633634,0.5267788789964907,0.0801667468334135,0.9282494990592801,0.5555555555555556,3.354245491533521,11.474000000000002
13,Payton Pritchard_points_over,7.5,6,12.151782536633634,0.5267788789964907,0.0801667468334135,0.9172554041961278,0.5454545454545454,3.4081745384645066,11.474000000000002
14,Payton Pritchard_assists_over,2.5,6,12.151782536633634,0.5267788789964907,0.0801667468334135,0.8148577142617279,0.47619047619047616,3.5560059997481437,11.474000000000002
15,Jayson Tatum_points_under,29.5,6,12.151782536633634,0.5267788789964907,0.0801667468334135,0.7592618340986071,0.5555555555555556,1.8333565068874642,11.474000000000002
16,Sam Hauser_points_over,4.5,8,11.98223134041787,0.47361398515314745,0.07390983000739097,0.9282494990592801,0.5555555555555556,3.354245491533521,12.530000000000001
17,Payton Pritchard_points_over,7.5,8,11.98223134041787,0.47361398515314745,0.07390983000739097,0.9172554041961278,0.5454545454545454,3.4081745384645066,12.530000000000001
18,Payton Pritchard_assists_over,2.5,8,11.98223134041787,0.47361398515314745,0.07390983000739097,0.8148577142617279,0.47619047619047616,3.5560059997481437,12.530000000000001
19,Tyrese Haliburton_points_over,16.5,8,11.98223134041787,0.47361398515314745,0.07390983000739097,0.6826337147517352,0.5121951219512195,1.6638053106717003,12.530000000000001
20,Sam Hauser_points_over,4.5,9,11.917995655993048,0.5341942251034402,0.08417508417508415,0.9282494990592801,0.5555555555555556,3.354245491533521,10.880000000000003
21,Payton Pritchard_points_over,7.5,9,11.917995655993048,0.5341942251034402,0.08417508417508415,0.9172554041961278,0.5454545454545454,3.4081745384645066,10.880000000000003
22,Payton Pritchard_assists_over,2.5,9,11.917995655993048,0.5341942251034402,0.08417508417508415,0.8148577142617279,0.47619047619047616,3.5560059997481437,10.880000000000003
23,Jayson Tatum_rebounds_under,10.5,9,11.917995655993048,0.5341942251034402,0.08417508417508415,0.7699497897288023,0.5833333333333333,1.5995696262468777,10.880000000000003
24,Sam Hauser_points_over,4.5,10,11.877574875618212,0.4661757778444153,0.07390983000739097,0.9282494990592801,0.5555555555555556,3.354245491533521,12.530000000000001
25,Payton Pritchard_points_over,7.5,10,11.877574875618212,0.4661757778444153,0.07390983000739097,0.9172554041961278,0.5454545454545454,3.4081745384645066,12.530000000000001
26,Payton Pritchard_assists_over,2.5,10,11.877574875618212,0.4661757778444153,0.07390983000739097,0.8148577142617279,0.47619047619047616,3.5560059997481437,12.530000000000001
27,Jrue Holiday_rebounds_under,5.5,10,11.877574875618212,0.4661757778444153,0.07390983000739097,0.6719128086015262,0.5121951219512195,1.559148845872042,12.530000000000001
28,Jrue Holiday_points_under,14.5,1604,7.894419816350929,0.3259950228174077,0.08694670280036133,0.8169006866475595,0.5238095238095238,2.797688372544887,10.501298701298703
