,PROP_TAG,THRESH,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROB,HOUSE_PROB,EV
3,Jaime Jaquez Jr._assists_over,1.5,1,0.23836535565956612,0.060380401090772175,0.8531576121745652,0.6363636363636364,1.7033812385144405
11,Scottie Barnes_points_under,21.5,1,0.23836535565956612,0.060380401090772175,0.7852183767256204,0.5121951219512195,2.6652270108929614
18,Jrue Holiday_points_over,10.5,1,0.23836535565956612,0.060380401090772175,0.7366927192098309,0.5454545454545454,1.7530165927567842
21,Derrick White_points_over,15.5,1,0.23836535565956612,0.060380401090772175,0.713347112506028,0.5454545454545454,1.539015197971924
28,Haywood Highsmith_rebounds_under,3.5,1,0.23836535565956612,0.060380401090772175,0.6770739802602777,0.6226415094339623,0.4371092354234414
6,Ochai Agbaji_points_over,9.5,2,0.20222250502567593,0.05438835768488558,0.8385466923815772,0.5121951219512195,3.185812949439206
11,Scottie Barnes_points_under,21.5,2,0.20222250502567593,0.05438835768488558,0.7852183767256204,0.5121951219512195,2.6652270108929614
25,Jaime Jaquez Jr._points_over,9.5,2,0.20222250502567593,0.05438835768488558,0.687714826968171,0.5121951219512195,1.7134066442130975
27,Chris Boucher_fg3m_over,0.5,2,0.20222250502567593,0.05438835768488558,0.6780417284623241,0.6428571428571428,0.27365788804029867
36,Ty Jerome_rebounds_under,2.5,2,0.20222250502567593,0.05438835768488558,0.6586382836205436,0.6296296296296295,0.23036284051608158
2,Scottie Barnes_fg3m_under,1.5,3,0.2244776107898227,0.06225471841030378,0.8556951983876534,0.48780487804878053,3.7708757834734463
9,Ty Jerome_fg3m_over,0.5,3,0.2244776107898227,0.06225471841030378,0.8111243971624381,0.6923076923076923,0.8581206461731642
17,Haywood Highsmith_points_over,5.5,3,0.2244776107898227,0.06225471841030378,0.739826483899167,0.5238095238095238,2.0619800735829585
33,Tyler Herro_rebounds_under,5.5,3,0.2244776107898227,0.06225471841030378,0.6626382358377914,0.6226415094339623,0.32118583324286964
34,Jakob Poeltl_rebounds_over,10.5,3,0.2244776107898227,0.06225471841030378,0.6597206920973842,0.5652173913043479,0.8359907377845517
10,Caris LeVert_points_over,9.5,4,0.15731540779353967,0.08102919278766509,0.7960064861188698,0.5348837209302326,2.4409301963285657
27,Chris Boucher_fg3m_over,0.5,4,0.15731540779353967,0.08102919278766509,0.6780417284623241,0.6428571428571428,0.27365788804029867
31,Jrue Holiday_assists_under,4.5,4,0.15731540779353967,0.08102919278766509,0.6678436005308537,0.607843137254902,0.4935521979150861
33,Tyler Herro_rebounds_under,5.5,4,0.15731540779353967,0.08102919278766509,0.6626382358377914,0.6226415094339623,0.32118583324286964
35,Isaac Okoro_rebounds_under,2.5,4,0.15731540779353967,0.08102919278766509,0.6586382836205436,0.6226415094339623,0.2890650048316372
2,Scottie Barnes_fg3m_under,1.5,5,0.24364906022343147,0.07955000838119841,0.8556951983876534,0.48780487804878053,3.7708757834734463
3,Jaime Jaquez Jr._assists_over,1.5,5,0.24364906022343147,0.07955000838119841,0.8531576121745652,0.6363636363636364,1.7033812385144405
14,Duncan Robinson_assists_under,2.5,5,0.24364906022343147,0.07955000838119841,0.7483991413601632,0.6610169491525424,0.6609678641345673
28,Haywood Highsmith_rebounds_under,3.5,5,0.24364906022343147,0.07955000838119841,0.6770739802602777,0.6226415094339623,0.4371092354234414
35,Isaac Okoro_rebounds_under,2.5,5,0.24364906022343147,0.07955000838119841,0.6586382836205436,0.6226415094339623,0.2890650048316372
1,Davion Mitchell_assists_over,3.5,6,0.2062083960257482,0.06195306547642991,0.865770751807885,0.5348837209302326,3.093074419073707
14,Duncan Robinson_assists_under,2.5,6,0.2062083960257482,0.06195306547642991,0.7483991413601632,0.6610169491525424,0.6609678641345673
17,Haywood Highsmith_points_over,5.5,6,0.2062083960257482,0.06195306547642991,0.739826483899167,0.5238095238095238,2.0619800735829585
34,Jakob Poeltl_rebounds_over,10.5,6,0.2062083960257482,0.06195306547642991,0.6597206920973842,0.5652173913043479,0.8359907377845517
39,Ochai Agbaji_rebounds_over,3.5,6,0.2062083960257482,0.06195306547642991,0.6520489107326566,0.5918367346938775,0.5086890734310643
0,Duncan Robinson_points_under,11.5,7,0.2503616831550404,0.0550216786087316,0.8678713452885788,0.5238095238095238,3.2842264777546157
12,Davion Mitchell_rebounds_over,1.5,7,0.2503616831550404,0.0550216786087316,0.7800321450617409,0.5918367346938775,1.5899267427629835
20,Darius Garland_points_over,18.5,7,0.2503616831550404,0.0550216786087316,0.73200244011072,0.5652173913043479,1.475406200979446
22,Duncan Robinson_rebounds_under,2.5,7,0.2503616831550404,0.0550216786087316,0.712710579278121,0.5652173913043479,1.3047474320756853
