,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PARLAY_EV,TO_WIN
1092,Jayson Tatum,Celtics,rebounds,10.5,-145,under,0.7829049644415078,1.6141971133851527,0.5918367346938775,357,0.15704780593031542,0.04106175310087033,2.8246736700335067,24.353563218390804
1093,T.J. McConnell,Pacers,fgm,4.5,100,over,0.6872816501433185,1.872816501433185,0.5,357,0.15704780593031542,0.04106175310087033,2.8246736700335067,24.353563218390804
1094,T.J. McConnell,Pacers,assists,4.5,-135,over,0.6872816501433185,0.981895843839995,0.574468085106383,357,0.15704780593031542,0.04106175310087033,2.8246736700335067,24.353563218390804
1095,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.0328804143207542,0.5555555555555556,357,0.15704780593031542,0.04106175310087033,2.8246736700335067,24.353563218390804
1096,Obi Toppin,Pacers,fgm,3.5,130,over,0.6335357424203472,2.285661037833992,0.4347826086956522,357,0.15704780593031542,0.04106175310087033,2.8246736700335067,24.353563218390804
1724,Luke Kornet,Celtics,assists,0.5,-115,over,0.721962699546806,1.7487817566331865,0.5348837209302326,567,0.128862248155207,0.044705235967358474,1.8824867013182929,22.368744473916884
1725,Myles Turner,Pacers,fg3m,1.5,-145,over,0.664507801973037,0.6139452235653131,0.5918367346938775,567,0.128862248155207,0.044705235967358474,1.8824867013182929,22.368744473916884
1726,Jayson Tatum,Celtics,fgm,9.5,-105,under,0.6555694814779521,1.3996068429990558,0.5121951219512195,567,0.128862248155207,0.044705235967358474,1.8824867013182929,22.368744473916884
1727,Al Horford,Celtics,assists,2.5,105,under,0.6550340885996073,1.7140994081459748,0.48780487804878053,567,0.128862248155207,0.044705235967358474,1.8824867013182929,22.368744473916884
1728,Luke Kornet,Celtics,fgm,1.5,-130,over,0.6255013190442551,0.5332808992376412,0.5652173913043479,567,0.128862248155207,0.044705235967358474,1.8824867013182929,22.368744473916884
905,T.J. McConnell,Pacers,fgm,4.5,100,over,0.6872816501433185,1.872816501433185,0.5,293,0.14547723485278763,0.044974053430713055,2.234692533927582,22.23504273504274
907,Jaylen Brown,Celtics,rebounds,6.5,-130,under,0.5998781413635349,0.3066143274466553,0.5652173913043479,293,0.14547723485278763,0.044974053430713055,2.234692533927582,22.23504273504274
