,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
0,Giannis Antetokounmpo,Bucks,fg3m,0.5,-375,under,0.8187307530779818,0.18529476949388457,0.7894736842105263,1,0.02117420452788633,0.006060747497312598,Giannis Antetokounmpo_fg3m_under
6,Giannis Antetokounmpo,Bucks,assists,5.5,-110,over,0.7359567952188912,2.0250421361803257,0.5238095238095238,1,0.02117420452788633,0.006060747497312598,Giannis Antetokounmpo_assists_over
13,Josh Green,Hornets,assists,2.5,-200,under,0.7037203534424978,0.2779026508187339,0.6666666666666666,1,0.02117420452788633,0.006060747497312598,Josh Green_assists_under
23,Brandon Miller,Hornets,assists,3.5,-150,under,0.6472318887822313,0.3935990731852599,0.6000000000000001,1,0.02117420452788633,0.006060747497312598,Brandon Miller_assists_under
25,Brook Lopez,Bucks,fg3m,1.5,115,over,0.6454298932405317,1.9383713523357158,0.46511627906976744,1,0.02117420452788633,0.006060747497312598,Brook Lopez_fg3m_over
29,Josh Green,Hornets,rebounds,3.5,105,under,0.6248399453990455,1.404609440340216,0.48780487804878053,1,0.02117420452788633,0.006060747497312598,Josh Green_rebounds_under
36,Caris LeVert,Cavaliers,points,10.5,-110,over,0.6094891593900151,0.8178510669046901,0.5238095238095238,1,0.02117420452788633,0.006060747497312598,Caris LeVert_points_over
52,Jarrett Allen,Cavaliers,assists,1.5,-130,over,0.5662510042543581,0.009143499173168035,0.5652173913043479,1,0.02117420452788633,0.006060747497312598,Jarrett Allen_assists_over
53,Brandon Miller,Hornets,rebounds,5.5,-120,over,0.5543203586353891,0.08126995415773397,0.5454545454545454,1,0.02117420452788633,0.006060747497312598,Brandon Miller_rebounds_over
7,Jalen Wilson,Nets,assists,1.5,-120,under,0.7357588823428847,1.7444564214764435,0.5454545454545454,2,0.014790318277862764,0.0033668998735776057,Jalen Wilson_assists_under
9,Giannis Antetokounmpo,Bucks,points,30.5,-110,over,0.7308841982625474,1.976621892506134,0.5238095238095238,2,0.014790318277862764,0.0033668998735776057,Giannis Antetokounmpo_points_over
20,Jarrett Allen,Cavaliers,points,11.5,-130,over,0.656904608707293,0.8110792308722066,0.5652173913043479,2,0.014790318277862764,0.0033668998735776057,Jarrett Allen_points_over
42,Evan Mobley,Cavaliers,assists,2.5,125,over,0.5988368526853677,1.7369145927103862,0.4444444444444444,2,0.014790318277862764,0.0033668998735776057,Evan Mobley_assists_over
43,Jalen Wilson,Nets,fg3m,1.5,100,over,0.593994150290162,0.93994150290162,0.5,2,0.014790318277862764,0.0033668998735776057,Jalen Wilson_fg3m_over
45,Myles Turner,Pacers,assists,1.5,-105,over,0.593994150290162,0.7985143242611055,0.5121951219512195,2,0.014790318277862764,0.0033668998735776057,Myles Turner_assists_over
46,Pascal Siakam,Pacers,points,18.5,-125,over,0.5928939882777587,0.3360458944998288,0.5555555555555556,2,0.014790318277862764,0.0033668998735776057,Pascal Siakam_points_over
48,Bennedict Mathurin,Pacers,rebounds,6.5,-140,under,0.5902448921532766,0.05924193274237144,0.5833333333333333,2,0.014790318277862764,0.0033668998735776057,Bennedict Mathurin_rebounds_under
51,Bennedict Mathurin,Pacers,assists,1.5,-130,over,0.5662510042543581,0.009143499173168035,0.5652173913043479,2,0.014790318277862764,0.0033668998735776057,Bennedict Mathurin_assists_over
2,Evan Mobley,Cavaliers,fg3m,0.5,-150,over,0.7768698398515702,1.4739153320964178,0.6000000000000001,3,0.016644077867113926,0.0033278288746379455,Evan Mobley_fg3m_over
3,Dorian Finney-Smith,Nets,points,8.5,-105,over,0.7680148668325437,2.4972879857462598,0.5121951219512195,3,0.016644077867113926,0.0033278288746379455,Dorian Finney-Smith_points_over
