,PROP_TAG,THRESH,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROB,HOUSE_PROB,EV
8,Malik Monk_points_under,17.5,1,0.1349638390700555,0.08312107163145258,0.7307770490122183,0.5454545454545454,1.698789615945335
48,Jonathan Kuminga_rebounds_under,4.5,1,0.1349638390700555,0.08312107163145258,0.5877809779497387,0.5454545454545454,0.38799229787260536
55,Domantas Sabonis_points_over,19.5,1,0.1349638390700555,0.08312107163145258,0.5757892828400304,0.5454545454545454,0.2780684260336126
62,Jaden McDaniels_rebounds_over,3.5,1,0.1349638390700555,0.08312107163145258,0.5456993290424529,0.5121951219512195,0.32706487874775414
13,Keegan Murray_points_under,13.5,2,0.14298034724952866,0.07861312770873495,0.6925978581162752,0.5555555555555556,1.2333807230464764
28,Anthony Edwards_fg3m_over,3.5,2,0.14298034724952866,0.07861312770873495,0.6350202403031798,0.5555555555555556,0.7151821627286186
53,Alperen Sengun_points_under,20.5,2,0.14298034724952866,0.07861312770873495,0.5824567256825706,0.5348837209302326,0.44470417485881164
60,Norman Powell_rebounds_under,2.5,2,0.14298034724952866,0.07861312770873495,0.5581410574804584,0.47619047619047616,0.8604811035448132
5,Alperen Sengun_fg3m_under,0.5,3,0.2384665992447391,0.11394408299630734,0.7686205265937357,0.6666666666666666,0.7646539494530176
6,Jonathan Kuminga_points_under,17.5,3,0.2384665992447391,0.11394408299630734,0.7488587520753689,0.5454545454545454,1.8645385606908822
10,Nickeil Alexander-Walker_points_over,7.5,3,0.2384665992447391,0.11394408299630734,0.7060102333072711,0.5454545454545454,1.471760471983319
51,DeMar DeRozan_assists_over,3.5,3,0.2384665992447391,0.11394408299630734,0.5868196851087634,0.574468085106383,0.10750466668738445
21,Julius Randle_rebounds_over,5.5,4,0.12342412832683071,0.08973203793989251,0.649792999951914,0.607843137254902,0.3450714512173563
34,James Harden_assists_under,8.5,4,0.12342412832683071,0.08973203793989251,0.6292268243772445,0.5918367346938775,0.3158817921525834
60,Norman Powell_rebounds_under,2.5,4,0.12342412832683071,0.08973203793989251,0.5581410574804584,0.47619047619047616,0.8604811035448132
64,Naz Reid_rebounds_over,4.5,4,0.12342412832683071,0.08973203793989251,0.5408462722876133,0.5238095238095238,0.16262350819994476
