,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
8,Malik Monk,Kings,points,17.5,-120,under,0.7307770490122183,1.698789615945335,0.5454545454545454,1,0.1349638390700555,0.08312107163145258,Malik Monk_points_under
48,Jonathan Kuminga,Warriors,rebounds,4.5,-120,under,0.5877809779497387,0.38799229787260536,0.5454545454545454,1,0.1349638390700555,0.08312107163145258,Jonathan Kuminga_rebounds_under
55,Domantas Sabonis,Kings,points,19.5,-120,over,0.5757892828400304,0.2780684260336126,0.5454545454545454,1,0.1349638390700555,0.08312107163145258,Domantas Sabonis_points_over
62,Jaden McDaniels,Timberwolves,rebounds,3.5,-105,over,0.5456993290424529,0.32706487874775414,0.5121951219512195,1,0.1349638390700555,0.08312107163145258,Jaden McDaniels_rebounds_over
13,Keegan Murray,Kings,points,13.5,-125,under,0.6925978581162752,1.2333807230464764,0.5555555555555556,2,0.14298034724952866,0.07861312770873495,Keegan Murray_points_under
28,Anthony Edwards,Timberwolves,fg3m,3.5,-125,over,0.6350202403031798,0.7151821627286186,0.5555555555555556,2,0.14298034724952866,0.07861312770873495,Anthony Edwards_fg3m_over
53,Alperen Sengun,Rockets,points,20.5,-115,under,0.5824567256825706,0.44470417485881164,0.5348837209302326,2,0.14298034724952866,0.07861312770873495,Alperen Sengun_points_under
60,Norman Powell,Clippers,rebounds,2.5,110,under,0.5581410574804584,0.8604811035448132,0.47619047619047616,2,0.14298034724952866,0.07861312770873495,Norman Powell_rebounds_under
5,Alperen Sengun,Rockets,fg3m,0.5,-200,under,0.7686205265937357,0.7646539494530176,0.6666666666666666,3,0.2384665992447391,0.11394408299630734,Alperen Sengun_fg3m_under
6,Jonathan Kuminga,Warriors,points,17.5,-120,under,0.7488587520753689,1.8645385606908822,0.5454545454545454,3,0.2384665992447391,0.11394408299630734,Jonathan Kuminga_points_under
10,Nickeil Alexander-Walker,Timberwolves,points,7.5,-120,over,0.7060102333072711,1.471760471983319,0.5454545454545454,3,0.2384665992447391,0.11394408299630734,Nickeil Alexander-Walker_points_over
51,DeMar DeRozan,Kings,assists,3.5,-135,over,0.5868196851087634,0.10750466668738445,0.574468085106383,3,0.2384665992447391,0.11394408299630734,DeMar DeRozan_assists_over
21,Julius Randle,Timberwolves,rebounds,5.5,-155,over,0.649792999951914,0.3450714512173563,0.607843137254902,4,0.12342412832683071,0.08973203793989251,Julius Randle_rebounds_over
34,James Harden,Clippers,assists,8.5,-145,under,0.6292268243772445,0.3158817921525834,0.5918367346938775,4,0.12342412832683071,0.08973203793989251,James Harden_assists_under
60,Norman Powell,Clippers,rebounds,2.5,110,under,0.5581410574804584,0.8604811035448132,0.47619047619047616,4,0.12342412832683071,0.08973203793989251,Norman Powell_rebounds_under
64,Naz Reid,Timberwolves,rebounds,4.5,-110,over,0.5408462722876133,0.16262350819994476,0.5238095238095238,4,0.12342412832683071,0.08973203793989251,Naz Reid_rebounds_over
19,Derrick Jones Jr.,Clippers,points,8.5,-125,over,0.6671803212492808,1.0046228912435275,0.5555555555555556,5,0.1721235044377971,0.1182831409207674,Derrick Jones Jr._points_over
21,Julius Randle,Timberwolves,rebounds,5.5,-155,over,0.649792999951914,0.3450714512173563,0.607843137254902,5,0.1721235044377971,0.1182831409207674,Julius Randle_rebounds_over
25,Rudy Gobert,Timberwolves,assists,1.5,-145,over,0.635047895218507,0.36505980443221464,0.5918367346938775,5,0.1721235044377971,0.1182831409207674,Rudy Gobert_assists_over
39,Jalen Green,Rockets,rebounds,5.5,-145,under,0.6251949223773241,0.28181917180842775,0.5918367346938775,5,0.1721235044377971,0.1182831409207674,Jalen Green_rebounds_under
21,Julius Randle,Timberwolves,rebounds,5.5,-155,over,0.649792999951914,0.3450714512173563,0.607843137254902,6,0.15226683227253898,0.11316228619107219,Julius Randle_rebounds_over
28,Anthony Edwards,Timberwolves,fg3m,3.5,-125,over,0.6350202403031798,0.7151821627286186,0.5555555555555556,6,0.15226683227253898,0.11316228619107219,Anthony Edwards_fg3m_over
35,Anthony Edwards,Timberwolves,assists,4.5,-140,under,0.6288369351798733,0.39003087297034256,0.5833333333333333,6,0.15226683227253898,0.11316228619107219,Anthony Edwards_assists_under
51,DeMar DeRozan,Kings,assists,3.5,-135,over,0.5868196851087634,0.10750466668738445,0.574468085106383,6,0.15226683227253898,0.11316228619107219,DeMar DeRozan_assists_over
8,Malik Monk,Kings,points,17.5,-120,under,0.7307770490122183,1.698789615945335,0.5454545454545454,7,0.1332814584919375,0.08130081300813008,Malik Monk_points_under
27,Fred VanVleet,Rockets,rebounds,3.5,-125,over,0.6350202403031798,0.7151821627286186,0.5555555555555556,7,0.1332814584919375,0.08130081300813008,Fred VanVleet_rebounds_over
62,Jaden McDaniels,Timberwolves,rebounds,3.5,-105,over,0.5456993290424529,0.32706487874775414,0.5121951219512195,7,0.1332814584919375,0.08130081300813008,Jaden McDaniels_rebounds_over
69,Ivica Zubac,Clippers,rebounds,11.5,-110,over,0.5263126996459793,0.023893951166165994,0.5238095238095238,7,0.1332814584919375,0.08130081300813008,Ivica Zubac_rebounds_over
16,Derrick Jones Jr.,Clippers,fg3m,0.5,-210,over,0.6858531530162857,0.062249462739251804,0.6774193548387096,8,0.11892639259403924,0.10097036454235511,Derrick Jones Jr._fg3m_over
49,Domantas Sabonis,Kings,assists,5.5,-125,over,0.587516199061116,0.28764579155004366,0.5555555555555556,8,0.11892639259403924,0.10097036454235511,Domantas Sabonis_assists_over
62,Jaden McDaniels,Timberwolves,rebounds,3.5,-105,over,0.5456993290424529,0.32706487874775414,0.5121951219512195,8,0.11892639259403924,0.10097036454235511,Jaden McDaniels_rebounds_over
64,Naz Reid,Timberwolves,rebounds,4.5,-110,over,0.5408462722876133,0.16262350819994476,0.5238095238095238,8,0.11892639259403924,0.10097036454235511,Naz Reid_rebounds_over
0,Jabari Smith Jr.,Rockets,assists,1.5,-250,under,0.9097959895689501,1.3685719269826504,0.7142857142857143,9,0.19821110792057983,0.1064653503677894,Jabari Smith Jr._assists_under
7,Malik Monk,Kings,assists,5.5,-140,under,0.7427678559906837,1.3665816227772898,0.5833333333333333,9,0.19821110792057983,0.1064653503677894,Malik Monk_assists_under
63,Malik Monk,Kings,rebounds,3.5,105,under,0.5423217586900124,0.5587980265726267,0.48780487804878053,9,0.19821110792057983,0.1064653503677894,Malik Monk_rebounds_under
64,Naz Reid,Timberwolves,rebounds,4.5,-110,over,0.5408462722876133,0.16262350819994476,0.5238095238095238,9,0.19821110792057983,0.1064653503677894,Naz Reid_rebounds_over
54,De'Aaron Fox,Kings,points,24.5,-125,over,0.5787706915833346,0.20893622425001146,0.5555555555555556,10,0.10318192908040738,0.08466035073573877,De'Aaron Fox_points_over
55,Domantas Sabonis,Kings,points,19.5,-120,over,0.5757892828400304,0.2780684260336126,0.5454545454545454,10,0.10318192908040738,0.08466035073573877,Domantas Sabonis_points_over
58,Stephen Curry,Warriors,fg3m,4.5,-120,under,0.5673879596169662,0.2010562964888578,0.5454545454545454,10,0.10318192908040738,0.08466035073573877,Stephen Curry_fg3m_under
62,Jaden McDaniels,Timberwolves,rebounds,3.5,-105,over,0.5456993290424529,0.32706487874775414,0.5121951219512195,10,0.10318192908040738,0.08466035073573877,Jaden McDaniels_rebounds_over
8,Malik Monk,Kings,points,17.5,-120,under,0.7307770490122183,1.698789615945335,0.5454545454545454,11,0.1716495276785047,0.09725158562367867,Malik Monk_points_under
26,Norman Powell,Clippers,assists,1.5,-150,over,0.635047895218507,0.2920657934875579,0.6000000000000001,11,0.1716495276785047,0.09725158562367867,Norman Powell_assists_over
28,Anthony Edwards,Timberwolves,fg3m,3.5,-125,over,0.6350202403031798,0.7151821627286186,0.5555555555555556,11,0.1716495276785047,0.09725158562367867,Anthony Edwards_fg3m_over
53,Alperen Sengun,Rockets,points,20.5,-115,under,0.5824567256825706,0.44470417485881164,0.5348837209302326,11,0.1716495276785047,0.09725158562367867,Alperen Sengun_points_under
17,Jalen Green,Rockets,fg3m,2.5,-125,under,0.6766764161830634,1.0900877456475706,0.5555555555555556,12,0.16876651878558754,0.09807991696938248,Jalen Green_fg3m_under
26,Norman Powell,Clippers,assists,1.5,-150,over,0.635047895218507,0.2920657934875579,0.6000000000000001,12,0.16876651878558754,0.09807991696938248,Norman Powell_assists_over
33,Julius Randle,Timberwolves,points,18.5,-135,over,0.6317962477715187,0.49896734171506973,0.574468085106383,12,0.16876651878558754,0.09807991696938248,Julius Randle_points_over
40,Stephen Curry,Warriors,rebounds,4.5,-105,over,0.621615347212799,1.0681498180297042,0.5121951219512195,12,0.16876651878558754,0.09807991696938248,Stephen Curry_rebounds_over
16,Derrick Jones Jr.,Clippers,fg3m,0.5,-210,over,0.6858531530162857,0.062249462739251804,0.6774193548387096,13,0.1348219897019708,0.1140436624307592,Derrick Jones Jr._fg3m_over
47,Dillon Brooks,Rockets,points,13.5,-125,under,0.5903978987191139,0.3135810884720245,0.5555555555555556,13,0.1348219897019708,0.1140436624307592,Dillon Brooks_points_under
52,DeMar DeRozan,Kings,rebounds,3.5,-125,over,0.5868196851087634,0.2813771659788702,0.5555555555555556,13,0.1348219897019708,0.1140436624307592,DeMar DeRozan_rebounds_over
58,Stephen Curry,Warriors,fg3m,4.5,-120,under,0.5673879596169662,0.2010562964888578,0.5454545454545454,13,0.1348219897019708,0.1140436624307592,Stephen Curry_fg3m_under
30,Kevin Huerter,Kings,assists,2.5,-170,under,0.6340242487015324,0.034898445570993086,0.6296296296296295,14,0.11267087618401413,0.08833187845533524,Kevin Huerter_assists_under
49,Domantas Sabonis,Kings,assists,5.5,-125,over,0.587516199061116,0.28764579155004366,0.5555555555555556,14,0.11267087618401413,0.08833187845533524,Domantas Sabonis_assists_over
59,Derrick Jones Jr.,Clippers,rebounds,3.5,-125,under,0.5652732954130741,0.08745965871766703,0.5555555555555556,14,0.11267087618401413,0.08833187845533524,Derrick Jones Jr._rebounds_under
66,Donte DiVincenzo,Timberwolves,assists,3.5,120,over,0.5350908060207514,0.8859988662282663,0.45454545454545453,14,0.11267087618401413,0.08833187845533524,Donte DiVincenzo_assists_over
