,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
4,Brandon Clarke,Grizzlies,rebounds,6.5,-130,under,0.8822645374738824,2.804647831499729,0.5652173913043479,1,0.34891630311513916,0.04788532707735271,Brandon Clarke_rebounds_under
10,Scottie Barnes,Raptors,fg3m,1.5,105,under,0.8556951983876534,3.7708757834734463,0.48780487804878053,1,0.34891630311513916,0.04788532707735271,Scottie Barnes_fg3m_under
20,Davion Mitchell,Raptors,points,5.5,-115,over,0.8147947990945447,2.6165600784924825,0.5348837209302326,1,0.34891630311513916,0.04788532707735271,Davion Mitchell_points_over
38,Anthony Black,Magic,points,6.5,-130,over,0.7543235488325764,1.6728621627497138,0.5652173913043479,1,0.34891630311513916,0.04788532707735271,Anthony Black_points_over
39,Brandon Boston Jr.,Pelicans,assists,2.5,-135,over,0.7519646590318687,1.5448775878699679,0.574468085106383,1,0.34891630311513916,0.04788532707735271,Brandon Boston Jr._assists_over
1,Jake LaRavia,Grizzlies,assists,1.5,-170,over,0.9220230005335159,2.3219473571779217,0.6296296296296295,2,0.40091708031407775,0.043416454836382984,Jake LaRavia_assists_over
14,Luke Kennard,Grizzlies,assists,2.5,110,over,0.8443187977585793,3.865347376465083,0.47619047619047616,2,0.40091708031407775,0.043416454836382984,Luke Kennard_assists_over
17,Ochai Agbaji,Raptors,points,9.5,-105,over,0.8385466923815772,3.185812949439206,0.5121951219512195,2,0.40091708031407775,0.043416454836382984,Ochai Agbaji_points_over
25,Jay Huff,Grizzlies,rebounds,3.5,-155,under,0.8060890207887278,1.630732267778244,0.607843137254902,2,0.40091708031407775,0.043416454836382984,Jay Huff_rebounds_under
35,Scotty Pippen Jr.,Grizzlies,rebounds,2.5,115,over,0.7618966944464556,3.1903894652993974,0.46511627906976744,2,0.40091708031407775,0.043416454836382984,Scotty Pippen Jr._rebounds_over
3,Marcus Smart,Grizzlies,points,8.5,-130,over,0.8874076687211006,2.8501447617635813,0.5652173913043479,3,0.3953359031180479,0.05383022774327123,Marcus Smart_points_over
13,Scotty Pippen Jr.,Grizzlies,assists,3.5,100,over,0.8487961172233521,3.4879611722335215,0.5,3,0.3953359031180479,0.05383022774327123,Scotty Pippen Jr._assists_over
21,Ty Jerome,Cavaliers,points,8.5,-110,over,0.8119587445543959,2.750515288928325,0.5238095238095238,3,0.3953359031180479,0.05383022774327123,Ty Jerome_points_over
24,Ziaire Williams,Nets,fg3m,1.5,-200,under,0.8087921354109989,1.0659410155824918,0.6666666666666666,3,0.3953359031180479,0.05383022774327123,Ziaire Williams_fg3m_under
26,Dejounte Murray,Pelicans,assists,6.5,-120,over,0.7992245443304374,2.3262249896956773,0.5454545454545454,3,0.3953359031180479,0.05383022774327123,Dejounte Murray_assists_over
8,Davion Mitchell,Raptors,assists,3.5,-115,over,0.865770751807885,3.093074419073707,0.5348837209302326,4,0.41925695668151036,0.045946136990174614,Davion Mitchell_assists_over
14,Luke Kennard,Grizzlies,assists,2.5,110,over,0.8443187977585793,3.865347376465083,0.47619047619047616,4,0.41925695668151036,0.045946136990174614,Luke Kennard_assists_over
15,Jakob Poeltl,Raptors,points,13.5,-135,over,0.8433125112967329,2.3399422279530455,0.574468085106383,4,0.41925695668151036,0.045946136990174614,Jakob Poeltl_points_over
16,Miles McBride,Knicks,points,8.5,-130,over,0.8405552852284145,2.4356813693282815,0.5652173913043479,4,0.41925695668151036,0.045946136990174614,Miles McBride_points_over
23,CJ McCollum,Pelicans,points,19.5,-125,over,0.8091258612637648,2.282132751373884,0.5555555555555556,4,0.41925695668151036,0.045946136990174614,CJ McCollum_points_over
11,Jaime Jaquez Jr.,Heat,assists,1.5,-175,over,0.8531576121745652,1.7033812385144405,0.6363636363636364,5,0.32554326393594063,0.06510472002291186,Jaime Jaquez Jr._assists_over
15,Jakob Poeltl,Raptors,points,13.5,-135,over,0.8433125112967329,2.3399422279530455,0.574468085106383,5,0.32554326393594063,0.06510472002291186,Jakob Poeltl_points_over
30,Davion Mitchell,Raptors,rebounds,1.5,-145,over,0.7800321450617409,1.5899267427629835,0.5918367346938775,5,0.32554326393594063,0.06510472002291186,Davion Mitchell_rebounds_over
32,Yves Missi,Pelicans,points,8.5,-110,under,0.7714023712910426,2.3633862714144978,0.5238095238095238,5,0.32554326393594063,0.06510472002291186,Yves Missi_points_under
39,Brandon Boston Jr.,Pelicans,assists,2.5,-135,over,0.7519646590318687,1.5448775878699679,0.574468085106383,5,0.32554326393594063,0.06510472002291186,Brandon Boston Jr._assists_over
5,Jake LaRavia,Grizzlies,points,5.5,-110,over,0.8759694029387024,3.3615261189603416,0.5238095238095238,6,0.36186486211130275,0.06013221980406197,Jake LaRavia_points_over
12,Chris Boucher,Raptors,points,7.5,-110,over,0.8524509017987514,3.1370313353517183,0.5238095238095238,6,0.36186486211130275,0.06013221980406197,Chris Boucher_points_over
22,Ty Jerome,Cavaliers,fg3m,0.5,-225,over,0.8111243971624381,0.8581206461731642,0.6923076923076923,6,0.36186486211130275,0.06013221980406197,Ty Jerome_fg3m_over
30,Davion Mitchell,Raptors,rebounds,1.5,-145,over,0.7800321450617409,1.5899267427629835,0.5918367346938775,6,0.36186486211130275,0.06013221980406197,Davion Mitchell_rebounds_over
34,Jonathan Isaac,Magic,assists,0.5,-115,under,0.7659283383646487,2.1597649021043246,0.5348837209302326,6,0.36186486211130275,0.06013221980406197,Jonathan Isaac_assists_under
12,Chris Boucher,Raptors,points,7.5,-110,over,0.8524509017987514,3.1370313353517183,0.5238095238095238,7,0.3466631884743898,0.04436914480953732,Chris Boucher_points_over
16,Miles McBride,Knicks,points,8.5,-130,over,0.8405552852284145,2.4356813693282815,0.5652173913043479,7,0.3466631884743898,0.04436914480953732,Miles McBride_points_over
18,Luke Kennard,Grizzlies,points,6.5,-115,over,0.8219189267092355,2.683155184455897,0.5348837209302326,7,0.3466631884743898,0.04436914480953732,Luke Kennard_points_over
31,Tyrese Haliburton,Pacers,points,18.5,-115,under,0.779881098973711,2.290192881710777,0.5348837209302326,7,0.3466631884743898,0.04436914480953732,Tyrese Haliburton_points_under
37,Franz Wagner,Magic,points,26.5,-110,under,0.7547701099736158,2.2046237770208785,0.5238095238095238,7,0.3466631884743898,0.04436914480953732,Franz Wagner_points_under
2,Jake LaRavia,Grizzlies,rebounds,2.5,-170,over,0.9007588056823537,2.1530846333598683,0.6296296296296295,8,0.39120970119250836,0.04342432632444897,Jake LaRavia_rebounds_over
4,Brandon Clarke,Grizzlies,rebounds,6.5,-130,under,0.8822645374738824,2.804647831499729,0.5652173913043479,8,0.39120970119250836,0.04342432632444897,Brandon Clarke_rebounds_under
17,Ochai Agbaji,Raptors,points,9.5,-105,over,0.8385466923815772,3.185812949439206,0.5121951219512195,8,0.39120970119250836,0.04342432632444897,Ochai Agbaji_points_over
33,Jaylen Wells,Grizzlies,points,10.5,-105,over,0.7705111659176054,2.521656619671862,0.5121951219512195,8,0.39120970119250836,0.04342432632444897,Jaylen Wells_points_over
35,Scotty Pippen Jr.,Grizzlies,rebounds,2.5,115,over,0.7618966944464556,3.1903894652993974,0.46511627906976744,8,0.39120970119250836,0.04342432632444897,Scotty Pippen Jr._rebounds_over
6,Santi Aldama,Grizzlies,assists,1.5,-195,over,0.8743108767424542,1.6133771445903586,0.6610169491525424,9,0.3962250249400231,0.08877622451793557,Santi Aldama_assists_over
15,Jakob Poeltl,Raptors,points,13.5,-135,over,0.8433125112967329,2.3399422279530455,0.574468085106383,9,0.3962250249400231,0.08877622451793557,Jakob Poeltl_points_over
19,Brandon Boston Jr.,Pelicans,points,8.5,-125,over,0.8218962640287524,2.3970663762587714,0.5555555555555556,9,0.3962250249400231,0.08877622451793557,Brandon Boston Jr._points_over
22,Ty Jerome,Cavaliers,fg3m,0.5,-225,over,0.8111243971624381,0.8581206461731642,0.6923076923076923,9,0.3962250249400231,0.08877622451793557,Ty Jerome_fg3m_over
25,Jay Huff,Grizzlies,rebounds,3.5,-155,under,0.8060890207887278,1.630732267778244,0.607843137254902,9,0.3962250249400231,0.08877622451793557,Jay Huff_rebounds_under
0,Scotty Pippen Jr.,Grizzlies,points,5.5,-130,over,0.9897229125137452,3.755241149160054,0.5652173913043479,10,0.4219666155728078,0.044919175530316706,Scotty Pippen Jr._points_over
13,Scotty Pippen Jr.,Grizzlies,assists,3.5,100,over,0.8487961172233521,3.4879611722335215,0.5,10,0.4219666155728078,0.044919175530316706,Scotty Pippen Jr._assists_over
23,CJ McCollum,Pelicans,points,19.5,-125,over,0.8091258612637648,2.282132751373884,0.5555555555555556,10,0.4219666155728078,0.044919175530316706,CJ McCollum_points_over
28,Santi Aldama,Grizzlies,points,9.5,-115,over,0.7960064861188698,2.4409301963285657,0.5348837209302326,10,0.4219666155728078,0.044919175530316706,Santi Aldama_points_over
31,Tyrese Haliburton,Pacers,points,18.5,-115,under,0.779881098973711,2.290192881710777,0.5348837209302326,10,0.4219666155728078,0.044919175530316706,Tyrese Haliburton_points_under
