,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
6,Brandon Boston Jr.,Pelicans,points,8.5,-125,over,0.8502563661786191,2.6523072956075717,0.5555555555555556,1,0.27896996068910207,0.04001283928469357,Brandon Boston Jr._points_over
15,Scotty Pippen Jr.,Grizzlies,rebounds,2.5,115,over,0.7849254999482836,3.4379491244440494,0.46511627906976744,1,0.27896996068910207,0.04001283928469357,Scotty Pippen Jr._rebounds_over
17,Jonathan Isaac,Magic,assists,0.5,-115,under,0.77863942482275,2.2785859276909233,0.5348837209302326,1,0.27896996068910207,0.04001283928469357,Jonathan Isaac_assists_under
24,Ochai Agbaji,Raptors,points,9.5,-105,over,0.7540482683662446,2.360947381670483,0.5121951219512195,1,0.27896996068910207,0.04001283928469357,Ochai Agbaji_points_over
39,Darius Garland,Cavaliers,points,18.5,-130,over,0.711940294855601,1.2979333775687776,0.5652173913043479,1,0.27896996068910207,0.04001283928469357,Darius Garland_points_over
11,Brandon Boston Jr.,Pelicans,assists,2.5,-135,over,0.7993618810381609,1.9574089645913997,0.574468085106383,2,0.23819395466565776,0.06245898224449161,Brandon Boston Jr._assists_over
18,Chris Boucher,Raptors,points,7.5,-110,over,0.7683644024733444,2.334387478154651,0.5238095238095238,2,0.23819395466565776,0.06245898224449161,Chris Boucher_points_over
27,OG Anunoby,Knicks,points,16.5,-125,over,0.7469506931745905,1.7225562385713147,0.5555555555555556,2,0.23819395466565776,0.06245898224449161,OG Anunoby_points_over
30,Desmond Bane,Grizzlies,fg3m,2.5,-195,under,0.729263631278309,0.5162249032590034,0.6610169491525424,2,0.23819395466565776,0.06245898224449161,Desmond Bane_fg3m_under
39,Darius Garland,Cavaliers,points,18.5,-130,over,0.711940294855601,1.2979333775687776,0.5652173913043479,2,0.23819395466565776,0.06245898224449161,Darius Garland_points_over
3,Jake LaRavia,Grizzlies,points,5.5,-110,over,0.8911663032605573,3.5065874402144117,0.5238095238095238,3,0.2755030785284165,0.04154503825242452,Jake LaRavia_points_over
13,Jaylen Wells,Grizzlies,points,10.5,-105,over,0.7853888081632525,2.6668907463555604,0.5121951219512195,3,0.2755030785284165,0.04154503825242452,Jaylen Wells_points_over
24,Ochai Agbaji,Raptors,points,9.5,-105,over,0.7540482683662446,2.360947381670483,0.5121951219512195,3,0.2755030785284165,0.04154503825242452,Ochai Agbaji_points_over
32,Miles McBride,Knicks,points,8.5,-130,over,0.728115931779149,1.4410255503540104,0.5652173913043479,3,0.2755030785284165,0.04154503825242452,Miles McBride_points_over
36,Davion Mitchell,Raptors,assists,3.5,-115,over,0.7169408235877867,1.7018381335380055,0.5348837209302326,3,0.2755030785284165,0.04154503825242452,Davion Mitchell_assists_over
25,Jakob Poeltl,Raptors,points,13.5,-135,over,0.7534051457527825,1.5574151574779216,0.574468085106383,4,0.20362440951876956,0.06477378386499194,Jakob Poeltl_points_over
29,Scotty Pippen Jr.,Grizzlies,assists,3.5,100,over,0.7321396945350407,2.321396945350407,0.5,4,0.20362440951876956,0.06477378386499194,Scotty Pippen Jr._assists_over
32,Miles McBride,Knicks,points,8.5,-130,over,0.728115931779149,1.4410255503540104,0.5652173913043479,4,0.20362440951876956,0.06477378386499194,Miles McBride_points_over
38,Ziaire Williams,Nets,assists,1.5,-240,under,0.7121364153255931,0.04429960855628501,0.7058823529411764,4,0.20362440951876956,0.06477378386499194,Ziaire Williams_assists_under
39,Darius Garland,Cavaliers,points,18.5,-130,over,0.711940294855601,1.2979333775687776,0.5652173913043479,4,0.20362440951876956,0.06477378386499194,Darius Garland_points_over
2,Ty Jerome,Cavaliers,points,8.5,-110,over,0.8990777216188255,3.5821055245433344,0.5238095238095238,5,0.2687090314269828,0.05900232433398893,Ty Jerome_points_over
25,Jakob Poeltl,Raptors,points,13.5,-135,over,0.7534051457527825,1.5574151574779216,0.574468085106383,5,0.2687090314269828,0.05900232433398893,Jakob Poeltl_points_over
27,OG Anunoby,Knicks,points,16.5,-125,over,0.7469506931745905,1.7225562385713147,0.5555555555555556,5,0.2687090314269828,0.05900232433398893,OG Anunoby_points_over
29,Scotty Pippen Jr.,Grizzlies,assists,3.5,100,over,0.7321396945350407,2.321396945350407,0.5,5,0.2687090314269828,0.05900232433398893,Scotty Pippen Jr._assists_over
34,Isaac Okoro,Cavaliers,fg3m,0.5,-240,over,0.7253883171632585,0.13816724657308121,0.7058823529411764,5,0.2687090314269828,0.05900232433398893,Isaac Okoro_fg3m_over
2,Ty Jerome,Cavaliers,points,8.5,-110,over,0.8990777216188255,3.5821055245433344,0.5238095238095238,6,0.3589918676561989,0.046885353399870246,Ty Jerome_points_over
3,Jake LaRavia,Grizzlies,points,5.5,-110,over,0.8911663032605573,3.5065874402144117,0.5238095238095238,6,0.3589918676561989,0.046885353399870246,Jake LaRavia_points_over
17,Jonathan Isaac,Magic,assists,0.5,-115,under,0.77863942482275,2.2785859276909233,0.5348837209302326,6,0.3589918676561989,0.046885353399870246,Jonathan Isaac_assists_under
21,Anthony Black,Magic,points,6.5,-130,over,0.7588504725071914,1.7129080260251546,0.5652173913043479,6,0.3589918676561989,0.046885353399870246,Anthony Black_points_over
22,Cameron Payne,Knicks,points,6.5,-130,over,0.7582912053723843,1.707960662909553,0.5652173913043479,6,0.3589918676561989,0.046885353399870246,Cameron Payne_points_over
1,Jake LaRavia,Grizzlies,assists,1.5,-170,over,0.9082866582249758,2.2128646388453967,0.6296296296296295,7,0.29850489554585985,0.07397304958841651,Jake LaRavia_assists_over
8,Jeremiah Robinson-Earl,Pelicans,points,6.5,-110,over,0.8250245026449379,2.875233888883498,0.5238095238095238,7,0.29850489554585985,0.07397304958841651,Jeremiah Robinson-Earl_points_over
20,Jeremiah Robinson-Earl,Pelicans,assists,0.5,-250,over,0.7611653204397995,0.32815724307859573,0.7142857142857143,7,0.29850489554585985,0.07397304958841651,Jeremiah Robinson-Earl_assists_over
31,Jarrett Allen,Cavaliers,points,11.5,-130,over,0.728239096704028,1.4421150862279395,0.5652173913043479,7,0.29850489554585985,0.07397304958841651,Jarrett Allen_points_over
35,Jay Huff,Grizzlies,points,7.5,-125,over,0.7186355410849425,1.4677198697644829,0.5555555555555556,7,0.29850489554585985,0.07397304958841651,Jay Huff_points_over
10,Jeremiah Robinson-Earl,Pelicans,rebounds,4.5,-105,over,0.8139125966252864,2.9453372527706523,0.5121951219512195,8,0.23441917281661503,0.07504527774047953,Jeremiah Robinson-Earl_rebounds_over
23,Marcus Smart,Grizzlies,points,8.5,-130,over,0.7576202162727649,1.7020249901052273,0.5652173913043479,8,0.23441917281661503,0.07504527774047953,Marcus Smart_points_over
30,Desmond Bane,Grizzlies,fg3m,2.5,-195,under,0.729263631278309,0.5162249032590034,0.6610169491525424,8,0.23441917281661503,0.07504527774047953,Desmond Bane_fg3m_under
34,Isaac Okoro,Cavaliers,fg3m,0.5,-240,over,0.7253883171632585,0.13816724657308121,0.7058823529411764,8,0.23441917281661503,0.07504527774047953,Isaac Okoro_fg3m_over
35,Jay Huff,Grizzlies,points,7.5,-125,over,0.7186355410849425,1.4677198697644829,0.5555555555555556,8,0.23441917281661503,0.07504527774047953,Jay Huff_points_over
3,Jake LaRavia,Grizzlies,points,5.5,-110,over,0.8911663032605573,3.5065874402144117,0.5238095238095238,9,0.34861593910476035,0.07553953769734768,Jake LaRavia_points_over
5,Ziaire Williams,Nets,fg3m,1.5,-200,under,0.8570991163890191,1.4282433729176436,0.6666666666666666,9,0.34861593910476035,0.07553953769734768,Ziaire Williams_fg3m_under
12,Jake LaRavia,Grizzlies,rebounds,2.5,-170,over,0.7983558128206428,1.3398843959286348,0.6296296296296295,9,0.34861593910476035,0.07553953769734768,Jake LaRavia_rebounds_over
14,Jay Huff,Grizzlies,rebounds,3.5,-155,under,0.7851640563942853,1.458607560662669,0.607843137254902,9,0.34861593910476035,0.07553953769734768,Jay Huff_rebounds_under
32,Miles McBride,Knicks,points,8.5,-130,over,0.728115931779149,1.4410255503540104,0.5652173913043479,9,0.34861593910476035,0.07553953769734768,Miles McBride_points_over
4,Ty Jerome,Cavaliers,fg3m,0.5,-225,over,0.866722086318646,1.2596595123013323,0.6923076923076923,10,0.269878072567631,0.05955757231990926,Ty Jerome_fg3m_over
13,Jaylen Wells,Grizzlies,points,10.5,-105,over,0.7853888081632525,2.6668907463555604,0.5121951219512195,10,0.269878072567631,0.05955757231990926,Jaylen Wells_points_over
21,Anthony Black,Magic,points,6.5,-130,over,0.7588504725071914,1.7129080260251546,0.5652173913043479,10,0.269878072567631,0.05955757231990926,Anthony Black_points_over
33,Caris LeVert,Cavaliers,points,9.5,-115,over,0.7270062207970069,1.7959277161459342,0.5348837209302326,10,0.269878072567631,0.05955757231990926,Caris LeVert_points_over
35,Jay Huff,Grizzlies,points,7.5,-125,over,0.7186355410849425,1.4677198697644829,0.5555555555555556,10,0.269878072567631,0.05955757231990926,Jay Huff_points_over
