,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PARLAY_EV,TO_WIN
32,Obi Toppin,Pacers,points,7.5,-130,over,0.8618999066487378,2.6244991742003725,0.5652173913043479,9,0.31694706391652605,0.08563899868247694,2.700966484809897,10.676923076923078
33,Payton Pritchard,Celtics,points,9.5,-120,over,0.8368140518122709,2.6707954749458174,0.5454545454545454,9,0.31694706391652605,0.08563899868247694,2.700966484809897,10.676923076923078
34,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,9,0.31694706391652605,0.08563899868247694,2.700966484809897,10.676923076923078
35,Jayson Tatum,Celtics,fgm,9.5,100,under,0.6555694814779521,1.555694814779521,0.5,9,0.31694706391652605,0.08563899868247694,2.700966484809897,10.676923076923078
97,T.J. McConnell,Pacers,points,9.5,-135,over,0.8119961703007408,2.0673740748397806,0.574468085106383,28,0.37301037885550825,0.11965239903581915,2.1174500625252315,7.357542415013679
96,Obi Toppin,Pacers,points,7.5,-130,over,0.8618999066487378,2.6244991742003725,0.5652173913043479,28,0.37301037885550825,0.11965239903581915,2.1174500625252315,7.357542415013679
98,Jayson Tatum,Celtics,rebounds,10.5,-145,under,0.7829049644415078,1.6141971133851523,0.5918367346938775,28,0.37301037885550825,0.11965239903581915,2.1174500625252315,7.357542415013679
99,Derrick White,Celtics,rebounds,3.5,-165,over,0.6807710116020809,0.4667975174106489,0.6226415094339623,28,0.37301037885550825,0.11965239903581915,2.1174500625252315,7.357542415013679
147,Jrue Holiday,Celtics,fgm,4.5,-105,under,0.5976109055357126,0.8338207445152896,0.5121951219512195,41,0.2303904295087005,0.07571250878805906,2.042963880032415,12.207857142857142
146,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,41,0.2303904295087005,0.07571250878805906,2.042963880032415,12.207857142857142
145,T.J. McConnell,Pacers,fgm,4.5,105,over,0.6872816501433185,2.044636913969015,0.48780487804878053,41,0.2303904295087005,0.07571250878805906,2.042963880032415,12.207857142857142
144,Payton Pritchard,Celtics,points,9.5,-120,over,0.8368140518122709,2.6707954749458174,0.5454545454545454,41,0.2303904295087005,0.07571250878805906,2.042963880032415,12.207857142857142
30,T.J. McConnell,Pacers,assists,4.5,-125,over,0.6872816501433185,1.185534851289867,0.5555555555555556,8,0.31032572473954306,0.10302767141672917,2.0120619098953423,8.706130268199233
31,Myles Turner,Pacers,fg3m,1.5,-145,over,0.664507801973037,0.6139452235653133,0.5918367346938775,8,0.31032572473954306,0.10302767141672917,2.0120619098953423,8.706130268199233
28,Payton Pritchard,Celtics,points,9.5,-120,over,0.8368140518122709,2.6707954749458174,0.5454545454545454,8,0.31032572473954306,0.10302767141672917,2.0120619098953423,8.706130268199233
29,T.J. McConnell,Pacers,points,9.5,-135,over,0.8119961703007408,2.0673740748397806,0.574468085106383,8,0.31032572473954306,0.10302767141672917,2.0120619098953423,8.706130268199233
20,Payton Pritchard,Celtics,assists,2.5,-140,over,0.8415674019597683,2.213434873940872,0.5833333333333333,6,0.26686039495494096,0.0940605239385727,1.8371136347190369,9.631452581032415
21,Obi Toppin,Pacers,fgm,2.5,-170,over,0.8100518232671807,1.4327644788864355,0.6296296296296295,6,0.26686039495494096,0.0940605239385727,1.8371136347190369,9.631452581032415
22,Al Horford,Celtics,assists,2.5,100,under,0.6550340885996073,1.5503408859960732,0.5,6,0.26686039495494096,0.0940605239385727,1.8371136347190369,9.631452581032415
23,Jrue Holiday,Celtics,fgm,4.5,-105,under,0.5976109055357126,0.8338207445152896,0.5121951219512195,6,0.26686039495494096,0.0940605239385727,1.8371136347190369,9.631452581032415
55,Payton Pritchard,Celtics,assists,2.5,-140,over,0.8415674019597683,2.213434873940872,0.5833333333333333,15,0.3002920403247104,0.10876259798432251,1.7609862755208896,8.194337194337194
56,T.J. McConnell,Pacers,points,9.5,-135,over,0.8119961703007408,2.0673740748397806,0.574468085106383,15,0.3002920403247104,0.10876259798432251,1.7609862755208896,8.194337194337194
57,Pascal Siakam,Pacers,blocks,0.5,-185,under,0.6703200460356393,0.1632760302745191,0.6491228070175439,15,0.3002920403247104,0.10876259798432251,1.7609862755208896,8.194337194337194
58,Jayson Tatum,Celtics,fgm,9.5,100,under,0.6555694814779521,1.555694814779521,0.5,15,0.3002920403247104,0.10876259798432251,1.7609862755208896,8.194337194337194
48,T.J. McConnell,Pacers,assists,4.5,-125,over,0.6872816501433185,1.185534851289867,0.5555555555555556,13,0.2186381639377665,0.08173326414115206,1.6750205835433398,11.234920634920634
47,T.J. McConnell,Pacers,points,9.5,-135,over,0.8119961703007408,2.0673740748397806,0.574468085106383,13,0.2186381639377665,0.08173326414115206,1.6750205835433398,11.234920634920634
50,Jrue Holiday,Celtics,fgm,4.5,-105,under,0.5976109055357126,0.8338207445152896,0.5121951219512195,13,0.2186381639377665,0.08173326414115206,1.6750205835433398,11.234920634920634
49,Jayson Tatum,Celtics,fgm,9.5,100,under,0.6555694814779521,1.555694814779521,0.5,13,0.2186381639377665,0.08173326414115206,1.6750205835433398,11.234920634920634
1,Payton Pritchard,Celtics,points,9.5,-120,over,0.8368140518122709,2.6707954749458174,0.5454545454545454,0,0.274602522847923,0.10549343704423916,1.603029444692063,8.47926267281106
0,Payton Pritchard,Celtics,assists,2.5,-140,over,0.8415674019597683,2.213434873940872,0.5833333333333333,0,0.274602522847923,0.10549343704423916,1.603029444692063,8.47926267281106
2,Myles Turner,Pacers,points,15.5,-120,over,0.6285463439246328,0.7616748193091349,0.5454545454545454,0,0.274602522847923,0.10549343704423916,1.603029444692063,8.47926267281106
3,Isaiah Jackson,Pacers,rebounds,3.5,-155,under,0.6203679449590859,0.10302664401828654,0.607843137254902,0,0.274602522847923,0.10549343704423916,1.603029444692063,8.47926267281106
66,Obi Toppin,Pacers,points,7.5,-130,over,0.8618999066487378,2.6244991742003725,0.5652173913043479,18,0.27933412535365326,0.11459977145344727,1.4374754138765842,7.7260208926875595
67,Jayson Tatum,Celtics,steals,1.5,-240,under,0.7357588823428847,0.21162541659543344,0.7058823529411764,18,0.27933412535365326,0.11459977145344727,1.4374754138765842,7.7260208926875595
68,Jrue Holiday,Celtics,rebounds,5.5,-135,under,0.6719128086015262,0.8481300007910615,0.574468085106383,18,0.27933412535365326,0.11459977145344727,1.4374754138765842,7.7260208926875595
69,Jayson Tatum,Celtics,fgm,9.5,100,under,0.6555694814779521,1.555694814779521,0.5,18,0.27933412535365326,0.11459977145344727,1.4374754138765842,7.7260208926875595
46,Al Horford,Celtics,assists,2.5,100,under,0.6550340885996073,1.5503408859960732,0.5,12,0.37844514888940534,0.15700483091787443,1.4104044867725198,5.369230769230769
45,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,12,0.37844514888940534,0.15700483091787443,1.4104044867725198,5.369230769230769
44,Obi Toppin,Pacers,points,7.5,-130,over,0.8618999066487378,2.6244991742003725,0.5652173913043479,12,0.37844514888940534,0.15700483091787443,1.4104044867725198,5.369230769230769
140,Payton Pritchard,Celtics,points,9.5,-120,over,0.8368140518122709,2.6707954749458174,0.5454545454545454,40,0.23094702798225716,0.09656372335798172,1.3916541321225646,9.355855855855857
141,Pascal Siakam,Pacers,blocks,0.5,-185,under,0.6703200460356393,0.1632760302745191,0.6491228070175439,40,0.23094702798225716,0.09656372335798172,1.3916541321225646,9.355855855855857
143,Myles Turner,Pacers,points,15.5,-120,over,0.6285463439246328,0.7616748193091349,0.5454545454545454,40,0.23094702798225716,0.09656372335798172,1.3916541321225646,9.355855855855857
142,Al Horford,Celtics,assists,2.5,100,under,0.6550340885996073,1.5503408859960732,0.5,40,0.23094702798225716,0.09656372335798172,1.3916541321225646,9.355855855855857
64,T.J. McConnell,Pacers,fgm,4.5,105,over,0.6872816501433185,2.044636913969015,0.48780487804878053,17,0.21861105867807726,0.0915150763708073,1.3887982980235236,9.927161290322578
65,Isaiah Jackson,Pacers,rebounds,3.5,-155,under,0.6203679449590859,0.10302664401828654,0.607843137254902,17,0.21861105867807726,0.0915150763708073,1.3887982980235236,9.927161290322578
63,T.J. McConnell,Pacers,assists,4.5,-125,over,0.6872816501433185,1.185534851289867,0.5555555555555556,17,0.21861105867807726,0.0915150763708073,1.3887982980235236,9.927161290322578
