,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PARLAY_EV,TO_WIN
9,T.J. McConnell,Pacers,assists,4.5,-135,over,0.6872816501433185,0.981895843839995,0.574468085106383,1,0.16589883845950731,0.02905499901848958,4.70982082477219,34.41748524457479
4,Obi Toppin,Pacers,points,7.5,-135,over,0.8618999066487378,2.5017214097204965,0.574468085106383,1,0.16589883845950731,0.02905499901848958,4.70982082477219,34.41748524457479
5,Jayson Tatum,Celtics,points,29.5,-120,under,0.7691717428514041,2.050740976137872,0.5454545454545454,1,0.16589883845950731,0.02905499901848958,4.70982082477219,34.41748524457479
6,Jrue Holiday,Celtics,points,12.5,-120,under,0.7398962216034679,1.782382031365123,0.5454545454545454,1,0.16589883845950731,0.02905499901848958,4.70982082477219,34.41748524457479
7,Al Horford,Celtics,rebounds,7.5,-145,under,0.7160162577921948,1.0491028675547494,0.5918367346938775,1,0.16589883845950731,0.02905499901848958,4.70982082477219,34.41748524457479
8,T.J. McConnell,Pacers,fgm,4.5,100,over,0.6872816501433185,1.872816501433185,0.5,1,0.16589883845950731,0.02905499901848958,4.70982082477219,34.41748524457479
135,Obi Toppin,Pacers,points,7.5,-135,over,0.8618999066487378,2.5017214097204965,0.574468085106383,44,0.24603678839846593,0.08026429365213708,2.0653330042968006,12.458840095621705
139,T.J. McConnell,Pacers,fgm,4.5,100,over,0.6872816501433185,1.872816501433185,0.5,44,0.24603678839846593,0.08026429365213708,2.0653330042968006,12.458840095621705
136,Jayson Tatum,Celtics,rebounds,10.5,-145,under,0.7829049644415078,1.6141971133851527,0.5918367346938775,44,0.24603678839846593,0.08026429365213708,2.0653330042968006,12.458840095621705
138,Jrue Holiday,Celtics,steals,1.5,-195,under,0.7210475511959114,0.4540776308408674,0.6610169491525424,44,0.24603678839846593,0.08026429365213708,2.0653330042968006,12.458840095621705
137,Jayson Tatum,Celtics,steals,1.5,-250,under,0.7357588823428847,0.15031217640019268,0.7142857142857143,44,0.24603678839846593,0.08026429365213708,2.0653330042968006,12.458840095621705
42,Jayson Tatum,Celtics,rebounds,10.5,-145,under,0.7829049644415078,1.6141971133851527,0.5918367346938775,12,0.2988008833267386,0.08633559131898003,2.460923574644588,11.582708645677162
45,T.J. McConnell,Pacers,fgm,4.5,100,over,0.6872816501433185,1.872816501433185,0.5,12,0.2988008833267386,0.08633559131898003,2.460923574644588,11.582708645677162
