,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,team_fgm_mad,team_fgm_average,team_fga_mad,team_fga_average,team_fg3m_mad,team_fg3m_average,team_fg3a_mad,team_fg3a_average,team_points_mad,team_points_average,team_rebounds_mad,team_rebounds_average,team_assists_mad,team_assists_average,team_steals_mad,team_steals_average,team_blocks_mad,team_blocks_average,team_to_mad,oppteam_to_average
0,Payton Pritchard,Celtics,points,8.5,-115,over,0.8551789108307757,2.99406373167899,0.5348837209302326,5.930408874022408,42.8,7.41301109252801,87.16,2.965204437011204,15.16,5.930408874022408,40.52,16.30862440356162,115.12,7.41301109252801,44.12,5.930408874022408,26.2,2.965204437011204,6.92,2.965204437011204,5.72,1.482602218505602,11.0
2,Sam Hauser,Celtics,fg3m,1.5,130,over,0.655074445811221,2.53335612682904,0.4347826086956522,5.930408874022408,42.8,7.41301109252801,87.16,2.965204437011204,15.16,5.930408874022408,40.52,16.30862440356162,115.12,7.41301109252801,44.12,5.930408874022408,26.2,2.965204437011204,6.92,2.965204437011204,5.72,1.482602218505602,11.0
3,Payton Pritchard,Celtics,fgm,3.5,115,over,0.6996569339501318,2.5213120399639175,0.46511627906976744,5.930408874022408,42.8,7.41301109252801,87.16,2.965204437011204,15.16,5.930408874022408,40.52,16.30862440356162,115.12,7.41301109252801,44.12,5.930408874022408,26.2,2.965204437011204,6.92,2.965204437011204,5.72,1.482602218505602,11.0
4,Sam Hauser,Celtics,fgm,1.5,-120,over,0.8180724661108654,2.498997606016267,0.5454545454545454,5.930408874022408,42.8,7.41301109252801,87.16,2.965204437011204,15.16,5.930408874022408,40.52,16.30862440356162,115.12,7.41301109252801,44.12,5.930408874022408,26.2,2.965204437011204,6.92,2.965204437011204,5.72,1.482602218505602,11.0
5,Payton Pritchard,Celtics,assists,2.5,-120,over,0.8148577142617279,2.4695290473991736,0.5454545454545454,5.930408874022408,42.8,7.41301109252801,87.16,2.965204437011204,15.16,5.930408874022408,40.52,16.30862440356162,115.12,7.41301109252801,44.12,5.930408874022408,26.2,2.965204437011204,6.92,2.965204437011204,5.72,1.482602218505602,11.0
9,Sam Hauser,Celtics,rebounds,2.5,135,over,0.6031506959785362,2.087020677747801,0.425531914893617,5.930408874022408,42.8,7.41301109252801,87.16,2.965204437011204,15.16,5.930408874022408,40.52,16.30862440356162,115.12,7.41301109252801,44.12,5.930408874022408,26.2,2.965204437011204,6.92,2.965204437011204,5.72,1.482602218505602,11.0
16,Sam Hauser,Celtics,steals,0.5,170,over,0.47270757595695134,1.381552275418843,0.37037037037037035,5.930408874022408,42.8,7.41301109252801,87.16,2.965204437011204,15.16,5.930408874022408,40.52,16.30862440356162,115.12,7.41301109252801,44.12,5.930408874022408,26.2,2.965204437011204,6.92,2.965204437011204,5.72,1.482602218505602,11.0
28,Sam Hauser,Celtics,assists,0.5,-130,over,0.6737202053769606,0.9598325860269594,0.5652173913043479,5.930408874022408,42.8,7.41301109252801,87.16,2.965204437011204,15.16,5.930408874022408,40.52,16.30862440356162,115.12,7.41301109252801,44.12,5.930408874022408,26.2,2.965204437011204,6.92,2.965204437011204,5.72,1.482602218505602,11.0
