,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PARLAY_EV,TO_WIN
67,Al Horford,Celtics,rebounds,7.5,-145,under,0.7160162577921948,1.0491028675547494,0.5918367346938775,21,0.24237246789203903,0.07122601207356138,2.402864499022065,14.039814540890086
66,Jrue Holiday,Celtics,steals,1.5,-195,under,0.7210475511959114,0.4540776308408674,0.6610169491525424,21,0.24237246789203903,0.07122601207356138,2.402864499022065,14.039814540890086
65,Luke Kornet,Celtics,assists,0.5,-115,over,0.721962699546806,1.7487817566331865,0.5348837209302326,21,0.24237246789203903,0.07122601207356138,2.402864499022065,14.039814540890086
64,Luke Kornet,Celtics,points,3.5,-175,over,0.7770568098504246,1.1054463631104783,0.6363636363636364,21,0.24237246789203903,0.07122601207356138,2.402864499022065,14.039814540890086
63,Payton Pritchard,Celtics,points,9.5,-115,over,0.8368140518122709,2.822392223462532,0.5348837209302326,21,0.24237246789203903,0.07122601207356138,2.402864499022065,14.039814540890086
47,Payton Pritchard,Celtics,fgm,3.5,-120,over,0.746024827010655,1.8385609142643382,0.5454545454545454,16,0.2843644204778486,0.0983330998739319,1.891848429902224,10.16951566951567
46,Jayson Tatum,Celtics,points,29.5,-120,under,0.7691717428514041,2.050740976137872,0.5454545454545454,16,0.2843644204778486,0.0983330998739319,1.891848429902224,10.16951566951567
49,T.J. McConnell,Pacers,fgm,4.5,100,over,0.6872816501433185,1.872816501433185,0.5,16,0.2843644204778486,0.0983330998739319,1.891848429902224,10.16951566951567
48,Jrue Holiday,Celtics,steals,1.5,-195,under,0.7210475511959114,0.4540776308408674,0.6610169491525424,16,0.2843644204778486,0.0983330998739319,1.891848429902224,10.16951566951567
92,T.J. McConnell,Pacers,points,9.5,-140,over,0.8119961703007408,1.9599671740063505,0.5833333333333333,30,0.3202324451623655,0.09970107262176893,2.2119257771399874,10.029982363315698
95,T.J. McConnell,Pacers,assists,4.5,-135,over,0.6872816501433185,0.981895843839995,0.574468085106383,30,0.3202324451623655,0.09970107262176893,2.2119257771399874,10.029982363315698
94,Payton Pritchard,Celtics,fgm,3.5,-120,over,0.746024827010655,1.8385609142643382,0.5454545454545454,30,0.3202324451623655,0.09970107262176893,2.2119257771399874,10.029982363315698
93,Jayson Tatum,Celtics,points,29.5,-120,under,0.7691717428514041,2.050740976137872,0.5454545454545454,30,0.3202324451623655,0.09970107262176893,2.2119257771399874,10.029982363315698
127,T.J. McConnell,Pacers,points,9.5,-140,over,0.8119961703007408,1.9599671740063505,0.5833333333333333,41,0.39212044558779907,0.10271546635182996,2.8175404300329414,9.735632183908049
129,Payton Pritchard,Celtics,fgm,3.5,-120,over,0.746024827010655,1.8385609142643382,0.5454545454545454,41,0.39212044558779907,0.10271546635182996,2.8175404300329414,9.735632183908049
126,Payton Pritchard,Celtics,assists,2.5,-145,over,0.8415674019597683,2.109793568280802,0.5918367346938775,41,0.39212044558779907,0.10271546635182996,2.8175404300329414,9.735632183908049
128,Jayson Tatum,Celtics,points,29.5,-120,under,0.7691717428514041,2.050740976137872,0.5454545454545454,41,0.39212044558779907,0.10271546635182996,2.8175404300329414,9.735632183908049
171,Jrue Holiday,Celtics,points,12.5,-120,under,0.7398962216034679,1.782382031365123,0.5454545454545454,55,0.27011943473682487,0.10419812745394141,1.5923636185902237,9.597101449275362
173,Luke Kornet,Celtics,assists,0.5,-115,over,0.721962699546806,1.7487817566331865,0.5348837209302326,55,0.27011943473682487,0.10419812745394141,1.5923636185902237,9.597101449275362
172,Jayson Tatum,Celtics,steals,1.5,-250,under,0.7357588823428847,0.15031217640019268,0.7142857142857143,55,0.27011943473682487,0.10419812745394141,1.5923636185902237,9.597101449275362
174,T.J. McConnell,Pacers,fgm,4.5,100,over,0.6872816501433185,1.872816501433185,0.5,55,0.27011943473682487,0.10419812745394141,1.5923636185902237,9.597101449275362
211,Al Horford,Celtics,rebounds,7.5,-145,under,0.7160162577921948,1.0491028675547494,0.5918367346938775,67,0.3707699322619245,0.10817905498756562,2.42737263053871,9.243933588761177
210,Jrue Holiday,Celtics,points,12.5,-120,under,0.7398962216034679,1.782382031365123,0.5454545454545454,67,0.3707699322619245,0.10817905498756562,2.42737263053871,9.243933588761177
209,T.J. McConnell,Pacers,points,9.5,-140,over,0.8119961703007408,1.9599671740063505,0.5833333333333333,67,0.3707699322619245,0.10817905498756562,2.42737263053871,9.243933588761177
208,Obi Toppin,Pacers,points,7.5,-135,over,0.8618999066487378,2.5017214097204965,0.574468085106383,67,0.3707699322619245,0.10817905498756562,2.42737263053871,9.243933588761177
149,Jrue Holiday,Celtics,points,12.5,-120,under,0.7398962216034679,1.782382031365123,0.5454545454545454,48,0.2647184582090353,0.11078895022906632,1.3893940475264515,9.026170912644343
150,Luke Kornet,Celtics,assists,0.5,-115,over,0.721962699546806,1.7487817566331865,0.5348837209302326,48,0.2647184582090353,0.11078895022906632,1.3893940475264515,9.026170912644343
151,Jrue Holiday,Celtics,steals,1.5,-195,under,0.7210475511959114,0.4540776308408674,0.6610169491525424,48,0.2647184582090353,0.11078895022906632,1.3893940475264515,9.026170912644343
152,T.J. McConnell,Pacers,assists,4.5,-135,over,0.6872816501433185,0.981895843839995,0.574468085106383,48,0.2647184582090353,0.11078895022906632,1.3893940475264515,9.026170912644343
30,Obi Toppin,Pacers,points,7.5,-135,over,0.8618999066487378,2.5017214097204965,0.574468085106383,10,0.3577550464388062,0.11801351453188978,2.0314752327974537,8.473605789697745
