,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,team_fgm_mad,team_fgm_average,team_fga_mad,team_fga_average,team_fg3m_mad,team_fg3m_average,team_fg3a_mad,team_fg3a_average,team_points_mad,team_points_average,team_rebounds_mad,team_rebounds_average,team_assists_mad,team_assists_average,team_steals_mad,team_steals_average,team_blocks_mad,team_blocks_average,team_to_mad,oppteam_to_average
25,Myles Turner,Pacers,fg3m,1.5,-145,over,0.664507801973037,0.6139452235653131,0.5918367346938775,5.930408874022408,46.64,5.930408874022408,91.0,4.447806655516806,13.32,5.930408874022408,34.64,13.343419966550417,119.92,7.41301109252801,41.64,5.930408874022408,30.88,2.965204437011204,6.2,2.965204437011204,5.72,2.965204437011204,10.08
26,Andrew Nembhard,Pacers,points,10.5,-130,over,0.6271170949771379,0.547574301720835,0.5652173913043479,5.930408874022408,46.64,5.930408874022408,91.0,4.447806655516806,13.32,5.930408874022408,34.64,13.343419966550417,119.92,7.41301109252801,41.64,5.930408874022408,30.88,2.965204437011204,6.2,2.965204437011204,5.72,2.965204437011204,10.08
27,T.J. McConnell,Pacers,fg3m,0.5,190,over,0.38121660819385905,0.5276408188109567,0.3448275862068966,5.930408874022408,46.64,5.930408874022408,91.0,4.447806655516806,13.32,5.930408874022408,34.64,13.343419966550417,119.92,7.41301109252801,41.64,5.930408874022408,30.88,2.965204437011204,6.2,2.965204437011204,5.72,2.965204437011204,10.08
29,Derrick White,Celtics,rebounds,3.5,-165,over,0.6807710116020809,0.4667975174106491,0.6226415094339623,4.447806655516806,42.36,8.895613311033612,86.88,2.965204437011204,15.56,5.930408874022408,40.8,13.343419966550417,114.4,8.895613311033612,44.4,5.930408874022408,26.08,1.482602218505602,6.68,2.965204437011204,5.96,2.965204437011204,10.4
30,Tyrese Haliburton,Pacers,blocks,0.5,105,over,0.5323335729900907,0.4564191231484296,0.48780487804878053,5.930408874022408,46.64,5.930408874022408,91.0,4.447806655516806,13.32,5.930408874022408,34.64,13.343419966550417,119.92,7.41301109252801,41.64,5.930408874022408,30.88,2.965204437011204,6.2,2.965204437011204,5.72,2.965204437011204,10.08
32,Myles Turner,Pacers,blocks,1.5,-120,over,0.593994150290162,0.4449463776598188,0.5454545454545454,5.930408874022408,46.64,5.930408874022408,91.0,4.447806655516806,13.32,5.930408874022408,34.64,13.343419966550417,119.92,7.41301109252801,41.64,5.930408874022408,30.88,2.965204437011204,6.2,2.965204437011204,5.72,2.965204437011204,10.08
33,Payton Pritchard,Celtics,fg3m,1.5,-125,over,0.6047127189295851,0.44241447036626624,0.5555555555555556,4.447806655516806,42.36,8.895613311033612,86.88,2.965204437011204,15.56,5.930408874022408,40.8,13.343419966550417,114.4,8.895613311033612,44.4,5.930408874022408,26.08,1.482602218505602,6.68,2.965204437011204,5.96,2.965204437011204,10.4
