,parlay_tag,props,COMBINED_PROB,COMBINED_EV,TO WIN
1118,2024-05-21_1118_,Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Jrue Holiday_points_12.5_-120_under_P0.740_EV1.782_HOUSE_PROV0.545 + Myles Turner_steals_0.5_-125_under_P0.670_EV1.033_HOUSE_PROV0.556,0.4173898863044629,1.3273084350148845,5.575862068965518
39,2024-05-21_39_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Jrue Holiday_steals_1.5_-195_under_P0.721_EV0.454_HOUSE_PROV0.661,0.5230095809112545,1.3271759775183716,4.449585748436323
2818,2024-05-21_2818_,Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + Payton Pritchard_fgm_3.5_-120_over_P0.746_EV1.839_HOUSE_PROV0.545 + Myles Turner_steals_0.5_-125_under_P0.670_EV1.033_HOUSE_PROV0.556,0.3846438641949511,1.3270953783794543,6.050000000000001
1309,2024-05-21_1309_,Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Myles Turner_fg3m_1.5_-145_over_P0.665_EV0.614_HOUSE_PROV0.592 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435,0.3542909923594105,1.3263985102334988,6.566349583828775
2369,2024-05-21_2369_,Jayson Tatum_rebounds_10.5_-145_under_P0.783_EV1.614_HOUSE_PROV0.592 + Myles Turner_steals_0.5_-125_under_P0.670_EV1.033_HOUSE_PROV0.556 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435,0.33247758847018083,1.325738055071065,6.995172413793103
58,2024-05-21_58_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Aaron Nesmith_steals_0.5_-120_under_P0.595_EV0.450_HOUSE_PROV0.545,0.43123361575988095,1.3253386947733214,5.392294593444019
1592,2024-05-21_1592_,Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + T.J. McConnell_fgm_4.5_100_over_P0.687_EV1.873_HOUSE_PROV0.500 + Derrick White_rebounds_3.5_-170_over_P0.681_EV0.406_HOUSE_PROV0.630,0.39152975037225873,1.3251459855866616,5.938618925831202
1722,2024-05-21_1722_,Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + Al Horford_assists_2.5_105_under_P0.655_EV1.714_HOUSE_PROV0.488 + Luke Kornet_fgm_1.5_-130_over_P0.626_EV0.533_HOUSE_PROV0.565,0.34286337498569985,1.3248774234607255,6.780769230769229
1798,2024-05-21_1798_,T.J. McConnell_points_9.5_-140_over_P0.812_EV1.960_HOUSE_PROV0.583 + Luke Kornet_points_3.5_-175_over_P0.777_EV1.105_HOUSE_PROV0.636 + Payton Pritchard_fgm_3.5_-120_over_P0.746_EV1.839_HOUSE_PROV0.545,0.4707171616919211,1.3247663903968352,4.938775510204082
3051,2024-05-21_3051_,Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435 + Myles Turner_points_15.5_-125_over_P0.629_EV0.657_HOUSE_PROV0.556,0.3062892450337264,1.3247353698059836,7.590000000000001
1430,2024-05-21_1430_,Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + Jayson Tatum_rebounds_10.5_-145_under_P0.783_EV1.614_HOUSE_PROV0.592 + Myles Turner_fg3m_1.5_-145_over_P0.665_EV0.614_HOUSE_PROV0.592,0.4353495456857463,1.3236722920557051,5.337486429199194
1737,2024-05-21_1737_,Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435 + Jaylen Brown_blocks_0.5_-140_under_P0.595_EV0.096_HOUSE_PROV0.583,0.3151860266254082,1.3233712819815797,7.37142857142857
311,2024-05-21_311_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + Al Horford_rebounds_7.5_-145_under_P0.716_EV1.049_HOUSE_PROV0.592 + Jayson Tatum_fgm_9.5_-105_under_P0.656_EV1.400_HOUSE_PROV0.512,0.40457444304560947,1.3232459183662093,5.742443593018305
3359,2024-05-21_3359_,Payton Pritchard_fgm_3.5_-120_over_P0.746_EV1.839_HOUSE_PROV0.545 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435 + Pascal Siakam_points_20.5_-105_over_P0.597_EV0.826_HOUSE_PROV0.512,0.2820541363719344,1.322021870306409,8.232539682539683
1155,2024-05-21_1155_,Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Luke Kornet_assists_0.5_-115_over_P0.722_EV1.749_HOUSE_PROV0.535 + Al Horford_rebounds_7.5_-145_under_P0.716_EV1.049_HOUSE_PROV0.592,0.43503735364636403,1.3220059712821985,5.337486429199194
208,2024-05-21_208_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + Payton Pritchard_fgm_3.5_-120_over_P0.746_EV1.839_HOUSE_PROV0.545 + Myles Turner_points_15.5_-125_over_P0.629_EV0.657_HOUSE_PROV0.556,0.40415450010910575,1.3216430728489743,5.7444444444444445
385,2024-05-21_385_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + Jrue Holiday_rebounds_5.5_-140_under_P0.672_EV0.759_HOUSE_PROV0.583 + Al Horford_assists_2.5_105_under_P0.655_EV1.714_HOUSE_PROV0.488,0.3793443809352876,1.320624197023172,6.117460317460317
4050,2024-05-21_4050_,Luke Kornet_assists_0.5_-115_over_P0.722_EV1.749_HOUSE_PROV0.535 + Jayson Tatum_fgm_9.5_-105_under_P0.656_EV1.400_HOUSE_PROV0.512 + Al Horford_assists_2.5_105_under_P0.655_EV1.714_HOUSE_PROV0.488,0.31002548076748193,1.3198314519995744,7.482712215320909
106,2024-05-21_106_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + T.J. McConnell_points_9.5_-140_over_P0.812_EV1.960_HOUSE_PROV0.583 + Andrew Nembhard_points_10.5_-130_over_P0.627_EV0.548_HOUSE_PROV0.565,0.4388938084832814,1.3171878240313903,5.2796092796092795
410,2024-05-21_410_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + Myles Turner_steals_0.5_-125_under_P0.670_EV1.033_HOUSE_PROV0.556 + Jayson Tatum_fgm_9.5_-105_under_P0.656_EV1.400_HOUSE_PROV0.512,0.37875447147442176,1.3170154493054307,6.117460317460317
2930,2024-05-21_2930_,Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + T.J. McConnell_fgm_4.5_100_over_P0.687_EV1.873_HOUSE_PROV0.500 + Jrue Holiday_fgm_4.5_100_under_P0.598_EV0.976_HOUSE_PROV0.500,0.3159196095796008,1.3167438035837393,7.333333333333334
1121,2024-05-21_1121_,Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Jrue Holiday_points_12.5_-120_under_P0.740_EV1.782_HOUSE_PROV0.545 + Aaron Nesmith_points_9.5_-120_over_P0.655_EV1.005_HOUSE_PROV0.545,0.4079330807075311,1.316700417159916,5.679118773946361
2820,2024-05-21_2820_,Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + Payton Pritchard_fgm_3.5_-120_over_P0.746_EV1.839_HOUSE_PROV0.545 + Aaron Nesmith_points_9.5_-120_over_P0.655_EV1.005_HOUSE_PROV0.545,0.37592898545184006,1.3164883316499965,6.162037037037038
1161,2024-05-21_1161_,Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Luke Kornet_assists_0.5_-115_over_P0.722_EV1.749_HOUSE_PROV0.535 + Myles Turner_steals_0.5_-125_under_P0.670_EV1.033_HOUSE_PROV0.556,0.40727323681536703,1.3157788275051892,5.686056971514243
328,2024-05-21_328_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + T.J. McConnell_fgm_4.5_100_over_P0.687_EV1.873_HOUSE_PROV0.500 + Myles Turner_fg3m_1.5_-145_over_P0.665_EV0.614_HOUSE_PROV0.592,0.3936331510604814,1.3155482679241088,5.88250319284802
2394,2024-05-21_2394_,Jayson Tatum_rebounds_10.5_-145_under_P0.783_EV1.614_HOUSE_PROV0.592 + Aaron Nesmith_points_9.5_-120_over_P0.655_EV1.005_HOUSE_PROV0.545 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435,0.3249446414039797,1.3151371951064004,7.124712643678161
2833,2024-05-21_2833_,Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + Jrue Holiday_points_12.5_-120_under_P0.740_EV1.782_HOUSE_PROV0.545 + Al Horford_rebounds_7.5_-145_under_P0.716_EV1.049_HOUSE_PROV0.592,0.4074900550984063,1.3141844221057961,5.679118773946361
1509,2024-05-21_1509_,Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + Jrue Holiday_points_12.5_-120_under_P0.740_EV1.782_HOUSE_PROV0.545 + Aaron Nesmith_steals_0.5_-120_under_P0.595_EV0.450_HOUSE_PROV0.545,0.3681006999090818,1.3130772241871411,6.283816425120774
139,2024-05-21_139_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + Jayson Tatum_rebounds_10.5_-145_under_P0.783_EV1.614_HOUSE_PROV0.592 + Pascal Siakam_points_20.5_-105_over_P0.597_EV0.826_HOUSE_PROV0.512,0.4026928804838925,1.3124411514888146,5.742443593018305
2492,2024-05-21_2492_,Luke Kornet_points_3.5_-175_over_P0.777_EV1.105_HOUSE_PROV0.636 + Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + Al Horford_assists_2.5_105_under_P0.655_EV1.714_HOUSE_PROV0.488,0.3915074165962146,1.3122241592069286,5.90595238095238
1414,2024-05-21_1414_,Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + T.J. McConnell_points_9.5_-140_over_P0.812_EV1.960_HOUSE_PROV0.583 + Jaylen Brown_rebounds_6.5_-130_under_P0.600_EV0.307_HOUSE_PROV0.565,0.4076110814940769,1.3112892093510289,5.67032967032967
107,2024-05-21_107_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + T.J. McConnell_points_9.5_-140_over_P0.812_EV1.960_HOUSE_PROV0.583 + Luke Kornet_fgm_1.5_-130_over_P0.626_EV0.533_HOUSE_PROV0.565,0.43776299247058065,1.311217557317205,5.2796092796092795
1447,2024-05-21_1447_,Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + Luke Kornet_points_3.5_-175_over_P0.777_EV1.105_HOUSE_PROV0.636 + Al Horford_rebounds_7.5_-145_under_P0.716_EV1.049_HOUSE_PROV0.592,0.4655910448609295,1.311202323140236,4.964017991004497
1095,2024-05-21_1095_,Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + Jrue Holiday_rebounds_5.5_-140_under_P0.672_EV0.759_HOUSE_PROV0.583,0.43493578962404045,1.3096590207621461,5.310344827586207
2838,2024-05-21_2838_,Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + Jrue Holiday_points_12.5_-120_under_P0.740_EV1.782_HOUSE_PROV0.545 + Myles Turner_steals_0.5_-125_under_P0.670_EV1.033_HOUSE_PROV0.556,0.38148400894537127,1.3079782541194964,6.050000000000001
171,2024-05-21_171_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + Jrue Holiday_steals_1.5_-195_under_P0.721_EV0.454_HOUSE_PROV0.661,0.478017791493216,1.307846896789738,4.827951883507438
1115,2024-05-21_1115_,Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Jrue Holiday_points_12.5_-120_under_P0.740_EV1.782_HOUSE_PROV0.545 + T.J. McConnell_assists_4.5_-135_over_P0.687_EV0.982_HOUSE_PROV0.574,0.4279514114325196,1.3076400821243124,5.392294593444019
2814,2024-05-21_2814_,Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + Payton Pritchard_fgm_3.5_-120_over_P0.746_EV1.839_HOUSE_PROV0.545 + T.J. McConnell_assists_4.5_-135_over_P0.687_EV0.982_HOUSE_PROV0.574,0.3943767924961522,1.3074288260551623,5.85082304526749
3016,2024-05-21_3016_,Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + Myles Turner_fg3m_1.5_-145_over_P0.665_EV0.614_HOUSE_PROV0.592 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435,0.3238131841074671,1.3070758870001553,7.124712643678161
4559,2024-05-21_4559_,T.J. McConnell_fgm_4.5_100_over_P0.687_EV1.873_HOUSE_PROV0.500 + Jrue Holiday_rebounds_5.5_-140_under_P0.672_EV0.759_HOUSE_PROV0.583 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435,0.29256258893957354,1.3070649870663513,7.885714285714286
43,2024-05-21_43_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Derrick White_rebounds_3.5_-170_over_P0.681_EV0.406_HOUSE_PROV0.630,0.49379511917625946,1.3067143193974151,4.671399594320487
1648,2024-05-21_1648_,Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + Jrue Holiday_rebounds_5.5_-140_under_P0.672_EV0.759_HOUSE_PROV0.583 + Jayson Tatum_fgm_9.5_-105_under_P0.656_EV1.400_HOUSE_PROV0.512,0.3686044824070601,1.3064763175994565,6.25732031943212
436,2024-05-21_436_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + Jayson Tatum_fgm_9.5_-105_under_P0.656_EV1.400_HOUSE_PROV0.512 + Aaron Nesmith_points_9.5_-120_over_P0.655_EV1.005_HOUSE_PROV0.545,0.3701730287437047,1.3064543475250763,6.230746619635509
1037,2024-05-21_1037_,Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + T.J. McConnell_points_9.5_-140_over_P0.812_EV1.960_HOUSE_PROV0.583 + Pascal Siakam_points_20.5_-105_over_P0.597_EV0.826_HOUSE_PROV0.512,0.40780350724526515,1.3061991444214995,5.655172413793104
2307,2024-05-21_2307_,Jayson Tatum_rebounds_10.5_-145_under_P0.783_EV1.614_HOUSE_PROV0.592 + T.J. McConnell_assists_4.5_-135_over_P0.687_EV0.982_HOUSE_PROV0.574 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435,0.340890514897876,1.306082973643115,6.7648786717752225
191,2024-05-21_191_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + Aaron Nesmith_steals_0.5_-120_under_P0.595_EV0.450_HOUSE_PROV0.545,0.39413683448018955,1.3060248741654714,5.85082304526749
1799,2024-05-21_1799_,T.J. McConnell_points_9.5_-140_over_P0.812_EV1.960_HOUSE_PROV0.583 + Luke Kornet_points_3.5_-175_over_P0.777_EV1.105_HOUSE_PROV0.636 + Jrue Holiday_points_12.5_-120_under_P0.740_EV1.782_HOUSE_PROV0.545,0.4668502129819693,1.3056683988089102,4.938775510204082
1164,2024-05-21_1164_,Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Luke Kornet_assists_0.5_-115_over_P0.722_EV1.749_HOUSE_PROV0.535 + Aaron Nesmith_points_9.5_-120_over_P0.655_EV1.005_HOUSE_PROV0.545,0.39804564421724015,1.3052233623245817,5.791354322838581
2828,2024-05-21_2828_,Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + Payton Pritchard_fgm_3.5_-120_over_P0.746_EV1.839_HOUSE_PROV0.545 + Jrue Holiday_fgm_4.5_100_under_P0.598_EV0.976_HOUSE_PROV0.500,0.3429218167497245,1.305196657039815,6.722222222222223
1453,2024-05-21_1453_,Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + Luke Kornet_points_3.5_-175_over_P0.777_EV1.105_HOUSE_PROV0.636 + Myles Turner_steals_0.5_-125_under_P0.670_EV1.033_HOUSE_PROV0.556,0.43587698914448,1.3050041525317404,5.288198757763975
204,2024-05-21_204_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + Payton Pritchard_fgm_3.5_-120_over_P0.746_EV1.839_HOUSE_PROV0.545 + Myles Turner_fg3m_1.5_-145_over_P0.665_EV0.614_HOUSE_PROV0.592,0.4272776719185183,1.3040070801855737,5.392294593444019
1296,2024-05-21_1296_,Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Myles Turner_steals_0.5_-125_under_P0.670_EV1.033_HOUSE_PROV0.556 + Al Horford_assists_2.5_105_under_P0.655_EV1.714_HOUSE_PROV0.488,0.3695175022973196,1.3038779169095984,6.2348275862068965
2424,2024-05-21_2424_,Jayson Tatum_rebounds_10.5_-145_under_P0.783_EV1.614_HOUSE_PROV0.592 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435 + Jrue Holiday_fgm_4.5_100_under_P0.598_EV0.976_HOUSE_PROV0.500,0.2964139799952078,1.3038521065834425,7.772413793103448
1533,2024-05-21_1533_,Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + Luke Kornet_assists_0.5_-115_over_P0.722_EV1.749_HOUSE_PROV0.535 + Jrue Holiday_steals_1.5_-195_under_P0.721_EV0.454_HOUSE_PROV0.661,0.4356198194599266,1.3034366596240048,5.287722359556007
1850,2024-05-21_1850_,T.J. McConnell_points_9.5_-140_over_P0.812_EV1.960_HOUSE_PROV0.583 + Payton Pritchard_fgm_3.5_-120_over_P0.746_EV1.839_HOUSE_PROV0.545 + Al Horford_rebounds_7.5_-145_under_P0.716_EV1.049_HOUSE_PROV0.592,0.4337406690484957,1.30331251839546,5.310344827586207
3591,2024-05-21_3591_,Jrue Holiday_points_12.5_-120_under_P0.740_EV1.782_HOUSE_PROV0.545 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435 + Pascal Siakam_points_20.5_-105_over_P0.597_EV0.826_HOUSE_PROV0.512,0.27973705731142234,1.302946424993162,8.232539682539683
187,2024-05-21_187_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + Payton Pritchard_fg3m_1.5_-125_over_P0.605_EV0.442_HOUSE_PROV0.556,0.40089372456940575,1.302911728915364,5.7444444444444445
2854,2024-05-21_2854_,Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + Luke Kornet_assists_0.5_-115_over_P0.722_EV1.749_HOUSE_PROV0.535 + Al Horford_rebounds_7.5_-145_under_P0.716_EV1.049_HOUSE_PROV0.592,0.3976133566133935,1.3027198316413346,5.791354322838581
229,2024-05-21_229_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + Jrue Holiday_points_12.5_-120_under_P0.740_EV1.782_HOUSE_PROV0.545 + Myles Turner_points_15.5_-125_over_P0.629_EV0.657_HOUSE_PROV0.556,0.40083436468595535,1.3025707393626544,5.7444444444444445
1552,2024-05-21_1552_,Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + Luke Kornet_assists_0.5_-115_over_P0.722_EV1.749_HOUSE_PROV0.535 + Aaron Nesmith_steals_0.5_-120_under_P0.595_EV0.450_HOUSE_PROV0.545,0.3591787162198205,1.3016181188389817,6.40800252047889
1351,2024-05-21_1351_,Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435 + Andrew Nembhard_points_10.5_-130_over_P0.627_EV0.548_HOUSE_PROV0.565,0.3343556497686028,1.29889464128699,6.875596816976127
2840,2024-05-21_2840_,Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + Jrue Holiday_points_12.5_-120_under_P0.740_EV1.782_HOUSE_PROV0.545 + Aaron Nesmith_points_9.5_-120_over_P0.655_EV1.005_HOUSE_PROV0.545,0.3728407230649295,1.297458344441765,6.162037037037038
348,2024-05-21_348_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + T.J. McConnell_assists_4.5_-135_over_P0.687_EV0.982_HOUSE_PROV0.574 + Jayson Tatum_fgm_9.5_-105_under_P0.656_EV1.400_HOUSE_PROV0.512,0.38833837611393907,1.2974340836281497,5.916062446926644
1854,2024-05-21_1854_,T.J. McConnell_points_9.5_-140_over_P0.812_EV1.960_HOUSE_PROV0.583 + Payton Pritchard_fgm_3.5_-120_over_P0.746_EV1.839_HOUSE_PROV0.545 + Myles Turner_steals_0.5_-125_under_P0.670_EV1.033_HOUSE_PROV0.556,0.40605930672666074,1.2971355066251098,5.657142857142858
1732,2024-05-21_1732_,Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435 + Pascal Siakam_assists_2.5_-160_over_P0.620_EV0.038_HOUSE_PROV0.615,0.3287450310036825,1.2971059041382311,6.987499999999998
1040,2024-05-21_1040_,Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Jayson Tatum_rebounds_10.5_-145_under_P0.783_EV1.614_HOUSE_PROV0.592 + Luke Kornet_points_3.5_-175_over_P0.777_EV1.105_HOUSE_PROV0.636,0.5119773198488943,1.296897060392245,4.486325802615934
2860,2024-05-21_2860_,Jayson Tatum_points_29.5_-120_under_P0.769_EV2.051_HOUSE_PROV0.545 + Luke Kornet_assists_0.5_-115_over_P0.722_EV1.749_HOUSE_PROV0.535 + Myles Turner_steals_0.5_-125_under_P0.670_EV1.033_HOUSE_PROV0.556,0.37223764210508736,1.2965444093352998,6.1695652173913045
1157,2024-05-21_1157_,Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Luke Kornet_assists_0.5_-115_over_P0.722_EV1.749_HOUSE_PROV0.535 + T.J. McConnell_assists_4.5_-135_over_P0.687_EV0.982_HOUSE_PROV0.574,0.41757877287589545,1.2962079126618384,5.498861680270975
1435,2024-05-21_1435_,Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + Jayson Tatum_rebounds_10.5_-145_under_P0.783_EV1.614_HOUSE_PROV0.592 + Andrew Nembhard_points_10.5_-130_over_P0.627_EV0.548_HOUSE_PROV0.565,0.41085317821616757,1.2962006538500397,5.588859416445623
570,2024-05-21_570_,Andrew Nembhard_blocks_0.5_-550_under_P0.852_EV0.035_HOUSE_PROV0.846 + Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435,0.4517654030205961,1.2957896389864838,5.081818181818182
2508,2024-05-21_2508_,Luke Kornet_points_3.5_-175_over_P0.777_EV1.105_HOUSE_PROV0.636 + Payton Pritchard_fgm_3.5_-120_over_P0.746_EV1.839_HOUSE_PROV0.545 + T.J. McConnell_fgm_4.5_100_over_P0.687_EV1.873_HOUSE_PROV0.500,0.3984196963867228,1.2956563458473078,5.761904761904762
3275,2024-05-21_3275_,Payton Pritchard_fgm_3.5_-120_over_P0.746_EV1.839_HOUSE_PROV0.545 + Jrue Holiday_rebounds_5.5_-140_under_P0.672_EV0.759_HOUSE_PROV0.583 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435,0.31756843029043663,1.2955660818137278,7.228571428571429
445,2024-05-21_445_,Obi Toppin_points_7.5_-135_over_P0.862_EV2.502_HOUSE_PROV0.574 + Jayson Tatum_fgm_9.5_-105_under_P0.656_EV1.400_HOUSE_PROV0.512 + Jrue Holiday_fgm_4.5_100_under_P0.598_EV0.976_HOUSE_PROV0.500,0.33767124228520395,1.295211583363626,6.797178130511464
2088,2024-05-21_2088_,T.J. McConnell_points_9.5_-140_over_P0.812_EV1.960_HOUSE_PROV0.583 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435 + Myles Turner_points_15.5_-125_over_P0.629_EV0.657_HOUSE_PROV0.556,0.3233422135994124,1.2948058816598298,7.097142857142858
1495,2024-05-21_1495_,Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + Jrue Holiday_points_12.5_-120_under_P0.740_EV1.782_HOUSE_PROV0.545 + Derrick White_rebounds_3.5_-170_over_P0.681_EV0.406_HOUSE_PROV0.630,0.4215031535984905,1.2945510548194044,5.443734015345269
1456,2024-05-21_1456_,Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + Luke Kornet_points_3.5_-175_over_P0.777_EV1.105_HOUSE_PROV0.636 + Aaron Nesmith_points_9.5_-120_over_P0.655_EV1.005_HOUSE_PROV0.545,0.4260013211281531,1.294497798995632,5.386128364389234
1171,2024-05-21_1171_,Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Luke Kornet_assists_0.5_-115_over_P0.722_EV1.749_HOUSE_PROV0.535 + Jrue Holiday_fgm_4.5_100_under_P0.598_EV0.976_HOUSE_PROV0.500,0.36309659735396266,1.2939865985751102,6.31784107946027
1330,2024-05-21_1330_,Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Aaron Nesmith_points_9.5_-120_over_P0.655_EV1.005_HOUSE_PROV0.545 + Al Horford_assists_2.5_105_under_P0.655_EV1.714_HOUSE_PROV0.488,0.36114534164237616,1.2933766968261122,6.3502873563218385
1352,2024-05-21_1352_,Payton Pritchard_assists_2.5_-145_over_P0.842_EV2.110_HOUSE_PROV0.592 + Obi Toppin_fgm_3.5_130_over_P0.634_EV2.286_HOUSE_PROV0.435 + Luke Kornet_fgm_1.5_-130_over_P0.626_EV0.533_HOUSE_PROV0.565,0.3334941777783692,1.292971507213026,6.875596816976127
1563,2024-05-21_1563_,Payton Pritchard_points_9.5_-115_over_P0.837_EV2.822_HOUSE_PROV0.535 + Jrue Holiday_steals_1.5_-195_under_P0.721_EV0.454_HOUSE_PROV0.661 + Al Horford_assists_2.5_105_under_P0.655_EV1.714_HOUSE_PROV0.488,0.3952362519489957,1.291599176085768,5.798049052396878
