,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,team_fgm_mad,team_fgm_average,team_fga_mad,team_fga_average,team_fg3m_mad,team_fg3m_average,team_fg3a_mad,team_fg3a_average,team_points_mad,team_points_average,team_rebounds_mad,team_rebounds_average,team_assists_mad,team_assists_average,team_steals_mad,team_steals_average,team_blocks_mad,team_blocks_average,team_to_mad,oppteam_to_average
0,Sam Hauser,Celtics,points,3.5,130,over,0.986951487,6.349942097,0.434782609,5.930408874,42.52,8.895613311,87.04,2.965204437,15.28,5.930408874,40.64,16.3086244,114.96,7.413011093,44,5.930408874,26.08,1.482602219,6.8,2.965204437,5.84,1.482602219,10.8
2,Sam Hauser,Celtics,steals,0.5,300,over,0.451188364,4.023767278,0.25,5.930408874,42.52,8.895613311,87.04,2.965204437,15.28,5.930408874,40.64,16.3086244,114.96,7.413011093,44,5.930408874,26.08,1.482602219,6.8,2.965204437,5.84,1.482602219,10.8
3,Payton Pritchard,Celtics,points,8.5,100,over,0.871742505,3.717425053,0.5,5.930408874,42.52,8.895613311,87.04,2.965204437,15.28,5.930408874,40.64,16.3086244,114.96,7.413011093,44,5.930408874,26.08,1.482602219,6.8,2.965204437,5.84,1.482602219,10.8
4,Sam Hauser,Celtics,rebounds,1.5,100,over,0.823508917,3.235089171,0.5,5.930408874,42.52,8.895613311,87.04,2.965204437,15.28,5.930408874,40.64,16.3086244,114.96,7.413011093,44,5.930408874,26.08,1.482602219,6.8,2.965204437,5.84,1.482602219,10.8
5,Payton Pritchard,Celtics,assists,2.5,-110,over,0.819559888,2.823071655,0.523809524,5.930408874,42.52,8.895613311,87.04,2.965204437,15.28,5.930408874,40.64,16.3086244,114.96,7.413011093,44,5.930408874,26.08,1.482602219,6.8,2.965204437,5.84,1.482602219,10.8
9,T.J. McConnell,Pacers,points,9.5,-130,over,0.817743798,2.233887442,0.565217391,5.930408874,46.84,5.930408874,91,4.447806656,13.24,5.930408874,34.6,13.34341997,120.12,7.413011093,41.4,7.413011093,31.12,2.965204437,6.2,2.965204437,5.48,2.965204437,10.28
10,Ben Sheppard,Pacers,points,3.5,-120,over,0.781925392,2.167649426,0.545454545,5.930408874,46.84,5.930408874,91,4.447806656,13.24,5.930408874,34.6,13.34341997,120.12,7.413011093,41.4,7.413011093,31.12,2.965204437,6.2,2.965204437,5.48,2.965204437,10.28
