,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,PARLAY_EV,TO WIN
133,Andrew Nembhard,Pacers,blocks,0.5,-550,under,0.8521437889662113,0.03539511661852135,0.8461538461538461,41,0.5258871996886496,4.139984251409777,17.380123069778243
134,Al Horford,Celtics,rebounds,7.5,-145,under,0.7160162577921948,1.0491028675547494,0.5918367346938775,41,0.5258871996886496,4.139984251409777,17.380123069778243
135,Jayson Tatum,Celtics,points,29.5,-120,under,0.7691717428514041,2.050740976137872,0.5454545454545454,42,0.3816566465891436,6.385680233928143,29.832259796027913
136,Luke Kornet,Celtics,assists,0.5,-115,over,0.721962699546806,1.7487817566331865,0.5348837209302326,42,0.3816566465891436,6.385680233928143,29.832259796027913
137,T.J. McConnell,Pacers,assists,4.5,-135,over,0.6872816501433185,0.981895843839995,0.574468085106383,42,0.3816566465891436,6.385680233928143,29.832259796027913
138,Payton Pritchard,Celtics,assists,2.5,-145,over,0.8415674019597683,2.109793568280802,0.5918367346938775,44,0.37669186063692806,6.829736898075989,31.404280618311535
139,Jayson Tatum,Celtics,rebounds,10.5,-145,under,0.7829049644415078,1.6141971133851527,0.5918367346938775,44,0.37669186063692806,6.829736898075989,31.404280618311535
140,Luke Kornet,Celtics,points,3.5,-175,over,0.7770568098504246,1.1054463631104783,0.6363636363636364,44,0.37669186063692806,6.829736898075989,31.404280618311535
141,Jayson Tatum,Celtics,steals,1.5,-250,under,0.7357588823428847,0.15031217640019268,0.7142857142857143,44,0.37669186063692806,6.829736898075989,31.404280618311535
142,Luke Kornet,Celtics,points,3.5,-175,over,0.7770568098504246,1.1054463631104783,0.6363636363636364,45,0.21640597020869912,9.747942498475599,68.14942528735632
143,Jayson Tatum,Celtics,points,29.5,-120,under,0.7691717428514041,2.050740976137872,0.5454545454545454,45,0.21640597020869912,9.747942498475599,68.14942528735632
144,Jayson Tatum,Celtics,steals,1.5,-250,under,0.7357588823428847,0.15031217640019268,0.7142857142857143,45,0.21640597020869912,9.747942498475599,68.14942528735632
145,Al Horford,Celtics,rebounds,7.5,-145,under,0.7160162577921948,1.0491028675547494,0.5918367346938775,45,0.21640597020869912,9.747942498475599,68.14942528735632
146,T.J. McConnell,Pacers,fgm,4.5,100,over,0.6872816501433185,1.872816501433185,0.5,45,0.21640597020869912,9.747942498475599,68.14942528735632
147,Andrew Nembhard,Pacers,blocks,0.5,-550,under,0.8521437889662113,0.03539511661852135,0.8461538461538461,46,0.5516010812454082,5.096835883716237,18.304597701149426
148,Payton Pritchard,Celtics,assists,2.5,-145,over,0.8415674019597683,2.109793568280802,0.5918367346938775,46,0.5516010812454082,5.096835883716237,18.304597701149426
149,Jayson Tatum,Celtics,points,29.5,-120,under,0.7691717428514041,2.050740976137872,0.5454545454545454,46,0.5516010812454082,5.096835883716237,18.304597701149426
150,Payton Pritchard,Celtics,assists,2.5,-145,over,0.8415674019597683,2.109793568280802,0.5918367346938775,47,0.3788100845028671,10.578433350299735,41.12465319064606
151,Jayson Tatum,Celtics,rebounds,10.5,-145,under,0.7829049644415078,1.6141971133851527,0.5918367346938775,47,0.3788100845028671,10.578433350299735,41.12465319064606
152,Luke Kornet,Celtics,points,3.5,-175,over,0.7770568098504246,1.1054463631104783,0.6363636363636364,47,0.3788100845028671,10.578433350299735,41.12465319064606
153,Jrue Holiday,Celtics,points,12.5,-120,under,0.7398962216034679,1.782382031365123,0.5454545454545454,47,0.3788100845028671,10.578433350299735,41.12465319064606
154,Obi Toppin,Pacers,points,7.5,-135,over,0.8618999066487378,2.5017214097204965,0.574468085106383,48,0.547923416976423,8.813548213428597,25.21072796934866
155,T.J. McConnell,Pacers,points,9.5,-140,over,0.8119961703007408,1.9599671740063505,0.5833333333333333,48,0.547923416976423,8.813548213428597,25.21072796934866
156,Jayson Tatum,Celtics,rebounds,10.5,-145,under,0.7829049644415078,1.6141971133851527,0.5918367346938775,48,0.547923416976423,8.813548213428597,25.21072796934866
157,Obi Toppin,Pacers,points,7.5,-135,over,0.8618999066487378,2.5017214097204965,0.574468085106383,49,0.5434261412429926,5.247943589489768,18.858024691358025
158,Andrew Nembhard,Pacers,blocks,0.5,-550,under,0.8521437889662113,0.03539511661852135,0.8461538461538461,49,0.5434261412429926,5.247943589489768,18.858024691358025
159,Jrue Holiday,Celtics,points,12.5,-120,under,0.7398962216034679,1.782382031365123,0.5454545454545454,49,0.5434261412429926,5.247943589489768,18.858024691358025
160,Payton Pritchard,Celtics,assists,2.5,-145,over,0.8415674019597683,2.109793568280802,0.5918367346938775,50,0.32651009007879633,7.2739478505566115,37.59132787472066
161,Jayson Tatum,Celtics,rebounds,10.5,-145,under,0.7829049644415078,1.6141971133851527,0.5918367346938775,50,0.32651009007879633,7.2739478505566115,37.59132787472066
162,Jrue Holiday,Celtics,steals,1.5,-195,under,0.7210475511959114,0.4540776308408674,0.6610169491525424,50,0.32651009007879633,7.2739478505566115,37.59132787472066
163,T.J. McConnell,Pacers,assists,4.5,-135,over,0.6872816501433185,0.981895843839995,0.574468085106383,50,0.32651009007879633,7.2739478505566115,37.59132787472066
164,Payton Pritchard,Celtics,assists,2.5,-145,over,0.8415674019597683,2.109793568280802,0.5918367346938775,51,0.49153136119760815,7.8634906664586115,26.17023384859295
165,Jayson Tatum,Celtics,rebounds,10.5,-145,under,0.7829049644415078,1.6141971133851527,0.5918367346938775,51,0.49153136119760815,7.8634906664586115,26.17023384859295
166,Payton Pritchard,Celtics,fgm,3.5,-120,over,0.746024827010655,1.8385609142643382,0.5454545454545454,51,0.49153136119760815,7.8634906664586115,26.17023384859295
167,Obi Toppin,Pacers,points,7.5,-135,over,0.8618999066487378,2.5017214097204965,0.574468085106383,52,0.45871930609236056,9.82949714404404,32.328042328042336
168,Andrew Nembhard,Pacers,blocks,0.5,-550,under,0.8521437889662113,0.03539511661852135,0.8461538461538461,52,0.45871930609236056,9.82949714404404,32.328042328042336
169,T.J. McConnell,Pacers,points,9.5,-140,over,0.8119961703007408,1.9599671740063505,0.5833333333333333,52,0.45871930609236056,9.82949714404404,32.328042328042336
170,Jayson Tatum,Celtics,points,29.5,-120,under,0.7691717428514041,2.050740976137872,0.5454545454545454,52,0.45871930609236056,9.82949714404404,32.328042328042336
171,Obi Toppin,Pacers,points,7.5,-135,over,0.8618999066487378,2.5017214097204965,0.574468085106383,53,0.3671877428682673,11.947076975631067,46.15371102327623
172,Andrew Nembhard,Pacers,blocks,0.5,-550,under,0.8521437889662113,0.03539511661852135,0.8461538461538461,53,0.3671877428682673,11.947076975631067,46.15371102327623
173,Payton Pritchard,Celtics,points,9.5,-115,over,0.8368140518122709,2.822392223462532,0.5348837209302326,53,0.3671877428682673,11.947076975631067,46.15371102327623
174,T.J. McConnell,Pacers,points,9.5,-140,over,0.8119961703007408,1.9599671740063505,0.5833333333333333,53,0.3671877428682673,11.947076975631067,46.15371102327623
