,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,team_fgm_mad,team_fgm_average,team_fga_mad,team_fga_average,team_fg3m_mad,team_fg3m_average,team_fg3a_mad,team_fg3a_average,team_points_mad,team_points_average,team_rebounds_mad,team_rebounds_average,team_assists_mad,team_assists_average,team_steals_mad,team_steals_average,team_blocks_mad,team_blocks_average,team_to_mad,oppteam_to_average
34,Tyrese Haliburton,Pacers,steals,1.5,165,over,0.40816728654014434,0.4082165466569121,0.37735849056603776,5.930408874022408,46.64,5.930408874022408,91.0,4.447806655516806,13.32,5.930408874022408,34.64,13.343419966550417,119.92,7.41301109252801,41.64,5.930408874022408,30.88,2.965204437011204,6.2,2.965204437011204,5.72,2.965204437011204,10.08
35,Pascal Siakam,Pacers,fgm,8.5,100,over,0.5390655806697856,0.3906558066978558,0.5,5.930408874022408,46.64,5.930408874022408,91.0,4.447806655516806,13.32,5.930408874022408,34.64,13.343419966550417,119.92,7.41301109252801,41.64,5.930408874022408,30.88,2.965204437011204,6.2,2.965204437011204,5.72,2.965204437011204,10.08
37,Obi Toppin,Pacers,assists,1.5,105,over,0.5251561758483804,0.38285080244589853,0.48780487804878053,5.930408874022408,46.64,5.930408874022408,91.0,4.447806655516806,13.32,5.930408874022408,34.64,13.343419966550417,119.92,7.41301109252801,41.64,5.930408874022408,30.88,2.965204437011204,6.2,2.965204437011204,5.72,2.965204437011204,10.08
38,Isaiah Jackson,Pacers,points,3.5,-140,over,0.6264311686747459,0.3694100172121084,0.5833333333333333,5.930408874022408,46.64,5.930408874022408,91.0,4.447806655516806,13.32,5.930408874022408,34.64,13.343419966550417,119.92,7.41301109252801,41.64,5.930408874022408,30.88,2.965204437011204,6.2,2.965204437011204,5.72,2.965204437011204,10.08
39,Al Horford,Celtics,points,9.5,-110,over,0.5619210686802503,0.36379201922057103,0.5238095238095238,4.447806655516806,42.36,8.895613311033612,86.88,2.965204437011204,15.56,5.930408874022408,40.8,13.343419966550417,114.4,8.895613311033612,44.4,5.930408874022408,26.08,1.482602218505602,6.68,2.965204437011204,5.96,2.965204437011204,10.4
40,Pascal Siakam,Pacers,rebounds,7.5,100,over,0.5358175658470324,0.3581756584703246,0.5,5.930408874022408,46.64,5.930408874022408,91.0,4.447806655516806,13.32,5.930408874022408,34.64,13.343419966550417,119.92,7.41301109252801,41.64,5.930408874022408,30.88,2.965204437011204,6.2,2.965204437011204,5.72,2.965204437011204,10.08
41,Obi Toppin,Pacers,fg3m,0.5,-240,over,0.7534030360583935,0.3366048387469549,0.7058823529411764,5.930408874022408,46.64,5.930408874022408,91.0,4.447806655516806,13.32,5.930408874022408,34.64,13.343419966550417,119.92,7.41301109252801,41.64,5.930408874022408,30.88,2.965204437011204,6.2,2.965204437011204,5.72,2.965204437011204,10.08
