,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
3,Anthony Edwards,Timberwolves,points,25.5,-120,under,0.848597144493213,2.7788071578544535,0.5454545454545454,1,0.2254521834540568,0.09053954175905395,Anthony Edwards_points_under
33,Nickeil Alexander-Walker,Timberwolves,fg3m,1.5,-105,over,0.6915589588159976,1.7509326932037863,0.5121951219512195,1,0.2254521834540568,0.09053954175905395,Nickeil Alexander-Walker_fg3m_over
59,Jalen Green,Rockets,fg3m,2.5,-125,under,0.6227137499963162,0.6044237499668461,0.5555555555555556,1,0.2254521834540568,0.09053954175905395,Jalen Green_fg3m_under
61,Domantas Sabonis,Kings,rebounds,13.5,-140,under,0.616929038201125,0.28796318458107195,0.5833333333333333,1,0.2254521834540568,0.09053954175905395,Domantas Sabonis_rebounds_under
33,Nickeil Alexander-Walker,Timberwolves,fg3m,1.5,-105,over,0.6915589588159976,1.7509326932037863,0.5121951219512195,2,0.17257770232745853,0.07610134240877292,Nickeil Alexander-Walker_fg3m_over
38,Rudy Gobert,Timberwolves,rebounds,11.5,-115,under,0.6738166253209508,1.298720628000192,0.5348837209302326,2,0.17257770232745853,0.07610134240877292,Rudy Gobert_rebounds_under
53,Domantas Sabonis,Kings,fg3m,0.5,-140,over,0.6321205588285576,0.418176218530494,0.5833333333333333,2,0.17257770232745853,0.07610134240877292,Domantas Sabonis_fg3m_over
68,Stephen Curry,Warriors,assists,5.5,110,over,0.5858869614156224,1.1518130948640346,0.47619047619047616,2,0.17257770232745853,0.07610134240877292,Stephen Curry_assists_over
43,Donte DiVincenzo,Timberwolves,rebounds,2.5,-135,over,0.6602601118038804,0.7467083805152552,0.574468085106383,3,0.14220804916756793,0.09498648730615519,Donte DiVincenzo_rebounds_over
62,De'Aaron Fox,Kings,assists,5.5,-145,over,0.6162563382041968,0.2063035468975245,0.5918367346938775,3,0.14220804916756793,0.09498648730615519,De'Aaron Fox_assists_over
66,Draymond Green,Warriors,points,8.5,-105,under,0.5925473414375915,0.784390714033631,0.5121951219512195,3,0.14220804916756793,0.09498648730615519,Draymond Green_points_under
67,Stephen Curry,Warriors,fg3m,4.5,-120,under,0.5898270213105776,0.4067476953469624,0.5454545454545454,3,0.14220804916756793,0.09498648730615519,Stephen Curry_fg3m_under
17,Malik Monk,Kings,assists,5.5,100,over,0.7693191564470466,2.6931915644704665,0.5,4,0.2181201686989041,0.09992886043306212,Malik Monk_assists_over
18,Draymond Green,Warriors,rebounds,5.5,-155,over,0.7693191564470466,1.3282704804515122,0.607843137254902,4,0.2181201686989041,0.09992886043306212,Draymond Green_rebounds_over
60,James Harden,Clippers,assists,8.5,-145,under,0.6204411060979897,0.24165762048301676,0.5918367346938775,4,0.2181201686989041,0.09992886043306212,James Harden_assists_under
64,Julius Randle,Timberwolves,fg3m,1.5,-125,over,0.593994150290162,0.34594735261145804,0.5555555555555556,4,0.2181201686989041,0.09992886043306212,Julius Randle_fg3m_over
0,Nickeil Alexander-Walker,Timberwolves,points,7.5,-120,over,0.8808135213857409,3.074123946035959,0.5454545454545454,5,0.3361859617116675,0.09832129494387644,Nickeil Alexander-Walker_points_over
6,Ivica Zubac,Clippers,points,13.5,-130,under,0.8335874534856939,2.374042857758061,0.5652173913043479,5,0.3361859617116675,0.09832129494387644,Ivica Zubac_points_under
27,Donte DiVincenzo,Timberwolves,fg3m,2.5,-165,under,0.7306210859394124,0.8671087204225543,0.6226415094339623,5,0.3361859617116675,0.09832129494387644,Donte DiVincenzo_fg3m_under
58,Stephen Curry,Warriors,rebounds,4.5,-105,over,0.6266892287178578,1.1176805660552787,0.5121951219512195,5,0.3361859617116675,0.09832129494387644,Stephen Curry_rebounds_over
9,Fred VanVleet,Rockets,points,16.5,-115,over,0.8264635242016493,2.7256372914501994,0.5348837209302326,6,0.2759543894558816,0.0882123175572735,Fred VanVleet_points_over
