,PROP_TAG,THRESH,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROB,HOUSE_PROB,EV
3,Anthony Edwards_points_under,25.5,1,0.2254521834540568,0.09053954175905395,0.848597144493213,0.5454545454545454,2.7788071578544535
33,Nickeil Alexander-Walker_fg3m_over,1.5,1,0.2254521834540568,0.09053954175905395,0.6915589588159976,0.5121951219512195,1.7509326932037863
59,Jalen Green_fg3m_under,2.5,1,0.2254521834540568,0.09053954175905395,0.6227137499963162,0.5555555555555556,0.6044237499668461
61,Domantas Sabonis_rebounds_under,13.5,1,0.2254521834540568,0.09053954175905395,0.616929038201125,0.5833333333333333,0.28796318458107195
33,Nickeil Alexander-Walker_fg3m_over,1.5,2,0.17257770232745853,0.07610134240877292,0.6915589588159976,0.5121951219512195,1.7509326932037863
38,Rudy Gobert_rebounds_under,11.5,2,0.17257770232745853,0.07610134240877292,0.6738166253209508,0.5348837209302326,1.298720628000192
53,Domantas Sabonis_fg3m_over,0.5,2,0.17257770232745853,0.07610134240877292,0.6321205588285576,0.5833333333333333,0.418176218530494
68,Stephen Curry_assists_over,5.5,2,0.17257770232745853,0.07610134240877292,0.5858869614156224,0.47619047619047616,1.1518130948640346
43,Donte DiVincenzo_rebounds_over,2.5,3,0.14220804916756793,0.09498648730615519,0.6602601118038804,0.574468085106383,0.7467083805152552
62,De'Aaron Fox_assists_over,5.5,3,0.14220804916756793,0.09498648730615519,0.6162563382041968,0.5918367346938775,0.2063035468975245
66,Draymond Green_points_under,8.5,3,0.14220804916756793,0.09498648730615519,0.5925473414375915,0.5121951219512195,0.784390714033631
67,Stephen Curry_fg3m_under,4.5,3,0.14220804916756793,0.09498648730615519,0.5898270213105776,0.5454545454545454,0.4067476953469624
17,Malik Monk_assists_over,5.5,4,0.2181201686989041,0.09992886043306212,0.7693191564470466,0.5,2.6931915644704665
18,Draymond Green_rebounds_over,5.5,4,0.2181201686989041,0.09992886043306212,0.7693191564470466,0.607843137254902,1.3282704804515122
60,James Harden_assists_under,8.5,4,0.2181201686989041,0.09992886043306212,0.6204411060979897,0.5918367346938775,0.24165762048301676
64,Julius Randle_fg3m_over,1.5,4,0.2181201686989041,0.09992886043306212,0.593994150290162,0.5555555555555556,0.34594735261145804
0,Nickeil Alexander-Walker_points_over,7.5,5,0.3361859617116675,0.09832129494387644,0.8808135213857409,0.5454545454545454,3.074123946035959
6,Ivica Zubac_points_under,13.5,5,0.3361859617116675,0.09832129494387644,0.8335874534856939,0.5652173913043479,2.374042857758061
27,Donte DiVincenzo_fg3m_under,2.5,5,0.3361859617116675,0.09832129494387644,0.7306210859394124,0.6226415094339623,0.8671087204225543
58,Stephen Curry_rebounds_over,4.5,5,0.3361859617116675,0.09832129494387644,0.6266892287178578,0.5121951219512195,1.1176805660552787
9,Fred VanVleet_points_over,16.5,6,0.2759543894558816,0.0882123175572735,0.8264635242016493,0.5348837209302326,2.7256372914501994
22,Julius Randle_rebounds_over,5.5,6,0.2759543894558816,0.0882123175572735,0.7474434285002972,0.607843137254902,1.148324976373412
29,Brandin Podziemski_rebounds_over,5.5,6,0.2759543894558816,0.0882123175572735,0.724102547273447,0.46511627906976744,2.7841023831895555
61,Domantas Sabonis_rebounds_under,13.5,6,0.2759543894558816,0.0882123175572735,0.616929038201125,0.5833333333333333,0.28796318458107195
4,Naz Reid_points_under,11.5,7,0.2513545438092154,0.11190936722851616,0.8400075579480775,0.5454545454545454,2.700069281190711
25,Jabari Smith Jr._assists_under,1.5,7,0.2513545438092154,0.11190936722851616,0.7357588823428847,0.7142857142857143,0.15031217640019245
43,Donte DiVincenzo_rebounds_over,2.5,7,0.2513545438092154,0.11190936722851616,0.6602601118038804,0.574468085106383,0.7467083805152552
63,Fred VanVleet_assists_under,5.5,7,0.2513545438092154,0.11190936722851616,0.615960654833063,0.5,1.1596065483306293
27,Donte DiVincenzo_fg3m_under,2.5,8,0.1617280109555388,0.0929058897746172,0.7306210859394124,0.6226415094339623,0.8671087204225543
50,DeMar DeRozan_assists_over,3.5,8,0.1617280109555388,0.0929058897746172,0.640552227211231,0.574468085106383,0.575176792394047
67,Stephen Curry_fg3m_under,4.5,8,0.1617280109555388,0.0929058897746172,0.5898270213105776,0.5454545454545454,0.4067476953469624
68,Stephen Curry_assists_over,5.5,8,0.1617280109555388,0.0929058897746172,0.5858869614156224,0.47619047619047616,1.1518130948640346
2,Malik Monk_fg3m_over,2.5,9,0.3462656619411821,0.1003039513677812,0.8574607811109731,0.574468085106383,2.4630845763362474
7,Malik Monk_points_over,17.5,9,0.3462656619411821,0.1003039513677812,0.8310039988048443,0.5238095238095238,2.932310897682605
23,Kevin Huerter_rebounds_under,3.5,9,0.3462656619411821,0.1003039513677812,0.7360016443852393,0.6000000000000001,1.1333470365436602
45,Dillon Brooks_points_under,13.5,9,0.3462656619411821,0.1003039513677812,0.6602573775305096,0.5555555555555556,0.9423163977745865
0,Nickeil Alexander-Walker_points_over,7.5,10,0.26875487619168537,0.08151019815022291,0.8808135213857409,0.5454545454545454,3.074123946035959
30,Domantas Sabonis_points_over,19.5,10,0.26875487619168537,0.08151019815022291,0.7225675057802046,0.5454545454545454,1.623535469651876
38,Rudy Gobert_rebounds_under,11.5,10,0.26875487619168537,0.08151019815022291,0.6738166253209508,0.5348837209302326,1.298720628000192
