,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_EV,PARLAY_PROB,PARLAY_HOUSE_PROB,PARLAY_ID,TO_WIN,PROP_TAG
0,Nickeil Alexander-Walker,Timberwolves,fgm,1.5,100,over,0.8438197668225195,3.438197668225195,0.5,9.516918122032177,0.20019170031649203,0.04286493648195776,0,22.32909090909091,Nickeil Alexander-Walker_fgm_over
1,Naz Reid,Timberwolves,points,11.5,-110,over,0.7262319675863473,1.9322142360514976,0.5238095238095238,9.516918122032177,0.20019170031649203,0.04286493648195776,0,22.32909090909091,Naz Reid_points_over
2,Nickeil Alexander-Walker,Timberwolves,fg3m,1.5,160,over,0.5719076705793775,2.4347997175319076,0.3846153846153846,9.516918122032177,0.20019170031649203,0.04286493648195776,0,22.32909090909091,Nickeil Alexander-Walker_fg3m_over
3,Derrick Jones Jr.,Mavericks,steals,0.5,135,under,0.571209063848815,1.7117065002235758,0.425531914893617,9.516918122032177,0.20019170031649203,0.04286493648195776,0,22.32909090909091,Derrick Jones Jr._steals_under
4,Nickeil Alexander-Walker,Timberwolves,fgm,1.5,100,over,0.8438197668225195,3.438197668225195,0.5,9.159407466086662,0.24294061982818868,0.05494505494505494,2,17.200000000000003,Nickeil Alexander-Walker_fgm_over
5,Naz Reid,Timberwolves,points,11.5,-110,over,0.7262319675863473,1.9322142360514976,0.5238095238095238,9.159407466086662,0.24294061982818868,0.05494505494505494,2,17.200000000000003,Naz Reid_points_over
6,Jaden McDaniels,Timberwolves,points,9.5,-120,over,0.6931850011939704,1.3541958442780628,0.5454545454545454,9.159407466086662,0.24294061982818868,0.05494505494505494,2,17.200000000000003,Jaden McDaniels_points_over
7,Nickeil Alexander-Walker,Timberwolves,fg3m,1.5,160,over,0.5719076705793775,2.4347997175319076,0.3846153846153846,9.159407466086662,0.24294061982818868,0.05494505494505494,2,17.200000000000003,Nickeil Alexander-Walker_fg3m_over
8,Nickeil Alexander-Walker,Timberwolves,fgm,1.5,100,over,0.8438197668225195,3.438197668225195,0.5,9.067879456184796,0.2248411456671752,0.051594746716697934,3,18.381818181818183,Nickeil Alexander-Walker_fgm_over
9,Naz Reid,Timberwolves,points,11.5,-110,over,0.7262319675863473,1.9322142360514976,0.5238095238095238,9.067879456184796,0.2248411456671752,0.051594746716697934,3,18.381818181818183,Naz Reid_points_over
10,Rudy Gobert,Timberwolves,points,12.5,-105,over,0.6415415830336592,1.2626678343761966,0.5121951219512195,9.067879456184796,0.2248411456671752,0.051594746716697934,3,18.381818181818183,Rudy Gobert_points_over
11,Nickeil Alexander-Walker,Timberwolves,fg3m,1.5,160,over,0.5719076705793775,2.4347997175319076,0.3846153846153846,9.067879456184796,0.2248411456671752,0.051594746716697934,3,18.381818181818183,Nickeil Alexander-Walker_fg3m_over
12,Nickeil Alexander-Walker,Timberwolves,fgm,1.5,100,over,0.8438197668225195,3.438197668225195,0.5,9.035791992244492,0.1580706201661264,0.03637024913620658,4,26.495000000000005,Nickeil Alexander-Walker_fgm_over
13,Naz Reid,Timberwolves,fgm,4.5,125,over,0.5734300538901168,1.4510881062638141,0.4444444444444444,9.035791992244492,0.1580706201661264,0.03637024913620658,4,26.495000000000005,Naz Reid_fgm_over
14,Nickeil Alexander-Walker,Timberwolves,fg3m,1.5,160,over,0.5719076705793775,2.4347997175319076,0.3846153846153846,9.035791992244492,0.1580706201661264,0.03637024913620658,4,26.495000000000005,Nickeil Alexander-Walker_fg3m_over
15,Derrick Jones Jr.,Mavericks,steals,0.5,135,under,0.571209063848815,1.7117065002235758,0.425531914893617,9.035791992244492,0.1580706201661264,0.03637024913620658,4,26.495000000000005,Derrick Jones Jr._steals_under
