,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_EV,PARLAY_PROB,PARLAY_HOUSE_PROB,PARLAY_ID,TO_WIN,PROP_TAG
0,Payton Pritchard,Celtics,points,6.5,-135,over,0.9377494189271348,3.1618930906620992,0.574468085106383,9.77306034885953,0.6457888557862717,0.14361702127659576,0,5.962962962962963,Payton Pritchard_points_over
1,Andrew Nembhard,Pacers,points,15.5,100,under,0.8647484694379524,3.647484694379523,0.5,9.77306034885953,0.6457888557862717,0.14361702127659576,0,5.962962962962963,Andrew Nembhard_points_under
2,Andrew Nembhard,Pacers,assists,6.5,100,under,0.7963682563817908,2.9636825638179074,0.5,9.77306034885953,0.6457888557862717,0.14361702127659576,0,5.962962962962963,Andrew Nembhard_assists_under
3,Payton Pritchard,Celtics,points,6.5,-135,over,0.9377494189271348,3.1618930906620992,0.574468085106383,9.653537024670234,0.6360965017591703,0.14361702127659576,1,5.962962962962963,Payton Pritchard_points_over
4,Andrew Nembhard,Pacers,points,15.5,100,under,0.8647484694379524,3.647484694379523,0.5,9.653537024670234,0.6360965017591703,0.14361702127659576,1,5.962962962962963,Andrew Nembhard_points_under
5,Payton Pritchard,Celtics,assists,2.5,100,over,0.7844159239628612,2.8441592396286115,0.5,9.653537024670234,0.6360965017591703,0.14361702127659576,1,5.962962962962963,Payton Pritchard_assists_over
6,Andrew Nembhard,Pacers,points,15.5,100,under,0.8647484694379524,3.647484694379523,0.5,9.455326497826043,0.5401944824194752,0.125,2,7.0,Andrew Nembhard_points_under
7,Andrew Nembhard,Pacers,assists,6.5,100,under,0.7963682563817908,2.9636825638179074,0.5,9.455326497826043,0.5401944824194752,0.125,2,7.0,Andrew Nembhard_assists_under
8,Payton Pritchard,Celtics,assists,2.5,100,over,0.7844159239628612,2.8441592396286115,0.5,9.455326497826043,0.5401944824194752,0.125,2,7.0,Payton Pritchard_assists_over
9,Payton Pritchard,Celtics,points,6.5,-135,over,0.9377494189271348,3.1618930906620992,0.574468085106383,9.443450767071031,0.6998072302126334,0.16234967622571697,3,5.15954415954416,Payton Pritchard_points_over
10,Andrew Nembhard,Pacers,points,15.5,100,under,0.8647484694379524,3.647484694379523,0.5,9.443450767071031,0.6998072302126334,0.16234967622571697,3,5.15954415954416,Andrew Nembhard_points_under
11,Jrue Holiday,Celtics,points,14.5,-130,under,0.8629821631859331,2.6340729820294078,0.5652173913043479,9.443450767071031,0.6998072302126334,0.16234967622571697,3,5.15954415954416,Jrue Holiday_points_under
12,Payton Pritchard,Celtics,points,6.5,-135,over,0.9377494189271348,3.1618930906620992,0.574468085106383,9.269819193801002,0.6197357697192198,0.1471198754540737,5,5.797178130511464,Payton Pritchard_points_over
13,Andrew Nembhard,Pacers,points,15.5,100,under,0.8647484694379524,3.647484694379523,0.5,9.269819193801002,0.6197357697192198,0.1471198754540737,5,5.797178130511464,Andrew Nembhard_points_under
14,Jayson Tatum,Celtics,points,29.5,-105,under,0.7642403394338876,2.4604414087593787,0.5121951219512195,9.269819193801002,0.6197357697192198,0.1471198754540737,5,5.797178130511464,Jayson Tatum_points_under
15,Andrew Nembhard,Pacers,points,15.5,100,under,0.8647484694379524,3.647484694379523,0.5,9.245240240226838,0.5942997697246337,0.14130434782608697,6,6.076923076923077,Andrew Nembhard_points_under
16,Jrue Holiday,Celtics,points,14.5,-130,under,0.8629821631859331,2.6340729820294078,0.5652173913043479,9.245240240226838,0.5942997697246337,0.14130434782608697,6,6.076923076923077,Jrue Holiday_points_under
