,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PARLAY_EV,TO_WIN
9,Jayson Tatum,Celtics,steals,1.5,-250,under,0.7357588823428847,0.15031217640019268,0.7142857142857143,4,0.36507746201411184,0.21948116208383409,0.6633658148514137,4.556199677938808
10,Luke Kornet,Celtics,assists,0.5,-115,over,0.721962699546806,1.7487817566331865,0.5348837209302326,4,0.36507746201411184,0.21948116208383409,0.6633658148514137,4.556199677938808
11,T.J. McConnell,Pacers,assists,4.5,-135,over,0.6872816501433185,0.981895843839995,0.574468085106383,4,0.36507746201411184,0.21948116208383409,0.6633658148514137,4.556199677938808
0,Al Horford,Celtics,rebounds,7.5,-145,under,0.7160162577921948,1.0491028675547494,0.5918367346938775,0,0.4921048351848634,0.29591836734693877,0.6629749602798833,3.3793103448275863
1,T.J. McConnell,Pacers,fgm,4.5,100,over,0.6872816501433185,1.872816501433185,0.5,0,0.4921048351848634,0.29591836734693877,0.6629749602798833,3.3793103448275863
6,Andrew Nembhard,Pacers,blocks,0.5,-550,under,0.8521437889662113,0.03539511661852135,0.8461538461538461,3,0.4546190170998519,0.30508474576271183,0.4901401116050703,3.277777777777778
7,Jrue Holiday,Celtics,points,12.5,-120,under,0.7398962216034679,1.782382031365123,0.5454545454545454,3,0.4546190170998519,0.30508474576271183,0.4901401116050703,3.277777777777778
8,Jrue Holiday,Celtics,steals,1.5,-195,under,0.7210475511959114,0.4540776308408674,0.6610169491525424,3,0.4546190170998519,0.30508474576271183,0.4901401116050703,3.277777777777778
4,Obi Toppin,Pacers,points,7.5,-135,over,0.8618999066487378,2.5017214097204965,0.574468085106383,2,0.6998594233813411,0.3351063829787234,1.0884693904078118,2.984126984126984
5,T.J. McConnell,Pacers,points,9.5,-140,over,0.8119961703007408,1.9599671740063505,0.5833333333333333,2,0.6998594233813411,0.3351063829787234,1.0884693904078118,2.984126984126984
2,Payton Pritchard,Celtics,points,9.5,-115,over,0.8368140518122709,2.822392223462532,0.5348837209302326,1,0.6502520575392511,0.3403805496828753,0.91036784606252,2.9378881987577636
3,Luke Kornet,Celtics,points,3.5,-175,over,0.7770568098504246,1.1054463631104783,0.6363636363636364,1,0.6502520575392511,0.3403805496828753,0.91036784606252,2.9378881987577636
12,Jayson Tatum,Celtics,points,29.5,-120,under,0.7691717428514041,2.050740976137872,0.5454545454545454,5,0.7691717428514041,0.5454545454545454,0.4101481952275743,1.8333333333333335
14,Payton Pritchard,Celtics,fgm,3.5,-120,over,0.746024827010655,1.8385609142643382,0.5454545454545454,7,0.746024827010655,0.5454545454545454,0.36771218285286755,1.8333333333333335
13,Payton Pritchard,Celtics,assists,2.5,-145,over,0.8415674019597683,2.109793568280802,0.5918367346938775,6,0.8415674019597683,0.5918367346938775,0.4219587136561602,1.6896551724137931
15,Jayson Tatum,Celtics,rebounds,10.5,-145,under,0.7829049644415078,1.6141971133851527,0.5918367346938775,8,0.7829049644415078,0.5918367346938775,0.3228394226770306,1.6896551724137931
