,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PARLAY_EV,TO_WIN
36,Obi Toppin,Pacers,fgm,3.5,130,over,0.6335357424203472,2.285661037833992,0.4347826086956522,12,0.1416431131321176,0.045612075385232285,2.1053862806246504,21.92401883830456
37,Luke Kornet,Celtics,fgm,1.5,-130,over,0.6255013190442551,0.5332808992376412,0.5652173913043479,12,0.1416431131321176,0.045612075385232285,2.1053862806246504,21.92401883830456
33,T.J. McConnell,Pacers,points,9.5,-140,over,0.8119961703007408,1.9599671740063505,0.5833333333333333,12,0.1416431131321176,0.045612075385232285,2.1053862806246504,21.92401883830456
35,Aaron Nesmith,Pacers,points,9.5,-120,over,0.6551326000263189,1.005382166907924,0.5454545454545454,12,0.1416431131321176,0.045612075385232285,2.1053862806246504,21.92401883830456
34,Jrue Holiday,Celtics,rebounds,5.5,-140,under,0.6719128086015262,0.7592526451559403,0.5833333333333333,12,0.1416431131321176,0.045612075385232285,2.1053862806246504,21.92401883830456
1815,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.0328804143207542,0.5555555555555556,581,0.203799911069433,0.046556610138995105,3.3774645632701112,21.479227053140097
1811,Payton Pritchard,Celtics,points,9.5,-115,over,0.8368140518122709,2.822392223462532,0.5348837209302326,581,0.203799911069433,0.046556610138995105,3.3774645632701112,21.479227053140097
1812,Jayson Tatum,Celtics,points,29.5,-120,under,0.7691717428514041,2.050740976137872,0.5454545454545454,581,0.203799911069433,0.046556610138995105,3.3774645632701112,21.479227053140097
1813,T.J. McConnell,Pacers,fgm,4.5,100,over,0.6872816501433185,1.872816501433185,0.5,581,0.203799911069433,0.046556610138995105,3.3774645632701112,21.479227053140097
1814,T.J. McConnell,Pacers,assists,4.5,-135,over,0.6872816501433185,0.981895843839995,0.574468085106383,581,0.203799911069433,0.046556610138995105,3.3774645632701112,21.479227053140097
275,Luke Kornet,Celtics,fgm,1.5,-130,over,0.6255013190442551,0.5332808992376412,0.5652173913043479,93,0.13186134753648454,0.05235667065273798,1.5185204844492697,19.09976298211592
274,Jayson Tatum,Celtics,fgm,9.5,-105,under,0.6555694814779521,1.3996068429990558,0.5121951219512195,93,0.13186134753648454,0.05235667065273798,1.5185204844492697,19.09976298211592
273,Derrick White,Celtics,rebounds,3.5,-170,over,0.6807710116020809,0.4061227391929956,0.6296296296296295,93,0.13186134753648454,0.05235667065273798,1.5185204844492697,19.09976298211592
272,T.J. McConnell,Pacers,assists,4.5,-135,over,0.6872816501433185,0.981895843839995,0.574468085106383,93,0.13186134753648454,0.05235667065273798,1.5185204844492697,19.09976298211592
