,PARLAY_ID,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_EV,PARLAY_PROB,PARLAY_HOUSE_PROB,TO_WIN,PROP_TAG
0,222,Sam Hauser,Celtics,points,3.5,130,over,0.986951487,6.349942097,0.434782609,20.91303739,0.362789739,0.016267377,60.47272727,Sam Hauser_points_over
1,222,Payton Pritchard,Celtics,points,8.5,100,over,0.871742505,3.717425053,0.5,20.91303739,0.362789739,0.016267377,60.47272727,Payton Pritchard_points_over
2,222,Sam Hauser,Celtics,rebounds,1.5,100,over,0.823508917,3.235089171,0.5,20.91303739,0.362789739,0.016267377,60.47272727,Sam Hauser_rebounds_over
3,222,Payton Pritchard,Celtics,assists,2.5,-110,over,0.819559888,2.823071655,0.523809524,20.91303739,0.362789739,0.016267377,60.47272727,Payton Pritchard_assists_over
4,222,Jayson Tatum,Celtics,points,30.5,-120,under,0.806885465,2.396450095,0.545454545,20.91303739,0.362789739,0.016267377,60.47272727,Jayson Tatum_points_under
5,222,Jayson Tatum,Celtics,rebounds,10.5,-110,under,0.774301453,2.391059323,0.523809524,20.91303739,0.362789739,0.016267377,60.47272727,Jayson Tatum_rebounds_under
6,256,Sam Hauser,Celtics,points,3.5,130,over,0.986951487,6.349942097,0.434782609,20.75586551,0.383144133,0.017553335,55.96923077,Sam Hauser_points_over
7,256,Payton Pritchard,Celtics,points,8.5,100,over,0.871742505,3.717425053,0.5,20.75586551,0.383144133,0.017553335,55.96923077,Payton Pritchard_points_over
8,256,Sam Hauser,Celtics,rebounds,1.5,100,over,0.823508917,3.235089171,0.5,20.75586551,0.383144133,0.017553335,55.96923077,Sam Hauser_rebounds_over
9,256,Payton Pritchard,Celtics,assists,2.5,-110,over,0.819559888,2.823071655,0.523809524,20.75586551,0.383144133,0.017553335,55.96923077,Payton Pritchard_assists_over
10,256,T.J. McConnell,Pacers,points,9.5,-130,over,0.817743798,2.233887442,0.565217391,20.75586551,0.383144133,0.017553335,55.96923077,T.J. McConnell_points_over
11,256,Jayson Tatum,Celtics,points,30.5,-120,under,0.806885465,2.396450095,0.545454545,20.75586551,0.383144133,0.017553335,55.96923077,Jayson Tatum_points_under
12,258,Sam Hauser,Celtics,points,3.5,130,over,0.986951487,6.349942097,0.434782609,20.75047474,0.367671834,0.016856774,58.32333121,Sam Hauser_points_over
