,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
2,Jordan Poole,Wizards,points,23.5,-130,under,0.8433708709697922,2.460588473963546,0.5652173913043479,1,0.2825552084236687,0.09853166543114254,Jordan Poole_points_under
5,Cason Wallace,Thunder,assists,1.5,-190,over,0.7854094417800117,0.9939141609527202,0.6551724137931035,1,0.2825552084236687,0.09853166543114254,Cason Wallace_assists_over
24,Isaiah Hartenstein,Thunder,points,10.5,-120,under,0.669881086782901,1.1405766288432604,0.5454545454545454,1,0.2825552084236687,0.09853166543114254,Isaiah Hartenstein_points_under
32,Gradey Dick,Raptors,points,13.5,105,over,0.6367821577205247,1.5270171166353776,0.48780487804878053,1,0.2825552084236687,0.09853166543114254,Gradey Dick_points_over
4,Julian Strawther,Nuggets,points,9.5,100,under,0.7877349552636358,2.8773495526363577,0.5,2,0.31835509230681036,0.0948367279774747,Julian Strawther_points_under
5,Cason Wallace,Thunder,assists,1.5,-190,over,0.7854094417800117,0.9939141609527202,0.6551724137931035,2,0.31835509230681036,0.0948367279774747,Cason Wallace_assists_over
14,Scottie Barnes,Raptors,rebounds,7.5,-130,over,0.7208291283249197,1.3765653659512127,0.5652173913043479,2,0.31835509230681036,0.0948367279774747,Scottie Barnes_rebounds_over
16,Daniel Gafford,Mavericks,points,11.5,-105,over,0.7138438756350164,1.968475928818017,0.5121951219512195,2,0.31835509230681036,0.0948367279774747,Daniel Gafford_points_over
35,Javonte Green,Pelicans,assists,0.5,-115,over,0.6321205588285576,0.9089530499191247,0.5348837209302326,3,0.1090408331686231,0.07454825378818575,Javonte Green_assists_over
39,Daniel Gafford,Mavericks,rebounds,6.5,-120,over,0.608038330562136,0.5736846968195803,0.5454545454545454,3,0.1090408331686231,0.07454825378818575,Daniel Gafford_rebounds_over
58,Klay Thompson,Mavericks,fg3m,2.5,-110,under,0.5438131158833297,0.19094337888632928,0.5238095238095238,3,0.1090408331686231,0.07454825378818575,Klay Thompson_fg3m_under
60,Jordan Poole,Wizards,assists,5.5,105,over,0.5216853128418241,0.34727445662869627,0.48780487804878053,3,0.1090408331686231,0.07454825378818575,Jordan Poole_assists_over
16,Daniel Gafford,Mavericks,points,11.5,-105,over,0.7138438756350164,1.968475928818017,0.5121951219512195,4,0.16875270387417496,0.062425661618233125,Daniel Gafford_points_over
23,Luguentz Dort,Thunder,points,8.5,-105,under,0.6756510437420216,1.5956411412911626,0.5121951219512195,4,0.16875270387417496,0.062425661618233125,Luguentz Dort_points_under
33,RJ Barrett,Raptors,rebounds,6.5,105,over,0.635378940502932,1.512634140155052,0.48780487804878053,4,0.16875270387417496,0.062425661618233125,RJ Barrett_rebounds_over
53,Javonte Green,Pelicans,fg3m,0.5,105,over,0.5506710358827783,0.6443781177984773,0.48780487804878053,4,0.16875270387417496,0.062425661618233125,Javonte Green_fg3m_over
22,Jakob Poeltl,Raptors,assists,2.5,-160,under,0.6766764161830634,0.49799588148738994,0.6153846153846154,5,0.11716582742381833,0.07855973813420623,Jakob Poeltl_assists_under
28,Dejounte Murray,Pelicans,points,18.5,-135,under,0.6549583934819012,0.700563795120251,0.574468085106383,5,0.11716582742381833,0.07855973813420623,Dejounte Murray_points_under
59,Jalen Williams,Thunder,rebounds,5.5,100,over,0.5216853128418241,0.2168531284182409,0.5,5,0.11716582742381833,0.07855973813420623,Jalen Williams_rebounds_over
63,Russell Westbrook,Nuggets,fg3m,1.5,125,over,0.5067544850576164,0.7009879568981847,0.4444444444444444,5,0.11716582742381833,0.07855973813420623,Russell Westbrook_fg3m_over
4,Julian Strawther,Nuggets,points,9.5,100,under,0.7877349552636358,2.8773495526363577,0.5,6,0.14541010283868183,0.046741452991452985,Julian Strawther_points_under
44,Scottie Barnes,Raptors,fg3m,1.5,-140,over,0.593994150290162,0.09137843105853172,0.5833333333333333,6,0.14541010283868183,0.046741452991452985,Scottie Barnes_fg3m_over
50,Isaiah Joe,Thunder,assists,1.5,160,over,0.5662510042543581,2.361263055306656,0.3846153846153846,6,0.14541010283868183,0.046741452991452985,Isaiah Joe_assists_over
54,Christian Braun,Nuggets,fg3m,0.5,140,under,0.5488116360940265,1.585739633128318,0.4166666666666667,6,0.14541010283868183,0.046741452991452985,Christian Braun_fg3m_under
10,RJ Barrett,Raptors,points,22.5,-105,over,0.7358488706030892,2.1832865939825377,0.5121951219512195,7,0.13386411372379606,0.05945301106498393,RJ Barrett_points_over
32,Gradey Dick,Raptors,points,13.5,105,over,0.6367821577205247,1.5270171166353776,0.48780487804878053,7,0.13386411372379606,0.05945301106498393,Gradey Dick_points_over
53,Javonte Green,Pelicans,fg3m,0.5,105,over,0.5506710358827783,0.6443781177984773,0.48780487804878053,7,0.13386411372379606,0.05945301106498393,Javonte Green_fg3m_over
61,Scottie Barnes,Raptors,assists,7.5,105,over,0.5187909829079023,0.31760757480599766,0.48780487804878053,7,0.13386411372379606,0.05945301106498393,Scottie Barnes_assists_over
9,Kyrie Irving,Mavericks,rebounds,3.5,-160,over,0.7487317354221212,1.0834453503047352,0.6153846153846154,8,0.12946280174156213,0.07314649175114292,Kyrie Irving_rebounds_over
36,Julian Strawther,Nuggets,fg3m,1.5,100,under,0.6268231239782291,1.2682312397822917,0.5,8,0.12946280174156213,0.07314649175114292,Julian Strawther_fg3m_under
56,Dereck Lively II,Mavericks,points,8.5,-115,over,0.5443473956775811,0.08846478568173577,0.5348837209302326,8,0.12946280174156213,0.07314649175114292,Dereck Lively II_points_over
63,Russell Westbrook,Nuggets,fg3m,1.5,125,over,0.5067544850576164,0.7009879568981847,0.4444444444444444,8,0.12946280174156213,0.07314649175114292,Russell Westbrook_fg3m_over
6,Daniel Gafford,Mavericks,assists,0.5,-180,over,0.7768698398515702,1.0423209766233237,0.6428571428571428,9,0.14943514602850105,0.1031074450686198,Daniel Gafford_assists_over
31,Isaiah Hartenstein,Thunder,assists,3.5,-145,over,0.640552227211231,0.41156191954315813,0.5918367346938775,9,0.14943514602850105,0.1031074450686198,Isaiah Hartenstein_assists_over
42,Jalen Williams,Thunder,points,21.5,-125,over,0.5946282767952675,0.351654491157408,0.5555555555555556,9,0.14943514602850105,0.1031074450686198,Jalen Williams_points_over
64,Kyrie Irving,Mavericks,assists,5.5,105,over,0.5050151278750382,0.1764050607191412,0.48780487804878053,9,0.14943514602850105,0.1031074450686198,Kyrie Irving_assists_over
31,Isaiah Hartenstein,Thunder,assists,3.5,-145,over,0.640552227211231,0.41156191954315813,0.5918367346938775,10,0.12581063356255814,0.09394233884029803,Isaiah Hartenstein_assists_over
39,Daniel Gafford,Mavericks,rebounds,6.5,-120,over,0.608038330562136,0.5736846968195803,0.5454545454545454,10,0.12581063356255814,0.09394233884029803,Daniel Gafford_rebounds_over
43,RJ Barrett,Raptors,fg3m,1.5,-125,over,0.593994150290162,0.34594735261145804,0.5555555555555556,10,0.12581063356255814,0.09394233884029803,RJ Barrett_fg3m_over
58,Klay Thompson,Mavericks,fg3m,2.5,-110,under,0.5438131158833297,0.19094337888632928,0.5238095238095238,10,0.12581063356255814,0.09394233884029803,Klay Thompson_fg3m_under
2,Jordan Poole,Wizards,points,23.5,-130,under,0.8433708709697922,2.460588473963546,0.5652173913043479,11,0.2529842525494244,0.11380407357296966,Jordan Poole_points_under
5,Cason Wallace,Thunder,assists,1.5,-190,over,0.7854094417800117,0.9939141609527202,0.6551724137931035,11,0.2529842525494244,0.11380407357296966,Cason Wallace_assists_over
29,Shai Gilgeous-Alexander,Thunder,assists,5.5,-150,over,0.6453269565417072,0.37772463784756005,0.6000000000000001,11,0.2529842525494244,0.11380407357296966,Shai Gilgeous-Alexander_assists_over
46,Davion Mitchell,Raptors,rebounds,1.5,-105,under,0.5918327134598557,0.7774145837747817,0.5121951219512195,11,0.2529842525494244,0.11380407357296966,Davion Mitchell_rebounds_under
13,CJ McCollum,Pelicans,points,18.5,-110,over,0.7273379608621714,1.9427714445934545,0.5238095238095238,12,0.166665580866405,0.09485094850948511,CJ McCollum_points_over
19,Dereck Lively II,Mavericks,assists,1.5,-175,over,0.6915589588159976,0.43367753355426664,0.6363636363636364,12,0.166665580866405,0.09485094850948511,Dereck Lively II_assists_over
44,Scottie Barnes,Raptors,fg3m,1.5,-140,over,0.593994150290162,0.09137843105853172,0.5833333333333333,12,0.166665580866405,0.09485094850948511,Scottie Barnes_fg3m_over
52,Luguentz Dort,Thunder,fg3m,1.5,105,under,0.5578254003710748,0.7177103538035157,0.48780487804878053,12,0.166665580866405,0.09485094850948511,Luguentz Dort_fg3m_under
15,Javonte Green,Pelicans,rebounds,2.5,-165,over,0.7145668868999318,0.7381886372267243,0.6226415094339623,13,0.1852748301612741,0.1040890061363767,Javonte Green_rebounds_over
27,Klay Thompson,Mavericks,points,12.5,-125,under,0.6666250272126061,0.9996252449134548,0.5555555555555556,13,0.1852748301612741,0.1040890061363767,Klay Thompson_points_under
28,Dejounte Murray,Pelicans,points,18.5,-135,under,0.6549583934819012,0.700563795120251,0.574468085106383,13,0.1852748301612741,0.1040890061363767,Dejounte Murray_points_under
45,Shai Gilgeous-Alexander,Thunder,points,30.5,-110,over,0.5938519818922445,0.6685870998805163,0.5238095238095238,13,0.1852748301612741,0.1040890061363767,Shai Gilgeous-Alexander_points_over
10,RJ Barrett,Raptors,points,22.5,-105,over,0.7358488706030892,2.1832865939825377,0.5121951219512195,14,0.14956286682791256,0.06682069089550795,RJ Barrett_points_over
26,Luguentz Dort,Thunder,assists,1.5,-115,over,0.6691458157147478,1.255058712116121,0.5348837209302326,14,0.14956286682791256,0.06682069089550795,Luguentz Dort_assists_over
46,Davion Mitchell,Raptors,rebounds,1.5,-105,under,0.5918327134598557,0.7774145837747817,0.5121951219512195,14,0.14956286682791256,0.06682069089550795,Davion Mitchell_rebounds_under
62,Trey Murphy III,Pelicans,rebounds,4.5,110,under,0.5132340007957142,0.3889570083549998,0.47619047619047616,14,0.14956286682791256,0.06682069089550795,Trey Murphy III_rebounds_under
3,Luguentz Dort,Thunder,rebounds,3.5,-130,over,0.83964705410753,2.4276470171050732,0.5652173913043479,15,0.16476799471176395,0.050879232271522905,Luguentz Dort_rebounds_over
18,Julian Strawther,Nuggets,assists,1.5,110,under,0.6990292757659671,2.339807395542654,0.47619047619047616,15,0.16476799471176395,0.050879232271522905,Julian Strawther_assists_under
