,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
0,Brandin Podziemski,Warriors,points,10.5,-125,under,0.9014792058890873,3.1133128530017853,0.5555555555555556,1,0.27411741336548356,0.11291779584462514,Brandin Podziemski_points_under
2,Jabari Smith Jr.,Rockets,assists,1.5,-250,under,0.8325291885556523,0.8277043198895655,0.7142857142857143,1,0.27411741336548356,0.11291779584462514,Jabari Smith Jr._assists_under
39,Jaden McDaniels,Timberwolves,rebounds,3.5,-105,over,0.6168226459813939,1.0213639250564646,0.5121951219512195,1,0.27411741336548356,0.11291779584462514,Jaden McDaniels_rebounds_over
52,DeMar DeRozan,Kings,rebounds,3.5,-125,over,0.5921355461748423,0.32921991557358066,0.5555555555555556,1,0.27411741336548356,0.11291779584462514,DeMar DeRozan_rebounds_over
7,De'Aaron Fox,Kings,points,24.5,-125,over,0.7320070267324438,1.5880632405919939,0.5555555555555556,2,0.18490365262852088,0.08417508417508417,De'Aaron Fox_points_over
14,Malik Monk,Kings,assists,5.5,-140,under,0.6857595011480397,0.8779385812689127,0.5833333333333333,2,0.18490365262852088,0.08417508417508417,Malik Monk_assists_under
38,Norman Powell,Clippers,rebounds,2.5,110,under,0.6188856664760662,1.4982994979986957,0.47619047619047616,2,0.18490365262852088,0.08417508417508417,Norman Powell_rebounds_under
50,Jabari Smith Jr.,Rockets,points,11.5,-120,under,0.5951795250696563,0.4558123131385168,0.5454545454545454,2,0.18490365262852088,0.08417508417508417,Jabari Smith Jr._points_under
17,Ivica Zubac,Clippers,assists,2.5,-180,under,0.6766764161830634,0.26303879253493756,0.6428571428571428,3,0.1567071775574384,0.1062573789846517,Ivica Zubac_assists_under
19,Jonathan Kuminga,Warriors,points,17.5,-120,under,0.6717402777882374,1.1576192130588439,0.5454545454545454,3,0.1567071775574384,0.1062573789846517,Jonathan Kuminga_points_under
43,Domantas Sabonis,Kings,points,19.5,-120,over,0.6102143918532763,0.5936319253217002,0.5454545454545454,3,0.1567071775574384,0.1062573789846517,Domantas Sabonis_points_over
59,Domantas Sabonis,Kings,assists,5.5,-125,over,0.5649682113073651,0.08471390176628546,0.5555555555555556,3,0.1567071775574384,0.1062573789846517,Domantas Sabonis_assists_over
0,Brandin Podziemski,Warriors,points,10.5,-125,under,0.9014792058890873,3.1133128530017853,0.5555555555555556,4,0.3011309908670609,0.10878010878010877,Brandin Podziemski_points_under
6,Nickeil Alexander-Walker,Timberwolves,points,7.5,-120,over,0.7482429323398823,1.8588935464489216,0.5454545454545454,4,0.3011309908670609,0.10878010878010877,Nickeil Alexander-Walker_points_over
14,Malik Monk,Kings,assists,5.5,-140,under,0.6857595011480397,0.8779385812689127,0.5833333333333333,4,0.3011309908670609,0.10878010878010877,Malik Monk_assists_under
30,Brandin Podziemski,Warriors,rebounds,5.5,-160,under,0.6510064372694919,0.2894273028146217,0.6153846153846154,4,0.3011309908670609,0.10878010878010877,Brandin Podziemski_rebounds_under
17,Ivica Zubac,Clippers,assists,2.5,-180,under,0.6766764161830634,0.26303879253493756,0.6428571428571428,5,0.1416461762469009,0.10476718403547668,Ivica Zubac_assists_under
