,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_EV,PARLAY_PROB,PARLAY_HOUSE_PROB,PARLAY_ID,TO_WIN,PROP_TAG
41,Jrue Holiday,Celtics,points,13.5,100,under,0.7469217995026641,2.469217995026641,0.5,9.810691448993172,0.03835824714231559,0.00689082008618161,1048,144.12060792376997,Jrue Holiday_points_under
42,Myles Turner,Pacers,fg3m,1.5,-135,over,0.6827480500604242,0.9424367320073952,0.574468085106383,9.810691448993172,0.03835824714231559,0.00689082008618161,1048,144.12060792376997,Myles Turner_fg3m_over
43,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,9.810691448993172,0.03835824714231559,0.00689082008618161,1048,144.12060792376997,Myles Turner_steals_under
44,Jrue Holiday,Celtics,rebounds,5.5,-110,under,0.664959723665485,1.347342816806902,0.5238095238095238,9.810691448993172,0.03835824714231559,0.00689082008618161,1048,144.12060792376997,Jrue Holiday_rebounds_under
45,Jaylen Brown,Celtics,points,25.5,-110,under,0.5973602918747726,0.7020755133501018,0.5238095238095238,9.810691448993172,0.03835824714231559,0.00689082008618161,1048,144.12060792376997,Jaylen Brown_points_under
46,Myles Turner,Pacers,points,16.5,-105,over,0.596178247804336,0.8198352761851853,0.5121951219512195,9.810691448993172,0.03835824714231559,0.00689082008618161,1048,144.12060792376997,Myles Turner_points_over
47,Pascal Siakam,Pacers,points,20.5,-115,over,0.59347419833087,0.547693593092915,0.5348837209302326,9.810691448993172,0.03835824714231559,0.00689082008618161,1048,144.12060792376997,Pascal Siakam_points_over
48,Obi Toppin,Pacers,points,8.5,-135,over,0.7984197698786744,1.9492091082032765,0.574468085106383,9.800501441222572,0.043859108929433586,0.00789312118962621,1086,125.69259421916423,Obi Toppin_points_over
49,Jrue Holiday,Celtics,points,13.5,100,under,0.7469217995026641,2.469217995026641,0.5,9.800501441222572,0.043859108929433586,0.00789312118962621,1086,125.69259421916423,Jrue Holiday_points_under
50,Jaylen Brown,Celtics,assists,3.5,-150,under,0.6830262606695402,0.691885505579501,0.6000000000000001,9.800501441222572,0.043859108929433586,0.00789312118962621,1086,125.69259421916423,Jaylen Brown_assists_under
51,Myles Turner,Pacers,fg3m,1.5,-135,over,0.6827480500604242,0.9424367320073952,0.574468085106383,9.800501441222572,0.043859108929433586,0.00789312118962621,1086,125.69259421916423,Myles Turner_fg3m_over
52,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,9.800501441222572,0.043859108929433586,0.00789312118962621,1086,125.69259421916423,Myles Turner_steals_under
53,Jrue Holiday,Celtics,rebounds,5.5,-110,under,0.664959723665485,1.347342816806902,0.5238095238095238,9.800501441222572,0.043859108929433586,0.00789312118962621,1086,125.69259421916423,Jrue Holiday_rebounds_under
54,Myles Turner,Pacers,points,16.5,-105,over,0.596178247804336,0.8198352761851853,0.5121951219512195,9.800501441222572,0.043859108929433586,0.00789312118962621,1086,125.69259421916423,Myles Turner_points_over
55,Pascal Siakam,Pacers,points,20.5,-115,over,0.59347419833087,0.547693593092915,0.5348837209302326,9.800501441222572,0.043859108929433586,0.00789312118962621,1086,125.69259421916423,Pascal Siakam_points_over
56,Obi Toppin,Pacers,points,8.5,-135,over,0.7984197698786744,1.9492091082032765,0.574468085106383,9.78861583376532,0.038213214419548204,0.006890820086181611,1124,144.12060792377,Obi Toppin_points_over
57,Jrue Holiday,Celtics,points,13.5,100,under,0.7469217995026641,2.469217995026641,0.5,9.78861583376532,0.038213214419548204,0.006890820086181611,1124,144.12060792377,Jrue Holiday_points_under
58,Myles Turner,Pacers,fg3m,1.5,-135,over,0.6827480500604242,0.9424367320073952,0.574468085106383,9.78861583376532,0.038213214419548204,0.006890820086181611,1124,144.12060792377,Myles Turner_fg3m_over
59,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,9.78861583376532,0.038213214419548204,0.006890820086181611,1124,144.12060792377,Myles Turner_steals_under
60,Jrue Holiday,Celtics,rebounds,5.5,-110,under,0.664959723665485,1.347342816806902,0.5238095238095238,9.78861583376532,0.038213214419548204,0.006890820086181611,1124,144.12060792377,Jrue Holiday_rebounds_under
61,Aaron Nesmith,Pacers,assists,1.5,-115,over,0.6047127189295851,0.6527493291243827,0.5348837209302326,9.78861583376532,0.038213214419548204,0.006890820086181611,1124,144.12060792377,Aaron Nesmith_assists_over
62,Myles Turner,Pacers,points,16.5,-105,over,0.596178247804336,0.8198352761851853,0.5121951219512195,9.78861583376532,0.038213214419548204,0.006890820086181611,1124,144.12060792377,Myles Turner_points_over
63,Aaron Nesmith,Pacers,points,11.5,-110,under,0.5840417693618916,0.5749441620907834,0.5238095238095238,9.78861583376532,0.038213214419548204,0.006890820086181611,1124,144.12060792377,Aaron Nesmith_points_under
64,Obi Toppin,Pacers,points,8.5,-135,over,0.7984197698786744,1.9492091082032765,0.574468085106383,9.787797414418954,0.044778267764307,0.008072103529527032,1128,122.88344578858411,Obi Toppin_points_over
65,Jrue Holiday,Celtics,points,13.5,100,under,0.7469217995026641,2.469217995026641,0.5,9.787797414418954,0.044778267764307,0.008072103529527032,1128,122.88344578858411,Jrue Holiday_points_under
66,Jaylen Brown,Celtics,assists,3.5,-150,under,0.6830262606695402,0.691885505579501,0.6000000000000001,9.787797414418954,0.044778267764307,0.008072103529527032,1128,122.88344578858411,Jaylen Brown_assists_under
67,Myles Turner,Pacers,fg3m,1.5,-135,over,0.6827480500604242,0.9424367320073952,0.574468085106383,9.787797414418954,0.044778267764307,0.008072103529527032,1128,122.88344578858411,Myles Turner_fg3m_over
68,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,9.787797414418954,0.044778267764307,0.008072103529527032,1128,122.88344578858411,Myles Turner_steals_under
69,Jrue Holiday,Celtics,rebounds,5.5,-110,under,0.664959723665485,1.347342816806902,0.5238095238095238,9.787797414418954,0.044778267764307,0.008072103529527032,1128,122.88344578858411,Jrue Holiday_rebounds_under
70,Aaron Nesmith,Pacers,assists,1.5,-115,over,0.6047127189295851,0.6527493291243827,0.5348837209302326,9.787797414418954,0.044778267764307,0.008072103529527032,1128,122.88344578858411,Aaron Nesmith_assists_over
71,Jaylen Brown,Celtics,points,25.5,-110,under,0.5973602918747726,0.7020755133501018,0.5238095238095238,9.787797414418954,0.044778267764307,0.008072103529527032,1128,122.88344578858411,Jaylen Brown_points_under
72,Obi Toppin,Pacers,points,8.5,-135,over,0.7984197698786744,1.9492091082032765,0.574468085106383,9.761365264767452,0.038830367934240384,0.007036503386100884,1234,141.11604047193208,Obi Toppin_points_over
73,Jrue Holiday,Celtics,points,13.5,100,under,0.7469217995026641,2.469217995026641,0.5,9.761365264767452,0.038830367934240384,0.007036503386100884,1234,141.11604047193208,Jrue Holiday_points_under
74,Myles Turner,Pacers,fg3m,1.5,-135,over,0.6827480500604242,0.9424367320073952,0.574468085106383,9.761365264767452,0.038830367934240384,0.007036503386100884,1234,141.11604047193208,Myles Turner_fg3m_over
75,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,9.761365264767452,0.038830367934240384,0.007036503386100884,1234,141.11604047193208,Myles Turner_steals_under
76,Jrue Holiday,Celtics,rebounds,5.5,-110,under,0.664959723665485,1.347342816806902,0.5238095238095238,9.761365264767452,0.038830367934240384,0.007036503386100884,1234,141.11604047193208,Jrue Holiday_rebounds_under
77,Aaron Nesmith,Pacers,assists,1.5,-115,over,0.6047127189295851,0.6527493291243827,0.5348837209302326,9.761365264767452,0.038830367934240384,0.007036503386100884,1234,141.11604047193208,Aaron Nesmith_assists_over
78,Myles Turner,Pacers,points,16.5,-105,over,0.596178247804336,0.8198352761851853,0.5121951219512195,9.761365264767452,0.038830367934240384,0.007036503386100884,1234,141.11604047193208,Myles Turner_points_over
79,Pascal Siakam,Pacers,points,20.5,-115,over,0.59347419833087,0.547693593092915,0.5348837209302326,9.761365264767452,0.038830367934240384,0.007036503386100884,1234,141.11604047193208,Pascal Siakam_points_over
80,Obi Toppin,Pacers,points,8.5,-135,over,0.7984197698786744,1.9492091082032765,0.574468085106383,9.719550252419602,0.03847368644917329,0.007027002301323538,1407,141.30819304152638,Obi Toppin_points_over
81,Jrue Holiday,Celtics,points,13.5,100,under,0.7469217995026641,2.469217995026641,0.5,9.719550252419602,0.03847368644917329,0.007027002301323538,1407,141.30819304152638,Jrue Holiday_points_under
82,Myles Turner,Pacers,fg3m,1.5,-135,over,0.6827480500604242,0.9424367320073952,0.574468085106383,9.719550252419602,0.03847368644917329,0.007027002301323538,1407,141.30819304152638,Myles Turner_fg3m_over
83,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,9.719550252419602,0.03847368644917329,0.007027002301323538,1407,141.30819304152638,Myles Turner_steals_under
84,Jrue Holiday,Celtics,rebounds,5.5,-110,under,0.664959723665485,1.347342816806902,0.5238095238095238,9.719550252419602,0.03847368644917329,0.007027002301323538,1407,141.30819304152638,Jrue Holiday_rebounds_under
85,Jaylen Brown,Celtics,points,25.5,-110,under,0.5973602918747726,0.7020755133501018,0.5238095238095238,9.719550252419602,0.03847368644917329,0.007027002301323538,1407,141.30819304152638,Jaylen Brown_points_under
86,Myles Turner,Pacers,points,16.5,-105,over,0.596178247804336,0.8198352761851853,0.5121951219512195,9.719550252419602,0.03847368644917329,0.007027002301323538,1407,141.30819304152638,Myles Turner_points_over
87,Derrick White,Celtics,points,15.5,-120,over,0.595260261438474,0.45655239651934565,0.5454545454545454,9.719550252419602,0.03847368644917329,0.007027002301323538,1407,141.30819304152638,Derrick White_points_over
88,Obi Toppin,Pacers,points,8.5,-135,over,0.7984197698786744,1.9492091082032765,0.574468085106383,9.709992247385355,0.04324760818710627,0.007904979232849453,1446,125.50254612238082,Obi Toppin_points_over
89,Jrue Holiday,Celtics,points,13.5,100,under,0.7469217995026641,2.469217995026641,0.5,9.709992247385355,0.04324760818710627,0.007904979232849453,1446,125.50254612238082,Jrue Holiday_points_under
90,Jaylen Brown,Celtics,assists,3.5,-150,under,0.6830262606695402,0.691885505579501,0.6000000000000001,9.709992247385355,0.04324760818710627,0.007904979232849453,1446,125.50254612238082,Jaylen Brown_assists_under
91,Myles Turner,Pacers,fg3m,1.5,-135,over,0.6827480500604242,0.9424367320073952,0.574468085106383,9.709992247385355,0.04324760818710627,0.007904979232849453,1446,125.50254612238082,Myles Turner_fg3m_over
92,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,9.709992247385355,0.04324760818710627,0.007904979232849453,1446,125.50254612238082,Myles Turner_steals_under
93,Jrue Holiday,Celtics,rebounds,5.5,-110,under,0.664959723665485,1.347342816806902,0.5238095238095238,9.709992247385355,0.04324760818710627,0.007904979232849453,1446,125.50254612238082,Jrue Holiday_rebounds_under
94,Jaylen Brown,Celtics,points,25.5,-110,under,0.5973602918747726,0.7020755133501018,0.5238095238095238,9.709992247385355,0.04324760818710627,0.007904979232849453,1446,125.50254612238082,Jaylen Brown_points_under
95,Aaron Nesmith,Pacers,points,11.5,-110,under,0.5840417693618916,0.5749441620907834,0.5238095238095238,9.709992247385355,0.04324760818710627,0.007904979232849453,1446,125.50254612238082,Aaron Nesmith_points_under
96,Obi Toppin,Pacers,points,8.5,-135,over,0.7984197698786744,1.9492091082032765,0.574468085106383,9.709360244649002,0.043991103103083525,0.0080491117269706,1448,123.23731138545952,Obi Toppin_points_over
97,Jrue Holiday,Celtics,points,13.5,100,under,0.7469217995026641,2.469217995026641,0.5,9.709360244649002,0.043991103103083525,0.0080491117269706,1448,123.23731138545952,Jrue Holiday_points_under
98,Jaylen Brown,Celtics,assists,3.5,-150,under,0.6830262606695402,0.691885505579501,0.6000000000000001,9.709360244649002,0.043991103103083525,0.0080491117269706,1448,123.23731138545952,Jaylen Brown_assists_under
99,Myles Turner,Pacers,fg3m,1.5,-135,over,0.6827480500604242,0.9424367320073952,0.574468085106383,9.709360244649002,0.043991103103083525,0.0080491117269706,1448,123.23731138545952,Myles Turner_fg3m_over
100,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,9.709360244649002,0.043991103103083525,0.0080491117269706,1448,123.23731138545952,Myles Turner_steals_under
101,Jrue Holiday,Celtics,rebounds,5.5,-110,under,0.664959723665485,1.347342816806902,0.5238095238095238,9.709360244649002,0.043991103103083525,0.0080491117269706,1448,123.23731138545952,Jrue Holiday_rebounds_under
102,Myles Turner,Pacers,points,16.5,-105,over,0.596178247804336,0.8198352761851853,0.5121951219512195,9.709360244649002,0.043991103103083525,0.0080491117269706,1448,123.23731138545952,Myles Turner_points_over
103,Derrick White,Celtics,points,15.5,-120,over,0.595260261438474,0.45655239651934565,0.5454545454545454,9.709360244649002,0.043991103103083525,0.0080491117269706,1448,123.23731138545952,Derrick White_points_over
104,Obi Toppin,Pacers,points,8.5,-135,over,0.7984197698786744,1.9492091082032765,0.574468085106383,9.698553518633119,0.04215820429329185,0.007729702531455894,1495,128.3710845832058,Obi Toppin_points_over
105,Jrue Holiday,Celtics,points,13.5,100,under,0.7469217995026641,2.469217995026641,0.5,9.698553518633119,0.04215820429329185,0.007729702531455894,1495,128.3710845832058,Jrue Holiday_points_under
106,Myles Turner,Pacers,fg3m,1.5,-135,over,0.6827480500604242,0.9424367320073952,0.574468085106383,9.698553518633119,0.04215820429329185,0.007729702531455894,1495,128.3710845832058,Myles Turner_fg3m_over
107,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,9.698553518633119,0.04215820429329185,0.007729702531455894,1495,128.3710845832058,Myles Turner_steals_under
108,Jrue Holiday,Celtics,rebounds,5.5,-110,under,0.664959723665485,1.347342816806902,0.5238095238095238,9.698553518633119,0.04215820429329185,0.007729702531455894,1495,128.3710845832058,Jrue Holiday_rebounds_under
109,Aaron Nesmith,Pacers,fgm,4.5,-150,under,0.6522666795279438,0.4355556627328645,0.6000000000000001,9.698553518633119,0.04215820429329185,0.007729702531455894,1495,128.3710845832058,Aaron Nesmith_fgm_under
110,Jaylen Brown,Celtics,points,25.5,-110,under,0.5973602918747726,0.7020755133501018,0.5238095238095238,9.698553518633119,0.04215820429329185,0.007729702531455894,1495,128.3710845832058,Jaylen Brown_points_under
111,Myles Turner,Pacers,points,16.5,-105,over,0.596178247804336,0.8198352761851853,0.5121951219512195,9.698553518633119,0.04215820429329185,0.007729702531455894,1495,128.3710845832058,Myles Turner_points_over
112,Obi Toppin,Pacers,points,8.5,-135,over,0.7984197698786744,1.9492091082032765,0.574468085106383,9.68836351086252,0.04820400858017887,0.008854022899667663,1541,111.94301035041774,Obi Toppin_points_over
113,Jrue Holiday,Celtics,points,13.5,100,under,0.7469217995026641,2.469217995026641,0.5,9.68836351086252,0.04820400858017887,0.008854022899667663,1541,111.94301035041774,Jrue Holiday_points_under
114,Jaylen Brown,Celtics,assists,3.5,-150,under,0.6830262606695402,0.691885505579501,0.6000000000000001,9.68836351086252,0.04820400858017887,0.008854022899667663,1541,111.94301035041774,Jaylen Brown_assists_under
115,Myles Turner,Pacers,fg3m,1.5,-135,over,0.6827480500604242,0.9424367320073952,0.574468085106383,9.68836351086252,0.04820400858017887,0.008854022899667663,1541,111.94301035041774,Myles Turner_fg3m_over
116,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,9.68836351086252,0.04820400858017887,0.008854022899667663,1541,111.94301035041774,Myles Turner_steals_under
117,Jrue Holiday,Celtics,rebounds,5.5,-110,under,0.664959723665485,1.347342816806902,0.5238095238095238,9.68836351086252,0.04820400858017887,0.008854022899667663,1541,111.94301035041774,Jrue Holiday_rebounds_under
118,Aaron Nesmith,Pacers,fgm,4.5,-150,under,0.6522666795279438,0.4355556627328645,0.6000000000000001,9.68836351086252,0.04820400858017887,0.008854022899667663,1541,111.94301035041774,Aaron Nesmith_fgm_under
119,Myles Turner,Pacers,points,16.5,-105,over,0.596178247804336,0.8198352761851853,0.5121951219512195,9.68836351086252,0.04820400858017887,0.008854022899667663,1541,111.94301035041774,Myles Turner_points_over
120,Obi Toppin,Pacers,points,8.5,-135,over,0.7984197698786744,1.9492091082032765,0.574468085106383,9.683560097733853,0.03750302595492089,0.006890820086181611,1562,144.12060792376997,Obi Toppin_points_over
121,Jrue Holiday,Celtics,points,13.5,100,under,0.7469217995026641,2.469217995026641,0.5,9.683560097733853,0.03750302595492089,0.006890820086181611,1562,144.12060792376997,Jrue Holiday_points_under
122,Myles Turner,Pacers,fg3m,1.5,-135,over,0.6827480500604242,0.9424367320073952,0.574468085106383,9.683560097733853,0.03750302595492089,0.006890820086181611,1562,144.12060792376997,Myles Turner_fg3m_over
123,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,9.683560097733853,0.03750302595492089,0.006890820086181611,1562,144.12060792376997,Myles Turner_steals_under
124,Jrue Holiday,Celtics,rebounds,5.5,-110,under,0.664959723665485,1.347342816806902,0.5238095238095238,9.683560097733853,0.03750302595492089,0.006890820086181611,1562,144.12060792376997,Jrue Holiday_rebounds_under
125,Myles Turner,Pacers,points,16.5,-105,over,0.596178247804336,0.8198352761851853,0.5121951219512195,9.683560097733853,0.03750302595492089,0.006890820086181611,1562,144.12060792376997,Myles Turner_points_over
126,Pascal Siakam,Pacers,points,20.5,-115,over,0.59347419833087,0.547693593092915,0.5348837209302326,9.683560097733853,0.03750302595492089,0.006890820086181611,1562,144.12060792376997,Pascal Siakam_points_over
127,Aaron Nesmith,Pacers,points,11.5,-110,under,0.5840417693618916,0.5749441620907834,0.5238095238095238,9.683560097733853,0.03750302595492089,0.006890820086181611,1562,144.12060792376997,Aaron Nesmith_points_under
128,Obi Toppin,Pacers,points,8.5,-135,over,0.7984197698786744,1.9492091082032765,0.574468085106383,9.682741678387487,0.04394606849200669,0.008072103529527032,1568,122.8834457885841,Obi Toppin_points_over
129,Jrue Holiday,Celtics,points,13.5,100,under,0.7469217995026641,2.469217995026641,0.5,9.682741678387487,0.04394606849200669,0.008072103529527032,1568,122.8834457885841,Jrue Holiday_points_under
130,Jaylen Brown,Celtics,assists,3.5,-150,under,0.6830262606695402,0.691885505579501,0.6000000000000001,9.682741678387487,0.04394606849200669,0.008072103529527032,1568,122.8834457885841,Jaylen Brown_assists_under
131,Myles Turner,Pacers,fg3m,1.5,-135,over,0.6827480500604242,0.9424367320073952,0.574468085106383,9.682741678387487,0.04394606849200669,0.008072103529527032,1568,122.8834457885841,Myles Turner_fg3m_over
132,Myles Turner,Pacers,steals,0.5,-125,under,0.6703200460356393,1.032880414320754,0.5555555555555556,9.682741678387487,0.04394606849200669,0.008072103529527032,1568,122.8834457885841,Myles Turner_steals_under
133,Jrue Holiday,Celtics,rebounds,5.5,-110,under,0.664959723665485,1.347342816806902,0.5238095238095238,9.682741678387487,0.04394606849200669,0.008072103529527032,1568,122.8834457885841,Jrue Holiday_rebounds_under
