,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
9,Jordan Poole,Wizards,points,22.5,-110,under,0.7863218213510307,2.505799203805293,0.5238095238095238,4,0.08891444826438785,0.017259448166232302,Jordan Poole_points_under
13,Kyrie Irving,Mavericks,rebounds,3.5,-160,over,0.7487317354221212,1.0834453503047352,0.6153846153846154,4,0.08891444826438785,0.017259448166232302,Kyrie Irving_rebounds_over
21,Michael Porter Jr.,Nuggets,fg3m,2.5,105,under,0.6766764161830634,1.9359332658763992,0.48780487804878053,4,0.08891444826438785,0.017259448166232302,Michael Porter Jr._fg3m_under
31,Trey Murphy III,Pelicans,assists,1.5,-185,over,0.6691458157147478,0.1542312832081929,0.6491228070175439,4,0.08891444826438785,0.017259448166232302,Trey Murphy III_assists_over
33,Shai Gilgeous-Alexander,Thunder,assists,5.5,-145,over,0.6453269565417072,0.45190015009373385,0.5918367346938775,4,0.08891444826438785,0.017259448166232302,Shai Gilgeous-Alexander_assists_over
53,Aaron Gordon,Nuggets,assists,3.5,-120,under,0.580338197474811,0.3197668101857678,0.5454545454545454,4,0.08891444826438785,0.017259448166232302,Aaron Gordon_assists_under
38,Bilal Coulibaly,Wizards,rebounds,4.5,-115,over,0.6266892287178578,0.8581819206234536,0.5348837209302326,5,0.023482628711161056,0.009773932160870453,Bilal Coulibaly_rebounds_over
40,Bilal Coulibaly,Wizards,assists,2.5,-145,over,0.6200962589216268,0.23874425640684716,0.5918367346938775,5,0.023482628711161056,0.009773932160870453,Bilal Coulibaly_assists_over
47,Jalen Williams,Thunder,points,21.5,-120,over,0.5946282767952675,0.45075920395662017,0.5454545454545454,5,0.023482628711161056,0.009773932160870453,Jalen Williams_points_over
50,Klay Thompson,Mavericks,assists,1.5,120,over,0.593994150290162,1.5339356531917825,0.45454545454545453,5,0.023482628711161056,0.009773932160870453,Klay Thompson_assists_over
57,Kyrie Irving,Mavericks,points,23.5,-105,under,0.5634377721746998,0.5002258712292122,0.5121951219512195,5,0.023482628711161056,0.009773932160870453,Kyrie Irving_points_under
58,Carlton Carrington,Wizards,rebounds,3.5,120,under,0.5583570552828954,1.1419276081118497,0.45454545454545453,5,0.023482628711161056,0.009773932160870453,Carlton Carrington_rebounds_under
65,Jordan Poole,Wizards,fg3m,2.5,-115,under,0.5438131158833297,0.08347043108329943,0.5348837209302326,5,0.023482628711161056,0.009773932160870453,Jordan Poole_fg3m_under
18,Jakob Poeltl,Raptors,rebounds,10.5,-125,over,0.7123936134421189,1.4115425209790704,0.5555555555555556,6,0.039310955516222705,0.011879915711195038,Jakob Poeltl_rebounds_over
20,Dereck Lively II,Mavericks,assists,1.5,-170,over,0.6915589588159976,0.49179173177409896,0.6296296296296295,6,0.039310955516222705,0.011879915711195038,Dereck Lively II_assists_over
30,Luguentz Dort,Thunder,assists,1.5,-115,over,0.6691458157147478,1.255058712116121,0.5348837209302326,6,0.039310955516222705,0.011879915711195038,Luguentz Dort_assists_over
43,Daniel Gafford,Mavericks,rebounds,6.5,-120,over,0.608038330562136,0.5736846968195803,0.5454545454545454,6,0.039310955516222705,0.011879915711195038,Daniel Gafford_rebounds_over
44,Bilal Coulibaly,Wizards,fg3m,0.5,120,under,0.6065306597126334,1.671837256838968,0.45454545454545453,6,0.039310955516222705,0.011879915711195038,Bilal Coulibaly_fg3m_under
54,Jamal Murray,Nuggets,assists,6.5,-105,over,0.5796443428305458,0.6584328704886611,0.5121951219512195,6,0.039310955516222705,0.011879915711195038,Jamal Murray_assists_over
60,Luguentz Dort,Thunder,fg3m,1.5,100,under,0.5578254003710748,0.5782540037107475,0.5,6,0.039310955516222705,0.011879915711195038,Luguentz Dort_fg3m_under
18,Jakob Poeltl,Raptors,rebounds,10.5,-125,over,0.7123936134421189,1.4115425209790704,0.5555555555555556,7,0.038291719140768544,0.012660590011418766,Jakob Poeltl_rebounds_over
25,Alexandre Sarr,Wizards,rebounds,5.5,-140,over,0.6730228699281167,0.7687674565267146,0.5833333333333333,7,0.038291719140768544,0.012660590011418766,Alexandre Sarr_rebounds_over
26,Dejounte Murray,Pelicans,assists,5.5,-140,over,0.6730228699281167,0.7687674565267146,0.5833333333333333,7,0.038291719140768544,0.012660590011418766,Dejounte Murray_assists_over
27,Isaiah Hartenstein,Thunder,points,10.5,-135,under,0.669881086782901,0.8304464960733977,0.574468085106383,7,0.038291719140768544,0.012660590011418766,Isaiah Hartenstein_points_under
46,Scottie Barnes,Raptors,rebounds,8.5,-105,over,0.5957645925283942,0.8157972127771815,0.5121951219512195,7,0.038291719140768544,0.012660590011418766,Scottie Barnes_rebounds_over
62,Christian Braun,Nuggets,fg3m,0.5,135,under,0.5488116360940265,1.4485367241048115,0.425531914893617,7,0.038291719140768544,0.012660590011418766,Christian Braun_fg3m_under
66,Jalen Williams,Thunder,assists,4.5,-115,over,0.541788131772205,0.06454123178365512,0.5348837209302326,7,0.038291719140768544,0.012660590011418766,Jalen Williams_assists_over
