,PROP_TAG,THRESH,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROB,HOUSE_PROB,EV
13,Brandin Podziemski_fg3m_under,1.5,1,0.31909672123760224,0.1217622571692877,0.8087921354109989,0.6428571428571428,1.2906054976411028
25,Jordan Poole_rebounds_under,3.5,1,0.31909672123760224,0.1217622571692877,0.7575761331330662,0.5652173913043479,1.7016350238694309
31,Julius Randle_points_over,18.5,1,0.31909672123760224,0.1217622571692877,0.7273379608621714,0.574468085106383,1.3305341038003804
34,Jaren Jackson Jr._rebounds_under,7.5,1,0.31909672123760224,0.1217622571692877,0.7160162577921948,0.5833333333333333,1.1372822096473847
19,Jabari Smith Jr._assists_under,1.5,2,0.25703990899199514,0.11997046880767814,0.7724823535071383,0.7142857142857143,0.40737647454996795
24,Marcus Smart_rebounds_under,3.5,2,0.25703990899199514,0.11997046880767814,0.7575761331330662,0.5555555555555556,1.8181851981975954
52,Fred VanVleet_points_over,16.5,2,0.25703990899199514,0.11997046880767814,0.6761121356128464,0.5348837209302326,1.3201786589896516
63,De'Aaron Fox_fg3m_under,2.5,2,0.25703990899199514,0.11997046880767814,0.6496313518820689,0.5652173913043479,0.746738882033686
1,Carlton Carrington_points_under,13.5,3,0.4015095207834338,0.0899173298307966,0.9261492306920883,0.5348837209302326,3.6574819390782163
14,Jaren Jackson Jr._points_under,24.5,3,0.4015095207834338,0.0899173298307966,0.8078268630148269,0.5238095238095238,2.7110746015051657
20,Norman Powell_assists_over,1.5,3,0.4015095207834338,0.0899173298307966,0.7689217620241717,0.6000000000000001,1.4076813502014305
44,Santi Aldama_points_over,12.5,3,0.4015095207834338,0.0899173298307966,0.6979341264654603,0.5348837209302326,1.5241668343510417
13,Brandin Podziemski_fg3m_under,1.5,4,0.3154876116304628,0.1253104262508651,0.8087921354109989,0.6428571428571428,1.2906054976411028
23,Nickeil Alexander-Walker_points_over,7.5,4,0.3154876116304628,0.1253104262508651,0.7612209397375287,0.5454545454545454,1.9778586142606807
26,Jonathan Kuminga_points_under,17.5,4,0.3154876116304628,0.1253104262508651,0.7572750072489359,0.5454545454545454,1.9416875664485804
51,Mike Conley_fg3m_under,2.5,4,0.3154876116304628,0.1253104262508651,0.6766764161830634,0.6551724137931035,0.1641094919233781
17,Draymond Green_rebounds_over,5.5,5,0.2780820954562859,0.10964792947706375,0.7797130770585938,0.607843137254902,1.4137688596755296
30,Derrick Jones Jr._points_over,8.5,5,0.2780820954562859,0.10964792947706375,0.7305568322136708,0.5555555555555556,1.5750114899230376
38,Chris Paul_points_over,8.5,5,0.2780820954562859,0.10964792947706375,0.7103768719314076,0.5652173913043479,1.2841030978547598
50,Jaylen Wells_rebounds_under,4.5,5,0.2780820954562859,0.10964792947706375,0.6872193653719922,0.574468085106383,0.9813537356451174
4,Devin Vassell_points_over,14.5,6,0.3285438819430966,0.13914656771799627,0.8786890286411964,0.5555555555555556,2.9082012577707674
19,Jabari Smith Jr._assists_under,1.5,6,0.3285438819430966,0.13914656771799627,0.7724823535071383,0.7142857142857143,0.40737647454996795
27,Stephon Castle_rebounds_under,3.5,6,0.3285438819430966,0.13914656771799627,0.7360016443852393,0.6428571428571428,0.7244572341074167
61,Brandon Clarke_points_under,10.5,6,0.3285438819430966,0.13914656771799627,0.6576439491144332,0.5454545454545454,1.0284028668823055
19,Jabari Smith Jr._assists_under,1.5,7,0.25057773791333415,0.1281478245852846,0.7724823535071383,0.7142857142857143,0.40737647454996795
