,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
9,Jalen Green,Rockets,fg3m,2.5,105,under,0.7037203534424978,2.2131336227856018,0.48780487804878053,1,0.23217979763103339,0.13045944412932503,Jalen Green_fg3m_under
20,Jabari Smith Jr.,Rockets,rebounds,7.5,100,under,0.5987138355230368,0.9871383552303676,0.5,1,0.23217979763103339,0.13045944412932503,Jabari Smith Jr._rebounds_under
25,Jabari Smith Jr.,Rockets,points,13.5,-115,under,0.551067783317111,0.15128580057299423,0.5348837209302326,1,0.23217979763103339,0.13045944412932503,Jabari Smith Jr._points_under
3,Amen Thompson,Rockets,fg3m,0.5,-275,under,0.8187307530779818,0.5822551346226038,0.7333333333333333,2,0.26546435470660706,0.14545454545454545,Amen Thompson_fg3m_under
4,Jonathan Kuminga,Warriors,points,17.5,-120,under,0.7974989949784532,2.3104074539691553,0.5454545454545454,2,0.26546435470660706,0.14545454545454545,Jonathan Kuminga_points_under
27,Jabari Smith Jr.,Rockets,assists,0.5,175,under,0.4065696597405992,0.5903328214332393,0.36363636363636365,2,0.26546435470660706,0.14545454545454545,Jabari Smith Jr._assists_under
0,Brandin Podziemski,Warriors,points,11.5,-105,under,0.931918837816429,4.09730294058895,0.5121951219512195,3,0.4252046620103055,0.14122028813077106,Brandin Podziemski_points_under
9,Jalen Green,Rockets,fg3m,2.5,105,under,0.7037203534424978,2.2131336227856018,0.48780487804878053,3,0.4252046620103055,0.14122028813077106,Jalen Green_fg3m_under
17,Andrew Wiggins,Warriors,rebounds,4.5,-130,under,0.6483653762099504,0.7355398664726378,0.5652173913043479,3,0.4252046620103055,0.14122028813077106,Andrew Wiggins_rebounds_under
8,Alperen Sengun,Rockets,rebounds,11.5,-140,under,0.719280873462433,1.1652646296779974,0.5833333333333333,4,0.2149787085141547,0.14857881136950904,Alperen Sengun_rebounds_under
24,Dillon Brooks,Rockets,rebounds,3.5,-115,under,0.5583570552828954,0.21942464720967436,0.5348837209302326,4,0.2149787085141547,0.14857881136950904,Dillon Brooks_rebounds_under
26,Alperen Sengun,Rockets,assists,6.5,110,over,0.5352848222265388,0.6204906333786577,0.47619047619047616,4,0.2149787085141547,0.14857881136950904,Alperen Sengun_assists_over
5,Jonathan Kuminga,Warriors,rebounds,5.5,-165,under,0.753142888745484,1.0479656217440376,0.6226415094339623,5,0.40131699094638124,0.25145137880986934,Jonathan Kuminga_rebounds_under
6,Alperen Sengun,Rockets,fg3m,0.5,-225,under,0.740818220681718,0.35035381603463,0.6923076923076923,5,0.40131699094638124,0.25145137880986934,Alperen Sengun_fg3m_under
8,Alperen Sengun,Rockets,rebounds,11.5,-140,under,0.719280873462433,1.1652646296779974,0.5833333333333333,5,0.40131699094638124,0.25145137880986934,Alperen Sengun_rebounds_under
1,Jalen Green,Rockets,points,21.5,-125,under,0.8318512506496469,2.4866612558468226,0.5555555555555556,6,0.29634484901763414,0.14857881136950907,Jalen Green_points_under
20,Jabari Smith Jr.,Rockets,rebounds,7.5,100,under,0.5987138355230368,0.9871383552303676,0.5,6,0.29634484901763414,0.14857881136950907,Jabari Smith Jr._rebounds_under
21,Dillon Brooks,Rockets,points,13.5,-115,under,0.5950211660654501,0.5621543784379028,0.5348837209302326,6,0.29634484901763414,0.14857881136950907,Dillon Brooks_points_under
10,Amen Thompson,Rockets,points,13.5,-120,under,0.6920472198084384,1.343766181577353,0.5454545454545454,7,0.29210623427234195,0.17984189723320157,Amen Thompson_points_under
14,Jalen Green,Rockets,rebounds,5.5,-140,under,0.6510064372694919,0.5800551765956454,0.5833333333333333,7,0.29210623427234195,0.17984189723320157,Jalen Green_rebounds_under
17,Andrew Wiggins,Warriors,rebounds,4.5,-130,under,0.6483653762099504,0.7355398664726378,0.5652173913043479,7,0.29210623427234195,0.17984189723320157,Andrew Wiggins_rebounds_under
12,Amen Thompson,Rockets,rebounds,8.5,-140,under,0.6756510437420216,0.7912946606458997,0.5833333333333333,8,0.24989642799000933,0.1881210478771454,Amen Thompson_rebounds_under
18,Fred VanVleet,Rockets,rebounds,3.5,-170,over,0.640552227211231,0.0867382749127168,0.6296296296296295,8,0.24989642799000933,0.1881210478771454,Fred VanVleet_rebounds_over
23,Andrew Wiggins,Warriors,points,17.5,-105,over,0.5774083377803214,0.6366052021412325,0.5121951219512195,8,0.24989642799000933,0.1881210478771454,Andrew Wiggins_points_over
3,Amen Thompson,Rockets,fg3m,0.5,-275,under,0.8187307530779818,0.5822551346226038,0.7333333333333333,9,0.3347261319307852,0.2086720867208672,Amen Thompson_fg3m_under
16,Alperen Sengun,Rockets,points,22.5,-125,under,0.6487127633992118,0.8384148705929062,0.5555555555555556,9,0.3347261319307852,0.2086720867208672,Alperen Sengun_points_under
19,Fred VanVleet,Rockets,points,17.5,-105,over,0.6302256465963079,1.1522027405830055,0.5121951219512195,9,0.3347261319307852,0.2086720867208672,Fred VanVleet_points_over
16,Alperen Sengun,Rockets,points,22.5,-125,under,0.6487127633992118,0.8384148705929062,0.5555555555555556,10,0.16622007791177243,0.10347376201034737,Alperen Sengun_points_under
19,Fred VanVleet,Rockets,points,17.5,-105,over,0.6302256465963079,1.1522027405830055,0.5121951219512195,10,0.16622007791177243,0.10347376201034737,Fred VanVleet_points_over
27,Jabari Smith Jr.,Rockets,assists,0.5,175,under,0.4065696597405992,0.5903328214332393,0.36363636363636365,10,0.16622007791177243,0.10347376201034737,Jabari Smith Jr._assists_under
