,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
18,Mike Conley,Timberwolves,points,10.5,-125,under,0.6739403994759533,1.0654635952835796,0.5555555555555556,1,0.22615614213197296,0.17070757050964872,Mike Conley_points_under
49,Kevin Huerter,Kings,points,7.5,-135,over,0.6013482358732403,0.23395686778560965,0.574468085106383,1,0.22615614213197296,0.17070757050964872,Kevin Huerter_points_over
63,Alperen Sengun,Rockets,rebounds,10.5,-115,under,0.5580342497630784,0.21640711735051488,0.5348837209302326,1,0.22615614213197296,0.17070757050964872,Alperen Sengun_rebounds_under
5,Donte DiVincenzo,Timberwolves,points,9.5,-130,under,0.7491114455835735,1.6267550955469956,0.5652173913043479,2,0.3765220768290809,0.16816385195831834,Donte DiVincenzo_points_under
6,Nickeil Alexander-Walker,Timberwolves,points,7.5,-120,over,0.7482429323398823,1.8588935464489216,0.5454545454545454,2,0.3765220768290809,0.16816385195831834,Nickeil Alexander-Walker_points_over
19,Jonathan Kuminga,Warriors,points,17.5,-120,under,0.6717402777882374,1.1576192130588439,0.5454545454545454,2,0.3765220768290809,0.16816385195831834,Jonathan Kuminga_points_under
2,Jabari Smith Jr.,Rockets,assists,1.5,-250,under,0.8325291885556523,0.8277043198895655,0.7142857142857143,3,0.3088964185784284,0.2272727272727272,Jabari Smith Jr._assists_under
43,Domantas Sabonis,Kings,points,19.5,-120,over,0.6102143918532763,0.5936319253217002,0.5454545454545454,3,0.3088964185784284,0.2272727272727272,Domantas Sabonis_points_over
44,Keegan Murray,Kings,rebounds,6.5,-140,over,0.608038330562136,0.21175711910402306,0.5833333333333333,3,0.3088964185784284,0.2272727272727272,Keegan Murray_rebounds_over
17,Ivica Zubac,Clippers,assists,2.5,-180,under,0.6766764161830634,0.26303879253493756,0.6428571428571428,4,0.27042350526732384,0.23349056603773585,Ivica Zubac_assists_under
23,Donte DiVincenzo,Timberwolves,fg3m,2.5,-165,under,0.6586382836205436,0.2890650048316372,0.6226415094339623,4,0.27042350526732384,0.23349056603773585,Donte DiVincenzo_fg3m_under
46,Domantas Sabonis,Kings,fg3m,0.5,-140,over,0.6067592791314018,0.20079382112630162,0.5833333333333333,4,0.27042350526732384,0.23349056603773585,Domantas Sabonis_fg3m_over
