,PLAYER,TEAM,STAT,THRESH,ODDS,TYPE,PROB,EV,HOUSE_PROB,PARLAY_ID,PARLAY_PROB,HOUSE_PARLAY_PROB,PROP_TAG
5,Daniel Gafford,Mavericks,assists,0.5,-180,over,0.7768698398515702,1.0423209766233237,0.6428571428571428,1,0.03597705854193726,0.015362751964827111,Daniel Gafford_assists_over
12,Daniel Gafford,Mavericks,points,11.5,-105,over,0.7138438756350164,1.968475928818017,0.5121951219512195,1,0.03597705854193726,0.015362751964827111,Daniel Gafford_points_over
27,Dejounte Murray,Pelicans,rebounds,6.5,-155,under,0.6223605983423859,0.11941782507446419,0.607843137254902,1,0.03597705854193726,0.015362751964827111,Dejounte Murray_rebounds_under
33,Scottie Barnes,Raptors,rebounds,8.5,-105,over,0.5957645925283942,0.8157972127771815,0.5121951219512195,1,0.03597705854193726,0.015362751964827111,Scottie Barnes_rebounds_over
37,Shai Gilgeous-Alexander,Thunder,points,30.5,-110,over,0.5938519818922445,0.6685870998805163,0.5238095238095238,1,0.03597705854193726,0.015362751964827111,Shai Gilgeous-Alexander_points_over
48,Jordan Poole,Wizards,fg3m,2.5,-115,under,0.5438131158833297,0.08347043108329943,0.5348837209302326,1,0.03597705854193726,0.015362751964827111,Jordan Poole_fg3m_under
50,Jalen Williams,Thunder,assists,4.5,-115,over,0.541788131772205,0.06454123178365512,0.5348837209302326,1,0.03597705854193726,0.015362751964827111,Jalen Williams_assists_over
1,Davion Mitchell,Raptors,points,7.5,-130,under,0.8449215899645284,2.4743063727631354,0.5652173913043479,2,0.041691215165732716,0.011643303269307785,Davion Mitchell_points_under
5,Daniel Gafford,Mavericks,assists,0.5,-180,over,0.7768698398515702,1.0423209766233237,0.6428571428571428,2,0.041691215165732716,0.011643303269307785,Daniel Gafford_assists_over
23,Shai Gilgeous-Alexander,Thunder,assists,5.5,-145,over,0.6453269565417072,0.45190015009373385,0.5918367346938775,2,0.041691215165732716,0.011643303269307785,Shai Gilgeous-Alexander_assists_over
31,Bilal Coulibaly,Wizards,fg3m,0.5,120,under,0.6065306597126334,1.671837256838968,0.45454545454545453,2,0.041691215165732716,0.011643303269307785,Bilal Coulibaly_fg3m_under
40,Jamal Murray,Nuggets,assists,6.5,-105,over,0.5796443428305458,0.6584328704886611,0.5121951219512195,2,0.041691215165732716,0.011643303269307785,Jamal Murray_assists_over
51,Ochai Agbaji,Raptors,rebounds,3.5,115,under,0.536632667900785,0.7688011799334387,0.46511627906976744,2,0.041691215165732716,0.011643303269307785,Ochai Agbaji_rebounds_under
54,Jalen Williams,Thunder,rebounds,5.5,100,over,0.5216853128418241,0.2168531284182409,0.5,2,0.041691215165732716,0.011643303269307785,Jalen Williams_rebounds_over
17,Jalen Williams,Thunder,fg3m,2.5,-185,under,0.6766764161830634,0.2122372597884612,0.6491228070175439,3,0.0292963489264645,0.010067659831553676,Jalen Williams_fg3m_under
18,Luguentz Dort,Thunder,points,8.5,-105,under,0.6756510437420216,1.5956411412911626,0.5121951219512195,3,0.0292963489264645,0.010067659831553676,Luguentz Dort_points_under
25,RJ Barrett,Raptors,rebounds,6.5,-120,over,0.635378940502932,0.8243069546102106,0.5454545454545454,3,0.0292963489264645,0.010067659831553676,RJ Barrett_rebounds_over
32,Herbert Jones,Pelicans,rebounds,3.5,-115,over,0.6045966303976438,0.6516641537171046,0.5348837209302326,3,0.0292963489264645,0.010067659831553676,Herbert Jones_rebounds_over
43,CJ McCollum,Pelicans,assists,3.5,105,under,0.5583570552828954,0.7231598166496771,0.48780487804878053,3,0.0292963489264645,0.010067659831553676,CJ McCollum_assists_under
46,Christian Braun,Nuggets,fg3m,0.5,135,under,0.5488116360940265,1.4485367241048115,0.425531914893617,3,0.0292963489264645,0.010067659831553676,Christian Braun_fg3m_under
47,Dereck Lively II,Mavericks,points,8.5,100,over,0.5443473956775811,0.4434739567758106,0.5,3,0.0292963489264645,0.010067659831553676,Dereck Lively II_points_over
13,Jakob Poeltl,Raptors,rebounds,10.5,-125,over,0.7123936134421189,1.4115425209790704,0.5555555555555556,4,0.019582838236878005,0.011286450942786692,Jakob Poeltl_rebounds_over
34,Jalen Williams,Thunder,points,21.5,-120,over,0.5946282767952675,0.45075920395662017,0.5454545454545454,4,0.019582838236878005,0.011286450942786692,Jalen Williams_points_over
35,Scottie Barnes,Raptors,fg3m,1.5,-135,over,0.593994150290162,0.1699490858588173,0.574468085106383,4,0.019582838236878005,0.011286450942786692,Scottie Barnes_fg3m_over
39,Aaron Gordon,Nuggets,assists,3.5,-120,under,0.580338197474811,0.3197668101857678,0.5454545454545454,4,0.019582838236878005,0.011286450942786692,Aaron Gordon_assists_under
45,Klay Thompson,Mavericks,points,11.5,-115,under,0.5554054830831634,0.19183386360348376,0.5348837209302326,4,0.019582838236878005,0.011286450942786692,Klay Thompson_points_under
54,Jalen Williams,Thunder,rebounds,5.5,100,over,0.5216853128418241,0.2168531284182409,0.5,4,0.019582838236878005,0.011286450942786692,Jalen Williams_rebounds_over
62,Alexandre Sarr,Wizards,assists,1.5,125,under,0.46283688702044234,0.20691497897997646,0.4444444444444444,4,0.019582838236878005,0.011286450942786692,Alexandre Sarr_assists_under
4,Jordan Poole,Wizards,points,22.5,-110,under,0.7863218213510307,2.505799203805293,0.5238095238095238,5,0.01772232612423377,0.005330531842709334,Jordan Poole_points_under
14,Jamal Murray,Nuggets,points,19.5,-120,under,0.6945342343338144,1.3665638147266335,0.5454545454545454,5,0.01772232612423377,0.005330531842709334,Jamal Murray_points_under
