,PROPS,THRESH,PARLAY_ID,PARLAY_EV,PARLAY_PROB,HOUSE_PARLAY_PROB,PROB,HOUSE_PROB,EV,TO_WIN
16228,Aaron Nesmith-rebounds-under,4.5,5186,1.2753484178604144,0.1765791455102317,0.07760532150776053,0.5435287141486196,0.5121951219512195,0.3058755428793818,11.885714285714286
16227,Al Horford-assists-under,2.5,5186,1.2753484178604144,0.1765791455102317,0.07760532150776053,0.6550340885996073,0.5,1.5503408859960732,11.885714285714286
16226,Myles Turner-steals-under,0.5,5186,1.2753484178604144,0.1765791455102317,0.07760532150776053,0.6703200460356393,0.5555555555555556,1.032880414320754,11.885714285714286
16225,Jrue Holiday-points-under,12.5,5186,1.2753484178604144,0.1765791455102317,0.07760532150776053,0.7398962216034679,0.5454545454545454,1.7823820313651235,11.885714285714286
17664,Derrick White-rebounds-over,3.5,5639,1.2725640890512269,0.22169131820130394,0.09755118426334808,0.6807710116020809,0.6226415094339623,0.4667975174106489,9.251028806584362
17666,Al Horford-assists-under,2.5,5639,1.2725640890512269,0.22169131820130394,0.09755118426334808,0.6550340885996073,0.5,1.5503408859960732,9.251028806584362
17663,Jrue Holiday-points-under,12.5,5639,1.2725640890512269,0.22169131820130394,0.09755118426334808,0.7398962216034679,0.5454545454545454,1.7823820313651235,9.251028806584362
17665,Jrue Holiday-rebounds-under,5.5,5639,1.2725640890512269,0.22169131820130394,0.09755118426334808,0.6719128086015262,0.574468085106383,0.8481300007910615,9.251028806584362
24094,Aaron Nesmith-rebounds-under,4.5,7700,1.2056683426303512,0.17699871919678387,0.0802472047931311,0.5435287141486196,0.5121951219512195,0.3058755428793818,11.461493239271016
24091,Jrue Holiday-points-under,12.5,7700,1.2056683426303512,0.17699871919678387,0.0802472047931311,0.7398962216034679,0.5454545454545454,1.7823820313651235,11.461493239271016
24092,Jrue Holiday-rebounds-under,5.5,7700,1.2056683426303512,0.17699871919678387,0.0802472047931311,0.6719128086015262,0.574468085106383,0.8481300007910615,11.461493239271016
24093,Al Horford-assists-under,2.5,7700,1.2056683426303512,0.17699871919678387,0.0802472047931311,0.6550340885996073,0.5,1.5503408859960732,11.461493239271016
10383,Isaiah Jackson-blocks-over,0.5,3313,1.2045481862826377,0.14996926437296854,0.06802721088435373,0.5506710358827783,0.47619047619047616,0.7820458767691725,13.700000000000003
10382,Al Horford-points-over,9.5,3313,1.2045481862826377,0.14996926437296854,0.06802721088435373,0.5619210686802503,0.5238095238095238,0.36379201922057103,13.700000000000003
10381,Al Horford-assists-under,2.5,3313,1.2045481862826377,0.14996926437296854,0.06802721088435373,0.6550340885996073,0.5,1.5503408859960732,13.700000000000003
10380,Jrue Holiday-points-under,12.5,3313,1.2045481862826377,0.14996926437296854,0.06802721088435373,0.7398962216034679,0.5454545454545454,1.7823820313651235,13.700000000000003
11580,Jrue Holiday-points-under,12.5,3693,1.1812840873060662,0.3470224684350559,0.15909090909090906,0.7398962216034679,0.5454545454545454,1.7823820313651235,5.2857142857142865
13458,Al Horford-assists-under,2.5,4295,1.1812840873060662,0.3470224684350559,0.15909090909090906,0.6550340885996073,0.5,1.5503408859960732,5.2857142857142865
5435,Al Horford-assists-under,2.5,1730,1.1812840873060662,0.3470224684350559,0.15909090909090906,0.6550340885996073,0.5,1.5503408859960732,5.2857142857142865
5434,Al Horford-rebounds-under,7.5,1730,1.1812840873060662,0.3470224684350559,0.15909090909090906,0.7160162577921948,0.5833333333333333,1.1372822096473847,5.2857142857142865
5433,Jrue Holiday-points-under,12.5,1730,1.1812840873060662,0.3470224684350559,0.15909090909090906,0.7398962216034679,0.5454545454545454,1.7823820313651235,5.2857142857142865
11582,Al Horford-assists-under,2.5,3693,1.1812840873060662,0.3470224684350559,0.15909090909090906,0.6550340885996073,0.5,1.5503408859960732,5.2857142857142865
13456,Jrue Holiday-points-under,12.5,4295,1.1812840873060662,0.3470224684350559,0.15909090909090906,0.7398962216034679,0.5454545454545454,1.7823820313651235,5.2857142857142865
13457,Al Horford-rebounds-under,7.5,4295,1.1812840873060662,0.3470224684350559,0.15909090909090906,0.7160162577921948,0.5833333333333333,1.1372822096473847,5.2857142857142865
11581,Al Horford-rebounds-under,7.5,3693,1.1812840873060662,0.3470224684350559,0.15909090909090906,0.7160162577921948,0.5833333333333333,1.1372822096473847,5.2857142857142865
2104,Myles Turner-fg3m-over,1.5,674,1.1784764310684164,0.2089147371064288,0.0958994708994709,0.664507801973037,0.5918367346938775,0.6139452235653133,9.427586206896553
2102,Al Horford-rebounds-under,7.5,674,1.1784764310684164,0.2089147371064288,0.0958994708994709,0.7160162577921948,0.5833333333333333,1.1372822096473847,9.427586206896553
2105,Al Horford-assists-under,2.5,674,1.1784764310684164,0.2089147371064288,0.0958994708994709,0.6550340885996073,0.5,1.5503408859960732,9.427586206896553
2103,Myles Turner-steals-under,0.5,674,1.1784764310684164,0.2089147371064288,0.0958994708994709,0.6703200460356393,0.5555555555555556,1.032880414320754,9.427586206896553
11393,Jrue Holiday-points-under,12.5,3634,1.1777728653069066,0.2061603163250715,0.09466566491359876,0.7398962216034679,0.5454545454545454,1.7823820313651235,9.563492063492065
11396,Myles Turner-blocks-over,1.5,3634,1.1777728653069066,0.2061603163250715,0.09466566491359876,0.593994150290162,0.5454545454545454,0.44494637765981926,9.563492063492065
11395,Aaron Nesmith-points-over,9.5,3634,1.1777728653069066,0.2061603163250715,0.09466566491359876,0.6551326000263189,0.5454545454545454,1.005382166907924,9.563492063492065
11394,Al Horford-rebounds-under,7.5,3634,1.1777728653069066,0.2061603163250715,0.09466566491359876,0.7160162577921948,0.5833333333333333,1.1372822096473847,9.563492063492065
21531,Al Horford-assists-under,2.5,6880,1.1484629882652446,0.1572046088974569,0.07317073170731707,0.6550340885996073,0.5,1.5503408859960732,12.666666666666668
21532,Pascal Siakam-points-over,20.5,6880,1.1484629882652446,0.1572046088974569,0.07317073170731707,0.5967714951200283,0.5238095238095238,0.6964551806911787,12.666666666666668
21533,Aaron Nesmith-rebounds-under,4.5,6880,1.1484629882652446,0.1572046088974569,0.07317073170731707,0.5435287141486196,0.5121951219512195,0.3058755428793818,12.666666666666668
