,parlay_tag,props,COMBINED_PROB,COMBINED_EV
712,2024-05-19_712_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_assists_5.5_-135_over_P0.610_EV0.312_HOUSE_PROV0.574 + Jaden McDaniels_rebounds_3.5_115_over_P0.567_EV1.090_HOUSE_PROV0.465,0.257850606323567,2.8408668749294863
713,2024-05-19_713_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_assists_5.5_-135_over_P0.610_EV0.312_HOUSE_PROV0.574 + Anthony Edwards_fgm_9.5_-110_under_P0.561_EV0.356_HOUSE_PROV0.524,0.2553685117861084,1.8952722532145563
714,2024-05-19_714_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_assists_5.5_-135_over_P0.610_EV0.312_HOUSE_PROV0.574 + Karl-Anthony Towns_steals_0.5_-110_under_P0.549_EV0.239_HOUSE_PROV0.524,0.24978631880082372,1.7445459943884032
715,2024-05-19_715_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_assists_5.5_-135_over_P0.610_EV0.312_HOUSE_PROV0.574 + Aaron Gordon_assists_4.5_105_over_P0.531_EV0.443_HOUSE_PROV0.488,0.24167854563652819,2.0072792207646613
716,2024-05-19_716_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_assists_5.5_-135_over_P0.610_EV0.312_HOUSE_PROV0.574 + Aaron Gordon_steals_0.5_160_under_P0.527_EV1.855_HOUSE_PROV0.385,0.23999205714856683,3.825263471903087
717,2024-05-19_717_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_assists_5.5_-135_over_P0.610_EV0.312_HOUSE_PROV0.574 + Nikola Jokic_assists_8.5_-105_under_P0.515_EV0.026_HOUSE_PROV0.512,0.2343379540551115,1.4708995668370788
718,2024-05-19_718_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_assists_5.5_-135_over_P0.610_EV0.312_HOUSE_PROV0.574 + Mike Conley_fg3m_2.5_135_over_P0.501_EV0.892_HOUSE_PROV0.426,0.22823631424405175,2.5859516622065213
719,2024-05-19_719_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_assists_5.5_-135_over_P0.610_EV0.312_HOUSE_PROV0.574 + Anthony Edwards_assists_5.5_120_over_P0.495_EV0.444_HOUSE_PROV0.455,0.2252547318799524,2.008967837801668
720,2024-05-19_720_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_assists_5.5_-135_over_P0.610_EV0.312_HOUSE_PROV0.574 + Karl-Anthony Towns_blocks_0.5_160_over_P0.493_EV1.414_HOUSE_PROV0.385,0.22455851357853426,3.257723487751379
721,2024-05-19_721_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_assists_5.5_-135_over_P0.610_EV0.312_HOUSE_PROV0.574 + Nikola Jokic_steals_1.5_115_under_P0.487_EV0.236_HOUSE_PROV0.465,0.22168062233049973,1.7409895723254856
722,2024-05-19_722_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_assists_5.5_-135_over_P0.610_EV0.312_HOUSE_PROV0.574 + Kentavious Caldwell-Pope_blocks_0.5_115_over_P0.473_EV0.082_HOUSE_PROV0.465,0.21514829041875125,1.5423507339951987
723,2024-05-19_723_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_assists_5.5_-135_over_P0.610_EV0.312_HOUSE_PROV0.574 + Aaron Gordon_fg3m_0.5_145_under_P0.468_EV0.729_HOUSE_PROV0.408,0.21285386013485594,2.37573115576094
724,2024-05-19_724_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_fgm_7.5_-120_over_P0.596_EV0.464_HOUSE_PROV0.545 + Anthony Edwards_steals_1.5_-125_under_P0.592_EV0.326_HOUSE_PROV0.556,0.26309093106091946,2.054125589070904
725,2024-05-19_725_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_fgm_7.5_-120_over_P0.596_EV0.464_HOUSE_PROV0.545 + Nikola Jokic_fgm_11.5_-135_under_P0.574_EV0.000_HOUSE_PROV0.574,0.2553822516927477,1.622006611215113
726,2024-05-19_726_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_fgm_7.5_-120_over_P0.596_EV0.464_HOUSE_PROV0.545 + Nikola Jokic_blocks_0.5_130_under_P0.571_EV1.569_HOUSE_PROV0.435,0.25392297691671023,3.699506990406876
727,2024-05-19_727_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_fgm_7.5_-120_over_P0.596_EV0.464_HOUSE_PROV0.545 + Anthony Edwards_fg3m_2.5_100_under_P0.570_EV0.697_HOUSE_PROV0.500,0.2532560319544431,2.544919285309451
728,2024-05-19_728_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_fgm_7.5_-120_over_P0.596_EV0.464_HOUSE_PROV0.545 + Jaden McDaniels_rebounds_3.5_115_over_P0.567_EV1.090_HOUSE_PROV0.465,0.251842911209171,3.0655315678395443
729,2024-05-19_729_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_fgm_7.5_-120_over_P0.596_EV0.464_HOUSE_PROV0.545 + Anthony Edwards_fgm_9.5_-110_under_P0.561_EV0.356_HOUSE_PROV0.524,0.2494186473180653,2.092842783107483
730,2024-05-19_730_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_fgm_7.5_-120_over_P0.596_EV0.464_HOUSE_PROV0.545 + Karl-Anthony Towns_steals_0.5_-110_under_P0.549_EV0.239_HOUSE_PROV0.524,0.24396651457969434,1.937797758360059
731,2024-05-19_731_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_fgm_7.5_-120_over_P0.596_EV0.464_HOUSE_PROV0.545 + Aaron Gordon_assists_4.5_105_over_P0.531_EV0.443_HOUSE_PROV0.488,0.23604764548633456,2.208059091074894
732,2024-05-19_732_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_fgm_7.5_-120_over_P0.596_EV0.464_HOUSE_PROV0.545 + Aaron Gordon_steals_0.5_160_under_P0.527_EV1.855_HOUSE_PROV0.385,0.23440045071497162,4.078134122481924
733,2024-05-19_733_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_fgm_7.5_-120_over_P0.596_EV0.464_HOUSE_PROV0.545 + Nikola Jokic_assists_8.5_-105_under_P0.515_EV0.026_HOUSE_PROV0.512,0.2288780833114771,1.6563105280515389
734,2024-05-19_734_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_fgm_7.5_-120_over_P0.596_EV0.464_HOUSE_PROV0.545 + Mike Conley_fg3m_2.5_135_over_P0.501_EV0.892_HOUSE_PROV0.426,0.2229186064070917,2.8033122586565806
735,2024-05-19_735_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_fgm_7.5_-120_over_P0.596_EV0.464_HOUSE_PROV0.545 + Anthony Edwards_assists_5.5_120_over_P0.495_EV0.444_HOUSE_PROV0.455,0.22000649232176572,2.209796092127866
736,2024-05-19_736_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_fgm_7.5_-120_over_P0.596_EV0.464_HOUSE_PROV0.545 + Karl-Anthony Towns_blocks_0.5_160_over_P0.493_EV1.414_HOUSE_PROV0.385,0.2193264953019169,3.494332390963823
737,2024-05-19_737_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_fgm_7.5_-120_over_P0.596_EV0.464_HOUSE_PROV0.545 + Nikola Jokic_steals_1.5_115_under_P0.487_EV0.236_HOUSE_PROV0.465,0.21651565641973516,1.9341394339841216
738,2024-05-19_738_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_fgm_7.5_-120_over_P0.596_EV0.464_HOUSE_PROV0.545 + Kentavious Caldwell-Pope_blocks_0.5_115_over_P0.473_EV0.082_HOUSE_PROV0.465,0.2101355221664346,1.7298089885489913
739,2024-05-19_739_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jamal Murray_fgm_7.5_-120_over_P0.596_EV0.464_HOUSE_PROV0.545 + Aaron Gordon_fg3m_0.5_145_under_P0.468_EV0.729_HOUSE_PROV0.408,0.20789455011482122,2.5870682950757944
740,2024-05-19_740_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_steals_1.5_-125_under_P0.592_EV0.326_HOUSE_PROV0.556 + Nikola Jokic_fgm_11.5_-135_under_P0.574_EV0.000_HOUSE_PROV0.574,0.2535691882861737,1.4554489184521726
741,2024-05-19_741_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_steals_1.5_-125_under_P0.592_EV0.326_HOUSE_PROV0.556 + Nikola Jokic_blocks_0.5_130_under_P0.571_EV1.569_HOUSE_PROV0.435,0.25212027350061733,3.4806956998770158
742,2024-05-19_742_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_steals_1.5_-125_under_P0.592_EV0.326_HOUSE_PROV0.556 + Jaden McDaniels_rebounds_3.5_115_over_P0.567_EV1.090_HOUSE_PROV0.465,0.2500549750331373,2.8626661211982105
743,2024-05-19_743_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_steals_1.5_-125_under_P0.592_EV0.326_HOUSE_PROV0.556 + Karl-Anthony Towns_steals_0.5_-110_under_P0.549_EV0.239_HOUSE_PROV0.524,0.24223449617558845,1.7632972398116014
744,2024-05-19_744_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_steals_1.5_-125_under_P0.592_EV0.326_HOUSE_PROV0.556 + Aaron Gordon_assists_4.5_105_over_P0.531_EV0.443_HOUSE_PROV0.488,0.2343718463836071,2.0267609193885203
745,2024-05-19_745_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_steals_1.5_-125_under_P0.592_EV0.326_HOUSE_PROV0.556 + Aaron Gordon_steals_0.5_160_under_P0.527_EV1.855_HOUSE_PROV0.385,0.2327363457238892,3.849799546150889
746,2024-05-19_746_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_steals_1.5_-125_under_P0.592_EV0.326_HOUSE_PROV0.556 + Nikola Jokic_assists_8.5_-105_under_P0.515_EV0.026_HOUSE_PROV0.512,0.22725318387281881,1.4888900180828095
747,2024-05-19_747_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_steals_1.5_-125_under_P0.592_EV0.326_HOUSE_PROV0.556 + Mike Conley_fg3m_2.5_135_over_P0.501_EV0.892_HOUSE_PROV0.426,0.221336015740582,2.607042190984129
748,2024-05-19_748_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_steals_1.5_-125_under_P0.592_EV0.326_HOUSE_PROV0.556 + Jamal Murray_rebounds_4.5_105_over_P0.494_EV0.066_HOUSE_PROV0.488,0.21815084322281478,1.540434968374015
749,2024-05-19_749_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_steals_1.5_-125_under_P0.592_EV0.326_HOUSE_PROV0.556 + Karl-Anthony Towns_blocks_0.5_160_over_P0.493_EV1.414_HOUSE_PROV0.385,0.2177694065062458,3.2806816823999974
750,2024-05-19_750_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_steals_1.5_-125_under_P0.592_EV0.326_HOUSE_PROV0.556 + Nikola Jokic_steals_1.5_115_under_P0.487_EV0.236_HOUSE_PROV0.465,0.21497852292277916,1.7597309301531379
751,2024-05-19_751_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_steals_1.5_-125_under_P0.592_EV0.326_HOUSE_PROV0.556 + Kentavious Caldwell-Pope_blocks_0.5_115_over_P0.473_EV0.082_HOUSE_PROV0.465,0.20864368386077328,1.56053983439719
752,2024-05-19_752_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_steals_1.5_-125_under_P0.592_EV0.326_HOUSE_PROV0.556 + Aaron Gordon_fg3m_0.5_145_under_P0.468_EV0.729_HOUSE_PROV0.408,0.20641862138938719,2.3962372276584816
753,2024-05-19_753_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_steals_1.5_-125_under_P0.592_EV0.326_HOUSE_PROV0.556 + Jamal Murray_blocks_0.5_160_over_P0.451_EV0.865_HOUSE_PROV0.385,0.19914553340907404,2.5725089078800414
754,2024-05-19_754_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_fgm_11.5_-135_under_P0.574_EV0.000_HOUSE_PROV0.574 + Anthony Edwards_fg3m_2.5_100_under_P0.570_EV0.697_HOUSE_PROV0.500,0.24409023219578616,1.9045894385011737
755,2024-05-19_755_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_fgm_11.5_-135_under_P0.574_EV0.000_HOUSE_PROV0.574 + Jaden McDaniels_rebounds_3.5_115_over_P0.567_EV1.090_HOUSE_PROV0.465,0.24272825487910693,2.381017870878214
756,2024-05-19_756_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_fgm_11.5_-135_under_P0.574_EV0.000_HOUSE_PROV0.574 + Anthony Edwards_fgm_9.5_-110_under_P0.561_EV0.356_HOUSE_PROV0.524,0.24039172953944474,1.4908802224760427
757,2024-05-19_757_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_fgm_11.5_-135_under_P0.574_EV0.000_HOUSE_PROV0.574 + Karl-Anthony Towns_steals_0.5_-110_under_P0.549_EV0.239_HOUSE_PROV0.524,0.23513691947312182,1.348993715824129
758,2024-05-19_758_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_fgm_11.5_-135_under_P0.574_EV0.000_HOUSE_PROV0.574 + Aaron Gordon_assists_4.5_105_over_P0.531_EV0.443_HOUSE_PROV0.488,0.22750464875953055,1.5963182361979165
759,2024-05-19_759_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_fgm_11.5_-135_under_P0.574_EV0.000_HOUSE_PROV0.574 + Aaron Gordon_steals_0.5_160_under_P0.527_EV1.855_HOUSE_PROV0.385,0.2259170689845857,3.3076818469655755
760,2024-05-19_760_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_fgm_11.5_-135_under_P0.574_EV0.000_HOUSE_PROV0.574 + Mike Conley_fg3m_2.5_135_over_P0.501_EV0.892_HOUSE_PROV0.426,0.21485077365681865,2.1410528554431263
761,2024-05-19_761_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_fgm_11.5_-135_under_P0.574_EV0.000_HOUSE_PROV0.574 + Anthony Edwards_assists_5.5_120_over_P0.495_EV0.444_HOUSE_PROV0.455,0.21204405431520112,1.5979078196873466
762,2024-05-19_762_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_fgm_11.5_-135_under_P0.574_EV0.000_HOUSE_PROV0.574 + Jamal Murray_rebounds_4.5_105_over_P0.494_EV0.066_HOUSE_PROV0.488,0.21175892808716312,1.139783457767967
763,2024-05-19_763_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_fgm_11.5_-135_under_P0.574_EV0.000_HOUSE_PROV0.574 + Karl-Anthony Towns_blocks_0.5_160_over_P0.493_EV1.414_HOUSE_PROV0.385,0.21138866763324757,2.773426791717063
764,2024-05-19_764_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_fgm_11.5_-135_under_P0.574_EV0.000_HOUSE_PROV0.574 + Kentavious Caldwell-Pope_blocks_0.5_115_over_P0.473_EV0.082_HOUSE_PROV0.465,0.20253033265329867,1.158656747453838
765,2024-05-19_765_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_fgm_11.5_-135_under_P0.574_EV0.000_HOUSE_PROV0.574 + Aaron Gordon_fg3m_0.5_145_under_P0.468_EV0.729_HOUSE_PROV0.408,0.20037046548566897,1.9431613034438007
766,2024-05-19_766_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_fgm_11.5_-135_under_P0.574_EV0.000_HOUSE_PROV0.574 + Jamal Murray_blocks_0.5_160_over_P0.451_EV0.865_HOUSE_PROV0.385,0.19331048216476254,2.1086349992347637
767,2024-05-19_767_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_blocks_0.5_130_under_P0.571_EV1.569_HOUSE_PROV0.435 + Anthony Edwards_fg3m_2.5_100_under_P0.570_EV0.697_HOUSE_PROV0.500,0.24269548092955887,4.070743599742263
768,2024-05-19_768_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_blocks_0.5_130_under_P0.571_EV1.569_HOUSE_PROV0.435 + Jaden McDaniels_rebounds_3.5_115_over_P0.567_EV1.090_HOUSE_PROV0.465,0.2413412860610748,4.69664035902262
769,2024-05-19_769_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_blocks_0.5_130_under_P0.571_EV1.569_HOUSE_PROV0.435 + Anthony Edwards_fgm_9.5_-110_under_P0.561_EV0.356_HOUSE_PROV0.524,0.2390181118155828,3.527242750511615
770,2024-05-19_770_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_blocks_0.5_130_under_P0.571_EV1.569_HOUSE_PROV0.435 + Karl-Anthony Towns_steals_0.5_-110_under_P0.549_EV0.239_HOUSE_PROV0.524,0.23379332815764112,3.3408426562603886
771,2024-05-19_771_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_blocks_0.5_130_under_P0.571_EV1.569_HOUSE_PROV0.435 + Aaron Gordon_assists_4.5_105_over_P0.531_EV0.443_HOUSE_PROV0.488,0.22620466885424934,3.665759485888257
772,2024-05-19_772_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_blocks_0.5_130_under_P0.571_EV1.569_HOUSE_PROV0.435 + Aaron Gordon_steals_0.5_160_under_P0.527_EV1.855_HOUSE_PROV0.385,0.2246261606381351,5.914023580005388
773,2024-05-19_773_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_blocks_0.5_130_under_P0.571_EV1.569_HOUSE_PROV0.435 + Mike Conley_fg3m_2.5_135_over_P0.501_EV0.892_HOUSE_PROV0.426,0.2136230990140767,4.381391907640062
774,2024-05-19_774_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_blocks_0.5_130_under_P0.571_EV1.569_HOUSE_PROV0.435 + Anthony Edwards_assists_5.5_120_over_P0.495_EV0.444_HOUSE_PROV0.455,0.21083241749306533,3.667847764183648
775,2024-05-19_775_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_blocks_0.5_130_under_P0.571_EV1.569_HOUSE_PROV0.435 + Jamal Murray_rebounds_4.5_105_over_P0.494_EV0.066_HOUSE_PROV0.488,0.21054892049928225,3.06599755125219
776,2024-05-19_776_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_blocks_0.5_130_under_P0.571_EV1.569_HOUSE_PROV0.435 + Karl-Anthony Towns_blocks_0.5_160_over_P0.493_EV1.414_HOUSE_PROV0.385,0.21018077574345215,5.2121584414349815
777,2024-05-19_777_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_blocks_0.5_130_under_P0.571_EV1.569_HOUSE_PROV0.435 + Kentavious Caldwell-Pope_blocks_0.5_115_over_P0.473_EV0.082_HOUSE_PROV0.465,0.2013730580037705,3.0907918961077403
778,2024-05-19_778_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_blocks_0.5_130_under_P0.571_EV1.569_HOUSE_PROV0.435 + Aaron Gordon_fg3m_0.5_145_under_P0.468_EV0.729_HOUSE_PROV0.408,0.19922553249127314,4.121416489155134
779,2024-05-19_779_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Nikola Jokic_blocks_0.5_130_under_P0.571_EV1.569_HOUSE_PROV0.435 + Jamal Murray_blocks_0.5_160_over_P0.451_EV0.865_HOUSE_PROV0.385,0.19220589048426448,4.338803703904199
780,2024-05-19_780_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_fg3m_2.5_100_under_P0.570_EV0.697_HOUSE_PROV0.500 + Jaden McDaniels_rebounds_3.5_115_over_P0.567_EV1.090_HOUSE_PROV0.465,0.24070738771567884,3.4097143583165295
781,2024-05-19_781_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_fg3m_2.5_100_under_P0.570_EV0.697_HOUSE_PROV0.500 + Karl-Anthony Towns_steals_0.5_-110_under_P0.549_EV0.239_HOUSE_PROV0.524,0.2331792550071142,2.233856433743429
782,2024-05-19_782_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_fg3m_2.5_100_under_P0.570_EV0.697_HOUSE_PROV0.500 + Aaron Gordon_assists_4.5_105_over_P0.531_EV0.443_HOUSE_PROV0.488,0.2256105278034253,2.5156507074516057
783,2024-05-19_783_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_fg3m_2.5_100_under_P0.570_EV0.697_HOUSE_PROV0.500 + Aaron Gordon_steals_0.5_160_under_P0.527_EV1.855_HOUSE_PROV0.385,0.2240361656402418,4.465527998300217
784,2024-05-19_784_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_fg3m_2.5_100_under_P0.570_EV0.697_HOUSE_PROV0.500 + Nikola Jokic_assists_8.5_-105_under_P0.515_EV0.026_HOUSE_PROV0.512,0.21875797605245811,1.9403572164262002
785,2024-05-19_785_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_fg3m_2.5_100_under_P0.570_EV0.697_HOUSE_PROV0.500 + Mike Conley_fg3m_2.5_135_over_P0.501_EV0.892_HOUSE_PROV0.426,0.21306200426226904,3.136305287765399
786,2024-05-19_786_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_fg3m_2.5_100_under_P0.570_EV0.697_HOUSE_PROV0.500 + Jamal Murray_rebounds_4.5_105_over_P0.494_EV0.066_HOUSE_PROV0.488,0.20999590027424034,1.9954884278856309
787,2024-05-19_787_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_fg3m_2.5_100_under_P0.570_EV0.697_HOUSE_PROV0.500 + Karl-Anthony Towns_blocks_0.5_160_over_P0.493_EV1.414_HOUSE_PROV0.385,0.20962872247419057,3.8568135245345534
788,2024-05-19_788_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_fg3m_2.5_100_under_P0.570_EV0.697_HOUSE_PROV0.500 + Nikola Jokic_steals_1.5_115_under_P0.487_EV0.236_HOUSE_PROV0.465,0.20694216806068289,2.230041996620108
789,2024-05-19_789_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_fg3m_2.5_100_under_P0.570_EV0.697_HOUSE_PROV0.500 + Kentavious Caldwell-Pope_blocks_0.5_115_over_P0.473_EV0.082_HOUSE_PROV0.465,0.20084413876927365,2.0169920982514977
790,2024-05-19_790_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_fg3m_2.5_100_under_P0.570_EV0.697_HOUSE_PROV0.500 + Aaron Gordon_fg3m_0.5_145_under_P0.468_EV0.729_HOUSE_PROV0.408,0.19870225387008073,2.910833482202589
791,2024-05-19_791_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Anthony Edwards_fg3m_2.5_100_under_P0.570_EV0.697_HOUSE_PROV0.500 + Jamal Murray_blocks_0.5_160_over_P0.451_EV0.865_HOUSE_PROV0.385,0.19170104940240126,3.0993693372514546
792,2024-05-19_792_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jaden McDaniels_rebounds_3.5_115_over_P0.567_EV1.090_HOUSE_PROV0.465 + Anthony Edwards_fgm_9.5_-110_under_P0.561_EV0.356_HOUSE_PROV0.524,0.23706014257662159,2.9058210616675026
793,2024-05-19_793_,Michael Porter Jr._fgm_4.5_-160_over_P0.746_EV1.060_HOUSE_PROV0.615 + Jaden McDaniels_rebounds_3.5_115_over_P0.567_EV1.090_HOUSE_PROV0.465 + Karl-Anthony Towns_steals_0.5_-110_under_P0.549_EV0.239_HOUSE_PROV0.524,0.23187815887892044,2.733004849658089
