,parlay_tag,props,COMBINED_PROB,COMBINED_EV,HETERO
10,2024-05-18_10_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_assists_0.5_-200_over_P0.781_EV0.860_HOUSE_PROV0.667 + Luka Doncic_steals_1.5_-135_under_P0.634_EV0.517_HOUSE_PROV0.574,0.3934228545264092,2.582236759854209,8
11,2024-05-18_11_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_assists_0.5_-200_over_P0.781_EV0.860_HOUSE_PROV0.667 + Jaden Hardy_rebounds_1.5_-170_under_P0.634_EV0.034_HOUSE_PROV0.630,0.3934228545264092,1.9179606982900115,8
12,2024-05-18_12_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_assists_0.5_-200_over_P0.781_EV0.860_HOUSE_PROV0.667 + Jalen Williams_fgm_6.5_-145_over_P0.630_EV0.322_HOUSE_PROV0.592,0.39098620840507065,2.3141385537845114,8
13,2024-05-18_13_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_assists_0.5_-200_over_P0.781_EV0.860_HOUSE_PROV0.667 + Isaiah Joe_points_6.5_-125_over_P0.619_EV0.572_HOUSE_PROV0.556,0.38422562540847127,2.6570678206402496,8
14,2024-05-18_14_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_assists_0.5_-200_over_P0.781_EV0.860_HOUSE_PROV0.667 + Jalen Williams_points_17.5_-120_over_P0.601_EV0.506_HOUSE_PROV0.545,0.37278183899465395,2.566583755784346,8
15,2024-05-18_15_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_assists_0.5_-200_over_P0.781_EV0.860_HOUSE_PROV0.667 + Isaiah Joe_steals_0.5_-125_under_P0.595_EV0.351_HOUSE_PROV0.556,0.36896786597973685,2.353002472024756,8
16,2024-05-18_16_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_assists_0.5_-200_over_P0.781_EV0.860_HOUSE_PROV0.667 + Luka Doncic_rebounds_10.5_-145_under_P0.593_EV0.010_HOUSE_PROV0.592,0.36805365993031053,1.8851417417997745,8
17,2024-05-18_17_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_assists_0.5_-200_over_P0.781_EV0.860_HOUSE_PROV0.667 + Chet Holmgren_points_14.5_-115_over_P0.579_EV0.409_HOUSE_PROV0.535,0.35913472708921346,2.4336427206509548,8
18,2024-05-18_18_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_assists_0.5_-200_over_P0.781_EV0.860_HOUSE_PROV0.667 + Jalen Williams_blocks_0.5_-115_over_P0.568_EV0.312_HOUSE_PROV0.535,0.3526884918359898,2.300213658654881,8
19,2024-05-18_19_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_assists_0.5_-200_over_P0.781_EV0.860_HOUSE_PROV0.667 + Luguentz Dort_fgm_3.5_-110_under_P0.558_EV0.330_HOUSE_PROV0.524,0.3465242906167614,2.3242634153088204,8
20,2024-05-18_20_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_assists_0.5_-200_over_P0.781_EV0.860_HOUSE_PROV0.667 + Jalen Williams_steals_1.5_-120_under_P0.551_EV0.052_HOUSE_PROV0.545,0.34205394471404993,1.9428806635411338,8
21,2024-05-18_21_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_assists_0.5_-200_over_P0.781_EV0.860_HOUSE_PROV0.667 + Chet Holmgren_steals_0.5_-105_under_P0.527_EV0.147_HOUSE_PROV0.512,0.3272451408293459,2.0736152039812703,8
22,2024-05-18_22_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Cason Wallace_steals_0.5_-170_over_P0.733_EV0.820_HOUSE_PROV0.630,0.4399788554163471,2.033275438951158,8
23,2024-05-18_23_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Cason Wallace_points_4.5_-140_over_P0.699_EV0.988_HOUSE_PROV0.583,0.4193839067804296,2.236123066897952,8
24,2024-05-18_24_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Jaden Hardy_points_3.5_-110_over_P0.674_EV1.436_HOUSE_PROV0.524,0.4048154845041174,2.778479351008868,8
25,2024-05-18_25_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Cason Wallace_fgm_1.5_-150_over_P0.665_EV0.538_HOUSE_PROV0.600,0.3989404632418327,1.692183095506933,8
26,2024-05-18_26_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Dereck Lively II_rebounds_6.5_-105_under_P0.664_EV1.481_HOUSE_PROV0.512,0.398583482975452,2.8323996113450747,8
27,2024-05-18_27_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Jalen Williams_rebounds_5.5_-115_under_P0.658_EV1.151_HOUSE_PROV0.535,0.3950275397914991,2.4332539602211787,8
28,2024-05-18_28_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Dereck Lively II_steals_0.5_-160_under_P0.644_EV0.233_HOUSE_PROV0.615,0.3866503710094072,1.3238676751944434,8
29,2024-05-18_29_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Luka Doncic_steals_1.5_-135_under_P0.634_EV0.517_HOUSE_PROV0.574,0.38057995763974334,1.667929272259573,8
30,2024-05-18_30_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Jaden Hardy_rebounds_1.5_-170_under_P0.634_EV0.034_HOUSE_PROV0.630,0.38057995763974334,1.0837552434007875,8
31,2024-05-18_31_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Jalen Williams_fgm_6.5_-145_over_P0.630_EV0.322_HOUSE_PROV0.592,0.3782228534019675,1.4321598109895737,8
32,2024-05-18_32_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Isaiah Joe_points_6.5_-125_over_P0.619_EV0.572_HOUSE_PROV0.556,0.3716829628977339,1.7337367953550489,8
33,2024-05-18_33_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Cason Wallace_rebounds_1.5_-145_over_P0.615_EV0.198_HOUSE_PROV0.592,0.36934725972019566,1.281219072044081,8
34,2024-05-18_34_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Jalen Williams_points_17.5_-120_over_P0.601_EV0.506_HOUSE_PROV0.545,0.3606127474831982,1.65416379284473,8
35,2024-05-18_35_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Isaiah Joe_steals_0.5_-125_under_P0.595_EV0.351_HOUSE_PROV0.556,0.35692327781524114,1.466337305873524,8
36,2024-05-18_36_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Luka Doncic_rebounds_10.5_-145_under_P0.593_EV0.010_HOUSE_PROV0.592,0.3560389151109354,1.0548937757894192,8
37,2024-05-18_37_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Chet Holmgren_points_14.5_-115_over_P0.579_EV0.409_HOUSE_PROV0.535,0.34741113194124007,1.5372535132364904,8
38,2024-05-18_38_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Jalen Williams_steals_1.5_-120_under_P0.551_EV0.052_HOUSE_PROV0.545,0.3308879346790509,1.1056702232443936,8
39,2024-05-18_39_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_blocks_0.5_-275_under_P0.756_EV0.153_HOUSE_PROV0.733 + Chet Holmgren_steals_0.5_-105_under_P0.527_EV0.147_HOUSE_PROV0.512,0.31656254943441303,1.2206400793311527,8
40,2024-05-18_40_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_steals_1.5_-160_under_P0.750_EV1.098_HOUSE_PROV0.615 + Dereck Lively II_blocks_1.5_-200_under_P0.721_EV0.408_HOUSE_PROV0.667,0.42984089633812644,2.7332982689403993,8
41,2024-05-18_41_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_steals_1.5_-160_under_P0.750_EV1.098_HOUSE_PROV0.615 + Cason Wallace_points_4.5_-140_over_P0.699_EV0.988_HOUSE_PROV0.583,0.41643534645927877,3.5624206440351713,8
42,2024-05-18_42_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_steals_1.5_-160_under_P0.750_EV1.098_HOUSE_PROV0.615 + Jaden Hardy_points_3.5_-110_over_P0.674_EV1.436_HOUSE_PROV0.524,0.40196935031609,4.204184555533196,8
43,2024-05-18_43_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_steals_1.5_-160_under_P0.750_EV1.098_HOUSE_PROV0.615 + Cason Wallace_fgm_1.5_-150_over_P0.665_EV0.538_HOUSE_PROV0.600,0.3961356345362041,2.9187827737147938,8
44,2024-05-18_44_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_steals_1.5_-160_under_P0.750_EV1.098_HOUSE_PROV0.615 + Dereck Lively II_rebounds_6.5_-105_under_P0.664_EV1.481_HOUSE_PROV0.512,0.3957811640891843,4.267987775291372,8
45,2024-05-18_45_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_steals_1.5_-160_under_P0.750_EV1.098_HOUSE_PROV0.615 + Jalen Williams_rebounds_5.5_-115_under_P0.658_EV1.151_HOUSE_PROV0.535,0.39225022165706513,3.7956833476905807,8
46,2024-05-18_46_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_steals_1.5_-160_under_P0.750_EV1.098_HOUSE_PROV0.615 + Chet Holmgren_blocks_2.5_-110_under_P0.644_EV1.150_HOUSE_PROV0.524,0.38404958855489973,3.793862737933214,8
47,2024-05-18_47_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_steals_1.5_-160_under_P0.750_EV1.098_HOUSE_PROV0.615 + Luka Doncic_blocks_0.5_-135_under_P0.644_EV0.606_HOUSE_PROV0.574,0.38393195019333737,3.0159337176058223,8
48,2024-05-18_48_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_steals_1.5_-160_under_P0.750_EV1.098_HOUSE_PROV0.615 + Jaden Hardy_rebounds_1.5_-170_under_P0.634_EV0.034_HOUSE_PROV0.630,0.3779042160483777,2.198837140795514,8
49,2024-05-18_49_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_steals_1.5_-160_under_P0.750_EV1.098_HOUSE_PROV0.615 + Jalen Williams_fgm_6.5_-145_over_P0.630_EV0.322_HOUSE_PROV0.592,0.3755636838914947,2.611100231737834,8
50,2024-05-18_50_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_steals_1.5_-160_under_P0.750_EV1.098_HOUSE_PROV0.615 + Isaiah Joe_points_6.5_-125_over_P0.619_EV0.572_HOUSE_PROV0.556,0.36906977336249064,2.9679527856294854,8
51,2024-05-18_51_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_steals_1.5_-160_under_P0.750_EV1.098_HOUSE_PROV0.615 + Cason Wallace_rebounds_1.5_-145_over_P0.615_EV0.198_HOUSE_PROV0.592,0.36675049180151886,2.432493802960378,8
52,2024-05-18_52_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_steals_1.5_-160_under_P0.750_EV1.098_HOUSE_PROV0.615 + Jalen Williams_points_17.5_-120_over_P0.601_EV0.506_HOUSE_PROV0.545,0.3580773892557142,2.8737949730683594,8
53,2024-05-18_53_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_steals_1.5_-160_under_P0.750_EV1.098_HOUSE_PROV0.615 + Luka Doncic_rebounds_10.5_-145_under_P0.593_EV0.010_HOUSE_PROV0.592,0.3535357141036747,2.164685700333809,8
54,2024-05-18_54_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_steals_1.5_-160_under_P0.750_EV1.098_HOUSE_PROV0.615 + Chet Holmgren_points_14.5_-115_over_P0.579_EV0.409_HOUSE_PROV0.535,0.34496859024565624,2.7354563928144104,8
55,2024-05-18_55_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Luguentz Dort_steals_1.5_-160_under_P0.750_EV1.098_HOUSE_PROV0.615 + Jalen Williams_blocks_0.5_-115_over_P0.568_EV0.312_HOUSE_PROV0.535,0.33877662795417895,2.596609971296541,8
56,2024-05-18_56_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_steals_0.5_-170_over_P0.733_EV0.820_HOUSE_PROV0.630 + Dereck Lively II_blocks_1.5_-200_under_P0.721_EV0.408_HOUSE_PROV0.667,0.4197572121158438,2.3810249273311195,8
57,2024-05-18_57_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_steals_0.5_-170_over_P0.733_EV0.820_HOUSE_PROV0.630 + Luguentz Dort_rebounds_4.5_-125_under_P0.683_EV1.150_HOUSE_PROV0.556,0.39781451742817614,3.3942206156483223,8
58,2024-05-18_58_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_steals_0.5_-170_over_P0.733_EV0.820_HOUSE_PROV0.630 + Jaden Hardy_points_3.5_-110_over_P0.674_EV1.436_HOUSE_PROV0.524,0.3925395077158292,3.7849082341751092,8
59,2024-05-18_59_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_steals_0.5_-170_over_P0.733_EV0.820_HOUSE_PROV0.630 + Dereck Lively II_rebounds_6.5_-105_under_P0.664_EV1.481_HOUSE_PROV0.512,0.3864964908210005,3.845805039018458,8
60,2024-05-18_60_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_steals_0.5_-170_over_P0.733_EV0.820_HOUSE_PROV0.630 + Jalen Williams_rebounds_5.5_-115_under_P0.658_EV1.151_HOUSE_PROV0.535,0.38304838115048195,3.395015397629397,8
61,2024-05-18_61_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_steals_0.5_-170_over_P0.733_EV0.820_HOUSE_PROV0.630 + Chet Holmgren_blocks_2.5_-110_under_P0.644_EV1.150_HOUSE_PROV0.524,0.37504012758997834,3.3932777217329395,8
62,2024-05-18_62_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_steals_0.5_-170_over_P0.733_EV0.820_HOUSE_PROV0.630 + Luka Doncic_blocks_0.5_-135_under_P0.644_EV0.606_HOUSE_PROV0.574,0.3749252489195029,2.65078554167669,8
63,2024-05-18_63_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_steals_0.5_-170_over_P0.733_EV0.820_HOUSE_PROV0.630 + Jaden Hardy_rebounds_1.5_-170_under_P0.634_EV0.034_HOUSE_PROV0.630,0.3690389200438218,1.8709099967625065,8
64,2024-05-18_64_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_steals_0.5_-170_over_P0.733_EV0.820_HOUSE_PROV0.630 + Jalen Williams_fgm_6.5_-145_over_P0.630_EV0.322_HOUSE_PROV0.592,0.36675329468474044,2.2643933521227,8
65,2024-05-18_65_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_steals_0.5_-170_over_P0.733_EV0.820_HOUSE_PROV0.630 + Isaiah Joe_points_6.5_-125_over_P0.619_EV0.572_HOUSE_PROV0.556,0.36041172550738554,2.6049902752020593,8
66,2024-05-18_66_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_steals_0.5_-170_over_P0.733_EV0.820_HOUSE_PROV0.630 + Jalen Williams_points_17.5_-120_over_P0.601_EV0.506_HOUSE_PROV0.545,0.34967721293197584,2.515121614063264,8
67,2024-05-18_67_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_steals_0.5_-170_over_P0.733_EV0.820_HOUSE_PROV0.630 + Luka Doncic_rebounds_10.5_-145_under_P0.593_EV0.010_HOUSE_PROV0.592,0.3452420814300718,1.8383142498268796,8
68,2024-05-18_68_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_steals_0.5_-170_over_P0.733_EV0.820_HOUSE_PROV0.630 + Chet Holmgren_points_14.5_-115_over_P0.579_EV0.409_HOUSE_PROV0.535,0.3368759346601187,2.3830847426332564,8
69,2024-05-18_69_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_steals_0.5_-170_over_P0.733_EV0.820_HOUSE_PROV0.630 + Jalen Williams_blocks_0.5_-115_over_P0.568_EV0.312_HOUSE_PROV0.535,0.3308292302838269,2.2505631635277146,8
70,2024-05-18_70_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Cason Wallace_steals_0.5_-170_over_P0.733_EV0.820_HOUSE_PROV0.630 + Luguentz Dort_fgm_3.5_-110_under_P0.558_EV0.330_HOUSE_PROV0.524,0.3250470797689178,2.2744493520477063,8
71,2024-05-18_71_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Dereck Lively II_blocks_1.5_-200_under_P0.721_EV0.408_HOUSE_PROV0.667 + Cason Wallace_points_4.5_-140_over_P0.699_EV0.988_HOUSE_PROV0.583,0.400108817388099,2.5939020443047385,8
72,2024-05-18_72_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Dereck Lively II_blocks_1.5_-200_under_P0.721_EV0.408_HOUSE_PROV0.667 + Luguentz Dort_rebounds_4.5_-125_under_P0.683_EV1.150_HOUSE_PROV0.556,0.39139991923639283,2.8000412476395438,8
73,2024-05-18_73_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Dereck Lively II_blocks_1.5_-200_under_P0.721_EV0.408_HOUSE_PROV0.667 + Cason Wallace_fgm_1.5_-150_over_P0.665_EV0.538_HOUSE_PROV0.600,0.3806049645093312,2.023067797493611,8
74,2024-05-18_74_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Dereck Lively II_blocks_1.5_-200_under_P0.721_EV0.408_HOUSE_PROV0.667 + Jalen Williams_rebounds_5.5_-115_under_P0.658_EV1.151_HOUSE_PROV0.535,0.37687188093380236,2.8007797715024605,8
75,2024-05-18_75_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Dereck Lively II_blocks_1.5_-200_under_P0.721_EV0.408_HOUSE_PROV0.667 + Jalen Williams_fgm_6.5_-145_over_P0.630_EV0.322_HOUSE_PROV0.592,0.3608395461465412,1.750188061534434,8
76,2024-05-18_76_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Dereck Lively II_blocks_1.5_-200_under_P0.721_EV0.408_HOUSE_PROV0.667 + Isaiah Joe_points_6.5_-125_over_P0.619_EV0.572_HOUSE_PROV0.556,0.3546002322072332,2.066676056129862,8
77,2024-05-18_77_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Dereck Lively II_blocks_1.5_-200_under_P0.721_EV0.408_HOUSE_PROV0.667 + Cason Wallace_rebounds_1.5_-145_over_P0.615_EV0.198_HOUSE_PROV0.592,0.35237187908965945,1.5917842898669052,8
78,2024-05-18_78_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Dereck Lively II_blocks_1.5_-200_under_P0.721_EV0.408_HOUSE_PROV0.667 + Jalen Williams_points_17.5_-120_over_P0.601_EV0.506_HOUSE_PROV0.545,0.34403880930537556,1.9831686888769697,8
79,2024-05-18_79_,Derrick Jones Jr._fg3m_1.5_-210_under_P0.794_EV0.863_HOUSE_PROV0.677 + Dereck Lively II_blocks_1.5_-200_under_P0.721_EV0.408_HOUSE_PROV0.667 + Isaiah Joe_steals_0.5_-125_under_P0.595_EV0.351_HOUSE_PROV0.556,0.34051890946713875,1.7860554100951234,8
